,in,1962,",",who,was,responsible,for,the,authorship,of,a,paper,published,on,real,time-computations,?
raymond,0.12701623141765594,-0.08797939121723175,0.2585461437702179,0.19046053290367126,0.22174938023090363,0.13193325698375702,0.16116847097873688,0.18966493010520935,0.15063463151454926,0.20048591494560242,0.2000870704650879,0.06640204787254333,0.1844080090522766,0.1911160945892334,0.12899628281593323,0.19939135015010834,0.09700554609298706
smullyan,0.30592575669288635,0.05685003101825714,0.3801466226577759,0.36174121499061584,0.3330182135105133,0.2126910239458084,0.2879067063331604,0.23718923330307007,0.20727981626987457,0.18230260908603668,0.2966268062591553,0.18588104844093323,0.24604584276676178,0.27985522150993347,0.23006708920001984,0.2575322389602661,0.2546435594558716
's,-0.037580832839012146,0.02088261768221855,-0.0016132977325469255,0.05599616840481758,0.008974763564765453,0.002397976815700531,-0.07241261005401611,-0.01540423184633255,0.012873856350779533,-0.03817026689648628,0.04866964742541313,0.09519387036561966,0.01244857907295227,0.0026888418942689896,0.09362173080444336,-0.011220521293580532,-0.023395681753754616
study,0.2875489294528961,-0.06277382373809814,0.26425549387931824,0.21352694928646088,0.18420368432998657,0.2211696058511734,0.18700449168682098,0.2533665597438812,0.22041796147823334,0.29377859830856323,0.2268155962228775,0.25033220648765564,0.27503788471221924,0.1889076977968216,0.1555420309305191,0.34854716062545776,0.15902167558670044
of,0.5696388483047485,0.01980927400290966,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.37070101499557495,0.4185989499092102,0.733189046382904,0.2509104609489441,1.0,0.5052502155303955,0.19050662219524384,0.23023100197315216,0.3966929316520691,0.19599324464797974,0.271473228931427,0.1826142966747284
rudimentary,0.23854610323905945,-0.07027719169855118,0.26807457208633423,0.2270260751247406,0.17708171904087067,0.15011432766914368,0.2544468641281128,0.22738124430179596,0.23573027551174164,0.26150161027908325,0.2511323094367981,0.2847740352153778,0.17483100295066833,0.19878052175045013,0.17561103403568268,0.3022845983505249,0.18648070096969604
sets,0.16155706346035004,-0.12374605983495712,0.19630418717861176,0.17237307131290436,0.15145030617713928,0.16574421525001526,0.21452194452285767,0.2320500761270523,0.09138273447751999,0.14160113036632538,0.16088198125362396,0.07989638298749924,0.1287270188331604,0.15848734974861145,0.15917731821537018,0.28626009821891785,0.07869148254394531
(,0.3087427020072937,-0.05998660624027252,0.6363511681556702,0.2443375140428543,0.2980341613292694,0.1511021852493286,0.3357032239437103,0.33289089798927307,0.18085795640945435,0.35032153129577637,0.3206180930137634,0.14301030337810516,0.18344631791114807,0.28656116127967834,0.18307027220726013,0.25635120272636414,0.40561532974243164
1961,0.09056709706783295,0.06490577012300491,0.04366050660610199,-0.016341788694262505,0.09389110654592514,0.09567335247993469,0.014115508645772934,0.0738944262266159,-0.03668249025940895,0.07470385730266571,0.003652953775599599,-0.060785938054323196,0.01611494831740856,0.03829694911837578,0.024587171152234077,-0.0273117758333683,0.009729373268783092
),0.3326910734176636,-0.049853790551424026,0.63033527135849,0.2457384318113327,0.3267642855644226,0.1484149545431137,0.3639558255672455,0.3456730246543884,0.18543148040771484,0.3680361211299896,0.3640355169773102,0.15218879282474518,0.17891167104244232,0.29937487840652466,0.18670769035816193,0.26046913862228394,0.42300865054130554
",",0.5201468467712402,-0.05353415384888649,1.0000001192092896,0.3365725874900818,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.4933079481124878,0.24424000084400177,0.4946078956127167,0.427140474319458,0.2304661124944687,0.2937801778316498,0.49057599902153015,0.2110464870929718,0.30762600898742676,0.31091248989105225
as,0.3887844979763031,-0.04405030980706215,0.48816442489624023,0.3923053741455078,0.3677520453929901,0.25070908665657043,0.44774648547172546,0.48381632566452026,0.2803751528263092,0.3886612355709076,0.39550232887268066,0.229159414768219,0.16957594454288483,0.36047765612602234,0.18725113570690155,0.26890236139297485,0.27043893933296204
well,0.36612698435783386,-0.08079541474580765,0.4331948161125183,0.3480316996574402,0.3130364418029785,0.26740512251853943,0.46352139115333557,0.42630070447921753,0.23545582592487335,0.3343164324760437,0.320642352104187,0.19820085167884827,0.20742879807949066,0.2982843816280365,0.16703470051288605,0.28524184226989746,0.24815571308135986
as,0.3887844979763031,-0.04405030980706215,0.48816442489624023,0.3923053741455078,0.3677520453929901,0.25070908665657043,0.44774648547172546,0.48381632566452026,0.2803751528263092,0.3886612355709076,0.39550232887268066,0.229159414768219,0.16957594454288483,0.36047765612602234,0.18725113570690155,0.26890236139297485,0.27043893933296204
hisao,0.14054638147354126,0.19855976104736328,0.2443293184041977,0.26724129915237427,0.24705372750759125,0.14681771397590637,0.17624974250793457,0.2127026468515396,0.12073682993650436,0.2190469354391098,0.22229406237602234,0.08505501598119736,0.1483646035194397,0.23018105328083038,0.22037947177886963,0.2050960808992386,0.2005213052034378
yamada,0.12744949758052826,0.07354357838630676,0.1920533925294876,0.17019623517990112,0.1757548749446869,0.12321197241544724,0.22359853982925415,0.20586025714874268,-0.001265665516257286,0.13871732354164124,0.16171611845493317,0.12285669893026352,0.08669266104698181,0.17314612865447998,0.22066497802734375,0.1938229501247406,0.19195778667926788
's,-0.037580832839012146,0.02088261768221855,-0.0016132977325469255,0.05599616840481758,0.008974763564765453,0.002397976815700531,-0.07241261005401611,-0.01540423184633255,0.012873856350779533,-0.03817026689648628,0.04866964742541313,0.09519387036561966,0.01244857907295227,0.0026888418942689896,0.09362173080444336,-0.011220521293580532,-0.023395681753754616
paper,0.18605142831802368,-0.11560393869876862,0.2304661124944687,0.17045389115810394,0.18939059972763062,0.16123121976852417,0.22010697424411774,0.2077420949935913,0.25940966606140137,0.19050662219524384,0.25947141647338867,0.9999998807907104,0.40487754344940186,0.22461584210395813,0.20514090359210968,0.23832356929779053,0.12693770229816437
on,0.46853652596473694,-0.12164092063903809,0.49057599902153015,0.2340552806854248,0.3909217119216919,0.1621275097131729,0.36199691891670227,0.5107308030128479,0.16379334032535553,0.3966929316520691,0.3848365545272827,0.22461584210395813,0.26885396242141724,0.9999999403953552,0.1512499749660492,0.25355252623558044,0.2714994251728058
real-time,0.2656252682209015,-0.1308232992887497,0.29879626631736755,0.2945111095905304,0.30450356006622314,0.2729484736919403,0.38737374544143677,0.3535337746143341,0.3846738636493683,0.2645685374736786,0.30201447010040283,0.256873220205307,0.25260788202285767,0.30132532119750977,0.5265985727310181,0.4840729832649231,0.32016316056251526
computations,0.20816855132579803,-0.10229466110467911,0.2964975833892822,0.19799403846263885,0.15682420134544373,0.22436651587486267,0.311023473739624,0.19766010344028473,0.33715328574180603,0.2436274141073227,0.2478221207857132,0.24046207964420319,0.25146356225013733,0.20162120461463928,0.2822769582271576,0.962628960609436,0.22970503568649292
(,0.3087427020072937,-0.05998660624027252,0.6363511681556702,0.2443375140428543,0.2980341613292694,0.1511021852493286,0.3357032239437103,0.33289089798927307,0.18085795640945435,0.35032153129577637,0.3206180930137634,0.14301030337810516,0.18344631791114807,0.28656116127967834,0.18307027220726013,0.25635120272636414,0.40561532974243164
1962,-0.0651141032576561,1.0000001192092896,-0.05353415384888649,0.06345117837190628,-0.03281155601143837,-0.021611787378787994,-0.07097548246383667,-0.023296929895877838,-0.004452930297702551,0.01980927400290966,-0.10114685446023941,-0.11560393869876862,-0.10170575976371765,-0.12164092063903809,-0.08415912836790085,-0.10456999391317368,-0.008269774727523327
),0.3326910734176636,-0.049853790551424026,0.63033527135849,0.2457384318113327,0.3267642855644226,0.1484149545431137,0.3639558255672455,0.3456730246543884,0.18543148040771484,0.3680361211299896,0.3640355169773102,0.15218879282474518,0.17891167104244232,0.29937487840652466,0.18670769035816193,0.26046913862228394,0.42300865054130554
.,0.5591574311256409,-0.12549011409282684,0.6812511086463928,0.3541337847709656,0.40146201848983765,0.2309054434299469,0.4726039469242096,0.5934505462646484,0.1995522379875183,0.5352458953857422,0.50484299659729,0.2429187148809433,0.23857341706752777,0.49257001280784607,0.2178356945514679,0.2892070412635803,0.4130953550338745
