,what,has,caused,oxfam,'s,findings,to,be,questioned,?
debts,0.2042621672153473,0.17654427886009216,0.2923636734485626,0.28048422932624817,0.07979629188776016,0.2235928177833557,0.3137960433959961,0.2211902141571045,0.25980833172798157,0.1363573521375656
),0.26259949803352356,0.26944878697395325,0.19493544101715088,0.12231359630823135,0.021107977256178856,0.17155858874320984,0.31236231327056885,0.24578070640563965,0.1535860002040863,0.42300865054130554
",",0.3087472915649414,0.3734780251979828,0.2600580155849457,0.2046637237071991,-0.0016132977325469255,0.25852248072624207,0.44245919585227966,0.39254459738731384,0.2902030348777771,0.31091248989105225
the,0.42745697498321533,0.4177538752555847,0.24990202486515045,0.2714040279388428,-0.01540423184633255,0.2911088168621063,0.535392165184021,0.4248143136501312,0.2955554127693176,0.22068053483963013
oxfam,0.2280491143465042,0.19830340147018433,0.15877865254878998,1.0,0.039435893297195435,0.202368825674057,0.27467039227485657,0.19907572865486145,0.20358186960220337,0.19253410398960114
report,0.2868559956550598,0.18398481607437134,0.2459912896156311,0.27925601601600647,-0.0383719876408577,0.3383049964904785,0.2559358477592468,0.2533242404460907,0.3687346875667572,0.3138936758041382
",",0.3087472915649414,0.3734780251979828,0.2600580155849457,0.2046637237071991,-0.0016132977325469255,0.25852248072624207,0.44245919585227966,0.39254459738731384,0.2902030348777771,0.31091248989105225
for,0.3017193675041199,0.450642853975296,0.1862620860338211,0.346017986536026,-0.07241261005401611,0.2538018822669983,0.4451248347759247,0.3801851272583008,0.2890000343322754,0.264628142118454
instance,0.3862040638923645,0.2855777144432068,0.16902105510234833,0.14982660114765167,0.021153245121240616,0.3426699936389923,0.3533851206302643,0.43630778789520264,0.3717294931411743,0.30205854773521423
",",0.3087472915649414,0.3734780251979828,0.2600580155849457,0.2046637237071991,-0.0016132977325469255,0.25852248072624207,0.44245919585227966,0.39254459738731384,0.2902030348777771,0.31091248989105225
finds,0.22031353414058685,0.25216972827911377,0.14759249985218048,0.12377362698316574,-0.025854656472802162,0.4313793480396271,0.2838672697544098,0.2074556052684784,0.33092889189720154,0.13760407269001007
that,0.6297725439071655,0.41272613406181335,0.33201703429222107,0.2705768644809723,0.04397977516055107,0.36972561478614807,0.5436353087425232,0.6036020517349243,0.3704080879688263,0.32716336846351624
there,0.35085538029670715,0.42909398674964905,0.32593846321105957,0.15352623164653778,-0.04860968142747879,0.23589308559894562,0.40669289231300354,0.41019052267074585,0.2956436276435852,0.29405656456947327
are,0.29724663496017456,0.4313911199569702,0.20968151092529297,0.11889723688364029,-0.008927806280553341,0.2628907561302185,0.3504326641559601,0.5556803941726685,0.2067973017692566,0.24591213464736938
more,0.3484537899494171,0.3442428410053253,0.2706509530544281,0.22154366970062256,0.032942235469818115,0.274347722530365,0.47084665298461914,0.5445363521575928,0.23044559359550476,0.27894994616508484
poor,0.2570318877696991,0.1895977109670639,0.2648087739944458,0.23320035636425018,0.07552039623260498,0.24573256075382233,0.2869894206523895,0.2393469661474228,0.21893243491649628,0.12937016785144806
people,0.32444337010383606,0.2147672474384308,0.2947351634502411,0.21007446944713593,0.023582622408866882,0.21972346305847168,0.37275731563568115,0.2593584358692169,0.17812371253967285,0.23739641904830933
in,0.30808621644973755,0.4173259735107422,0.2494886964559555,0.2296697497367859,-0.037580832839012146,0.2707597017288208,0.45010748505592346,0.3481820821762085,0.25425803661346436,0.20430970191955566
the,0.42745697498321533,0.4177538752555847,0.24990202486515045,0.2714040279388428,-0.01540423184633255,0.2911088168621063,0.535392165184021,0.4248143136501312,0.2955554127693176,0.22068053483963013
united,0.20036718249320984,0.17934498190879822,0.21821196377277374,0.29149508476257324,-0.03853745758533478,0.15294970571994781,0.2715383470058441,0.20382754504680634,0.21404698491096497,0.17266890406608582
states,0.21526020765304565,0.1958659142255783,0.2201685905456543,0.2725551426410675,-0.004298824816942215,0.20471857488155365,0.2828785181045532,0.24637973308563232,0.23784226179122925,0.16272737085819244
and,0.31309178471565247,0.43716782331466675,0.2892237603664398,0.26136499643325806,0.06895173341035843,0.27312272787094116,0.48971283435821533,0.41766801476478577,0.2444506287574768,0.20544172823429108
western,0.2454150915145874,0.2023000717163086,0.0928611010313034,0.14884161949157715,0.06932425498962402,0.11435151100158691,0.18838192522525787,0.15455764532089233,0.13517801463603973,0.17439141869544983
europe,0.17179538309574127,0.23662522435188293,0.13499964773654938,0.2765807807445526,0.08762212097644806,0.18632251024246216,0.24889446794986725,0.21410541236400604,0.13581404089927673,0.18278923630714417
than,0.29388150572776794,0.32792407274246216,0.23573338985443115,0.1771133989095688,0.0585811510682106,0.23030723631381989,0.3192550539970398,0.46516597270965576,0.19696401059627533,0.24917294085025787
in,0.30808621644973755,0.4173259735107422,0.2494886964559555,0.2296697497367859,-0.037580832839012146,0.2707597017288208,0.45010748505592346,0.3481820821762085,0.25425803661346436,0.20430970191955566
china,0.13832437992095947,0.20189198851585388,0.16837675869464874,0.254864364862442,0.023593749850988388,0.22292952239513397,0.1938052773475647,0.23048463463783264,0.17166925966739655,0.18007943034172058
(,0.2411840260028839,0.2498389035463333,0.21355032920837402,0.09801025688648224,0.0012731997994706035,0.1707228273153305,0.30882009863853455,0.2349044382572174,0.14310303330421448,0.40561532974243164
due,0.15204688906669617,0.19837327301502228,0.4344053566455841,0.1590733826160431,0.03925589844584465,0.24347853660583496,0.35188060998916626,0.29785820841789246,0.18643631041049957,0.10954997688531876
to,0.455847829580307,0.3619994819164276,0.2414499819278717,0.27467039227485657,0.03782717138528824,0.30011293292045593,1.0,0.4972836375236511,0.3308415710926056,0.29463258385658264
a,0.3320399522781372,0.4670248031616211,0.22472180426120758,0.26425090432167053,0.04866964742541313,0.1875147819519043,0.45503583550453186,0.39883795380592346,0.24797874689102173,0.23916715383529663
greater,0.1946859508752823,0.23084081709384918,0.16414624452590942,0.12240530550479889,0.06379587203264236,0.06303119659423828,0.25585630536079407,0.2287398725748062,0.1328580528497696,0.09723397344350815
tendency,0.27676689624786377,0.1991642862558365,0.21740764379501343,0.18457718193531036,-0.029785558581352234,0.231674924492836,0.3589240312576294,0.30969950556755066,0.28120720386505127,0.15298421680927277
to,0.455847829580307,0.3619994819164276,0.2414499819278717,0.27467039227485657,0.03782717138528824,0.30011293292045593,1.0,0.4972836375236511,0.3308415710926056,0.29463258385658264
take,0.3275112509727478,0.2124529778957367,0.18390201032161713,0.18715396523475647,0.02030942589044571,0.164450004696846,0.4075521230697632,0.3844696581363678,0.20571187138557434,0.21897350251674652
on,0.34226128458976746,0.34604379534721375,0.25160422921180725,0.25711044669151306,0.0026888418942689896,0.2595383822917938,0.41031414270401,0.37900757789611816,0.2465321123600006,0.2714994251728058
debts,0.2042621672153473,0.17654427886009216,0.2923636734485626,0.28048422932624817,0.07979629188776016,0.2235928177833557,0.3137960433959961,0.2211902141571045,0.25980833172798157,0.1363573521375656
),0.26259949803352356,0.26944878697395325,0.19493544101715088,0.12231359630823135,0.021107977256178856,0.17155858874320984,0.31236231327056885,0.24578070640563965,0.1535860002040863,0.42300865054130554
.,0.3567904531955719,0.4105546176433563,0.2413787543773651,0.24857765436172485,-0.003708066651597619,0.28905197978019714,0.4645031690597534,0.4383580684661865,0.27716249227523804,0.4130953550338745
,what,has,caused,oxfam,'s,findings,to,be,questioned,?
anthony,0.12305492162704468,0.13877660036087036,0.12799358367919922,0.1922185868024826,-0.0015077306888997555,0.0606563463807106,0.1757044792175293,0.08844353258609772,0.19435544312000275,0.1372954547405243
shorrocks,0.2393498420715332,0.2099885493516922,0.26093578338623047,0.2672906517982483,0.025540363043546677,0.24003691971302032,0.2287796288728714,0.22156314551830292,0.22696253657341003,0.21310126781463623
",",0.3087472915649414,0.3734780251979828,0.2600580155849457,0.2046637237071991,-0.0016132977325469255,0.25852248072624207,0.44245919585227966,0.39254459738731384,0.2902030348777771,0.31091248989105225
the,0.42745697498321533,0.4177538752555847,0.24990202486515045,0.2714040279388428,-0.01540423184633255,0.2911088168621063,0.535392165184021,0.4248143136501312,0.2955554127693176,0.22068053483963013
lead,0.19642074406147003,0.16340789198875427,0.21879969537258148,0.24104876816272736,-0.057115159928798676,0.14540736377239227,0.23490607738494873,0.2750575840473175,0.16699416935443878,0.14552436769008636
author,0.18480391800403595,0.15521103143692017,0.05996394157409668,0.2069828063249588,0.08716395497322083,0.20885764062404633,0.17901532351970673,0.13063909113407135,0.2565264403820038,0.14162757992744446
of,0.33290785551071167,0.3909035325050354,0.29665443301200867,0.21295151114463806,-0.03817026689648628,0.25754475593566895,0.41548454761505127,0.33904364705085754,0.2533550262451172,0.1826142966747284
the,0.42745697498321533,0.4177538752555847,0.24990202486515045,0.2714040279388428,-0.01540423184633255,0.2911088168621063,0.535392165184021,0.4248143136501312,0.2955554127693176,0.22068053483963013
credit,0.24852240085601807,0.10506293922662735,0.06801000237464905,0.29608261585235596,0.09795784205198288,0.19004212319850922,0.20738251507282257,0.1813337355852127,0.15156064927577972,0.13371090590953827
suisse,0.12239670008420944,0.13421665132045746,0.0922018438577652,0.3415413498878479,0.09667448699474335,0.2185216248035431,0.1799527108669281,0.12927788496017456,0.11353618651628494,0.10149852931499481
report,0.2868559956550598,0.18398481607437134,0.2459912896156311,0.27925601601600647,-0.0383719876408577,0.3383049964904785,0.2559358477592468,0.2533242404460907,0.3687346875667572,0.3138936758041382
which,0.5261979103088379,0.4350704550743103,0.310800164937973,0.2687504291534424,0.03856118768453598,0.2716623544692993,0.5345056653022766,0.476310670375824,0.25234195590019226,0.25814583897590637
is,0.28837618231773376,0.5668748617172241,0.16288428008556366,0.1610317826271057,0.02396530658006668,0.23744268715381622,0.42745086550712585,0.4819129705429077,0.17687243223190308,0.22961433231830597
one,0.376489520072937,0.43032392859458923,0.22115907073020935,0.25772517919540405,0.06913424283266068,0.23844149708747864,0.4025384783744812,0.4154875874519348,0.29771867394447327,0.2673267424106598
of,0.33290785551071167,0.3909035325050354,0.29665443301200867,0.21295151114463806,-0.03817026689648628,0.25754475593566895,0.41548454761505127,0.33904364705085754,0.2533550262451172,0.1826142966747284
the,0.42745697498321533,0.4177538752555847,0.24990202486515045,0.2714040279388428,-0.01540423184633255,0.2911088168621063,0.535392165184021,0.4248143136501312,0.2955554127693176,0.22068053483963013
sources,0.30212491750717163,0.20692777633666992,0.16812771558761597,0.2080160528421402,-0.006692466326057911,0.30397823452949524,0.29232558608055115,0.3135587275028229,0.27181509137153625,0.2886999845504761
of,0.33290785551071167,0.3909035325050354,0.29665443301200867,0.21295151114463806,-0.03817026689648628,0.25754475593566895,0.41548454761505127,0.33904364705085754,0.2533550262451172,0.1826142966747284
oxfam,0.2280491143465042,0.19830340147018433,0.15877865254878998,1.0,0.039435893297195435,0.202368825674057,0.27467039227485657,0.19907572865486145,0.20358186960220337,0.19253410398960114
's,0.02692362666130066,-0.040683966130018234,-0.0389891043305397,0.039435893297195435,0.9999999403953552,-0.013285183347761631,0.03782717138528824,0.025217169895768166,-0.0639849379658699,-0.023395681753754616
data,0.23453554511070251,0.1715058982372284,0.16036738455295563,0.13130506873130798,0.04192065820097923,0.26229098439216614,0.24776634573936462,0.20036695897579193,0.16318508982658386,0.17909851670265198
",",0.3087472915649414,0.3734780251979828,0.2600580155849457,0.2046637237071991,-0.0016132977325469255,0.25852248072624207,0.44245919585227966,0.39254459738731384,0.2902030348777771,0.31091248989105225
considers,0.3797418773174286,0.26575732231140137,0.25052088499069214,0.2914438843727112,-0.025567850098013878,0.2832890748977661,0.34938570857048035,0.38631290197372437,0.36685267090797424,0.28599849343299866
the,0.42745697498321533,0.4177538752555847,0.24990202486515045,0.2714040279388428,-0.01540423184633255,0.2911088168621063,0.535392165184021,0.4248143136501312,0.2955554127693176,0.22068053483963013
criticism,0.30332592129707336,0.21729066967964172,0.21007855236530304,0.29669028520584106,0.006720665842294693,0.29704800248146057,0.24805869162082672,0.19446156919002533,0.4166787564754486,0.23740006983280182
about,0.47976887226104736,0.35519757866859436,0.32436424493789673,0.20115390419960022,-0.020936643704771996,0.25704729557037354,0.391953706741333,0.26362910866737366,0.3511100113391876,0.302409827709198
debt,0.2230634093284607,0.1401790827512741,0.2373058795928955,0.3042837679386139,0.08552047610282898,0.1917734295129776,0.2523629069328308,0.23208266496658325,0.22020551562309265,0.14442241191864014
to,0.455847829580307,0.3619994819164276,0.2414499819278717,0.27467039227485657,0.03782717138528824,0.30011293292045593,1.0,0.4972836375236511,0.3308415710926056,0.29463258385658264
be,0.3929833769798279,0.3863394856452942,0.22316482663154602,0.19907572865486145,0.025217169895768166,0.2734677493572235,0.4972836375236511,1.0,0.2752973139286041,0.3324260413646698
a,0.3320399522781372,0.4670248031616211,0.22472180426120758,0.26425090432167053,0.04866964742541313,0.1875147819519043,0.45503583550453186,0.39883795380592346,0.24797874689102173,0.23916715383529663
``,0.008517155423760414,0.06254398077726364,0.01392306201159954,-0.10563488304615021,-0.03416389226913452,0.028370235115289688,0.06720756739377975,0.07670000940561295,0.06760042160749435,0.0685480609536171
silly,0.3751034438610077,0.14990703761577606,0.10339955985546112,0.1429760754108429,0.07765790075063705,0.1735510230064392,0.280139297246933,0.2830440402030945,0.23189599812030792,0.2783794105052948
argument,0.3940372169017792,0.13209716975688934,0.21405726671218872,0.1672019064426422,0.03212672099471092,0.28588032722473145,0.25077900290489197,0.24039196968078613,0.4341840147972107,0.26588812470436096
'',0.08143015950918198,0.004576915875077248,-0.027815572917461395,-0.003938307520002127,-0.04859459400177002,0.023538371548056602,-0.009905828163027763,0.08835477381944656,-0.006854672450572252,0.018684765323996544
and,0.31309178471565247,0.43716782331466675,0.2892237603664398,0.26136499643325806,0.06895173341035843,0.27312272787094116,0.48971283435821533,0.41766801476478577,0.2444506287574768,0.20544172823429108
``,0.008517155423760414,0.06254398077726364,0.01392306201159954,-0.10563488304615021,-0.03416389226913452,0.028370235115289688,0.06720756739377975,0.07670000940561295,0.06760042160749435,0.0685480609536171
a,0.3320399522781372,0.4670248031616211,0.22472180426120758,0.26425090432167053,0.04866964742541313,0.1875147819519043,0.45503583550453186,0.39883795380592346,0.24797874689102173,0.23916715383529663
non-issue,0.375458687543869,0.3060706555843353,0.22486181557178497,0.29691562056541443,-0.02016734890639782,0.2777629494667053,0.31292206048965454,0.3488026559352875,0.32763999700546265,0.37882766127586365
.,0.3567904531955719,0.4105546176433563,0.2413787543773651,0.24857765436172485,-0.003708066651597619,0.28905197978019714,0.4645031690597534,0.4383580684661865,0.27716249227523804,0.4130953550338745
