,what,does,oxygen,cause,to,form,on,metals,?
in,0.30808621644973755,0.214483380317688,0.1672476977109909,0.24822883307933807,0.45010748505592346,0.2815987169742584,0.46853652596473694,0.19834661483764648,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,0.20428593456745148,0.2551237642765045,0.535392165184021,0.29286009073257446,0.5107308030128479,0.19963346421718597,0.22068053483963013
presence,0.24428647756576538,0.29169902205467224,0.30132555961608887,0.29701298475265503,0.3215413987636566,0.29779577255249023,0.1940135806798935,0.22557199001312256,0.08592845499515533
of,0.33290785551071167,0.3119818866252899,0.16848602890968323,0.25979894399642944,0.41548454761505127,0.29600051045417786,0.3966929316520691,0.18800947070121765,0.1826142966747284
air,0.10361403971910477,0.21604882180690765,0.3506372570991516,0.21163932979106903,0.24103909730911255,0.14012682437896729,0.20020021498203278,0.23851047456264496,0.1491677612066269
and,0.31309178471565247,0.3461615741252899,0.22261030972003937,0.2858448028564453,0.48971283435821533,0.30469027161598206,0.4077630043029785,0.27425065636634827,0.20544172823429108
become,0.27134042978286743,0.20048442482948303,0.19327694177627563,0.2804158926010132,0.36996012926101685,0.2558637857437134,0.17756444215774536,0.0979665219783783,0.19511328637599945
coated,0.16924166679382324,0.18788796663284302,0.27567121386528015,0.2116764932870865,0.2006152868270874,0.2131703495979309,0.20719203352928162,0.3870712220668793,0.16377900540828705
with,0.2464839518070221,0.26186925172805786,0.200663760304451,0.2820144593715668,0.4239959120750427,0.29348593950271606,0.40749499201774597,0.18331559002399445,0.2433311939239502
a,0.3320399522781372,0.38201746344566345,0.21662019193172455,0.2715701162815094,0.45503583550453186,0.3088195323944092,0.3848365545272827,0.25427746772766113,0.23916715383529663
thin,0.20593488216400146,0.2230970412492752,0.36777180433273315,0.1958482414484024,0.2303403913974762,0.2696789503097534,0.23720715939998627,0.3777562081813812,0.18669506907463074
film,0.17437689006328583,0.18140408396720886,0.1411164551973343,0.13335692882537842,0.20211438834667206,0.12544134259223938,0.162833571434021,0.12378422915935516,0.16369038820266724
of,0.33290785551071167,0.3119818866252899,0.16848602890968323,0.25979894399642944,0.41548454761505127,0.29600051045417786,0.3966929316520691,0.18800947070121765,0.1826142966747284
oxide,0.1961873471736908,0.1987503319978714,0.5954530835151672,0.2561678886413574,0.19843599200248718,0.14310383796691895,0.10933918505907059,0.5195417404174805,0.20583678781986237
that,0.6297725439071655,0.4764937460422516,0.2717767655849457,0.40003344416618347,0.5436353087425232,0.31894639134407043,0.42569106817245483,0.24432112276554108,0.32716336846351624
passivates,0.32294413447380066,0.305429071187973,0.2667531669139862,0.30910977721214294,0.3211285471916199,0.31218618154525757,0.23225462436676025,0.2909364104270935,0.20164792239665985
the,0.42745697498321533,0.35928019881248474,0.20428593456745148,0.2551237642765045,0.535392165184021,0.29286009073257446,0.5107308030128479,0.19963346421718597,0.22068053483963013
metal,0.1684471070766449,0.15395644307136536,0.32842621207237244,0.24442891776561737,0.18815438449382782,0.1914730966091156,0.1844409853219986,0.6859354376792908,0.19767305254936218
and,0.31309178471565247,0.3461615741252899,0.22261030972003937,0.2858448028564453,0.48971283435821533,0.30469027161598206,0.4077630043029785,0.27425065636634827,0.20544172823429108
slows,0.27054694294929504,0.3680371344089508,0.351805180311203,0.4222475588321686,0.3230268061161041,0.22716179490089417,0.26841041445732117,0.23618589341640472,0.1494714915752411
further,0.30867868661880493,0.1860228180885315,0.14927230775356293,0.22052089869976044,0.4001762866973877,0.15317319333553314,0.2951144874095917,0.1863473802804947,0.20960763096809387
corrosion,0.18943355977535248,0.25506463646888733,0.5040480494499207,0.38060373067855835,0.2684530019760132,0.24858450889587402,0.19481995701789856,0.5856004357337952,0.1496727615594864
.,0.3567904531955719,0.3022993505001068,0.2554275095462799,0.267557293176651,0.4645031690597534,0.28317511081695557,0.49257001280784607,0.22515369951725006,0.4130953550338745
