,how,many,field,goals,did,mcmanus,kick,in,the,game,?
all,0.3725806474685669,0.5443700551986694,0.2002391666173935,0.14408738911151886,0.33943864703178406,0.17752504348754883,0.1524256318807602,0.3335905969142914,0.4860881567001343,0.28829213976860046,0.29575422406196594
four,0.1955733299255371,0.4139232039451599,0.1265089064836502,0.15697938203811646,0.20222175121307373,0.17422319948673248,0.12905511260032654,0.3085027039051056,0.40344667434692383,0.2497764676809311,0.14532537758350372
of,0.2480744868516922,0.37253960967063904,0.20410659909248352,0.10088890790939331,0.2513895630836487,0.20956967771053314,0.10890982300043106,0.5696388483047485,0.733189046382904,0.2298848181962967,0.1826142966747284
his,0.24614305794239044,0.3188176155090332,0.1974240392446518,0.18178270757198334,0.3546801507472992,0.33329880237579346,0.2124386727809906,0.3598145842552185,0.4394008219242096,0.21079449355602264,0.18075084686279297
field,0.19519785046577454,0.1401631236076355,1.0,0.16971932351589203,0.16789361834526062,0.13735942542552948,0.21636031568050385,0.20553018152713776,0.2105809599161148,0.24591608345508575,0.11279727518558502
goals,0.11521609872579575,0.1162685975432396,0.16971932351589203,1.0,0.16787441074848175,0.11676736176013947,0.23129700124263763,0.1082669347524643,0.11426310986280441,0.27285531163215637,0.16318443417549133
",",0.22659391164779663,0.40610817074775696,0.27645614743232727,0.18402206897735596,0.3015086054801941,0.34815144538879395,0.11400039494037628,0.5201468467712402,0.4933079481124878,0.2653886377811432,0.31091248989105225
making,0.32306843996047974,0.3595695495605469,0.10762670636177063,0.15505914390087128,0.32095879316329956,0.126251220703125,0.18392255902290344,0.280230849981308,0.35185980796813965,0.2008020132780075,0.2539324164390564
him,0.3545486629009247,0.30194568634033203,0.17112205922603607,0.1326998621225357,0.4290095865726471,0.3190948963165283,0.24052859842777252,0.2284061461687088,0.39213326573371887,0.25263139605522156,0.23943768441677094
perfect,0.2814399003982544,0.20502552390098572,0.1795000582933426,0.16935166716575623,0.19003871083259583,0.11359231173992157,0.13710704445838928,0.20199064910411835,0.24054312705993652,0.25602179765701294,0.19476529955863953
on,0.32655060291290283,0.32520127296447754,0.192391499876976,0.14640913903713226,0.2670976221561432,0.21001732349395752,0.1477476954460144,0.46853652596473694,0.5107308030128479,0.22967135906219482,0.2714994251728058
all,0.3725806474685669,0.5443700551986694,0.2002391666173935,0.14408738911151886,0.33943864703178406,0.17752504348754883,0.1524256318807602,0.3335905969142914,0.4860881567001343,0.28829213976860046,0.29575422406196594
11,0.04696422442793846,0.13612139225006104,-0.04580987989902496,-0.08995974063873291,0.07614340633153915,0.03106231428682804,-0.005555759184062481,0.03469983860850334,-0.0219515822827816,0.03408600389957428,-0.04295448586344719
attempts,0.24170885980129242,0.21380704641342163,0.2408447265625,0.2050665020942688,0.27608612179756165,0.2055426985025406,0.10650404542684555,0.17033050954341888,0.27231332659721375,0.18025071918964386,0.09428907185792923
during,0.26830652356147766,0.3661181330680847,0.10801912844181061,0.14942270517349243,0.30679523944854736,0.1638353317975998,0.10580157488584518,0.4627237319946289,0.4838213622570038,0.23073366284370422,0.1325719803571701
the,0.33890387415885925,0.4335206151008606,0.2105809599161148,0.11426310986280441,0.34736719727516174,0.25801920890808105,0.14686733484268188,0.6662389636039734,1.0,0.285271555185318,0.22068053483963013
post-season,0.20489832758903503,0.1918415129184723,0.24585282802581787,0.3254055976867676,0.2523133456707001,0.35083654522895813,0.3037887513637543,0.288202702999115,0.31265443563461304,0.375706285238266,0.29691964387893677
.,0.3287222981452942,0.3974229395389557,0.23224417865276337,0.16114914417266846,0.35288307070732117,0.3027046024799347,0.170432910323143,0.5591574311256409,0.5934505462646484,0.2581658959388733,0.4130953550338745
