,between,what,dates,was,the,building,on,pilgrim,street,refurbished,?
during,0.36201924085617065,0.24137552082538605,0.2297145426273346,0.4470829963684082,0.4838213622570038,0.22258397936820984,0.3347817361354828,0.1626947969198227,0.16034771502017975,0.24855336546897888,0.1325719803571701
the,0.39067012071609497,0.42745697498321533,0.3088380992412567,0.48711544275283813,1.0,0.3159640431404114,0.5107308030128479,0.155713751912117,0.20947860181331635,0.27025943994522095,0.22068053483963013
refurbishment,0.17639228701591492,0.21892565488815308,0.32224419713020325,0.3208477795124054,0.30133286118507385,0.41128161549568176,0.3132191002368927,0.24244683980941772,0.3511083722114563,0.7895894646644592,0.24426668882369995
works,0.10906032472848892,0.2418437898159027,0.19113077223300934,0.2401018887758255,0.26337864995002747,0.20896461606025696,0.18736502528190613,0.13140709698200226,0.11009152233600616,0.2534284293651581,0.19597402215003967
",",0.27714940905570984,0.3087472915649414,0.2383902668952942,0.45456063747406006,0.4933079481124878,0.2374238669872284,0.49057599902153015,0.19121581315994263,0.22759395837783813,0.2524759769439697,0.31091248989105225
the,0.39067012071609497,0.42745697498321533,0.3088380992412567,0.48711544275283813,1.0,0.3159640431404114,0.5107308030128479,0.155713751912117,0.20947860181331635,0.27025943994522095,0.22068053483963013
cinema,0.09151501208543777,0.15087248384952545,0.16086876392364502,0.26626643538475037,0.23910944163799286,0.23167717456817627,0.10651790350675583,0.22923676669597626,0.21630583703517914,0.2722364366054535,0.11584244668483734
relocated,0.18377825617790222,0.18392232060432434,0.10255767405033112,0.2672134339809418,0.3594534695148468,0.27569830417633057,0.2054913491010666,0.13497652113437653,0.1480271816253662,0.36014294624328613,0.0634486973285675
to,0.3639189600944519,0.455847829580307,0.2791856825351715,0.3636345863342285,0.535392165184021,0.2658686637878418,0.41031414270401,0.279460072517395,0.1956864446401596,0.2863070070743561,0.29463258385658264
the,0.39067012071609497,0.42745697498321533,0.3088380992412567,0.48711544275283813,1.0,0.3159640431404114,0.5107308030128479,0.155713751912117,0.20947860181331635,0.27025943994522095,0.22068053483963013
old,0.1844184845685959,0.22117848694324493,0.25136882066726685,0.2867572605609894,0.31849798560142517,0.2341700792312622,0.21449986100196838,0.14837631583213806,0.24164734780788422,0.21521593630313873,0.20577076077461243
town,0.17644324898719788,0.19713185727596283,0.10792578756809235,0.26823142170906067,0.2974243760108948,0.2734355628490448,0.18149195611476898,0.22933241724967957,0.2949146330356598,0.27889302372932434,0.09902279824018478
hall,0.1192571148276329,0.10849796235561371,0.11790241301059723,0.2961261570453644,0.28526565432548523,0.39172402024269104,0.1725565642118454,0.15806230902671814,0.28277114033699036,0.31608837842941284,0.13520537316799164
",",0.27714940905570984,0.3087472915649414,0.2383902668952942,0.45456063747406006,0.4933079481124878,0.2374238669872284,0.49057599902153015,0.19121581315994263,0.22759395837783813,0.2524759769439697,0.31091248989105225
gateshead,0.2118055820465088,0.15238600969314575,0.15350401401519775,0.3100334405899048,0.29985129833221436,0.2504584491252899,0.2776065170764923,0.29397913813591003,0.37861892580986023,0.45074811577796936,0.14773961901664734
.,0.30295518040657043,0.3567904531955719,0.2070004940032959,0.40146201848983765,0.5934505462646484,0.275610089302063,0.49257001280784607,0.1771048903465271,0.2408841997385025,0.2461460530757904,0.4130953550338745
