,when,did,the,meuse,and,waal,merge,?
estuary-like,0.22549454867839813,0.15668636560440063,0.357780396938324,0.45150136947631836,0.3000589609146118,0.24786774814128876,0.20738929510116577,0.22059336304664612
extended,0.1563398391008377,0.22313983738422394,0.3160722553730011,0.1867024451494217,0.22269432246685028,0.14467260241508484,0.1673118621110916,0.17568568885326385
rivers,0.15263190865516663,0.13621489703655243,0.25597620010375977,0.35520628094673157,0.2823050618171692,0.17754186689853668,0.23563522100448608,0.15866327285766602
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.21688565611839294,0.6633074283599854,0.2183123230934143,0.24273967742919922,0.31091248989105225
many,0.36563900113105774,0.375588983297348,0.4335206151008606,0.09839028120040894,0.5296266674995422,0.11125469207763672,0.1348184049129486,0.2124512493610382
islands,0.1528013050556183,0.11318571120500565,0.27959951758384705,0.2218523472547531,0.2816464602947235,0.1387007087469101,0.10308970510959625,0.11824353039264679
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.19935591518878937,1.0,0.2400875836610794,0.18629194796085358,0.20544172823429108
constant,0.2766841650009155,0.12941879034042358,0.2037150114774704,0.23384921252727509,0.26555773615837097,0.3278999626636505,0.09317660331726074,0.14516431093215942
changes,0.3188721537590027,0.18026256561279297,0.3427845537662506,0.15950237214565277,0.27557092905044556,0.0660838633775711,0.24566595256328583,0.21264225244522095
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.20204558968544006,0.5116966962814331,0.18245531618595123,0.19220814108848572,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.28249096870422363,0.5171257257461548,0.14903073012828827,0.26616451144218445,0.22068053483963013
coastline,0.19577226042747498,0.16636493802070618,0.2835710942745209,0.27134963870048523,0.28564026951789856,0.15488509833812714,0.17165067791938782,0.17697879672050476
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.21688565611839294,0.6633074283599854,0.2183123230934143,0.24273967742919922,0.31091248989105225
is,0.3471449911594391,0.19247472286224365,0.5823672413825989,0.1856730431318283,0.3859752118587494,0.1431557983160019,0.22524482011795044,0.22961433231830597
hard,0.2980264723300934,0.27275553345680237,0.25233224034309387,0.12319845706224442,0.31814199686050415,0.16854830086231232,0.12679366767406464,0.1823338270187378
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.17968733608722687,0.48971283435821533,0.16721856594085693,0.1999436765909195,0.29463258385658264
imagine,0.24701565504074097,0.23662973940372467,0.21131367981433868,0.16956612467765808,0.28331655263900757,0.1973446011543274,0.28901994228363037,0.348905086517334
today,0.3225412964820862,0.30291810631752014,0.35740926861763,0.12816621363162994,0.37503334879875183,0.15971989929676056,0.1323748677968979,0.17338968813419342
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.23117180168628693,0.588965117931366,0.1970512419939041,0.2164151519536972,0.4130953550338745
