,what,newcastle,radio,station,is,based,at,the,great,north,children,'s,hospital,?
great,0.2562883198261261,0.17874109745025635,0.11447300761938095,0.1276046484708786,0.1345067322254181,0.11559975147247314,0.21875426173210144,0.2822027802467346,1.0,0.22796976566314697,0.17235812544822693,-0.014279589988291264,0.04604550823569298,0.13135133683681488
north,0.18673177063465118,0.28581127524375916,0.1604752391576767,0.2489755004644394,0.2993389368057251,0.14165037870407104,0.2535056173801422,0.36298373341560364,0.22796976566314697,1.0,0.1329488456249237,0.06196961551904678,0.2210415005683899,0.11829731613397598
children,0.22469459474086761,0.0826583206653595,0.13510049879550934,0.11799591779708862,0.15495672821998596,0.09562429785728455,0.2094024121761322,0.15654058754444122,0.17235812544822693,0.1329488456249237,1.0,0.0160713829100132,0.2597377300262451,0.21788206696510315
's,0.02692362666130066,-0.017262522131204605,0.13450658321380615,-0.04233921319246292,0.02396530658006668,0.06600074470043182,-0.08481216430664062,-0.01540423184633255,-0.014279589988291264,0.06196961551904678,0.0160713829100132,0.9999999403953552,-0.08554291725158691,-0.023395681753754616
hospital,0.14525319635868073,0.24106937646865845,0.20717759430408478,0.29561933875083923,0.18439237773418427,0.15793205797672272,0.3072851002216339,0.17318566143512726,0.04604550823569298,0.2210415005683899,0.2597377300262451,-0.08554291725158691,1.0,0.12508831918239594
in,0.30808621644973755,0.19270820915699005,0.22625693678855896,0.21784305572509766,0.5394441485404968,0.3070422410964966,0.4374977946281433,0.6662389636039734,0.23348836600780487,0.39050599932670593,0.2065156251192093,-0.037580832839012146,0.3125908672809601,0.20430970191955566
the,0.42745697498321533,0.2253497689962387,0.23511973023414612,0.23609806597232819,0.5823672413825989,0.29860720038414,0.457212895154953,1.0,0.2822027802467346,0.36298373341560364,0.15654058754444122,-0.01540423184633255,0.17318566143512726,0.22068053483963013
newcastle,0.16276082396507263,1.0000001192092896,0.15122142434120178,0.26673999428749084,0.1841045320034027,0.18891511857509613,0.18403437733650208,0.2253497689962387,0.17874109745025635,0.28581127524375916,0.0826583206653595,-0.017262522131204605,0.24106937646865845,0.0902252271771431
royal,0.16189028322696686,0.21508808434009552,0.13268092274665833,0.16820110380649567,0.15478424727916718,0.15388686954975128,0.23294612765312195,0.2997032403945923,0.16414928436279297,0.16706900298595428,0.12623952329158783,-0.0776824876666069,0.2601986229419708,0.11453001946210861
victoria,0.1194850504398346,0.3164626955986023,0.14027543365955353,0.31661534309387207,0.1633591204881668,0.07653781771659851,0.19641181826591492,0.2204313427209854,0.23396070301532745,0.3153371214866638,0.19839143753051758,0.06206126511096954,0.22490626573562622,0.12246892601251602
infirmary,0.24364905059337616,0.41265931725502014,0.18209466338157654,0.23176375031471252,0.23267701268196106,0.2306160181760788,0.30369558930397034,0.27626022696495056,0.15629291534423828,0.25685396790504456,0.25847458839416504,-0.091018445789814,0.4535576105117798,0.21443234384059906
.,0.3567904531955719,0.2714749276638031,0.20650681853294373,0.20999185740947723,0.4569662809371948,0.29699069261550903,0.4549728035926819,0.5934505462646484,0.2178412526845932,0.3171539604663849,0.26089367270469666,-0.003708066651597619,0.21275769174098969,0.4130953550338745
