,what,do,beriods,use,as,teeth,?
and,0.31309178471565247,0.276123583316803,0.2836010158061981,0.34145063161849976,0.49487000703811646,0.23773503303527832,0.20544172823429108
prey,0.21349354088306427,0.1948252022266388,0.27475228905677795,0.28662407398223877,0.14409971237182617,0.4261958599090576,0.15793472528457642
on,0.34226128458976746,0.3025321364402771,0.14969049394130707,0.2776605486869812,0.36047765612602234,0.18939237296581268,0.2714994251728058
other,0.341873437166214,0.34946969151496887,0.2575741708278656,0.389494389295578,0.42805421352386475,0.22522826492786407,0.24682199954986572
ctenophores,0.2505159080028534,0.33553314208984375,0.3343299925327301,0.2871485650539398,0.23381571471691132,0.42791327834129333,0.2054179310798645
by,0.2455483376979828,0.1481526494026184,0.16308638453483582,0.21048003435134888,0.3815547823905945,0.11843442171812057,0.17966607213020325
using,0.27984681725502014,0.31007856130599976,0.19528988003730774,0.7256444692611694,0.31195345520973206,0.16887886822223663,0.2804589569568634
huge,0.2735622227191925,0.17567957937717438,0.16209939122200012,0.16691067814826965,0.23649834096431732,0.23737289011478424,0.13631469011306763
mouths,0.24395591020584106,0.25047335028648376,0.26895374059677124,0.2237352579832077,0.1107025220990181,0.4926484525203705,0.23623421788215637
armed,0.15827620029449463,0.1564347892999649,0.24658900499343872,0.18313747644424438,0.1771813929080963,0.20421558618545532,0.18816959857940674
with,0.2464839518070221,0.23744353652000427,0.2599695026874542,0.3356984257698059,0.40387406945228577,0.2073718011379242,0.2433311939239502
groups,0.23137421905994415,0.22382022440433502,0.2616810202598572,0.2616036832332611,0.18660825490951538,0.17596937716007233,0.14349548518657684
of,0.33290785551071167,0.26150479912757874,0.23081111907958984,0.2750902473926544,0.3886612355709076,0.19241274893283844,0.1826142966747284
large,0.2017821967601776,0.22322134673595428,0.21770808100700378,0.2578502595424652,0.24282054603099823,0.26764991879463196,0.1355665624141693
",",0.3087472915649414,0.3283645510673523,0.23813533782958984,0.3276674151420593,0.48816442489624023,0.20114922523498535,0.31091248989105225
stiffened,0.197576105594635,0.18333682417869568,0.3012411594390869,0.17753472924232483,0.24335071444511414,0.45077112317085266,0.1260303109884262
cilia,0.17923450469970703,0.2475823163986206,0.2444295734167099,0.18583528697490692,0.14007630944252014,0.3524807393550873,0.15204964578151703
that,0.6297725439071655,0.44533252716064453,0.26087087392807007,0.3939064145088196,0.4735107421875,0.2890678346157074,0.32716336846351624
act,0.2622668445110321,0.2193419635295868,0.14632873237133026,0.26740407943725586,0.2497578263282776,0.12388762086629868,0.1482519507408142
as,0.31749409437179565,0.38329678773880005,0.24043361842632294,0.3453201949596405,1.0,0.1294114887714386,0.27043893933296204
teeth,0.22073125839233398,0.1999947726726532,0.29250141978263855,0.17621755599975586,0.1294114887714386,0.9999999403953552,0.1356803923845291
.,0.3567904531955719,0.3613996207714081,0.2265133261680603,0.3711656630039215,0.515582263469696,0.1780254989862442,0.4130953550338745
