,what,are,plants,with,plastid,gene,transformations,called,?
makes,0.2867553234100342,0.36780422925949097,0.24558110535144806,0.33933931589126587,0.2267848551273346,0.07864022254943848,0.2099555879831314,0.3215957581996918,0.22145044803619385
plastid,0.21447217464447021,0.3021188974380493,0.4308030307292938,0.21166199445724487,1.0000001192092896,0.2620740830898285,0.3393355906009674,0.26228034496307373,0.2178892344236374
transformation,0.20859107375144958,0.1851423978805542,0.19225019216537476,0.19057078659534454,0.3102878928184509,0.28006261587142944,0.9534309506416321,0.28640666604042053,0.13030986487865448
a,0.3320399522781372,0.265255331993103,0.21329157054424286,0.3783375024795532,0.2551116347312927,0.19703839719295502,0.2666109800338745,0.4868806302547455,0.23916715383529663
valuable,0.2097254991531372,0.24950487911701202,0.2413518875837326,0.23447734117507935,0.18824492394924164,0.09101465344429016,0.26644739508628845,0.14904282987117767,0.20664997398853302
tool,0.2978120744228363,0.2178601771593094,0.22799880802631378,0.19575364887714386,0.29418236017227173,0.18656465411186218,0.27713078260421753,0.18562430143356323,0.2828463613986969
for,0.3017193675041199,0.3895993232727051,0.22197571396827698,0.39140474796295166,0.1903218775987625,0.2395961731672287,0.25755271315574646,0.29870352149009705,0.264628142118454
the,0.42745697498321533,0.40399202704429626,0.29499560594558716,0.4223487675189972,0.186258003115654,0.16329175233840942,0.29127779603004456,0.489897221326828,0.22068053483963013
creation,0.2653278112411499,0.22163429856300354,0.12002814561128616,0.2360008805990219,0.1377929300069809,0.1050049290060997,0.2664470374584198,0.16832353174686432,0.2407430112361908
and,0.31309178471565247,0.48576638102531433,0.3052898943424225,0.5477725267410278,0.21513478457927704,0.18221649527549744,0.2908547520637512,0.3251761794090271,0.20544172823429108
cultivation,0.17288483679294586,0.25643396377563477,0.5399832725524902,0.11820389330387115,0.22822625935077667,0.2204209268093109,0.2769343852996826,0.13753864169120789,0.1158214882016182
of,0.33290785551071167,0.39081433415412903,0.29386165738105774,0.41827285289764404,0.22096435725688934,0.14653761684894562,0.3120780289173126,0.4222904443740845,0.1826142966747284
genetically,0.22360733151435852,0.3333055377006531,0.4439597725868225,0.20771770179271698,0.36497750878334045,0.5422234535217285,0.38313624262809753,0.1939372718334198,0.1577460765838623
modified,0.1667574942111969,0.24651433527469635,0.26485440135002136,0.26615360379219055,0.29703694581985474,0.21271514892578125,0.3349376618862152,0.23833392560482025,0.2008686512708664
plants,0.25144460797309875,0.35990846157073975,1.0,0.1737212836742401,0.4308030307292938,0.2526721954345703,0.26135873794555664,0.24850299954414368,0.1473488062620163
that,0.6297725439071655,0.45265161991119385,0.27574244141578674,0.4154358208179474,0.28001725673675537,0.1777036041021347,0.3007887601852417,0.41604554653167725,0.32716336846351624
are,0.29724663496017456,1.0,0.35990846157073975,0.38996943831443787,0.3021188974380493,0.12205425649881363,0.27420946955680847,0.3676711618900299,0.24591213464736938
biologically,0.25719156861305237,0.4427134692668915,0.46857115626335144,0.2874661684036255,0.35581424832344055,0.356280118227005,0.3546682596206665,0.2620059847831726,0.1510418951511383
contained,0.18997789919376373,0.35942453145980835,0.28181540966033936,0.33570194244384766,0.3125986158847809,0.13360080122947693,0.2636061906814575,0.32093197107315063,0.171995609998703
",",0.3087472915649414,0.4062570035457611,0.2555769681930542,0.4120737314224243,0.18845833837985992,0.23531433939933777,0.26381537318229675,0.26549121737480164,0.31091248989105225
thus,0.30745524168014526,0.26718243956565857,0.23108495771884918,0.32907700538635254,0.2339916080236435,0.13129426538944244,0.33190426230430603,0.21922126412391663,0.18769288063049316
posing,0.2220267653465271,0.2241678535938263,0.13980282843112946,0.28786057233810425,0.10106778889894485,0.16987372934818268,0.1526847928762436,0.16664381325244904,0.1660846769809723
significantly,0.2746123671531677,0.3194290101528168,0.2701019048690796,0.3235640525817871,0.24929963052272797,0.19384285807609558,0.3586120307445526,0.15953032672405243,0.1823679804801941
lower,0.20079238712787628,0.22557412087917328,0.3070949614048004,0.1784515678882599,0.14457836747169495,0.07050832360982895,0.16698023676872253,0.2149171233177185,0.08471795171499252
environmental,0.16198831796646118,0.2714039385318756,0.32384249567985535,0.21380461752414703,0.2212834656238556,0.2197246253490448,0.2895059585571289,0.09838248789310455,0.19728143513202667
risks,0.26338300108909607,0.2784384489059448,0.297189861536026,0.21649740636348724,0.16386879980564117,0.13186430931091309,0.2628818452358246,0.1271509975194931,0.1879974603652954
.,0.3567904531955719,0.3452940285205841,0.2542511522769928,0.4446153938770294,0.26782307028770447,0.2230074256658554,0.27967649698257446,0.300344854593277,0.4130953550338745
