,what,organization,is,devoted,to,jihad,against,israel,?
support,0.2797985076904297,0.25038883090019226,0.17214131355285645,0.2513897120952606,0.2742273211479187,0.21471327543258667,0.3431829810142517,0.18184024095535278,0.22626608610153198
of,0.33290785551071167,0.25438958406448364,0.4854315221309662,0.2848767340183258,0.41548454761505127,0.193709596991539,0.2669808566570282,0.18146966397762299,0.1826142966747284
the,0.42745697498321533,0.311172217130661,0.5823672413825989,0.19689401984214783,0.535392165184021,0.22348956763744354,0.3090755045413971,0.21617624163627625,0.22068053483963013
uprising,0.1901596337556839,0.1832028329372406,0.16140395402908325,0.10845790803432465,0.21161708235740662,0.3504256308078766,0.37841796875,0.22586950659751892,0.13645027577877045
",",0.3087472915649414,0.1819751113653183,0.4691906273365021,0.21419930458068848,0.44245919585227966,0.168894961476326,0.31168749928474426,0.22234781086444855,0.31091248989105225
the,0.42745697498321533,0.311172217130661,0.5823672413825989,0.19689401984214783,0.535392165184021,0.22348956763744354,0.3090755045413971,0.21617624163627625,0.22068053483963013
brotherhood,0.168807253241539,0.3668496310710907,0.16092538833618164,0.2694670855998993,0.21977385878562927,0.479391485452652,0.33252057433128357,0.2563752233982086,0.1117945984005928
announced,0.09249057620763779,0.18069815635681152,0.13701672852039337,0.2031208872795105,0.20247882604599,0.18578395247459412,0.165065199136734,0.16369803249835968,0.17416009306907654
the,0.42745697498321533,0.311172217130661,0.5823672413825989,0.19689401984214783,0.535392165184021,0.22348956763744354,0.3090755045413971,0.21617624163627625,0.22068053483963013
formation,0.16291823983192444,0.24834731221199036,0.25176525115966797,0.15695805847644806,0.21429739892482758,0.16528043150901794,0.186358243227005,0.09408927708864212,0.09831923991441727
of,0.33290785551071167,0.25438958406448364,0.4854315221309662,0.2848767340183258,0.41548454761505127,0.193709596991539,0.2669808566570282,0.18146966397762299,0.1826142966747284
hamas,0.218891441822052,0.2785433232784271,0.16635777056217194,0.05299459025263786,0.20350603759288788,0.5353644490242004,0.1784753054380417,0.46480703353881836,0.188774973154068
(,0.2411840260028839,0.1716907024383545,0.35393038392066956,0.13151782751083374,0.30882009863853455,0.10388461500406265,0.17481690645217896,0.09258992969989777,0.40561532974243164
``,0.008517155423760414,0.048498135060071945,0.058766357600688934,-0.03841278329491615,0.06720756739377975,0.09699854254722595,0.031818777322769165,0.08239512890577316,0.0685480609536171
zeal,0.15745042264461517,0.1095237210392952,0.15560242533683777,0.24018320441246033,0.2299114465713501,0.24592649936676025,0.23775340616703033,0.2868642210960388,0.09481204301118851
'',0.08143015950918198,-0.029039915651082993,0.0793738141655922,-0.04344617947936058,-0.009905828163027763,0.05381336808204651,-0.03918103128671646,-0.14608201384544373,0.018684765323996544
),0.26259949803352356,0.19336465001106262,0.37732169032096863,0.14783015847206116,0.31236231327056885,0.12065046280622482,0.17787303030490875,0.09583352506160736,0.42300865054130554
",",0.3087472915649414,0.1819751113653183,0.4691906273365021,0.21419930458068848,0.44245919585227966,0.168894961476326,0.31168749928474426,0.22234781086444855,0.31091248989105225
devoted,0.18600232899188995,0.30225759744644165,0.12048563361167908,0.9999998807907104,0.20871585607528687,0.18658964335918427,0.191278874874115,0.15943029522895813,0.15015941858291626
to,0.455847829580307,0.26166829466819763,0.42745086550712585,0.20871585607528687,1.0,0.17378291487693787,0.310872346162796,0.182975634932518,0.29463258385658264
jihad,0.24871385097503662,0.33959656953811646,0.201426699757576,0.18658964335918427,0.17378291487693787,1.0,0.251213014125824,0.3134079575538635,0.21031080186367035
against,0.24561616778373718,0.24619664251804352,0.1754940152168274,0.191278874874115,0.310872346162796,0.251213014125824,1.0,0.18924465775489807,0.18095137178897858
israel,0.1839018315076828,0.2295541912317276,0.20696768164634705,0.15943029522895813,0.182975634932518,0.3134079575538635,0.18924465775489807,0.9999999403953552,0.15015864372253418
.,0.3567904531955719,0.20656518638134003,0.4569662809371948,0.21623733639717102,0.4645031690597534,0.16514794528484344,0.28705209493637085,0.2039981484413147,0.4130953550338745
