,why,are,n't,the,examples,of,bouregois,architecture,visible,today,?
by,0.19170543551445007,0.37842893600463867,-0.025093624368309975,0.4408751428127289,0.27706319093704224,0.3646814823150635,0.23764914274215698,0.14900097250938416,0.20939473807811737,0.16644306480884552,0.17966607213020325
the,0.30742117762565613,0.40399202704429626,-0.11449059844017029,1.0,0.30092597007751465,0.733189046382904,0.27211713790893555,0.24488379061222076,0.3234308958053589,0.35740926861763,0.22068053483963013
communist,0.1551389992237091,0.13455654680728912,0.13454189896583557,0.24560265243053436,0.07956772297620773,0.24402955174446106,0.3092864751815796,0.17781119048595428,0.11567968130111694,0.18267686665058136,0.13955675065517426
authorities,0.20092277228832245,0.2357611209154129,-0.02161346934735775,0.2784515917301178,0.17419922351837158,0.2408684492111206,0.32859283685684204,0.2137342393398285,0.10131661593914032,0.18214623630046844,0.17285770177841187
after,0.2580932378768921,0.19438853859901428,-0.015319928526878357,0.4565047025680542,0.16571158170700073,0.3867455720901489,0.20469218492507935,0.11330104619264603,0.11749349534511566,0.21520955860614777,0.16608688235282898
the,0.30742117762565613,0.40399202704429626,-0.11449059844017029,1.0,0.30092597007751465,0.733189046382904,0.27211713790893555,0.24488379061222076,0.3234308958053589,0.35740926861763,0.22068053483963013
war,0.21707266569137573,0.15206748247146606,-0.018298977985978127,0.366199791431427,0.19513408839702606,0.31680163741111755,0.24611982703208923,0.1874944418668747,0.15150389075279236,0.24028059840202332,0.15510529279708862
(,0.23387731611728668,0.23263892531394958,0.15345674753189087,0.33289089798927307,0.18685734272003174,0.35032153129577637,0.3102317750453949,0.15788985788822174,0.15796533226966858,0.226308673620224,0.40561532974243164
like,0.45813098549842834,0.4686352014541626,-0.12929667532444,0.32912567257881165,0.45161765813827515,0.3244853615760803,0.21246442198753357,0.20247940719127655,0.2821495831012726,0.31423279643058777,0.3268813192844391
mentioned,0.323055624961853,0.24783772230148315,0.03453091159462929,0.3624042272567749,0.25050055980682373,0.2778978943824768,0.17258386313915253,0.1510123759508133,0.19370165467262268,0.24768303334712982,0.3025412857532501
kronenberg,0.06716613471508026,0.12234803289175034,0.12493232637643814,0.26496022939682007,0.13995501399040222,0.2117885798215866,0.33499687910079956,0.15773905813694,0.1185506284236908,0.24026909470558167,0.14167624711990356
palace,0.15050217509269714,0.09508481621742249,0.06926582753658295,0.25955939292907715,0.0955294519662857,0.223849356174469,0.20409858226776123,0.2988702058792114,0.18143871426582336,0.13947346806526184,0.14965219795703888
and,0.27806392312049866,0.48576638102531433,-0.0602874718606472,0.5171257257461548,0.35639533400535583,0.5116966962814331,0.29214319586753845,0.2369556725025177,0.2480427324771881,0.37503334879875183,0.20544172823429108
insurance,0.18633320927619934,0.18168088793754578,-0.0593608133494854,0.20709019899368286,0.16597500443458557,0.23023805022239685,0.32436704635620117,0.18903972208499908,0.048454154282808304,0.19582121074199677,0.16563807427883148
company,0.15233302116394043,0.13605213165283203,-0.09855873137712479,0.26591673493385315,0.17239941656589508,0.20467796921730042,0.21430443227291107,0.17782968282699585,0.11180323362350464,0.16717782616615295,0.12195809185504913
rosja,0.12802425026893616,0.0926349088549614,0.2480044960975647,0.27971285581588745,0.06536469608545303,0.20845001935958862,0.44189661741256714,0.14649513363838196,0.06763943284749985,0.20851023495197296,0.1922048032283783
building,0.15599139034748077,0.1904018670320511,-0.06432513147592545,0.3159640431404114,0.18938136100769043,0.26200541853904724,0.23020604252815247,0.4623510539531708,0.19042916595935822,0.20355288684368134,0.13549931347370148
),0.25356316566467285,0.2373749315738678,0.16805793344974518,0.3456730246543884,0.20013900101184845,0.3680361211299896,0.2997675836086273,0.1656959503889084,0.14603297412395477,0.2661649286746979,0.42300865054130554
or,0.3391086459159851,0.5374364256858826,-0.056045327335596085,0.4174870550632477,0.4126914143562317,0.3792596757411957,0.3177577257156372,0.15724597871303558,0.22127020359039307,0.2427249252796173,0.32389625906944275
they,0.39327314496040344,0.610666811466217,-0.1964540183544159,0.49925389885902405,0.3003198504447937,0.3426007330417633,0.2736029326915741,0.1419280469417572,0.2491328865289688,0.33892351388931274,0.2753053903579712
were,0.2287064492702484,0.6489362716674805,-0.12209131568670273,0.3906462490558624,0.2796492278575897,0.34038281440734863,0.22577594220638275,0.17041242122650146,0.17166516184806824,0.3418138325214386,0.17890112102031708
rebuilt,0.06221458688378334,0.0718512237071991,-0.1398981809616089,0.30831199884414673,0.13345655798912048,0.19431622326374054,0.16968682408332825,0.36335328221321106,0.20755930244922638,0.267041951417923,0.08837113529443741
in,0.23227278888225555,0.3841303884983063,-0.0012929976219311357,0.6662389636039734,0.25567561388015747,0.5696388483047485,0.29082921147346497,0.2624244689941406,0.1914699673652649,0.3300545811653137,0.20430970191955566
socialist,0.16919057071208954,0.13394160568714142,0.15510457754135132,0.22549325227737427,0.11939796060323715,0.223622128367424,0.37757954001426697,0.22598591446876526,0.10829543322324753,0.20148035883903503,0.13656741380691528
realism,0.2478133738040924,0.14245884120464325,0.11598309129476547,0.18624071776866913,0.24684804677963257,0.20264233648777008,0.2973698675632477,0.33046695590019226,0.24205835163593292,0.28847837448120117,0.13895580172538757
style,0.15713922679424286,0.16533824801445007,0.10770777612924576,0.2331719547510147,0.24520203471183777,0.23203764855861664,0.23219195008277893,0.37103867530822754,0.15337489545345306,0.2109374850988388,0.19862167537212372
(,0.23387731611728668,0.23263892531394958,0.15345674753189087,0.33289089798927307,0.18685734272003174,0.35032153129577637,0.3102317750453949,0.15788985788822174,0.15796533226966858,0.226308673620224,0.40561532974243164
like,0.45813098549842834,0.4686352014541626,-0.12929667532444,0.32912567257881165,0.45161765813827515,0.3244853615760803,0.21246442198753357,0.20247940719127655,0.2821495831012726,0.31423279643058777,0.3268813192844391
warsaw,0.12199772894382477,0.12567314505577087,0.11549792438745499,0.23137180507183075,0.07410813122987747,0.19253842532634735,0.27539119124412537,0.1518496423959732,0.11763349175453186,0.1391301155090332,0.09769917279481888
philharmony,0.20496930181980133,0.10661091655492783,0.17372389137744904,0.25529205799102783,0.03850273787975311,0.23783744871616364,0.34508582949638367,0.20611979067325592,0.1007148027420044,0.22918646037578583,0.1453067660331726
edifice,0.17525248229503632,0.15162912011146545,0.15454795956611633,0.24389362335205078,0.26652294397354126,0.2570846676826477,0.31567975878715515,0.36016663908958435,0.21404510736465454,0.24241924285888672,0.24024786055088043
originally,0.19833919405937195,0.2555713355541229,-0.042007144540548325,0.36820849776268005,0.15715566277503967,0.21349623799324036,0.22581815719604492,0.21279798448085785,0.06280512362718582,0.3464421331882477,0.07821967452764511
inspired,0.18544921278953552,0.14499662816524506,0.08104764670133591,0.271378755569458,0.283876895904541,0.2985292971134186,0.21505334973335266,0.2880651652812958,0.1827225685119629,0.19636091589927673,0.1529090851545334
by,0.19170543551445007,0.37842893600463867,-0.025093624368309975,0.4408751428127289,0.27706319093704224,0.3646814823150635,0.23764914274215698,0.14900097250938416,0.20939473807811737,0.16644306480884552,0.17966607213020325
palais,0.08393725752830505,0.11532826721668243,0.14172637462615967,0.28093087673187256,0.14563670754432678,0.23997849225997925,0.5190761685371399,0.28398510813713074,0.11689095944166183,0.16080190241336823,0.09327621757984161
garnier,0.15036658942699432,0.1792091429233551,0.15319763123989105,0.31302085518836975,0.13424447178840637,0.2668689489364624,0.5976074934005737,0.25001686811447144,0.1949850171804428,0.17754904925823212,0.17931152880191803
in,0.23227278888225555,0.3841303884983063,-0.0012929976219311357,0.6662389636039734,0.25567561388015747,0.5696388483047485,0.29082921147346497,0.2624244689941406,0.1914699673652649,0.3300545811653137,0.20430970191955566
paris,0.13337190449237823,0.12783263623714447,0.09545592963695526,0.24946041405200958,0.10756830126047134,0.19470684230327606,0.48631006479263306,0.215689554810524,0.12710405886173248,0.16013431549072266,0.1491217315196991
),0.25356316566467285,0.2373749315738678,0.16805793344974518,0.3456730246543884,0.20013900101184845,0.3680361211299896,0.2997675836086273,0.1656959503889084,0.14603297412395477,0.2661649286746979,0.42300865054130554
.,0.32909876108169556,0.3452940285205841,0.01884327083826065,0.5934505462646484,0.28905922174453735,0.5352458953857422,0.3215057849884033,0.21623484790325165,0.25432074069976807,0.30348071455955505,0.4130953550338745
