,what,reason,is,given,that,you,should,also,protest,public,companies,?
",",0.3087472915649414,0.24553878605365753,0.4691906273365021,0.2843315005302429,0.4137537479400635,0.3199685513973236,0.2706286907196045,0.4717654287815094,0.2963520884513855,0.2588968276977539,0.28041911125183105,0.31091248989105225
banks,0.11580011993646622,0.10726189613342285,0.18453240394592285,0.10124320536851883,0.15736013650894165,0.15957345068454742,0.1504027545452118,0.21642062067985535,0.09422773867845535,0.21098314225673676,0.304250568151474,0.11048095673322678
",",0.3087472915649414,0.24553878605365753,0.4691906273365021,0.2843315005302429,0.4137537479400635,0.3199685513973236,0.2706286907196045,0.4717654287815094,0.2963520884513855,0.2588968276977539,0.28041911125183105,0.31091248989105225
and,0.31309178471565247,0.26490068435668945,0.3859752118587494,0.30185943841934204,0.4731321930885315,0.34939926862716675,0.27632346749305725,0.5755972862243652,0.24044445157051086,0.3227643668651581,0.2527635991573334,0.20544172823429108
private,0.16778090596199036,0.16355431079864502,0.1420905888080597,0.19473399221897125,0.20570282638072968,0.19628150761127472,0.23562422394752502,0.23910270631313324,0.18080765008926392,0.5126727223396301,0.32399415969848633,0.14389030635356903
universities,0.1630716770887375,0.20127370953559875,0.2421088069677353,0.16365580260753632,0.19889220595359802,0.1543319672346115,0.22279906272888184,0.25673484802246094,0.21641689538955688,0.3672715425491333,0.38093966245651245,0.16836881637573242
can,0.34502777457237244,0.3330646753311157,0.44256699085235596,0.20761778950691223,0.4522190988063812,0.5051328539848328,0.5246878266334534,0.4861826002597809,0.1569262146949768,0.18920445442199707,0.24316924810409546,0.3226337134838104
be,0.3929833769798279,0.3769439458847046,0.4819129705429077,0.2965909540653229,0.6036020517349243,0.4713827073574066,0.6527681946754456,0.48342031240463257,0.1804484724998474,0.22898490726947784,0.17449118196964264,0.3324260413646698
justified,0.3712652921676636,0.4011138081550598,0.16052663326263428,0.2036016583442688,0.4198513627052307,0.36127784848213196,0.3591657876968384,0.19376401603221893,0.1988772749900818,0.16695977747440338,0.09649782627820969,0.38761505484580994
if,0.5277165174484253,0.41446220874786377,0.30927813053131104,0.3646112382411957,0.5634250640869141,0.5704099535942078,0.5581767559051514,0.41293784976005554,0.13166660070419312,0.1735907644033432,0.14406247437000275,0.4441644251346588
it,0.45803478360176086,0.32070252299308777,0.6328473687171936,0.22770175337791443,0.5921133160591125,0.3833105266094208,0.3525244891643524,0.542508602142334,0.20172594487667084,0.2047269344329834,0.2712874710559845,0.25732165575027466
reflects,0.2569086253643036,0.1462993621826172,0.2728630006313324,0.2506387531757355,0.29182741045951843,0.2220548540353775,0.21809504926204681,0.18664053082466125,0.16747033596038818,0.11107172816991806,0.14732247591018677,0.13998140394687653
``,0.008517155423760414,0.04532098397612572,0.058766357600688934,0.044645439833402634,0.05285148695111275,0.022201700136065483,0.14615385234355927,0.000636551936622709,-0.009539873339235783,-0.011037950403988361,-0.05049482733011246,0.0685480609536171
a,0.3320399522781372,0.29122111201286316,0.658733606338501,0.3335871398448944,0.47537946701049805,0.334549218416214,0.2715131938457489,0.5149940252304077,0.25490954518318176,0.19607044756412506,0.24875247478485107,0.23916715383529663
larger,0.23663538694381714,0.19524173438549042,0.24218857288360596,0.2062390148639679,0.3079192042350769,0.1969204545021057,0.22688037157058716,0.31522679328918457,0.10182194411754608,0.1391536295413971,0.1920497566461563,0.1602165699005127
challenge,0.2741846442222595,0.15639527142047882,0.20774854719638824,0.17959114909172058,0.27817201614379883,0.22994183003902435,0.22770178318023682,0.2442193329334259,0.11849509924650192,0.1366143524646759,0.1278410702943802,0.2207598239183426
to,0.455847829580307,0.3437597155570984,0.42745086550712585,0.3428947925567627,0.5436353087425232,0.4194425344467163,0.44452130794525146,0.5348826050758362,0.22359536588191986,0.2672370672225952,0.2619103491306305,0.29463258385658264
the,0.42745697498321533,0.29647648334503174,0.5823672413825989,0.37508252263069153,0.5473989248275757,0.30037742853164673,0.32399165630340576,0.6021018624305725,0.25126034021377563,0.22857438027858734,0.26917189359664917,0.22068053483963013
legal,0.26388198137283325,0.2010917216539383,0.20037926733493805,0.27971357107162476,0.27556097507476807,0.2671605944633484,0.2933126986026764,0.29402315616607666,0.24766115844249725,0.36814460158348083,0.22902534902095795,0.2143220454454422
system,0.23557309806346893,0.20242621004581451,0.2282046526670456,0.20093633234500885,0.3088737428188324,0.1490362137556076,0.22338896989822388,0.25791773200035095,0.1060396060347557,0.2795582115650177,0.22963885962963104,0.15556083619594574
that,0.6297725439071655,0.462776243686676,0.3995479643344879,0.3486595153808594,1.0,0.4862920045852661,0.4588061273097992,0.6005857586860657,0.2501324415206909,0.2622828185558319,0.24354611337184906,0.32716336846351624
permits,0.25703537464141846,0.24573160707950592,0.2122938334941864,0.23687860369682312,0.29530638456344604,0.28046929836273193,0.3190672695636749,0.238924041390419,0.18843241035938263,0.26489561796188354,0.2107027769088745,0.1309078186750412
those,0.44466671347618103,0.31126052141189575,0.2352088838815689,0.2487909197807312,0.5085503458976746,0.4478071331977844,0.3780156075954437,0.4003083109855652,0.1869117021560669,0.1694101244211197,0.2965635061264038,0.3328189253807068
decisions,0.3351972997188568,0.2646579444408417,0.2378915399312973,0.25580745935440063,0.3629890978336334,0.3172081708908081,0.42301931977272034,0.26944777369499207,0.23000876605510712,0.23798143863677979,0.30530810356140137,0.29068708419799805
to,0.455847829580307,0.3437597155570984,0.42745086550712585,0.3428947925567627,0.5436353087425232,0.4194425344467163,0.44452130794525146,0.5348826050758362,0.22359536588191986,0.2672370672225952,0.2619103491306305,0.29463258385658264
be,0.3929833769798279,0.3769439458847046,0.4819129705429077,0.2965909540653229,0.6036020517349243,0.4713827073574066,0.6527681946754456,0.48342031240463257,0.1804484724998474,0.22898490726947784,0.17449118196964264,0.3324260413646698
taken,0.26014965772628784,0.2692548930644989,0.19185791909694672,0.42752909660339355,0.35460543632507324,0.24088291823863983,0.2708132565021515,0.26899775862693787,0.18542388081550598,0.20353446900844574,0.14887148141860962,0.17662954330444336
'',0.08143015950918198,0.03922810032963753,0.0793738141655922,0.10763400048017502,0.007880004122853279,0.03718613088130951,0.09159162640571594,0.05102188512682915,-0.03051380254328251,0.07067567110061646,0.0668744370341301,0.018684765323996544
.,0.3567904531955719,0.3219331204891205,0.4569662809371948,0.3169408142566681,0.4460422694683075,0.31283900141716003,0.3516756594181061,0.49166762828826904,0.2598128020763397,0.21888655424118042,0.20400826632976532,0.4130953550338745
