,what,was,the,first,disney,program,televised,on,abc,as,a,result,of,the,disney-abc,agreement,?
many,0.36131182312965393,0.260356068611145,0.4335206151008606,0.2931244373321533,0.1984570175409317,0.23491419851779938,0.2613069713115692,0.32520127296447754,0.18267793953418732,0.4070141911506653,0.2872205972671509,0.2120126336812973,0.37253960967063904,0.4335206151008606,0.2726994752883911,0.16539208590984344,0.2124512493610382
anthology,0.19700226187705994,0.27746060490608215,0.2812962234020233,0.3159860074520111,0.29018303751945496,0.12369225919246674,0.26258423924446106,0.2565416395664215,0.2907084822654724,0.16014592349529266,0.22774028778076172,0.0849003940820694,0.2662479877471924,0.2812962234020233,0.34548693895339966,0.11151709407567978,0.18870647251605988
television,0.19838058948516846,0.2516675293445587,0.24569597840309143,0.2787016034126282,0.3754020631313324,0.36510443687438965,0.7145999670028687,0.2825660705566406,0.46871840953826904,0.25070273876190186,0.22552843391895294,0.1309911459684372,0.21995750069618225,0.24569597840309143,0.419070303440094,0.13703082501888275,0.16825827956199646
programs,0.23178155720233917,0.16294841468334198,0.21757709980010986,0.20401053130626678,0.20356754958629608,0.7779488563537598,0.40451377630233765,0.28622785210609436,0.3454950749874115,0.2817786931991577,0.25316864252090454,0.18595367670059204,0.18037469685077667,0.21757709980010986,0.2817959785461426,0.18625949323177338,0.16452431678771973
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.3482176661491394,0.20073425769805908,0.33504533767700195,0.24529677629470825,0.42569106817245483,0.17440107464790344,0.4735107421875,0.47537946701049805,0.3031747341156006,0.41498205065727234,0.5473989248275757,0.2815435528755188,0.3057451844215393,0.32716336846351624
disney,0.19632026553153992,0.22590678930282593,0.24980762600898743,0.21060588955879211,1.0,0.1420411914587021,0.2529536485671997,0.1984206587076187,0.37895750999450684,0.2626339793205261,0.21907898783683777,0.09298178553581238,0.19926400482654572,0.24980762600898743,0.9336002469062805,0.14551891386508942,0.22150784730911255
would,0.45766422152519226,0.41663143038749695,0.4133751392364502,0.2882738411426544,0.20283743739128113,0.23408164083957672,0.23074430227279663,0.35589995980262756,0.13780725002288818,0.3824005722999573,0.398599237203598,0.30209586024284363,0.3353942930698395,0.4133751392364502,0.258760541677475,0.29784896969795227,0.37178951501846313
broadcast,0.17857211828231812,0.24068336188793182,0.2713715434074402,0.2604263722896576,0.3236337900161743,0.42520272731781006,0.6128001809120178,0.2845228910446167,0.4876510202884674,0.19535446166992188,0.2046348601579666,0.14486072957515717,0.20155203342437744,0.2713715434074402,0.41096290946006775,0.20970939099788666,0.15760008990764618
over,0.28007611632347107,0.24486446380615234,0.39856547117233276,0.27581891417503357,0.18795135617256165,0.1997392773628235,0.2521739602088928,0.39810362458229065,0.13036851584911346,0.3506779670715332,0.32199642062187195,0.25722363591194153,0.36136594414711,0.39856547117233276,0.2449040412902832,0.20723526179790497,0.25742942094802856
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.24980762600898743,0.22986935079097748,0.32855433225631714,0.5107308030128479,0.2068762183189392,0.48381632566452026,0.5829201340675354,0.27778977155685425,0.733189046382904,1.0,0.3181883692741394,0.2490699142217636,0.22068053483963013
course,0.3412042260169983,0.2136799544095993,0.32268625497817993,0.18885205686092377,0.19284673035144806,0.24625492095947266,0.19864672422409058,0.2990906238555908,0.11237727105617523,0.3086532652378082,0.2895289659500122,0.25176963210105896,0.2579863667488098,0.32268625497817993,0.2261974960565567,0.23431476950645447,0.28826573491096497
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3536086082458496,0.19926400482654572,0.17376001179218292,0.23927952349185944,0.3966929316520691,0.14607268571853638,0.3886612355709076,0.5052502155303955,0.231380432844162,1.0,0.733189046382904,0.2581593692302704,0.21259461343288422,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.24980762600898743,0.22986935079097748,0.32855433225631714,0.5107308030128479,0.2068762183189392,0.48381632566452026,0.5829201340675354,0.27778977155685425,0.733189046382904,1.0,0.3181883692741394,0.2490699142217636,0.22068053483963013
next,0.25980645418167114,0.25374743342399597,0.35833123326301575,0.39532533288002014,0.1142226904630661,0.1391409933567047,0.21261577308177948,0.33060458302497864,0.1395609974861145,0.2234075665473938,0.3054417371749878,0.17694970965385437,0.2935165464878082,0.35833123326301575,0.17029939591884613,0.13688741624355316,0.167460098862648
50,-0.04124141484498978,-0.0011744623770937324,0.03602437674999237,0.07933352887630463,0.0435783825814724,0.0004067669215146452,0.07316640764474869,0.05590687692165375,0.018194353207945824,-0.0016074778977781534,0.034183140844106674,0.07231602817773819,0.006577443331480026,0.03602437674999237,0.03446683660149574,0.07024630904197693,0.030512850731611252
years,0.1981470286846161,0.35855233669281006,0.2912273406982422,0.2958037853240967,0.1423071026802063,0.16509290039539337,0.23549503087997437,0.2152649462223053,0.2423967868089676,0.234328031539917,0.23773819208145142,0.19987569749355316,0.2904134690761566,0.2912273406982422,0.19873537123203278,0.21011653542518616,0.1914375126361847
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.23698924481868744,0.18964338302612305,0.2844941318035126,0.49257001280784607,0.2567209303379059,0.515582263469696,0.50484299659729,0.31092435121536255,0.5352458953857422,0.5934505462646484,0.2878374457359314,0.20123955607414246,0.4130953550338745
