,what,percent,of,the,labor,force,work,in,agriculture,?
force,0.16915984451770782,0.1646699160337448,0.27094775438308716,0.2800885736942291,0.20590485632419586,1.0000001192092896,0.1958054006099701,0.21744468808174133,0.1803191900253296,0.1650998443365097
(,0.2411840260028839,0.11258889734745026,0.35032153129577637,0.33289089798927307,0.12574027478694916,0.17529799044132233,0.22960703074932098,0.3087427020072937,0.14504894614219666,0.40561532974243164
a,0.3320399522781372,0.2187717854976654,0.5052502155303955,0.5829201340675354,0.17354394495487213,0.2451154738664627,0.266241192817688,0.539380669593811,0.24947041273117065,0.23916715383529663
consistent,0.3694326877593994,0.23811691999435425,0.3003144860267639,0.2685734033584595,0.09240882098674774,0.1442243456840515,0.33178824186325073,0.22197841107845306,0.17770002782344818,0.2528949975967407
characteristic,0.2773447632789612,0.20880433917045593,0.2943860590457916,0.28210532665252686,0.08791668713092804,0.1683114767074585,0.18867634236812592,0.2336774468421936,0.18498973548412323,0.12125537544488907
of,0.33290785551071167,0.3004763424396515,1.0,0.733189046382904,0.23769748210906982,0.27094775438308716,0.23473061621189117,0.5696388483047485,0.3250654935836792,0.1826142966747284
under-developed,0.2630508542060852,0.27999740839004517,0.3046813905239105,0.3517265021800995,0.19182488322257996,0.16621756553649902,0.3177589476108551,0.3129555881023407,0.3230847120285034,0.19992372393608093
economies,0.20860779285430908,0.3351069688796997,0.22326010465621948,0.2587427496910095,0.30375733971595764,0.2392791509628296,0.19211585819721222,0.20702897012233734,0.48018333315849304,0.16836115717887878
that,0.6297725439071655,0.2902362644672394,0.41498205065727234,0.5473989248275757,0.2010195255279541,0.26810982823371887,0.34257015585899353,0.435920387506485,0.20773056149482727,0.32716336846351624
have,0.39808809757232666,0.28501299023628235,0.3802283704280853,0.40389683842658997,0.16359522938728333,0.17953111231327057,0.3236905336380005,0.36843645572662354,0.20197506248950958,0.32991164922714233
not,0.5449194312095642,0.2842000424861908,0.3307090103626251,0.4310511648654938,0.17922961711883545,0.17318668961524963,0.3568844795227051,0.3403114080429077,0.18322235345840454,0.41942933201789856
attained,0.1902945190668106,0.24043843150138855,0.36302679777145386,0.2941405773162842,0.20490431785583496,0.21337544918060303,0.14443792402744293,0.26001179218292236,0.2195519357919693,0.14002291858196259
food,0.23540689051151276,0.18619206547737122,0.2602803111076355,0.3025728166103363,0.2723723351955414,0.15606893599033356,0.1981196254491806,0.21391697227954865,0.4216308295726776,0.15376032888889313
security,0.18331359326839447,0.16581018269062042,0.26905277371406555,0.2683938145637512,0.27990251779556274,0.30435630679130554,0.17527203261852264,0.18173593282699585,0.25130313634872437,0.13810279965400696
–,0.13008765876293182,0.12535202503204346,0.2799985408782959,0.2607575058937073,0.15053744614124298,0.15087641775608063,0.15978656709194183,0.23687128722667694,0.08714720606803894,0.2714554965496063
an,0.2821882665157318,0.1881512999534607,0.32280945777893066,0.4207492768764496,0.16185346245765686,0.21655116975307465,0.22936125099658966,0.2605783939361572,0.10724952816963196,0.19793890416622162
important,0.31164905428886414,0.14026707410812378,0.43301743268966675,0.39348116517066956,0.14848120510578156,0.1408667117357254,0.3371586203575134,0.3796374499797821,0.36519405245780945,0.17812499403953552
catalyst,0.22293639183044434,0.13803599774837494,0.1529167741537094,0.21989983320236206,0.18623800575733185,0.21471919119358063,0.32594868540763855,0.18604736030101776,0.21118126809597015,0.1609763652086258
of,0.33290785551071167,0.3004763424396515,1.0,0.733189046382904,0.23769748210906982,0.27094775438308716,0.23473061621189117,0.5696388483047485,0.3250654935836792,0.1826142966747284
economic,0.18082544207572937,0.2538847327232361,0.3030148148536682,0.282455176115036,0.33307191729545593,0.2068079560995102,0.19953106343746185,0.22027181088924408,0.4799903631210327,0.1206481084227562
growth,0.1739405393600464,0.32251960039138794,0.2679378092288971,0.2912366986274719,0.20771746337413788,0.1778274029493332,0.24721252918243408,0.2819603681564331,0.46202999353408813,0.07547862827777863
),0.26259949803352356,0.10651931166648865,0.3680361211299896,0.3456730246543884,0.14394445717334747,0.19671578705310822,0.251366525888443,0.3326910734176636,0.15165460109710693,0.42300865054130554
a,0.3320399522781372,0.2187717854976654,0.5052502155303955,0.5829201340675354,0.17354394495487213,0.2451154738664627,0.266241192817688,0.539380669593811,0.24947041273117065,0.23916715383529663
small,0.2504110634326935,0.25288572907447815,0.353353351354599,0.39655908942222595,0.13062502443790436,0.21790748834609985,0.17062796652317047,0.3722202181816101,0.24247393012046814,0.13914890587329865
portion,0.287394255399704,0.2977299988269806,0.31845465302467346,0.42017096281051636,0.1443518102169037,0.14923244714736938,0.17458349466323853,0.2811550498008728,0.14103615283966064,0.11719609797000885
of,0.33290785551071167,0.3004763424396515,1.0,0.733189046382904,0.23769748210906982,0.27094775438308716,0.23473061621189117,0.5696388483047485,0.3250654935836792,0.1826142966747284
the,0.42745697498321533,0.277066707611084,0.733189046382904,1.0,0.21506793797016144,0.2800885736942291,0.2704800069332123,0.6662389636039734,0.29133129119873047,0.22068053483963013
population,0.2000674307346344,0.4591834247112274,0.3060894012451172,0.32044094800949097,0.1915823519229889,0.20619408786296844,0.10885439068078995,0.3268454372882843,0.3885701894760132,0.14449454843997955
relies,0.29672762751579285,0.23187172412872314,0.24824197590351105,0.3104465901851654,0.14351797103881836,0.22276967763900757,0.2832071781158447,0.24095559120178223,0.2702823877334595,0.18079787492752075
on,0.34226128458976746,0.1766231805086136,0.3966929316520691,0.5107308030128479,0.17969153821468353,0.1764998733997345,0.26663315296173096,0.46853652596473694,0.20278383791446686,0.2714994251728058
food,0.23540689051151276,0.18619206547737122,0.2602803111076355,0.3025728166103363,0.2723723351955414,0.15606893599033356,0.1981196254491806,0.21391697227954865,0.4216308295726776,0.15376032888889313
aid,0.1778782606124878,0.14509359002113342,0.20153990387916565,0.21952909231185913,0.20338788628578186,0.2349207103252411,0.24282850325107574,0.1754455417394638,0.22924228012561798,0.08358026295900345
.,0.3567904531955719,0.2556350827217102,0.5352458953857422,0.5934505462646484,0.2150036245584488,0.2783275842666626,0.33121398091316223,0.5591574311256409,0.29099151492118835,0.4130953550338745
