,how,is,oxygen,produced,from,carbon,dioxide,on,the,other,planets,of,the,solar,system,?
ultraviolet,0.31530246138572693,0.2105351835489273,0.43220996856689453,0.2694176435470581,0.2654716670513153,0.4122546911239624,0.4265284836292267,0.21993032097816467,0.23828156292438507,0.23177006840705872,0.29502445459365845,0.2068740725517273,0.23828156292438507,0.33562228083610535,0.2090301364660263,0.21418103575706482
radiation,0.2848053276538849,0.17039641737937927,0.449581116437912,0.18940600752830505,0.2247200310230255,0.3914218842983246,0.40863704681396484,0.154128760099411,0.2525659203529358,0.27505502104759216,0.3474193513393402,0.2597386837005615,0.2525659203529358,0.4104171693325043,0.2957710325717926,0.1720895618200302
impacting,0.2891030013561249,0.18042153120040894,0.33932623267173767,0.22259390354156494,0.24037112295627594,0.3711833655834198,0.38084256649017334,0.3026599586009979,0.28581464290618896,0.3098803460597992,0.34343522787094116,0.2756248414516449,0.28581464290618896,0.29411250352859497,0.2739589214324951,0.23480336368083954
oxygen-containing,0.260863333940506,0.34119001030921936,0.7523068189620972,0.2686314880847931,0.31779056787490845,0.5784804821014404,0.5988056659698486,0.266107439994812,0.30850109457969666,0.3742762804031372,0.32246196269989014,0.3200959861278534,0.30850109457969666,0.3351605534553528,0.2474074512720108,0.23059244453907013
molecules,0.34323933720588684,0.20481984317302704,0.5126039981842041,0.20772093534469604,0.19782225787639618,0.5759997963905334,0.5297316312789917,0.16564491391181946,0.2374771386384964,0.28797808289527893,0.35869893431663513,0.24428431689739227,0.2374771386384964,0.2595978081226349,0.26136019825935364,0.17409995198249817
such,0.307365357875824,0.23545363545417786,0.23563316464424133,0.20420248806476593,0.24813218414783478,0.24176965653896332,0.2361152023077011,0.3181164264678955,0.3575236201286316,0.6041211485862732,0.24862921237945557,0.3209529519081116,0.3575236201286316,0.19905723631381989,0.22472473978996277,0.17851735651493073
as,0.33782753348350525,0.43216490745544434,0.16691245138645172,0.2437988519668579,0.3251767158508301,0.22637860476970673,0.22812703251838684,0.36047765612602234,0.48381632566452026,0.42805421352386475,0.27744683623313904,0.3886612355709076,0.48381632566452026,0.18243877589702606,0.1973835676908493,0.27043893933296204
carbon,0.24845077097415924,0.2770232558250427,0.6396464109420776,0.20797565579414368,0.2591022849082947,1.0000001192092896,0.796758234500885,0.1660757064819336,0.23183570802211761,0.28401443362236023,0.3426355719566345,0.22596238553524017,0.23183570802211761,0.3213784992694855,0.2483021765947342,0.19040444493293762
dioxide,0.26440125703811646,0.2507719099521637,0.6974000334739685,0.23704779148101807,0.21236762404441833,0.796758234500885,1.0,0.12334994226694107,0.21460992097854614,0.26538601517677307,0.28035008907318115,0.19224253296852112,0.21460992097854614,0.347228080034256,0.21575422585010529,0.19322559237480164
.,0.3287222981452942,0.4569662809371948,0.2554275095462799,0.2634154260158539,0.41536515951156616,0.23824366927146912,0.22883257269859314,0.49257001280784607,0.5934505462646484,0.41511186957359314,0.2583926320075989,0.5352458953857422,0.5934505462646484,0.1915981024503708,0.2277725487947464,0.4130953550338745
