,when,was,mueller,announced,and,appointed,as,deputy,associate,administrator,?
space,0.17422115802764893,0.14677780866622925,0.13078631460666656,0.14271333813667297,0.22901733219623566,0.08340317755937576,0.1954064816236496,0.19609539210796356,0.11934349685907364,0.21730218827724457,0.1885536164045334
flight,0.17899814248085022,0.19139665365219116,0.19803382456302643,0.1645018458366394,0.1828005611896515,0.1562042087316513,0.14144399762153625,0.17689429223537445,0.15734639763832092,0.1620643585920334,0.20568472146987915
",",0.36674630641937256,0.45456063747406006,0.3152562379837036,0.23036719858646393,0.6633074283599854,0.27665549516677856,0.48816442489624023,0.25563672184944153,0.27230769395828247,0.30028748512268066,0.31091248989105225
to,0.5423505902290344,0.3636345863342285,0.08670014888048172,0.20247882604599,0.48971283435821533,0.21184861660003662,0.42092081904411316,0.1834849715232849,0.30953624844551086,0.291531503200531,0.29463258385658264
replace,0.2646997570991516,0.1948053240776062,0.11832688748836517,0.2680695950984955,0.2254238724708557,0.1976982206106186,0.3251611888408661,0.16077066957950592,0.20201867818832397,0.11887989938259125,0.27411603927612305
then,0.6026323437690735,0.27044644951820374,0.1454252004623413,0.18491117656230927,0.4372139573097229,0.20293349027633667,0.375661164522171,0.23054108023643494,0.1957935392856598,0.20778825879096985,0.2884598970413208
associate,0.2037966102361679,0.1991092562675476,0.1873054802417755,0.19278880953788757,0.32652273774147034,0.38710343837738037,0.2852577567100525,0.33435049653053284,1.0,0.3368593752384186,0.15745846927165985
administrator,0.21907278895378113,0.26034414768218994,0.18323931097984314,0.149154931306839,0.24388648569583893,0.36824923753738403,0.24365711212158203,0.3770735263824463,0.3368593752384186,0.9999999403953552,0.2915230691432953
d.,0.03472891449928284,0.0687001422047615,0.003743053413927555,-0.04583556205034256,0.007390535436570644,-0.0016843663761392236,0.011488161981105804,-0.020041823387145996,-0.04735785722732544,-0.08028827607631683,-0.049560099840164185
brainerd,0.17341838777065277,0.2002147138118744,0.22968363761901855,0.12989698350429535,0.2890463173389435,0.14469105005264282,0.2141338735818863,0.20867809653282166,0.1843581199645996,0.22379183769226074,0.3030485510826111
holmes,0.18640165030956268,0.23656100034713745,0.29667678475379944,0.14390155673027039,0.21746952831745148,0.14643406867980957,0.20151685178279877,0.18932102620601654,0.26939430832862854,0.22657202184200287,0.17452923953533173
on,0.37706470489501953,0.3909217119216919,0.20331783592700958,0.303989976644516,0.4077630043029785,0.15697096288204193,0.36047765612602234,0.15420305728912354,0.15960651636123657,0.18246042728424072,0.2714994251728058
his,0.37120407819747925,0.4405253231525421,0.28225281834602356,0.25777310132980347,0.4234102666378021,0.32482656836509705,0.3146366477012634,0.2436986267566681,0.19933782517910004,0.2117617130279541,0.18075084686279297
retirement,0.29427799582481384,0.32128533720970154,0.21015091240406036,0.39787206053733826,0.21304239332675934,0.3764638304710388,0.26281875371932983,0.31301936507225037,0.27620795369148254,0.2718837857246399,0.12655292451381683
effective,0.25165870785713196,0.20736300945281982,0.1449500322341919,0.2178235501050949,0.2838481068611145,0.1997779905796051,0.24016928672790527,0.18318884074687958,0.19539858400821686,0.2807200253009796,0.21825028955936432
september,0.2483685463666916,0.4425655007362366,0.2699428200721741,0.29655206203460693,0.2902049422264099,0.20813223719596863,0.2394716590642929,0.2576001286506653,0.17434833943843842,0.2936391830444336,0.2665146589279175
1,-0.2683585286140442,-0.2275921255350113,-0.18913592398166656,-0.21389935910701752,-0.20516018569469452,-0.19263869524002075,-0.2728762626647949,-0.14792729914188385,-0.20952844619750977,-0.1751851588487625,-0.249979168176651
.,0.475719153881073,0.40146201848983765,0.24379780888557434,0.20513638854026794,0.588965117931366,0.23383042216300964,0.515582263469696,0.17529986798763275,0.25058677792549133,0.279374897480011,0.4130953550338745
