,what,special,audio,recording,was,released,for,the,40th,anniversary,?
featuring,0.18412666022777557,0.17985719442367554,0.28713101148605347,0.33644333481788635,0.16899792850017548,0.3894035816192627,0.18349294364452362,0.21340800821781158,0.10074357688426971,0.28442975878715515,0.24838131666183472
paul,0.11217030137777328,0.10389241576194763,0.17416463792324066,0.12133442610502243,0.24299268424510956,0.20204921066761017,0.18398262560367584,0.19191958010196686,0.09893456101417542,0.18709878623485565,0.16611461341381073
mcgann,0.20965513586997986,0.1278720498085022,0.15089982748031616,0.3047005832195282,0.3245489001274109,0.30483278632164,0.2117980271577835,0.2965668737888336,0.12347065657377243,0.21737998723983765,0.22053363919258118
",",0.3087472915649414,0.23880577087402344,0.19032666087150574,0.26766908168792725,0.45456063747406006,0.2775750756263733,0.4464869201183319,0.4933079481124878,0.12832628190517426,0.20396199822425842,0.31091248989105225
colin,0.15583473443984985,0.13631822168827057,0.15166842937469482,0.21888434886932373,0.24057722091674805,0.21694126725196838,0.18313702940940857,0.2017749547958374,0.13274288177490234,0.16591580212116241,0.12176632136106491
baker,0.1443992257118225,0.16186168789863586,0.13585175573825836,0.23043030500411987,0.23070454597473145,0.12242408096790314,0.1485782116651535,0.23057734966278076,0.044749949127435684,0.09686169773340225,0.1649734377861023
",",0.3087472915649414,0.23880577087402344,0.19032666087150574,0.26766908168792725,0.45456063747406006,0.2775750756263733,0.4464869201183319,0.4933079481124878,0.12832628190517426,0.20396199822425842,0.31091248989105225
sylvester,0.13364757597446442,0.1447848379611969,0.14531174302101135,0.11958392709493637,0.30968162417411804,0.16246047616004944,0.20327162742614746,0.19085350632667542,0.03256864845752716,0.20553384721279144,0.20105667412281036
mccoy,0.15373629331588745,0.18674905598163605,0.14835816621780396,0.20233194530010223,0.21340502798557281,0.11024902760982513,0.23592104017734528,0.21240413188934326,0.1462753862142563,0.15397150814533234,0.14259184896945953
and,0.31309178471565247,0.22352655231952667,0.2052582949399948,0.22277392446994781,0.3740963041782379,0.2706851661205292,0.5064792633056641,0.5171257257461548,0.23992876708507538,0.13314463198184967,0.20544172823429108
peter,0.15377900004386902,0.09278102219104767,0.0895783081650734,0.15393932163715363,0.24126720428466797,0.15434032678604126,0.1829002946615219,0.24086274206638336,0.12198644876480103,0.18884313106536865,0.11650477349758148
davison,0.18381671607494354,0.2132686972618103,0.18260613083839417,0.3178320825099945,0.34746405482292175,0.23570238053798676,0.2916252017021179,0.2947586476802826,0.10887522250413895,0.18509429693222046,0.16515596210956573
was,0.22111038863658905,0.1585642695426941,0.12714031338691711,0.2667168378829956,1.0000001192092896,0.32720035314559937,0.3863949179649353,0.48711544275283813,0.16539856791496277,0.28924626111984253,0.18412111699581146
released,0.20228935778141022,0.19553512334823608,0.24554280936717987,0.39611315727233887,0.32720035314559937,1.0,0.2211005687713623,0.24578391015529633,0.18892307579517365,0.30425864458084106,0.20329579710960388
with,0.2464839518070221,0.21461334824562073,0.17515313625335693,0.23695997893810272,0.27411898970603943,0.2334105670452118,0.39140474796295166,0.4223487675189972,0.17774361371994019,0.20003211498260498,0.2433311939239502
additional,0.20172064006328583,0.34430190920829773,0.26803702116012573,0.33870068192481995,0.10680072009563446,0.2055920958518982,0.3404708206653595,0.2539002597332001,0.0793563723564148,0.08793298900127411,0.24309562146663666
archive,0.18317453563213348,0.07160685956478119,0.3145133852958679,0.19327512383460999,0.11139629036188126,0.15463139116764069,0.19345681369304657,0.20227214694023132,0.08226471394300461,0.18556644022464752,0.2456444799900055
recordings,0.173174649477005,0.12181601673364639,0.46290847659111023,0.8285030126571655,0.20612171292304993,0.3811994194984436,0.22395765781402588,0.21458035707473755,0.11423061788082123,0.22945363819599152,0.18278516829013824
of,0.33290785551071167,0.27998968958854675,0.17128776013851166,0.20561589300632477,0.4069072902202606,0.17721395194530487,0.4185989499092102,0.733189046382904,0.1560511589050293,0.2393128126859665,0.1826142966747284
jon,0.1635923981666565,0.10461647063493729,0.1417894959449768,0.15821345150470734,0.21221061050891876,0.20483286678791046,0.2191862165927887,0.153504878282547,0.10365390032529831,0.11995227634906769,0.1621117740869522
pertwee,0.22390323877334595,0.1842215210199356,0.2924242913722992,0.2258319854736328,0.32652029395103455,0.2590670585632324,0.23386716842651367,0.27593860030174255,0.12181201577186584,0.22744375467300415,0.21838203072547913
.,0.3567904531955719,0.26337340474128723,0.16724947094917297,0.23303323984146118,0.40146201848983765,0.298698753118515,0.4726039469242096,0.5934505462646484,0.17750310897827148,0.2281392365694046,0.4130953550338745
