,a,satellite,that,measured,the,amount,of,dust,going,to,the,amazon,was,named,what,?
transported,0.22335171699523926,0.14126485586166382,0.2946196496486664,0.2812153398990631,0.2550795376300812,0.23297442495822906,0.26284846663475037,0.21931618452072144,0.3195115029811859,0.24132387340068817,0.2550795376300812,0.21860341727733612,0.21239954233169556,0.1400284767150879,0.17293962836265564,0.1354173868894577
by,0.32094135880470276,0.1882091760635376,0.37496164441108704,0.2737140357494354,0.4408751428127289,0.19143085181713104,0.3646814823150635,0.1268737018108368,0.17666931450366974,0.33534231781959534,0.4408751428127289,0.16320857405662537,0.4752357602119446,0.30212631821632385,0.2455483376979828,0.17966607213020325
wind,0.22089478373527527,0.21244357526302338,0.19486463069915771,0.2933620512485504,0.2338196188211441,0.1736099123954773,0.22346341609954834,0.36152732372283936,0.2264833301305771,0.198759526014328,0.2338196188211441,0.1388091892004013,0.16151875257492065,0.04768417030572891,0.2056615948677063,0.17669273912906647
from,0.322764128446579,0.2617102265357971,0.3477667272090912,0.2360648363828659,0.40150508284568787,0.26152533292770386,0.4249346852302551,0.21349763870239258,0.29521477222442627,0.4069952368736267,0.40150508284568787,0.08236479759216309,0.31171464920043945,0.1969364881515503,0.2737620174884796,0.19969791173934937
the,0.5829201340675354,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.38693177700042725,0.535392165184021,1.0,0.260541707277298,0.48711544275283813,0.3521348536014557,0.42745697498321533,0.22068053483963013
sahara,0.1756383180618286,0.20361272990703583,0.22486364841461182,0.13201680779457092,0.23516924679279327,0.1894545555114746,0.17664550244808197,0.28134268522262573,0.12411072105169296,0.15024827420711517,0.23516924679279327,0.26794329285621643,0.15776968002319336,0.08773128688335419,0.24191512167453766,0.17314527928829193
to,0.45503583550453186,0.19631412625312805,0.5436353087425232,0.20595905184745789,0.535392165184021,0.309798926115036,0.41548454761505127,0.26756495237350464,0.5117058157920837,1.0,0.535392165184021,0.17033490538597107,0.3636345863342285,0.23689822852611542,0.455847829580307,0.29463258385658264
the,0.5829201340675354,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.38693177700042725,0.535392165184021,1.0,0.260541707277298,0.48711544275283813,0.3521348536014557,0.42745697498321533,0.22068053483963013
amazon,0.1865728348493576,0.12525847554206848,0.2228476107120514,0.1639031171798706,0.260541707277298,0.1940114051103592,0.20143137872219086,0.13802170753479004,0.14080506563186646,0.17033490538597107,0.260541707277298,1.0000001192092896,0.14616160094738007,0.16235151886940002,0.16355936229228973,0.18144656717777252
:,-0.0007584693375974894,-0.09316598623991013,-0.12200210988521576,-0.07392064481973648,-0.03403344005346298,-0.03821036219596863,-0.08807745575904846,-0.13309550285339355,-0.10022930055856705,-0.09243495017290115,-0.03403344005346298,-0.12260514497756958,0.002802103292196989,-0.04546349123120308,-0.12022944539785385,-0.07156077772378922
an,0.44552403688430786,0.15826226770877838,0.365763783454895,0.1947242021560669,0.4207492768764496,0.25767290592193604,0.32280945777893066,0.17542733252048492,0.21355599164962769,0.3138085603713989,0.4207492768764496,0.16257908940315247,0.3694365322589874,0.17417411506175995,0.2821882665157318,0.19793890416622162
average,0.23812800645828247,0.16067804396152496,0.2513456642627716,0.3696230351924896,0.27058175206184387,0.41291627287864685,0.23717734217643738,0.16783887147903442,0.17584094405174255,0.2572915256023407,0.27058175206184387,0.24211540818214417,0.18843130767345428,0.14506758749485016,0.24068789184093475,0.21764592826366425
182,0.022899089381098747,-0.008805311284959316,0.014717614278197289,-0.03495508432388306,0.03700842335820198,0.03522701933979988,-0.022202739492058754,-0.0033743770327419043,-0.0624467208981514,-0.011615716852247715,0.03700842335820198,-0.02199956402182579,-0.05723052844405174,0.05762456730008125,-0.04681291803717613,-0.048216577619314194
million,0.1811940222978592,0.22081425786018372,0.2637370228767395,0.2135595977306366,0.277012437582016,0.3056185245513916,0.21686489880084991,0.19205474853515625,0.18291214108467102,0.22033339738845825,0.277012437582016,0.18845590949058533,0.24203833937644958,0.13509415090084076,0.22197039425373077,0.23092924058437347
tons,0.16760815680027008,0.06889510154724121,0.2261660397052765,0.3513738811016083,0.20730508863925934,0.3637048304080963,0.19702266156673431,0.2439376562833786,0.20329079031944275,0.20573829114437103,0.20730508863925934,0.19077828526496887,0.19463880360126495,0.0922701433300972,0.15041828155517578,0.19717051088809967
of,0.5052502155303955,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.2849585711956024,0.41548454761505127,0.733189046382904,0.20143137872219086,0.4069072902202606,0.2820465862751007,0.33290785551071167,0.1826142966747284
dust,0.24757064878940582,0.29698875546455383,0.26238390803337097,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.2062133252620697,0.26756495237350464,0.2346910536289215,0.13802170753479004,0.127471461892128,0.1062844768166542,0.1907336562871933,0.15803812444210052
are,0.265255331993103,0.12365440279245377,0.45265161991119385,0.24699005484580994,0.40399202704429626,0.2873819172382355,0.39081433415412903,0.2122032791376114,0.2507370114326477,0.3504326641559601,0.40399202704429626,0.15230076014995575,0.3076191842556,0.1775832623243332,0.29724663496017456,0.24591213464736938
windblown,0.3320690095424652,0.22122317552566528,0.3038787245750427,0.30358463525772095,0.3168978691101074,0.20405791699886322,0.2747642695903778,0.36643874645233154,0.33013659715652466,0.27484211325645447,0.3168978691101074,0.2061614990234375,0.32428744435310364,0.2773219048976898,0.2304677665233612,0.2240144908428192
out,0.34264278411865234,0.20247168838977814,0.43996092677116394,0.2359967976808548,0.39404502511024475,0.30377626419067383,0.34176841378211975,0.29918667674064636,0.36702656745910645,0.42386990785598755,0.39404502511024475,0.15031638741493225,0.28168347477912903,0.17352230846881866,0.3633197546005249,0.22020699083805084
of,0.5052502155303955,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.2849585711956024,0.41548454761505127,0.733189046382904,0.20143137872219086,0.4069072902202606,0.2820465862751007,0.33290785551071167,0.1826142966747284
the,0.5829201340675354,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.38693177700042725,0.535392165184021,1.0,0.260541707277298,0.48711544275283813,0.3521348536014557,0.42745697498321533,0.22068053483963013
sahara,0.1756383180618286,0.20361272990703583,0.22486364841461182,0.13201680779457092,0.23516924679279327,0.1894545555114746,0.17664550244808197,0.28134268522262573,0.12411072105169296,0.15024827420711517,0.23516924679279327,0.26794329285621643,0.15776968002319336,0.08773128688335419,0.24191512167453766,0.17314527928829193
each,0.434999018907547,0.11691509932279587,0.46111494302749634,0.28927627205848694,0.470844566822052,0.3607456386089325,0.38460010290145874,0.15729188919067383,0.28002598881721497,0.3941934108734131,0.470844566822052,0.1488005518913269,0.14424845576286316,0.2020820826292038,0.3353266417980194,0.21173812448978424
year,0.29350247979164124,0.14653939008712769,0.2826407253742218,0.18661636114120483,0.3609684407711029,0.2676939368247986,0.2578314542770386,0.10882840305566788,0.2234005182981491,0.23523004353046417,0.3609684407711029,0.1589571088552475,0.3209837079048157,0.28151315450668335,0.15184831619262695,0.18315006792545319
",",0.427140474319458,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.2957560122013092,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.45456063747406006,0.2530003488063812,0.3087472915649414,0.31091248989105225
at,0.3095070421695709,0.16997875273227692,0.3183255195617676,0.24601459503173828,0.457212895154953,0.22508464753627777,0.42558613419532776,0.11504963040351868,0.34710684418678284,0.36524343490600586,0.457212895154953,0.1615314781665802,0.36707764863967896,0.1652292013168335,0.2838611304759979,0.21978627145290375
15,-0.052463941276073456,-0.07609573751688004,-0.06895352154970169,-0.11819065362215042,-0.011810222640633583,-0.0657435953617096,-0.02319195494055748,0.09154774993658066,-0.041990093886852264,-0.047946229577064514,-0.011810222640633583,-0.012911608442664146,0.08381640166044235,-0.04761829599738121,-0.01077192835509777,-0.010706285014748573
degrees,0.21313712000846863,0.1442958116531372,0.2528930604457855,0.3672249913215637,0.22473014891147614,0.26437124609947205,0.22668468952178955,0.10859503597021103,0.19394393265247345,0.2073739469051361,0.22473014891147614,0.13714446127414703,0.10069163888692856,0.13970966637134552,0.2201736718416214,0.1299446076154709
west,0.2258862406015396,0.22738578915596008,0.14288705587387085,0.20123276114463806,0.32918402552604675,0.05387193337082863,0.2891985774040222,0.1870882660150528,0.18685796856880188,0.24611181020736694,0.32918402552604675,0.138602152466774,0.25970903038978577,0.14750002324581146,0.1946573108434677,0.12088293582201004
longitude,0.20233207941055298,0.32511448860168457,0.2028481513261795,0.37446337938308716,0.2508544325828552,0.2073470801115036,0.17390240728855133,0.18386469781398773,0.17520444095134735,0.23352257907390594,0.2508544325828552,0.15005739033222198,0.11163163930177689,0.16634677350521088,0.2653953433036804,0.19342944025993347
",",0.427140474319458,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.2957560122013092,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.45456063747406006,0.2530003488063812,0.3087472915649414,0.31091248989105225
across,0.2660536468029022,0.23825125396251678,0.33602073788642883,0.3032621145248413,0.3816230297088623,0.22617805004119873,0.2936134934425354,0.21413765847682953,0.29590916633605957,0.36818596720695496,0.3816230297088623,0.21476200222969055,0.20413610339164734,0.17507946491241455,0.24809791147708893,0.17034576833248138
"1,600",0.17683523893356323,0.023032164201140404,0.11611638218164444,0.2338145524263382,0.04439349099993706,0.16557635366916656,-0.00895964726805687,0.08849801123142242,0.1294994354248047,0.12041140347719193,0.04439349099993706,0.03478460758924484,-0.007091978564858437,-0.0880054235458374,0.0013495675520971417,0.05657687783241272
miles,0.23875154554843903,0.2153729647397995,0.16484005749225616,0.33142396807670593,0.25706055760383606,0.08502805978059769,0.2263605147600174,0.20904326438903809,0.18751366436481476,0.2342754453420639,0.25706055760383606,0.1900368481874466,0.1818082183599472,0.1326097548007965,0.1893789917230606,0.09363767504692078
(,0.3206180930137634,0.17470206320285797,0.2264307141304016,0.19702157378196716,0.33289089798927307,0.1956038922071457,0.35032153129577637,0.14481011033058167,0.24934665858745575,0.30882009863853455,0.33289089798927307,0.11605185270309448,0.2980341613292694,0.19926521182060242,0.2411840260028839,0.40561532974243164
"2,600",0.15462003648281097,0.20597591996192932,0.12260016798973083,0.15069657564163208,0.11931554228067398,0.03110876865684986,0.05123365670442581,0.09819567203521729,0.09566616266965866,0.09690508991479874,0.11931554228067398,0.1480444371700287,0.032892391085624695,-0.013641582801938057,0.015221815556287766,0.02350315824151039
km,0.1850534826517105,0.26901382207870483,0.1602332592010498,0.29542267322540283,0.21376769244670868,0.11047820746898651,0.2376161366701126,0.16242605447769165,0.15401971340179443,0.19593966007232666,0.21376769244670868,0.17538169026374817,0.19512154161930084,0.17446325719356537,0.1805391013622284,0.08180338144302368
),0.3640355169773102,0.19569383561611176,0.23478686809539795,0.18266436457633972,0.3456730246543884,0.19204795360565186,0.3680361211299896,0.14174848794937134,0.24787482619285583,0.31236231327056885,0.3456730246543884,0.131951242685318,0.3267642855644226,0.19075927138328552,0.26259949803352356,0.42300865054130554
over,0.32199642062187195,0.19734211266040802,0.3882925808429718,0.30557629466056824,0.39856547117233276,0.3027430474758148,0.36136594414711,0.22320112586021423,0.25434112548828125,0.38635820150375366,0.39856547117233276,0.18121705949306488,0.24486446380615234,0.15612472593784332,0.28007611632347107,0.25742942094802856
the,0.5829201340675354,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.38693177700042725,0.535392165184021,1.0,0.260541707277298,0.48711544275283813,0.3521348536014557,0.42745697498321533,0.22068053483963013
atlantic,0.2243315726518631,0.20694757997989655,0.2559850513935089,0.1332535743713379,0.31052014231681824,0.17499598860740662,0.22176773846149445,0.20432595908641815,0.2610594630241394,0.26242998242378235,0.31052014231681824,0.30139192938804626,0.22275687754154205,0.23798874020576477,0.16333554685115814,0.15355663001537323
ocean,0.21811051666736603,0.28730934858322144,0.27191728353500366,0.22087125480175018,0.3185477554798126,0.15344691276550293,0.25798606872558594,0.2810789942741394,0.24206113815307617,0.30701687932014465,0.3185477554798126,0.29017552733421326,0.18688063323497772,0.21927599608898163,0.21858152747154236,0.15205028653144836
(,0.3206180930137634,0.17470206320285797,0.2264307141304016,0.19702157378196716,0.33289089798927307,0.1956038922071457,0.35032153129577637,0.14481011033058167,0.24934665858745575,0.30882009863853455,0.33289089798927307,0.11605185270309448,0.2980341613292694,0.19926521182060242,0.2411840260028839,0.40561532974243164
some,0.34539633989334106,0.18163447082042694,0.6049469113349915,0.24720537662506104,0.4566698372364044,0.3786327540874481,0.4300730526447296,0.27638301253318787,0.33845120668411255,0.4636894166469574,0.4566698372364044,0.19491901993751526,0.21528802812099457,0.1815692037343979,0.4491020441055298,0.2562315762042999
dust,0.24757064878940582,0.29698875546455383,0.26238390803337097,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.2062133252620697,0.26756495237350464,0.2346910536289215,0.13802170753479004,0.127471461892128,0.1062844768166542,0.1907336562871933,0.15803812444210052
falls,0.2676706314086914,0.09535422176122665,0.17870967090129852,0.15183322131633759,0.2708098292350769,0.162252739071846,0.23047612607479095,0.22196342051029205,0.2795436382293701,0.15835121273994446,0.2708098292350769,0.21120955049991608,0.1706530600786209,0.26956069469451904,0.1882239729166031,0.15918700397014618
into,0.3461161255836487,0.2684553265571594,0.3239944875240326,0.1615571826696396,0.39493247866630554,0.2708504796028137,0.32255905866622925,0.200248584151268,0.2578425407409668,0.38810545206069946,0.39493247866630554,0.13842037320137024,0.2322220653295517,0.24655185639858246,0.2180619090795517,0.15662476420402527
the,0.5829201340675354,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.38693177700042725,0.535392165184021,1.0,0.260541707277298,0.48711544275283813,0.3521348536014557,0.42745697498321533,0.22068053483963013
atlantic,0.2243315726518631,0.20694757997989655,0.2559850513935089,0.1332535743713379,0.31052014231681824,0.17499598860740662,0.22176773846149445,0.20432595908641815,0.2610594630241394,0.26242998242378235,0.31052014231681824,0.30139192938804626,0.22275687754154205,0.23798874020576477,0.16333554685115814,0.15355663001537323
),0.3640355169773102,0.19569383561611176,0.23478686809539795,0.18266436457633972,0.3456730246543884,0.19204795360565186,0.3680361211299896,0.14174848794937134,0.24787482619285583,0.31236231327056885,0.3456730246543884,0.131951242685318,0.3267642855644226,0.19075927138328552,0.26259949803352356,0.42300865054130554
",",0.427140474319458,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.2957560122013092,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.45456063747406006,0.2530003488063812,0.3087472915649414,0.31091248989105225
then,0.3970017731189728,0.1493672877550125,0.455153226852417,0.19083963334560394,0.4297412931919098,0.25205758213996887,0.2937326431274414,0.18881799280643463,0.4502699375152588,0.5203860402107239,0.4297412931919098,0.12791220843791962,0.27044644951820374,0.20113418996334076,0.4072686731815338,0.2884598970413208
at,0.3095070421695709,0.16997875273227692,0.3183255195617676,0.24601459503173828,0.457212895154953,0.22508464753627777,0.42558613419532776,0.11504963040351868,0.34710684418678284,0.36524343490600586,0.457212895154953,0.1615314781665802,0.36707764863967896,0.1652292013168335,0.2838611304759979,0.21978627145290375
35,-0.017194027081131935,-0.05767668038606644,-0.05084999278187752,-0.066204734146595,-0.04927394539117813,0.03481365367770195,-0.05862995982170105,-0.09235742688179016,-0.012174501083791256,-0.06221745163202286,-0.04927394539117813,-0.09066765755414963,-0.07451801747083664,-0.1519024521112442,-0.016979239881038666,-0.044106997549533844
degrees,0.21313712000846863,0.1442958116531372,0.2528930604457855,0.3672249913215637,0.22473014891147614,0.26437124609947205,0.22668468952178955,0.10859503597021103,0.19394393265247345,0.2073739469051361,0.22473014891147614,0.13714446127414703,0.10069163888692856,0.13970966637134552,0.2201736718416214,0.1299446076154709
west,0.2258862406015396,0.22738578915596008,0.14288705587387085,0.20123276114463806,0.32918402552604675,0.05387193337082863,0.2891985774040222,0.1870882660150528,0.18685796856880188,0.24611181020736694,0.32918402552604675,0.138602152466774,0.25970903038978577,0.14750002324581146,0.1946573108434677,0.12088293582201004
longitude,0.20233207941055298,0.32511448860168457,0.2028481513261795,0.37446337938308716,0.2508544325828552,0.2073470801115036,0.17390240728855133,0.18386469781398773,0.17520444095134735,0.23352257907390594,0.2508544325828552,0.15005739033222198,0.11163163930177689,0.16634677350521088,0.2653953433036804,0.19342944025993347
at,0.3095070421695709,0.16997875273227692,0.3183255195617676,0.24601459503173828,0.457212895154953,0.22508464753627777,0.42558613419532776,0.11504963040351868,0.34710684418678284,0.36524343490600586,0.457212895154953,0.1615314781665802,0.36707764863967896,0.1652292013168335,0.2838611304759979,0.21978627145290375
the,0.5829201340675354,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.38693177700042725,0.535392165184021,1.0,0.260541707277298,0.48711544275283813,0.3521348536014557,0.42745697498321533,0.22068053483963013
eastern,0.2322530597448349,0.20829667150974274,0.23358812928199768,0.15833841264247894,0.3928247392177582,0.10734222829341888,0.33281487226486206,0.14646625518798828,0.1897416114807129,0.1750476211309433,0.3928247392177582,0.22832134366035461,0.23346775770187378,0.1665727198123932,0.2263268083333969,0.20060817897319794
coast,0.24027055501937866,0.21423767507076263,0.19411782920360565,0.15810547769069672,0.28366661071777344,0.10121537744998932,0.2811681628227234,0.17937426269054413,0.18791188299655914,0.23308983445167542,0.28366661071777344,0.18184979259967804,0.23369400203227997,0.17892828583717346,0.2200622260570526,0.15869849920272827
of,0.5052502155303955,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.2849585711956024,0.41548454761505127,0.733189046382904,0.20143137872219086,0.4069072902202606,0.2820465862751007,0.33290785551071167,0.1826142966747284
south,0.23680485785007477,0.22418555617332458,0.1571199595928192,0.22016523778438568,0.3129390776157379,0.04964972659945488,0.33382371068000793,0.20622549951076508,0.20259498059749603,0.25657615065574646,0.3129390776157379,0.23864558339118958,0.2792486846446991,0.2072926163673401,0.15388517081737518,0.12336621433496475
america,0.22012436389923096,0.11617395281791687,0.28841280937194824,0.15401369333267212,0.37090015411376953,0.1575353443622589,0.28803038597106934,0.16416385769844055,0.2377513349056244,0.2636699676513672,0.37090015411376953,0.37370234727859497,0.2850865423679352,0.16219453513622284,0.2517423629760742,0.19333907961845398
",",0.427140474319458,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.2957560122013092,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.45456063747406006,0.2530003488063812,0.3087472915649414,0.31091248989105225
27.7,-0.2893441915512085,-0.19517023861408234,-0.3937903344631195,-0.2235599011182785,-0.24633660912513733,-0.3490774631500244,-0.25649863481521606,-0.14614100754261017,-0.2541823089122772,-0.32436224818229675,-0.24633660912513733,-0.11925646662712097,-0.04999329894781113,0.05175765976309776,-0.34679582715034485,-0.3020332455635071
million,0.1811940222978592,0.22081425786018372,0.2637370228767395,0.2135595977306366,0.277012437582016,0.3056185245513916,0.21686489880084991,0.19205474853515625,0.18291214108467102,0.22033339738845825,0.277012437582016,0.18845590949058533,0.24203833937644958,0.13509415090084076,0.22197039425373077,0.23092924058437347
tons,0.16760815680027008,0.06889510154724121,0.2261660397052765,0.3513738811016083,0.20730508863925934,0.3637048304080963,0.19702266156673431,0.2439376562833786,0.20329079031944275,0.20573829114437103,0.20730508863925934,0.19077828526496887,0.19463880360126495,0.0922701433300972,0.15041828155517578,0.19717051088809967
(,0.3206180930137634,0.17470206320285797,0.2264307141304016,0.19702157378196716,0.33289089798927307,0.1956038922071457,0.35032153129577637,0.14481011033058167,0.24934665858745575,0.30882009863853455,0.33289089798927307,0.11605185270309448,0.2980341613292694,0.19926521182060242,0.2411840260028839,0.40561532974243164
15,-0.052463941276073456,-0.07609573751688004,-0.06895352154970169,-0.11819065362215042,-0.011810222640633583,-0.0657435953617096,-0.02319195494055748,0.09154774993658066,-0.041990093886852264,-0.047946229577064514,-0.011810222640633583,-0.012911608442664146,0.08381640166044235,-0.04761829599738121,-0.01077192835509777,-0.010706285014748573
%,0.17798779904842377,0.10871724784374237,0.19162102043628693,0.21317414939403534,0.21490740776062012,0.2841183543205261,0.19953428208827972,0.15758822858333588,0.1471731960773468,0.18513022363185883,0.21490740776062012,0.17626920342445374,0.11743833869695663,0.03463808074593544,0.20738190412521362,0.21441808342933655
),0.3640355169773102,0.19569383561611176,0.23478686809539795,0.18266436457633972,0.3456730246543884,0.19204795360565186,0.3680361211299896,0.14174848794937134,0.24787482619285583,0.31236231327056885,0.3456730246543884,0.131951242685318,0.3267642855644226,0.19075927138328552,0.26259949803352356,0.42300865054130554
of,0.5052502155303955,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.2849585711956024,0.41548454761505127,0.733189046382904,0.20143137872219086,0.4069072902202606,0.2820465862751007,0.33290785551071167,0.1826142966747284
dust,0.24757064878940582,0.29698875546455383,0.26238390803337097,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.2062133252620697,0.26756495237350464,0.2346910536289215,0.13802170753479004,0.127471461892128,0.1062844768166542,0.1907336562871933,0.15803812444210052
fall,0.21384748816490173,0.16431868076324463,0.2639525830745697,0.16108930110931396,0.3639753758907318,0.1813085973262787,0.2854328155517578,0.27373093366622925,0.25782400369644165,0.1966593861579895,0.3639753758907318,0.14312735199928284,0.22278504073619843,0.15465325117111206,0.26931828260421753,0.1656162142753601
over,0.32199642062187195,0.19734211266040802,0.3882925808429718,0.30557629466056824,0.39856547117233276,0.3027430474758148,0.36136594414711,0.22320112586021423,0.25434112548828125,0.38635820150375366,0.39856547117233276,0.18121705949306488,0.24486446380615234,0.15612472593784332,0.28007611632347107,0.25742942094802856
the,0.5829201340675354,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.38693177700042725,0.535392165184021,1.0,0.260541707277298,0.48711544275283813,0.3521348536014557,0.42745697498321533,0.22068053483963013
amazon,0.1865728348493576,0.12525847554206848,0.2228476107120514,0.1639031171798706,0.260541707277298,0.1940114051103592,0.20143137872219086,0.13802170753479004,0.14080506563186646,0.17033490538597107,0.260541707277298,1.0000001192092896,0.14616160094738007,0.16235151886940002,0.16355936229228973,0.18144656717777252
basin,0.21655717492103577,0.2144104689359665,0.21932947635650635,0.24656406044960022,0.24553915858268738,0.19711507856845856,0.2557278275489807,0.27528029680252075,0.151338130235672,0.1498844176530838,0.24553915858268738,0.41143864393234253,0.1841808706521988,0.2058296501636505,0.1565224826335907,0.14685653150081635
",",0.427140474319458,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.2957560122013092,0.44245919585227966,0.4933079481124878,0.2214922308921814,0.45456063747406006,0.2530003488063812,0.3087472915649414,0.31091248989105225
132,0.11327230930328369,-0.039217352867126465,0.036231908947229385,0.042611800134181976,0.11011011153459549,0.06651568412780762,0.06018123775720596,0.10969820618629456,-0.03764420002698898,0.050305262207984924,0.11011011153459549,0.13746774196624756,0.040185097604990005,0.08522418141365051,-0.01920124515891075,-0.08056160807609558
million,0.1811940222978592,0.22081425786018372,0.2637370228767395,0.2135595977306366,0.277012437582016,0.3056185245513916,0.21686489880084991,0.19205474853515625,0.18291214108467102,0.22033339738845825,0.277012437582016,0.18845590949058533,0.24203833937644958,0.13509415090084076,0.22197039425373077,0.23092924058437347
tons,0.16760815680027008,0.06889510154724121,0.2261660397052765,0.3513738811016083,0.20730508863925934,0.3637048304080963,0.19702266156673431,0.2439376562833786,0.20329079031944275,0.20573829114437103,0.20730508863925934,0.19077828526496887,0.19463880360126495,0.0922701433300972,0.15041828155517578,0.19717051088809967
of,0.5052502155303955,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.2849585711956024,0.41548454761505127,0.733189046382904,0.20143137872219086,0.4069072902202606,0.2820465862751007,0.33290785551071167,0.1826142966747284
