,more,in,the,present,prevalence,of,civil,disobedience,has,turned,and,said,to,be,?
'',0.006126302294433117,0.07432962208986282,0.041273195296525955,-0.022134043276309967,0.06975354254245758,0.13035868108272552,-0.062313709408044815,0.003403886454179883,0.004576915875077248,0.05935893580317497,0.021612688899040222,-0.019795598462224007,-0.009905828163027763,0.08835477381944656,0.018684765323996544
has,0.3442428410053253,0.4173259735107422,0.4177538752555847,0.21106018126010895,0.2857545018196106,0.3909035325050354,0.14805923402309418,0.11896127462387085,1.0,0.26693999767303467,0.43716782331466675,0.262355774641037,0.3619994819164276,0.3863394856452942,0.15994466841220856
always,0.32580462098121643,0.2475486695766449,0.31570959091186523,0.19348743557929993,0.26382091641426086,0.25258868932724,0.22498172521591187,0.29571831226348877,0.33783939480781555,0.257558137178421,0.331595778465271,0.39764904975891113,0.42001017928123474,0.4642440974712372,0.26136693358421326
suffered,0.19200049340724945,0.277639776468277,0.2558774948120117,0.08897870779037476,0.3092997074127197,0.2524636387825012,0.18557174503803253,0.2571471035480499,0.19488826394081116,0.2762141227722168,0.17773643136024475,0.31640928983688354,0.15722067654132843,0.15376779437065125,0.08963493257761002
from,0.2529715299606323,0.4274188280105591,0.40150508284568787,0.20334279537200928,0.2759960889816284,0.4249346852302551,0.11420916765928268,0.1641564965248108,0.2621968984603882,0.2101537585258484,0.3601827025413513,0.23566637933254242,0.4069952368736267,0.3107333183288574,0.19969791173934937
ambiguity,0.3116644620895386,0.16173802316188812,0.23963160812854767,0.2032366394996643,0.3290742039680481,0.240192711353302,0.1572445034980774,0.2044411599636078,0.24469465017318726,0.1449100375175476,0.2135390043258667,0.24528859555721283,0.3191697895526886,0.33994829654693604,0.3305346965789795
and,0.39880692958831787,0.4954058527946472,0.5171257257461548,0.2790124714374542,0.3182355463504791,0.5116966962814331,0.25259146094322205,0.3041999638080597,0.43716782331466675,0.372392475605011,1.0,0.2940692901611328,0.48971283435821533,0.41766801476478577,0.20544172823429108
in,0.32563260197639465,1.0,0.6662389636039734,0.23905439674854279,0.33085858821868896,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.4173259735107422,0.2571444809436798,0.4954058527946472,0.23461468517780304,0.45010748505592346,0.3481820821762085,0.20430970191955566
modern,0.2332674264907837,0.29808807373046875,0.3283970355987549,0.33947134017944336,0.31106802821159363,0.3482828736305237,0.15365588665008545,0.17687927186489105,0.2644438147544861,0.17036567628383636,0.3277876079082489,0.16005265712738037,0.193939670920372,0.2118767350912094,0.12475407868623734
times,0.2888355851173401,0.2427823841571808,0.29093852639198303,0.16364790499210358,0.2273765355348587,0.24352745711803436,0.11522168666124344,0.14712707698345184,0.37720999121665955,0.15059657394886017,0.2611900568008423,0.2964162528514862,0.32875269651412964,0.26316767930984497,0.18880689144134521
",",0.3696524500846863,0.5201468467712402,0.4933079481124878,0.267320841550827,0.28812310099601746,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.3734780251979828,0.321188747882843,0.6633074283599854,0.34496036171913147,0.44245919585227966,0.39254459738731384,0.31091248989105225
become,0.3661198318004608,0.23238378763198853,0.31731709837913513,0.1308802217245102,0.18499986827373505,0.31678006052970886,0.17076370120048523,0.2244395911693573,0.30010637640953064,0.3442721664905548,0.3416603207588196,0.3016938865184784,0.36996012926101685,0.4037199020385742,0.19511328637599945
utterly,0.26719239354133606,0.1920074075460434,0.24199363589286804,0.06828079372644424,0.2547037899494171,0.2150173932313919,0.25180381536483765,0.3884568512439728,0.13859997689723969,0.19170746207237244,0.25867190957069397,0.30061477422714233,0.21309275925159454,0.347821444272995,0.274373859167099
debased,0.2697432041168213,0.3575977385044098,0.3641456961631775,0.2833858132362366,0.29483386874198914,0.35112839937210083,0.24097253382205963,0.23023422062397003,0.3065634071826935,0.3169924318790436,0.3107117712497711,0.29190152883529663,0.31002679467201233,0.34850600361824036,0.29474905133247375
.,0.4070230722427368,0.5591574311256409,0.5934505462646484,0.23765113949775696,0.29940739274024963,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4105546176433563,0.29343360662460327,0.588965117931366,0.33782967925071716,0.4645031690597534,0.4383580684661865,0.4130953550338745
,more,in,the,present,prevalence,of,civil,disobedience,has,turned,and,said,to,be,?
marshall,0.10105776786804199,0.2483098953962326,0.22928133606910706,0.10049186646938324,0.0629701316356659,0.20384931564331055,0.22293339669704437,0.22891877591609955,0.1714184582233429,0.16003476083278656,0.2677270174026489,0.2660808265209198,0.21343639492988586,0.12591171264648438,0.18167579174041748
cohen,0.07368654012680054,0.23415550589561462,0.23480090498924255,0.11115343868732452,0.1053028553724289,0.22383694350719452,0.17360681295394897,0.21479614078998566,0.16051514446735382,0.1314976066350937,0.24880412220954895,0.20510852336883545,0.17359508574008942,0.1567407250404358,0.24474021792411804
notes,0.21889087557792664,0.1728639006614685,0.20623527467250824,0.07797254621982574,0.12246868014335632,0.13280174136161804,0.05380991846323013,0.11750734597444534,0.18058164417743683,0.16560204327106476,0.2071884721517563,0.19354936480522156,0.22688092291355133,0.2507162392139435,0.23920853435993195
",",0.3696524500846863,0.5201468467712402,0.4933079481124878,0.267320841550827,0.28812310099601746,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.3734780251979828,0.321188747882843,0.6633074283599854,0.34496036171913147,0.44245919585227966,0.39254459738731384,0.31091248989105225
``,0.08673381805419922,0.04765888676047325,0.029072100296616554,0.027019305154681206,0.14351056516170502,0.06780257821083069,0.06784805655479431,0.06214885041117668,0.06254398077726364,-0.007577111944556236,0.036644238978624344,0.01132358517497778,0.06720756739377975,0.07670000940561295,0.0685480609536171
it,0.42550966143608093,0.5130809545516968,0.6251175999641418,0.20883789658546448,0.31089383363723755,0.38761502504348755,0.17707513272762299,0.2648297846317291,0.41962623596191406,0.25371870398521423,0.40957894921302795,0.3120289742946625,0.513711154460907,0.5203388929367065,0.25732165575027466
has,0.3442428410053253,0.4173259735107422,0.4177538752555847,0.21106018126010895,0.2857545018196106,0.3909035325050354,0.14805923402309418,0.11896127462387085,1.0,0.26693999767303467,0.43716782331466675,0.262355774641037,0.3619994819164276,0.3863394856452942,0.15994466841220856
been,0.34097588062286377,0.3515113592147827,0.3563927710056305,0.19942724704742432,0.2576139271259308,0.31685134768486023,0.16754008829593658,0.20087917149066925,0.6162750124931335,0.33955174684524536,0.3424558639526367,0.32838234305381775,0.34945759177207947,0.5304332375526428,0.24354910850524902
used,0.3030165731906891,0.3090210556983948,0.3718377649784088,0.15520213544368744,0.32379502058029175,0.3075267970561981,0.18663932383060455,0.16147232055664062,0.23367926478385925,0.2639850676059723,0.3150506615638733,0.26336565613746643,0.40058770775794983,0.3731876611709595,0.22430120408535004
to,0.47084665298461914,0.45010748505592346,0.535392165184021,0.2453051209449768,0.24496746063232422,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.3619994819164276,0.33177903294563293,0.48971283435821533,0.34274402260780334,1.0,0.4972836375236511,0.29463258385658264
describe,0.28789159655570984,0.2910135090351105,0.26495152711868286,0.10712841153144836,0.3621034324169159,0.2764313519001007,0.1281740814447403,0.22661055624485016,0.191810742020607,0.14498254656791687,0.24788004159927368,0.325862318277359,0.3167092204093933,0.3610440790653229,0.15151022374629974
everything,0.31807878613471985,0.19690652191638947,0.33579888939857483,0.17774182558059692,0.2312697321176529,0.2166808843612671,0.16113285720348358,0.27076080441474915,0.2556992173194885,0.28037339448928833,0.3435525596141815,0.39800524711608887,0.3921761214733124,0.35456031560897827,0.37031570076942444
from,0.2529715299606323,0.4274188280105591,0.40150508284568787,0.20334279537200928,0.2759960889816284,0.4249346852302551,0.11420916765928268,0.1641564965248108,0.2621968984603882,0.2101537585258484,0.3601827025413513,0.23566637933254242,0.4069952368736267,0.3107333183288574,0.19969791173934937
bringing,0.26472872495651245,0.2420511394739151,0.34507453441619873,0.1742912083864212,0.27376070618629456,0.3194589614868164,0.18910078704357147,0.30504733324050903,0.22069722414016724,0.37503331899642944,0.3666945993900299,0.2374926209449768,0.3548927307128906,0.2819235324859619,0.24553225934505463
a,0.3452818691730499,0.539380669593811,0.5829201340675354,0.14277903735637665,0.27991917729377747,0.5052502155303955,0.21693918108940125,0.25352153182029724,0.4670248031616211,0.32632166147232056,0.3739250600337982,0.31069710850715637,0.45503583550453186,0.39883795380592346,0.23916715383529663
test-case,0.22585543990135193,0.2004345804452896,0.28327229619026184,0.17135243117809296,0.2932860553264618,0.20945510268211365,0.10643364489078522,0.21186411380767822,0.18781860172748566,0.17486919462680817,0.258628249168396,0.22576574981212616,0.31505849957466125,0.3341866731643677,0.31247568130493164
in,0.32563260197639465,1.0,0.6662389636039734,0.23905439674854279,0.33085858821868896,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.4173259735107422,0.2571444809436798,0.4954058527946472,0.23461468517780304,0.45010748505592346,0.3481820821762085,0.20430970191955566
the,0.39758381247520447,0.6662389636039734,1.0,0.2829846143722534,0.33086124062538147,0.733189046382904,0.2477465271949768,0.30963727831840515,0.4177538752555847,0.3414173722267151,0.5171257257461548,0.3024602234363556,0.535392165184021,0.4248143136501312,0.22068053483963013
federal,0.1901291161775589,0.22709031403064728,0.27537089586257935,0.12656009197235107,0.14993798732757568,0.264590859413147,0.2550850510597229,0.2594875991344452,0.09716200828552246,0.09966669231653214,0.23157308995723724,0.17447121441364288,0.22186443209648132,0.19783568382263184,0.1812247931957245
courts,0.20910024642944336,0.2495848685503006,0.2453746348619461,0.09565480798482895,0.21835957467556,0.24972429871559143,0.24920950829982758,0.3557440936565399,0.19415807723999023,0.11819981038570404,0.2592387795448303,0.20112228393554688,0.2114926129579544,0.23069016635417938,0.17759139835834503
to,0.47084665298461914,0.45010748505592346,0.535392165184021,0.2453051209449768,0.24496746063232422,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.3619994819164276,0.33177903294563293,0.48971283435821533,0.34274402260780334,1.0,0.4972836375236511,0.29463258385658264
taking,0.3271610140800476,0.25282081961631775,0.32714390754699707,0.19740942120552063,0.1819196194410324,0.29240402579307556,0.11403016000986099,0.25883471965789795,0.20274151861667633,0.2872120141983032,0.3120560646057129,0.20757783949375153,0.3001216948032379,0.28882884979248047,0.19960761070251465
aim,0.27583324909210205,0.15608181059360504,0.24024337530136108,0.08149420469999313,0.25212860107421875,0.1749214082956314,0.12295028567314148,0.2867922782897949,0.15628215670585632,0.1618635058403015,0.2315322309732437,0.1716792732477188,0.3219028115272522,0.21407416462898254,0.14447996020317078
at,0.2627858817577362,0.4374977946281433,0.457212895154953,0.1722293496131897,0.2120368629693985,0.42558613419532776,0.1977793425321579,0.1749800592660904,0.2743658423423767,0.22914201021194458,0.3571503460407257,0.27074888348579407,0.36524343490600586,0.30379733443260193,0.21978627145290375
a,0.3452818691730499,0.539380669593811,0.5829201340675354,0.14277903735637665,0.27991917729377747,0.5052502155303955,0.21693918108940125,0.25352153182029724,0.4670248031616211,0.32632166147232056,0.3739250600337982,0.31069710850715637,0.45503583550453186,0.39883795380592346,0.23916715383529663
federal,0.1901291161775589,0.22709031403064728,0.27537089586257935,0.12656009197235107,0.14993798732757568,0.264590859413147,0.2550850510597229,0.2594875991344452,0.09716200828552246,0.09966669231653214,0.23157308995723724,0.17447121441364288,0.22186443209648132,0.19783568382263184,0.1812247931957245
official,0.08951759338378906,0.25180214643478394,0.3133983910083771,0.152871236205101,0.09437692910432816,0.2864961326122284,0.1858832836151123,0.1414945125579834,0.18222501873970032,0.06865948438644409,0.15831619501113892,0.22183796763420105,0.18259026110172272,0.10468355566263199,0.18097688257694244
.,0.4070230722427368,0.5591574311256409,0.5934505462646484,0.23765113949775696,0.29940739274024963,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4105546176433563,0.29343360662460327,0.588965117931366,0.33782967925071716,0.4645031690597534,0.4383580684661865,0.4130953550338745
