,where,are,these,animals,mostly,located,?
",",0.3149496018886566,0.4062570035457611,0.37613096833229065,0.23067066073417664,0.34322500228881836,0.2678719460964203,0.31091248989105225
buffalo,0.1629379242658615,0.13617020845413208,0.0863134115934372,0.3355916142463684,0.20329122245311737,0.08745689690113068,0.13041602075099945
",",0.3149496018886566,0.4062570035457611,0.37613096833229065,0.23067066073417664,0.34322500228881836,0.2678719460964203,0.31091248989105225
rhinoceros,0.16674649715423584,0.2875823676586151,0.20990021526813507,0.4662145972251892,0.2604595720767975,0.15236832201480865,0.14517775177955627
",",0.3149496018886566,0.4062570035457611,0.37613096833229065,0.23067066073417664,0.34322500228881836,0.2678719460964203,0.31091248989105225
and,0.43859338760375977,0.48576638102531433,0.5314885973930359,0.3589221239089966,0.45551156997680664,0.24183952808380127,0.20544172823429108
elephant,0.18333524465560913,0.12504257261753082,0.10777778178453445,0.37013885378837585,0.11967997252941132,0.10334327071905136,0.12334275990724564
",",0.3149496018886566,0.4062570035457611,0.37613096833229065,0.23067066073417664,0.34322500228881836,0.2678719460964203,0.31091248989105225
can,0.3773181736469269,0.5408529043197632,0.4833051562309265,0.30804094672203064,0.24291940033435822,0.08593563735485077,0.3226337134838104
be,0.3651217818260193,0.5556803941726685,0.4507283866405487,0.2701433002948761,0.23351114988327026,0.1374867707490921,0.3324260413646698
found,0.2867223024368286,0.2740558087825775,0.30648550391197205,0.23615117371082306,0.2762153148651123,0.29600822925567627,0.16790300607681274
in,0.5344807505607605,0.3841303884983063,0.3791837692260742,0.26300355792045593,0.3575078547000885,0.35149815678596497,0.20430970191955566
kenya,0.20705291628837585,0.1597108691930771,0.10835309326648712,0.19450241327285767,0.22220869362354279,0.14901871979236603,0.17197901010513306
and,0.43859338760375977,0.48576638102531433,0.5314885973930359,0.3589221239089966,0.45551156997680664,0.24183952808380127,0.20544172823429108
in,0.5344807505607605,0.3841303884983063,0.3791837692260742,0.26300355792045593,0.3575078547000885,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.40399202704429626,0.49086877703666687,0.2939487397670746,0.3490641117095947,0.407527357339859,0.22068053483963013
masai,0.1548730880022049,0.13070131838321686,0.11183909326791763,0.1688443124294281,0.17386914789676666,0.07051335275173187,0.12548209726810455
mara,0.12211466580629349,0.10238127410411835,0.08912213891744614,0.12579193711280823,0.1304689645767212,0.12440135329961777,0.10502629727125168
in,0.5344807505607605,0.3841303884983063,0.3791837692260742,0.26300355792045593,0.3575078547000885,0.35149815678596497,0.20430970191955566
particular,0.39034542441368103,0.3587656319141388,0.4429715573787689,0.25689563155174255,0.31636562943458557,0.16379424929618835,0.2741454839706421
.,0.41390106081962585,0.3452940285205841,0.3840779960155487,0.27480828762054443,0.3207794427871704,0.28226932883262634,0.4130953550338745
,where,are,these,animals,mostly,located,?
a,0.40997210144996643,0.265255331993103,0.24380075931549072,0.2420264482498169,0.29069283604621887,0.2605401277542114,0.23916715383529663
significant,0.273882657289505,0.26126909255981445,0.3471180498600006,0.20980022847652435,0.22473016381263733,0.14585183560848236,0.18679562211036682
population,0.1827353984117508,0.20790868997573853,0.1855601966381073,0.19898630678653717,0.23442748188972473,0.2726474106311798,0.14449454843997955
of,0.38066378235816956,0.39081433415412903,0.42684608697891235,0.2599885165691376,0.2964755594730377,0.32520920038223267,0.1826142966747284
other,0.3730994164943695,0.5932393670082092,0.6478539705276489,0.33722957968711853,0.3697870969772339,0.15855982899665833,0.24682199954986572
wild,0.18719905614852905,0.2262708693742752,0.20447175204753876,0.426399290561676,0.2134733498096466,0.07263687252998352,0.1359478384256363
animals,0.24580097198486328,0.37765127420425415,0.3445296883583069,1.0000001192092896,0.2769251763820648,0.14358727633953094,0.16430135071277618
",",0.3149496018886566,0.4062570035457611,0.37613096833229065,0.23067066073417664,0.34322500228881836,0.2678719460964203,0.31091248989105225
reptiles,0.18243597447872162,0.26991575956344604,0.29066210985183716,0.5555570125579834,0.21934294700622559,0.16991950571537018,0.17827048897743225
and,0.43859338760375977,0.48576638102531433,0.5314885973930359,0.3589221239089966,0.45551156997680664,0.24183952808380127,0.20544172823429108
birds,0.1413647085428238,0.3183206617832184,0.25857818126678467,0.5705130100250244,0.20784662663936615,0.10397891700267792,0.13677363097667694
can,0.3773181736469269,0.5408529043197632,0.4833051562309265,0.30804094672203064,0.24291940033435822,0.08593563735485077,0.3226337134838104
be,0.3651217818260193,0.5556803941726685,0.4507283866405487,0.2701433002948761,0.23351114988327026,0.1374867707490921,0.3324260413646698
found,0.2867223024368286,0.2740558087825775,0.30648550391197205,0.23615117371082306,0.2762153148651123,0.29600822925567627,0.16790300607681274
in,0.5344807505607605,0.3841303884983063,0.3791837692260742,0.26300355792045593,0.3575078547000885,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.40399202704429626,0.49086877703666687,0.2939487397670746,0.3490641117095947,0.407527357339859,0.22068053483963013
national,0.23696602880954742,0.17082279920578003,0.19830188155174255,0.14409907162189484,0.1611601561307907,0.23469306528568268,0.15643028914928436
parks,0.22348999977111816,0.23365527391433716,0.19561758637428284,0.3280852437019348,0.19726645946502686,0.25967937707901,0.18846100568771362
and,0.43859338760375977,0.48576638102531433,0.5314885973930359,0.3589221239089966,0.45551156997680664,0.24183952808380127,0.20544172823429108
game,0.21889865398406982,0.2047397643327713,0.17438025772571564,0.18921783566474915,0.1741265505552292,0.06946636736392975,0.1829071193933487
reserves,0.20746803283691406,0.2704525291919708,0.2597532868385315,0.2937292754650116,0.23951776325702667,0.29074352979660034,0.09854976832866669
in,0.5344807505607605,0.3841303884983063,0.3791837692260742,0.26300355792045593,0.3575078547000885,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.40399202704429626,0.49086877703666687,0.2939487397670746,0.3490641117095947,0.407527357339859,0.22068053483963013
country,0.2450796216726303,0.1952878087759018,0.22389431297779083,0.1593409925699234,0.2156687080860138,0.19386409223079681,0.12647280097007751
.,0.41390106081962585,0.3452940285205841,0.3840779960155487,0.27480828762054443,0.3207794427871704,0.28226932883262634,0.4130953550338745
