,when,did,a,charlie,brown,christmas,debut,?
rights,0.18668439984321594,0.2525300085544586,0.18041828274726868,0.06636357307434082,0.12140586227178574,0.13347859680652618,0.1076393574476242,0.21814769506454468
from,0.405669629573822,0.20248863101005554,0.322764128446579,0.09232483059167862,0.1896759569644928,0.15571251511573792,0.1423700600862503,0.19969791173934937
cbs,0.19047732651233673,0.15259867906570435,0.16314536333084106,0.24156558513641357,0.23363174498081207,0.1946285367012024,0.2403033971786499,0.14594407379627228
",",0.36674630641937256,0.3015086054801941,0.427140474319458,0.1868017017841339,0.2983597218990326,0.2420792281627655,0.2218245416879654,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.56894451379776,0.11016017943620682,0.2118930220603943,0.19800183176994324,0.16210904717445374,0.25814583897590637
originated,0.16070614755153656,0.22027955949306488,0.26375171542167664,0.12371879070997238,0.12051036953926086,0.1509995311498642,0.12970682978630066,0.11205674707889557
the,0.5091903209686279,0.34736719727516174,0.5829201340675354,0.19311991333961487,0.2198052853345871,0.2044597715139389,0.2226441204547882,0.22068053483963013
specials,0.17881999909877777,0.2083759605884552,0.28023573756217957,0.2969715893268585,0.23355868458747864,0.3211151957511902,0.2594543993473053,0.2582153379917145
in,0.4431333839893341,0.2593238651752472,0.539380669593811,0.13899368047714233,0.20236437022686005,0.17820265889167786,0.23145294189453125,0.20430970191955566
1965,0.18322375416755676,0.12525860965251923,0.07501427829265594,-0.03968087583780289,-0.020298881456255913,0.02588716335594654,0.061776984483003616,0.26302391290664673
with,0.5075214505195618,0.25472134351730347,0.3783375024795532,0.13133874535560608,0.2833166718482971,0.21209780871868134,0.2036544531583786,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,0.5829201340675354,0.19311991333961487,0.2198052853345871,0.2044597715139389,0.2226441204547882,0.22068053483963013
debut,0.17198128998279572,0.1956806182861328,0.23467278480529785,0.14317333698272705,0.11781686544418335,0.19593921303749084,1.0000001192092896,0.10726679861545563
of,0.3757161796092987,0.2513895630836487,0.5052502155303955,0.11434363573789597,0.19249911606311798,0.14198152720928192,0.12960465252399445,0.1826142966747284
a,0.44397395849227905,0.2552328109741211,1.0,0.16838562488555908,0.21047969162464142,0.18815474212169647,0.23467278480529785,0.23916715383529663
charlie,0.18353866040706635,0.11032848805189133,0.16838562488555908,1.0,0.25039100646972656,0.26193705201148987,0.14317333698272705,0.1200689822435379
brown,0.2699376940727234,0.11021304875612259,0.21047969162464142,0.25039100646972656,1.0000001192092896,0.17266245186328888,0.11781686544418335,0.18920691311359406
christmas,0.1884114146232605,0.17876142263412476,0.18815474212169647,0.26193705201148987,0.17266245186328888,1.0,0.19593921303749084,0.23817040026187897
(,0.2459595799446106,0.18979617953300476,0.3206180930137634,0.16000936925411224,0.22629423439502716,0.20888812839984894,0.19442118704319,0.40561532974243164
other,0.34102705121040344,0.31707024574279785,0.2806335389614105,0.15762096643447876,0.1607695370912552,0.1855197697877884,0.0930836945772171,0.24682199954986572
peanuts,0.1494666039943695,0.14613844454288483,0.23368777334690094,0.25971606373786926,0.2541823387145996,0.20399655401706696,0.14773407578468323,0.21211108565330505
specials,0.17881999909877777,0.2083759605884552,0.28023573756217957,0.2969715893268585,0.23355868458747864,0.3211151957511902,0.2594543993473053,0.2582153379917145
broadcast,0.2190258502960205,0.17054221034049988,0.2046348601579666,0.1608976274728775,0.1254318505525589,0.2067520022392273,0.2850082814693451,0.15760008990764618
annually,0.18466481566429138,0.09754322469234467,0.23963487148284912,0.10080703347921371,0.08862466365098953,0.22695031762123108,0.21853111684322357,0.1364409476518631
by,0.4376842677593231,0.18574509024620056,0.32094135880470276,0.12378529459238052,0.22148872911930084,0.16025565564632416,0.20036622881889343,0.17966607213020325
abc,0.13294127583503723,0.13353709876537323,0.21331243216991425,0.22581133246421814,0.21503302454948425,0.2213122695684433,0.15660154819488525,0.19065172970294952
",",0.36674630641937256,0.3015086054801941,0.427140474319458,0.1868017017841339,0.2983597218990326,0.2420792281627655,0.2218245416879654,0.31091248989105225
including,0.24633030593395233,0.26678287982940674,0.21045410633087158,0.17774377763271332,0.17688092589378357,0.22230933606624603,0.06685680150985718,0.1633303165435791
a,0.44397395849227905,0.2552328109741211,1.0,0.16838562488555908,0.21047969162464142,0.18815474212169647,0.23467278480529785,0.23916715383529663
charlie,0.18353866040706635,0.11032848805189133,0.16838562488555908,1.0,0.25039100646972656,0.26193705201148987,0.14317333698272705,0.1200689822435379
brown,0.2699376940727234,0.11021304875612259,0.21047969162464142,0.25039100646972656,1.0000001192092896,0.17266245186328888,0.11781686544418335,0.18920691311359406
christmas,0.1884114146232605,0.17876142263412476,0.18815474212169647,0.26193705201148987,0.17266245186328888,1.0,0.19593921303749084,0.23817040026187897
",",0.36674630641937256,0.3015086054801941,0.427140474319458,0.1868017017841339,0.2983597218990326,0.2420792281627655,0.2218245416879654,0.31091248989105225
include,0.14643341302871704,0.18185541033744812,0.18765322864055634,0.09335294365882874,0.12422622740268707,0.15212585031986237,0.07067606598138809,0.14925788342952728
it,0.4775012135505676,0.2993364930152893,0.5452592968940735,0.11656469851732254,0.2073245346546173,0.25943997502326965,0.20515604317188263,0.25732165575027466
's,-0.03368149697780609,0.05069678649306297,0.04866964742541313,0.045070353895425797,0.0031092315912246704,0.03567468002438545,0.02319660410284996,-0.023395681753754616
the,0.5091903209686279,0.34736719727516174,0.5829201340675354,0.19311991333961487,0.2198052853345871,0.2044597715139389,0.2226441204547882,0.22068053483963013
great,0.2342798113822937,0.2083706259727478,0.21836373209953308,0.156156525015831,0.08064708858728409,0.18834678828716278,0.13536259531974792,0.13135133683681488
pumpkin,0.17781324684619904,0.07101501524448395,0.2294025868177414,0.24889424443244934,0.3166987895965576,0.37152355909347534,0.2034994512796402,0.22393999993801117
",",0.36674630641937256,0.3015086054801941,0.427140474319458,0.1868017017841339,0.2983597218990326,0.2420792281627655,0.2218245416879654,0.31091248989105225
charlie,0.18353866040706635,0.11032848805189133,0.16838562488555908,1.0,0.25039100646972656,0.26193705201148987,0.14317333698272705,0.1200689822435379
brown,0.2699376940727234,0.11021304875612259,0.21047969162464142,0.25039100646972656,1.0000001192092896,0.17266245186328888,0.11781686544418335,0.18920691311359406
and,0.4716290831565857,0.34479495882987976,0.3739250600337982,0.17036926746368408,0.28234389424324036,0.1769854575395584,0.1683131754398346,0.20544172823429108
a,0.44397395849227905,0.2552328109741211,1.0,0.16838562488555908,0.21047969162464142,0.18815474212169647,0.23467278480529785,0.23916715383529663
charlie,0.18353866040706635,0.11032848805189133,0.16838562488555908,1.0,0.25039100646972656,0.26193705201148987,0.14317333698272705,0.1200689822435379
brown,0.2699376940727234,0.11021304875612259,0.21047969162464142,0.25039100646972656,1.0000001192092896,0.17266245186328888,0.11781686544418335,0.18920691311359406
thanksgiving,0.2980421185493469,0.29752489924430847,0.24135777354240417,0.2419951856136322,0.1577654331922531,0.5874025821685791,0.20054686069488525,0.30316072702407837
),0.2538422644138336,0.18584993481636047,0.3640355169773102,0.16478128731250763,0.2110663801431656,0.21935993432998657,0.22301031649112701,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.50484299659729,0.1274825483560562,0.3447112441062927,0.22314779460430145,0.20454879105091095,0.4130953550338745
