,what,element,did,gay-lussac,and,von,humboldt,discover,was,present,in,twice,the,amount,of,oxygen,in,water,?
;,0.10986888408660889,0.05192694440484047,0.10727239400148392,0.0544230118393898,0.08403264731168747,0.05561614781618118,0.09096555411815643,0.08461111783981323,0.0754367932677269,0.042107515037059784,0.092739537358284,0.03372278809547424,0.09152708947658539,0.04907550662755966,0.054534342139959335,0.010789583437144756,0.092739537358284,0.007055493537336588,0.10349778085947037
and,0.31309178471565247,0.16833719611167908,0.34479495882987976,0.27726590633392334,1.0,0.2179601788520813,0.23998232185840607,0.21819821000099182,0.3740963041782379,0.2790124714374542,0.4954058527946472,0.2709411084651947,0.5171257257461548,0.2668909728527069,0.5116966962814331,0.22261030972003937,0.4954058527946472,0.3054247498512268,0.20544172823429108
by,0.2455483376979828,0.1585245132446289,0.18574509024620056,0.251207172870636,0.4289871156215668,0.2298409640789032,0.10606633126735687,0.18237189948558807,0.4752357602119446,0.15190309286117554,0.370934396982193,0.20376898348331451,0.4408751428127289,0.19143085181713104,0.3646814823150635,0.1292176991701126,0.370934396982193,0.22562243044376373,0.17966607213020325
1811,0.1021018922328949,-0.054415009915828705,0.11081200838088989,0.10602729022502899,0.017277298495173454,0.07710104435682297,-0.012575294822454453,0.06716376543045044,0.0692639946937561,0.055015821009874344,-0.04404795169830322,0.043434444814920425,-0.08871966600418091,-0.020636597648262978,-0.051841046661138535,-0.0018740668892860413,-0.04404795169830322,-0.09069038182497025,0.07587326318025589
amedeo,0.12249565124511719,0.18462222814559937,0.1495668590068817,0.38726216554641724,0.2536398470401764,0.29780927300453186,0.2588766813278198,0.21708270907402039,0.3202376365661621,0.16576440632343292,0.1859297901391983,0.09160944074392319,0.22041423618793488,0.13610990345478058,0.30475711822509766,0.1589694768190384,0.1859297901391983,0.12421250343322754,0.21442003548145294
avogadro,0.18116356432437897,0.39980679750442505,0.06605777889490128,0.4414645731449127,0.2290109246969223,0.20269225537776947,0.2133939117193222,0.2274380624294281,0.24021480977535248,0.15336081385612488,0.25736621022224426,0.1339990794658661,0.26993507146835327,0.346339613199234,0.35517075657844543,0.26904845237731934,0.25736621022224426,0.23480668663978577,0.1829325407743454
had,0.23849567770957947,0.12166506797075272,0.540525496006012,0.23364585638046265,0.3872550129890442,0.20912496745586395,0.17107880115509033,0.21859285235404968,0.5927209258079529,0.17341838777065277,0.385026752948761,0.33568838238716125,0.3875846862792969,0.26123666763305664,0.37755560874938965,0.19057296216487885,0.385026752948761,0.21573220193386078,0.20728366076946259
arrived,0.25085949897766113,0.06859336793422699,0.32213419675827026,0.16303597390651703,0.20594286918640137,0.17069870233535767,0.19927985966205597,0.3430693745613098,0.363562673330307,0.2625364363193512,0.2573651373386383,0.176334410905838,0.279670387506485,0.10287762433290482,0.2384427934885025,0.13673768937587738,0.2573651373386383,0.2192646861076355,0.1681029200553894
at,0.2838611304759979,0.17585796117782593,0.28390252590179443,0.18542645871639252,0.3571503460407257,0.11698677390813828,0.19365611672401428,0.1501750349998474,0.36707764863967896,0.1722293496131897,0.4374977946281433,0.25746122002601624,0.457212895154953,0.22508464753627777,0.42558613419532776,0.1428557187318802,0.4374977946281433,0.14569826424121857,0.21978627145290375
the,0.42745697498321533,0.2041647583246231,0.34736719727516174,0.32430681586265564,0.5171257257461548,0.21817399561405182,0.2799397110939026,0.28971150517463684,0.48711544275283813,0.2829846143722534,0.6662389636039734,0.3638015687465668,1.0,0.3336862325668335,0.733189046382904,0.20428593456745148,0.6662389636039734,0.297396719455719,0.22068053483963013
correct,0.43571773171424866,0.23875117301940918,0.26912567019462585,0.18104439973831177,0.2299775332212448,0.12862055003643036,0.10279771685600281,0.23551785945892334,0.178055077791214,0.12422846257686615,0.22980515658855438,0.20637564361095428,0.3107529580593109,0.2682734429836273,0.22131142020225525,0.2077915519475937,0.22980515658855438,0.18845173716545105,0.36336278915405273
interpretation,0.37054285407066345,0.30335360765457153,0.2418224960565567,0.18750041723251343,0.2272503823041916,0.11649660766124725,0.14418388903141022,0.2564116418361664,0.21009790897369385,0.1563195288181305,0.1910129338502884,0.053353894501924515,0.2766321003437042,0.18437328934669495,0.25918829441070557,0.14828801155090332,0.1910129338502884,0.09595077484846115,0.2162649929523468
of,0.33290785551071167,0.21102571487426758,0.2513895630836487,0.2800648808479309,0.5116966962814331,0.19899946451187134,0.31566321849823,0.21607455611228943,0.4069072902202606,0.3116828501224518,0.5696388483047485,0.27436208724975586,0.733189046382904,0.2541177570819855,1.0,0.16848602890968323,0.5696388483047485,0.2741255462169647,0.1826142966747284
water,0.17456887662410736,0.22495520114898682,0.1909485161304474,0.20963238179683685,0.3054247498512268,0.07130954414606094,0.2621900737285614,0.16442744433879852,0.18750394880771637,0.11312227696180344,0.23966141045093536,0.19810961186885834,0.297396719455719,0.27906087040901184,0.2741255462169647,0.4692627191543579,0.23966141045093536,0.9999998807907104,0.14731885492801666
's,0.02692362666130066,-0.05279603600502014,0.05069678649306297,-0.062039390206336975,0.06895173341035843,0.014292019419372082,0.019162163138389587,-0.060889001935720444,0.008974763564765453,0.010861009359359741,-0.037580832839012146,-0.08582408726215363,-0.01540423184633255,0.051227446645498276,-0.03817026689648628,-0.011648092418909073,-0.037580832839012146,0.06513497978448868,-0.023395681753754616
composition,0.2385338991880417,0.4092599153518677,0.1800018697977066,0.19194942712783813,0.2587408721446991,0.15216651558876038,0.20665082335472107,0.21223537623882294,0.23116475343704224,0.17737209796905518,0.22499391436576843,0.1522270143032074,0.2593342959880829,0.2591961622238159,0.3104008734226227,0.23610040545463562,0.22499391436576843,0.15187308192253113,0.12543568015098572
",",0.3087472915649414,0.20181523263454437,0.3015086054801941,0.35187703371047974,0.6633074283599854,0.1878369003534317,0.3079424202442169,0.22755950689315796,0.45456063747406006,0.267320841550827,0.5201468467712402,0.32801246643066406,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.21812842786312103,0.5201468467712402,0.26706066727638245,0.31091248989105225
based,0.274813175201416,0.17823714017868042,0.15722841024398804,0.14838401973247528,0.2660958170890808,0.1063188910484314,0.07160142809152603,0.15142829716205597,0.2870393395423889,0.21886049211025238,0.3070422410964966,0.145768404006958,0.29860720038414,0.1525055170059204,0.3033197224140167,0.11147867888212204,0.3070422410964966,0.14788605272769928,0.134929820895195
on,0.34226128458976746,0.15193632245063782,0.2670976221561432,0.20889277756214142,0.4077630043029785,0.13431416451931,0.16134800016880035,0.1676451414823532,0.3909217119216919,0.19194398820400238,0.46853652596473694,0.2108156979084015,0.5107308030128479,0.2525322437286377,0.3966929316520691,0.2008662223815918,0.46853652596473694,0.18117135763168335,0.2714994251728058
what,0.9999998807907104,0.24694041907787323,0.4259131848812103,0.23380626738071442,0.31309178471565247,0.18003655970096588,0.18697886168956757,0.2694668471813202,0.22111038863658905,0.30940163135528564,0.30808621644973755,0.20608042180538177,0.42745697498321533,0.2602839767932892,0.33290785551071167,0.16781960427761078,0.30808621644973755,0.17456887662410736,0.5051238536834717
is,0.28837618231773376,0.3385811448097229,0.19247472286224365,0.2811174988746643,0.3859752118587494,0.11706341058015823,0.17141221463680267,0.21047036349773407,0.5810302495956421,0.1967432200908661,0.5394441485404968,0.272193044424057,0.5823672413825989,0.3016021251678467,0.4854315221309662,0.21825239062309265,0.5394441485404968,0.2879090905189514,0.22961433231830597
now,0.4903225302696228,0.15324263274669647,0.2646316885948181,0.1854662299156189,0.35309651494026184,0.15853916108608246,0.22614188492298126,0.21055512130260468,0.35876134037971497,0.335774689912796,0.3619694113731384,0.24947978556156158,0.38266420364379883,0.14473779499530792,0.29182544350624084,0.16412967443466187,0.3619694113731384,0.15135414898395538,0.29641881585121155
called,0.3235960602760315,0.2503594756126404,0.277748167514801,0.2504095435142517,0.3251761794090271,0.15054292976856232,0.139749214053154,0.27582961320877075,0.33927658200263977,0.1386658102273941,0.40847352147102356,0.16579066216945648,0.489897221326828,0.21523937582969666,0.4222904443740845,0.1788431704044342,0.40847352147102356,0.27940332889556885,0.18963319063186646
avogadro,0.18116356432437897,0.39980679750442505,0.06605777889490128,0.4414645731449127,0.2290109246969223,0.20269225537776947,0.2133939117193222,0.2274380624294281,0.24021480977535248,0.15336081385612488,0.25736621022224426,0.1339990794658661,0.26993507146835327,0.346339613199234,0.35517075657844543,0.26904845237731934,0.25736621022224426,0.23480668663978577,0.1829325407743454
's,0.02692362666130066,-0.05279603600502014,0.05069678649306297,-0.062039390206336975,0.06895173341035843,0.014292019419372082,0.019162163138389587,-0.060889001935720444,0.008974763564765453,0.010861009359359741,-0.037580832839012146,-0.08582408726215363,-0.01540423184633255,0.051227446645498276,-0.03817026689648628,-0.011648092418909073,-0.037580832839012146,0.06513497978448868,-0.023395681753754616
law,0.2145031988620758,0.11236412078142166,0.2238171398639679,0.30340340733528137,0.254730761051178,0.12415627390146255,0.16871675848960876,0.16552641987800598,0.21553055942058563,0.11678648740053177,0.24850773811340332,0.1550019085407257,0.24548950791358948,0.14734192192554474,0.2816956341266632,0.09109034389257431,0.24850773811340332,0.14448018372058868,0.1528988480567932
and,0.31309178471565247,0.16833719611167908,0.34479495882987976,0.27726590633392334,1.0,0.2179601788520813,0.23998232185840607,0.21819821000099182,0.3740963041782379,0.2790124714374542,0.4954058527946472,0.2709411084651947,0.5171257257461548,0.2668909728527069,0.5116966962814331,0.22261030972003937,0.4954058527946472,0.3054247498512268,0.20544172823429108
the,0.42745697498321533,0.2041647583246231,0.34736719727516174,0.32430681586265564,0.5171257257461548,0.21817399561405182,0.2799397110939026,0.28971150517463684,0.48711544275283813,0.2829846143722534,0.6662389636039734,0.3638015687465668,1.0,0.3336862325668335,0.733189046382904,0.20428593456745148,0.6662389636039734,0.297396719455719,0.22068053483963013
assumption,0.4053521156311035,0.22587160766124725,0.26341432332992554,0.25718238949775696,0.19467933475971222,0.14221832156181335,0.11196611076593399,0.25028127431869507,0.24384567141532898,0.22414952516555786,0.20557239651679993,0.13505986332893372,0.26466310024261475,0.24932220578193665,0.3007378578186035,0.12127581238746643,0.20557239651679993,0.17845258116722107,0.28394895792007446
of,0.33290785551071167,0.21102571487426758,0.2513895630836487,0.2800648808479309,0.5116966962814331,0.19899946451187134,0.31566321849823,0.21607455611228943,0.4069072902202606,0.3116828501224518,0.5696388483047485,0.27436208724975586,0.733189046382904,0.2541177570819855,1.0,0.16848602890968323,0.5696388483047485,0.2741255462169647,0.1826142966747284
diatomic,0.30110427737236023,0.47670137882232666,0.16410239040851593,0.296731173992157,0.26794034242630005,0.16274359822273254,0.2333235740661621,0.28116998076438904,0.15712548792362213,0.2054240107536316,0.26021671295166016,0.08139088749885559,0.2946808338165283,0.2575668394565582,0.3097217381000519,0.48179152607917786,0.26021671295166016,0.30003678798675537,0.18782663345336914
elemental,0.21225760877132416,0.7826259732246399,0.10363906621932983,0.19427065551280975,0.22594410181045532,0.10048245638608932,0.17528744041919708,0.1997092217206955,0.18167805671691895,0.10110478848218918,0.2091318815946579,0.09499915689229965,0.20710735023021698,0.23320040106773376,0.26839062571525574,0.29210585355758667,0.2091318815946579,0.20379193127155304,0.1721096783876419
molecules,0.2143162339925766,0.36058488488197327,0.14123500883579254,0.2906918525695801,0.24837805330753326,0.1702568084001541,0.16544868052005768,0.20457378029823303,0.13079391419887543,0.15598924458026886,0.2197362184524536,0.14907614886760712,0.2374771386384964,0.3414892256259918,0.24428431689739227,0.5126039981842041,0.2197362184524536,0.3961057662963867,0.17409995198249817
.,0.3567904531955719,0.24230757355690002,0.35288307070732117,0.3105357587337494,0.588965117931366,0.20990465581417084,0.31206852197647095,0.22028395533561707,0.40146201848983765,0.23765113949775696,0.5591574311256409,0.3201225996017456,0.5934505462646484,0.24893930554389954,0.5352458953857422,0.2554275095462799,0.5591574311256409,0.26634910702705383,0.4130953550338745
