,what,is,the,most,well-known,algorithm,associated,with,the,integer,factorization,problem,?
number,0.23046229779720306,0.22390379011631012,0.35145696997642517,0.31398043036460876,0.22574962675571442,0.2957291305065155,0.16375143826007843,0.2513769268989563,0.35145696997642517,0.46157369017601013,0.3615756332874298,0.253656268119812,0.19256845116615295
field,0.1825202852487564,0.17269009351730347,0.2105809599161148,0.1768786758184433,0.20821087062358856,0.12489627301692963,0.14671103656291962,0.15400348603725433,0.2105809599161148,0.1827983260154724,0.1866939514875412,0.15637436509132385,0.11279727518558502
sieve,0.2748502194881439,0.23733966052532196,0.236739844083786,0.20020723342895508,0.14084972441196442,0.3113996386528015,0.12750861048698425,0.24469417333602905,0.236739844083786,0.2692359685897827,0.30955079197883606,0.3044898509979248,0.14764533936977386
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.4223858118057251,0.19359813630580902,0.27184680104255676,0.4120737314224243,0.4933079481124878,0.20468677580356598,0.2755889594554901,0.23938199877738953,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.4637843072414398,0.31308138370513916,0.21216072142124176,0.3083685338497162,0.46403205394744873,0.6521818041801453,0.24863886833190918,0.37260007858276367,0.309948593378067,0.25814583897590637
takes,0.15264007449150085,0.4061736762523651,0.33578023314476013,0.15841518342494965,0.1566905379295349,0.23325708508491516,0.19855549931526184,0.1827632188796997,0.33578023314476013,0.20473945140838623,0.19853247702121735,0.16218292713165283,0.10935472697019577
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.35173171758651733,0.30619189143180847,0.25266581773757935,0.17621587216854095,0.31862112879753113,0.43061500787734985,0.22958701848983765,0.28677359223365784,0.3373833894729614,0.27391523122787476
o,0.1489914506673813,0.18684464693069458,0.19071193039417267,0.12089966237545013,0.32255059480667114,0.10809377580881119,0.10723061114549637,0.20689143240451813,0.19071193039417267,0.06816988438367844,0.13141627609729767,0.1554678976535797,0.23868927359580994
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.32194480299949646,0.11773339658975601,0.22233878076076508,0.29503780603408813,0.33289089798927307,0.19773975014686584,0.17585261166095734,0.1944350153207779,0.40561532974243164
e,0.1324329376220703,0.19744427502155304,0.21895931661128998,0.14049987494945526,0.23465846478939056,0.12494855374097824,0.15869472920894623,0.1802608072757721,0.21895931661128998,0.26123547554016113,0.20105859637260437,0.12580320239067078,0.1675775796175003
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.32194480299949646,0.11773339658975601,0.22233878076076508,0.29503780603408813,0.33289089798927307,0.19773975014686584,0.17585261166095734,0.1944350153207779,0.40561532974243164
64/9,0.033798400312662125,-0.007961670868098736,0.04102170839905739,0.10831732302904129,0.0772060751914978,-0.028401324525475502,-0.005480166990309954,0.07782715559005737,0.04102170839905739,0.08890873938798904,0.09660940617322922,0.06712339073419571,0.1562604010105133
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.33406466245651245,0.12365659326314926,0.22068600356578827,0.3069596290588379,0.3456730246543884,0.20820841193199158,0.19535890221595764,0.20261481404304504,0.42300865054130554
1/3,-0.3255644738674164,-0.22656655311584473,-0.41240087151527405,-0.35000404715538025,-0.11637170612812042,-0.04378623887896538,-0.18091560900211334,-0.31171363592147827,-0.41240087151527405,-0.022416865453124046,-0.2940440773963928,-0.2839662432670593,-0.17796869575977325
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.32194480299949646,0.11773339658975601,0.22233878076076508,0.29503780603408813,0.33289089798927307,0.19773975014686584,0.17585261166095734,0.1944350153207779,0.40561532974243164
n.log,0.27204740047454834,0.15680132806301117,0.11917667835950851,0.08081661909818649,0.0334373340010643,0.32663559913635254,0.02395276166498661,0.10976266860961914,0.11917667835950851,0.2720707356929779,0.28099188208580017,0.25732356309890747,0.3958267271518707
2,-0.049862053245306015,-0.07940074801445007,-0.019434669986367226,-0.04698450118303299,0.02429673634469509,0.04105767980217934,-0.006887017283588648,-0.05764888972043991,-0.019434669986367226,-0.01789299212396145,-0.07798168063163757,0.0010148343862965703,0.001977203879505396
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.33406466245651245,0.12365659326314926,0.22068600356578827,0.3069596290588379,0.3456730246543884,0.20820841193199158,0.19535890221595764,0.20261481404304504,0.42300865054130554
1/3,-0.3255644738674164,-0.22656655311584473,-0.41240087151527405,-0.35000404715538025,-0.11637170612812042,-0.04378623887896538,-0.18091560900211334,-0.31171363592147827,-0.41240087151527405,-0.022416865453124046,-0.2940440773963928,-0.2839662432670593,-0.17796869575977325
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.32194480299949646,0.11773339658975601,0.22233878076076508,0.29503780603408813,0.33289089798927307,0.19773975014686584,0.17585261166095734,0.1944350153207779,0.40561532974243164
log,0.247416153550148,0.13507528603076935,0.2040971964597702,0.10612182319164276,0.065639428794384,0.2581477463245392,0.03340809792280197,0.14339002966880798,0.2040971964597702,0.24786797165870667,0.24852193892002106,0.27433186769485474,0.39924851059913635
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.32194480299949646,0.11773339658975601,0.22233878076076508,0.29503780603408813,0.33289089798927307,0.19773975014686584,0.17585261166095734,0.1944350153207779,0.40561532974243164
n.log,0.27204740047454834,0.15680132806301117,0.11917667835950851,0.08081661909818649,0.0334373340010643,0.32663559913635254,0.02395276166498661,0.10976266860961914,0.11917667835950851,0.2720707356929779,0.28099188208580017,0.25732356309890747,0.3958267271518707
2,-0.049862053245306015,-0.07940074801445007,-0.019434669986367226,-0.04698450118303299,0.02429673634469509,0.04105767980217934,-0.006887017283588648,-0.05764888972043991,-0.019434669986367226,-0.01789299212396145,-0.07798168063163757,0.0010148343862965703,0.001977203879505396
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.33406466245651245,0.12365659326314926,0.22068600356578827,0.3069596290588379,0.3456730246543884,0.20820841193199158,0.19535890221595764,0.20261481404304504,0.42300865054130554
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.33406466245651245,0.12365659326314926,0.22068600356578827,0.3069596290588379,0.3456730246543884,0.20820841193199158,0.19535890221595764,0.20261481404304504,0.42300865054130554
2/3,-0.29552626609802246,-0.2535768151283264,-0.38537636399269104,-0.3446144163608551,-0.11453795433044434,0.04633432254195213,-0.13303165137767792,-0.3180323541164398,-0.38537636399269104,0.2146798074245453,-0.1377008855342865,-0.17542724311351776,-0.049550481140613556
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.33406466245651245,0.12365659326314926,0.22068600356578827,0.3069596290588379,0.3456730246543884,0.20820841193199158,0.19535890221595764,0.20261481404304504,0.42300865054130554
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.321603000164032,0.23033472895622253,0.20727625489234924,0.2648659348487854,0.4239959120750427,0.535392165184021,0.18582624197006226,0.29614752531051636,0.2502208352088928,0.29463258385658264
factor,0.23239780962467194,0.2690885663032532,0.2859867215156555,0.21073772013187408,0.19076016545295715,0.23324954509735107,0.20295293629169464,0.18453340232372284,0.2859867215156555,0.3140052855014801,0.5869737863540649,0.3925887644290924,0.2154984176158905
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.2748267352581024,0.3104322552680969,0.14905822277069092,0.2386062890291214,0.2730048894882202,0.4207492768764496,0.18641431629657745,0.20126646757125854,0.21292734146118164,0.19793890416622162
n-bit,0.22759798169136047,0.23972080647945404,0.21197468042373657,0.13107535243034363,0.16785524785518646,0.3199382722377777,0.10488490760326385,0.19497786462306976,0.21197468042373657,0.3252254128456116,0.1876937747001648,0.20842847228050232,0.24352037906646729
integer,0.23293888568878174,0.2086324691772461,0.14182277023792267,0.12146671861410141,0.17308703064918518,0.4841533303260803,0.12222696840763092,0.15516746044158936,0.14182277023792267,1.0,0.4310261607170105,0.32351139187812805,0.2503974437713623
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.3882472515106201,0.15753796696662903,0.2184346318244934,0.4446153938770294,0.5934505462646484,0.19786179065704346,0.27803143858909607,0.22562150657176971,0.4130953550338745
,what,is,the,most,well-known,algorithm,associated,with,the,integer,factorization,problem,?
phrased,0.43422839045524597,0.2515591084957123,0.2592109739780426,0.18553780019283295,0.161155566573143,0.2736075520515442,0.23448069393634796,0.23222137987613678,0.2592109739780426,0.2557908296585083,0.2921117842197418,0.37569648027420044,0.4249119162559509
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.3548237979412079,0.4769817590713501,0.19048626720905304,0.2813912034034729,0.40387406945228577,0.48381632566452026,0.18676306307315826,0.2979496717453003,0.2586832344532013,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3508910834789276,0.2836623787879944,0.20294487476348877,0.22056666016578674,0.3783375024795532,0.5829201340675354,0.22195649147033691,0.31564444303512573,0.2605542540550232,0.23916715383529663
decision,0.32053670287132263,0.2514069080352783,0.2905151844024658,0.18477432429790497,0.1336287409067154,0.24399326741695404,0.10727927833795547,0.19276101887226105,0.2905151844024658,0.2145078331232071,0.2706944942474365,0.31341657042503357,0.2796577215194702
problem,0.42183366417884827,0.23238427937030792,0.24928659200668335,0.2509269416332245,0.16845840215682983,0.39858657121658325,0.18436965346336365,0.2717578709125519,0.24928659200668335,0.32351139187812805,0.4367295503616333,1.0,0.3762950301170349
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.4223858118057251,0.19359813630580902,0.27184680104255676,0.4120737314224243,0.4933079481124878,0.20468677580356598,0.2755889594554901,0.23938199877738953,0.31091248989105225
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.4001435935497284,0.2784422039985657,0.21850818395614624,0.141479954123497,0.3369046747684479,0.6251175999641418,0.1896929144859314,0.3197656273841858,0.296018123626709,0.25732165575027466
is,0.28837618231773376,1.0,0.5823672413825989,0.41165053844451904,0.3531816303730011,0.24848374724388123,0.2300606518983841,0.3250955045223236,0.5823672413825989,0.2086324691772461,0.2635040879249573,0.23238427937030792,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.4269336760044098,0.15884782373905182,0.2742886245250702,0.4223487675189972,1.0,0.14182277023792267,0.2827453017234802,0.24928659200668335,0.22068053483963013
problem,0.42183366417884827,0.23238427937030792,0.24928659200668335,0.2509269416332245,0.16845840215682983,0.39858657121658325,0.18436965346336365,0.2717578709125519,0.24928659200668335,0.32351139187812805,0.4367295503616333,1.0,0.3762950301170349
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.3684920072555542,0.17516344785690308,0.3077163100242615,0.41827285289764404,0.733189046382904,0.158325657248497,0.3057559132575989,0.20464475452899933,0.1826142966747284
deciding,0.49117511510849,0.2710453271865845,0.3702850043773651,0.24391251802444458,0.14798298478126526,0.26762938499450684,0.10586344450712204,0.26817673444747925,0.3702850043773651,0.25464579463005066,0.31907591223716736,0.3364432454109192,0.3707043528556824
whether,0.5516265630722046,0.30252501368522644,0.3211745023727417,0.29556190967559814,0.1478327065706253,0.25726285576820374,0.24182496964931488,0.2517288029193878,0.3211745023727417,0.23716986179351807,0.30117905139923096,0.39455604553222656,0.3150278329849243
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.4269336760044098,0.15884782373905182,0.2742886245250702,0.4223487675189972,1.0,0.14182277023792267,0.2827453017234802,0.24928659200668335,0.22068053483963013
input,0.2844698429107666,0.2170686423778534,0.19928309321403503,0.14058904349803925,0.1560530811548233,0.3474941551685333,0.14232496917247772,0.17565976083278656,0.19928309321403503,0.46096494793891907,0.33229655027389526,0.2680823802947998,0.24861721694469452
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.3426419198513031,0.2606924772262573,0.14408330619335175,0.24781976640224457,0.44092974066734314,0.4177538752555847,0.16398118436336517,0.25860434770584106,0.19944548606872559,0.15994466841220856
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3508910834789276,0.2836623787879944,0.20294487476348877,0.22056666016578674,0.3783375024795532,0.5829201340675354,0.22195649147033691,0.31564444303512573,0.2605542540550232,0.23916715383529663
factor,0.23239780962467194,0.2690885663032532,0.2859867215156555,0.21073772013187408,0.19076016545295715,0.23324954509735107,0.20295293629169464,0.18453340232372284,0.2859867215156555,0.3140052855014801,0.5869737863540649,0.3925887644290924,0.2154984176158905
less,0.31119704246520996,0.3123510479927063,0.29185041785240173,0.5016680955886841,0.15628643333911896,0.17644739151000977,0.24393430352210999,0.30557194352149963,0.29185041785240173,0.25472521781921387,0.3166276514530182,0.3140726685523987,0.22418740391731262
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.42108985781669617,0.20612147450447083,0.1826319694519043,0.2243918776512146,0.3028803765773773,0.3227543234825134,0.2785238027572632,0.24490992724895477,0.28667381405830383,0.24917294085025787
k.,0.2149118036031723,0.12449722737073898,-0.04743805527687073,0.14351969957351685,0.09554821997880936,0.11538943648338318,0.011601739563047886,0.08725038915872574,-0.04743805527687073,0.13030613958835602,0.131177619099617,0.24055787920951843,0.4099535048007965
no,0.339326947927475,0.19581134617328644,0.3461136817932129,0.23710472881793976,0.20827297866344452,0.16607441008090973,0.2123132199048996,0.24678650498390198,0.3461136817932129,0.1992870718240738,0.2757222652435303,0.34181922674179077,0.32165053486824036
efficient,0.22662539780139923,0.19970080256462097,0.22032952308654785,0.3296918272972107,0.1960916668176651,0.3949858546257019,0.15603730082511902,0.19889171421527863,0.22032952308654785,0.28208380937576294,0.4759281873703003,0.3783922493457794,0.18034493923187256
integer,0.23293888568878174,0.2086324691772461,0.14182277023792267,0.12146671861410141,0.17308703064918518,0.4841533303260803,0.12222696840763092,0.15516746044158936,0.14182277023792267,1.0,0.4310261607170105,0.32351139187812805,0.2503974437713623
factorization,0.27966898679733276,0.2635040879249573,0.2827453017234802,0.19822745025157928,0.1667470633983612,0.46904250979423523,0.169651061296463,0.1747703105211258,0.2827453017234802,0.4310261607170105,0.9999999403953552,0.4367295503616333,0.27631670236587524
algorithm,0.2700590193271637,0.24848374724388123,0.15884782373905182,0.11581528931856155,0.1382252722978592,1.0,0.028188295662403107,0.0763108879327774,0.15884782373905182,0.4841533303260803,0.46904250979423523,0.39858657121658325,0.21180397272109985
is,0.28837618231773376,1.0,0.5823672413825989,0.41165053844451904,0.3531816303730011,0.24848374724388123,0.2300606518983841,0.3250955045223236,0.5823672413825989,0.2086324691772461,0.2635040879249573,0.23238427937030792,0.22961433231830597
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.3850763440132141,0.6967371106147766,0.17154911160469055,0.3094818592071533,0.23440474271774292,0.3624623417854309,0.14369449019432068,0.13309167325496674,0.1978386789560318,0.18314571678638458
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.4223858118057251,0.19359813630580902,0.27184680104255676,0.4120737314224243,0.4933079481124878,0.20468677580356598,0.2755889594554901,0.23938199877738953,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.4119621515274048,0.06731905043125153,0.30157923698425293,0.5477725267410278,0.5171257257461548,0.14794570207595825,0.2514041066169739,0.24328261613845825,0.20544172823429108
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.43080902099609375,0.2757122218608856,0.2709719240665436,0.27648818492889404,0.36358317732810974,0.6274310946464539,0.24629151821136475,0.4189719259738922,0.3937966227531433,0.3155723512172699
fact,0.4454877972602844,0.3122292160987854,0.32878658175468445,0.3358255624771118,0.1953560709953308,0.18230004608631134,0.1895153820514679,0.24442344903945923,0.32878658175468445,0.23635239899158478,0.34866979718208313,0.4084852933883667,0.2798655927181244
forms,0.16334041953086853,0.35419854521751404,0.2950737178325653,0.2905651926994324,0.17158325016498566,0.16028355062007904,0.23793894052505493,0.24043329060077667,0.2950737178325653,0.18258599936962128,0.25469690561294556,0.21520963311195374,0.1196754202246666
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.4269336760044098,0.15884782373905182,0.2742886245250702,0.4223487675189972,1.0,0.14182277023792267,0.2827453017234802,0.24928659200668335,0.22068053483963013
basis,0.27055948972702026,0.2811574637889862,0.2758672833442688,0.31789836287498474,0.21259020268917084,0.19277602434158325,0.19259050488471985,0.28836867213249207,0.2758672833442688,0.2075377106666565,0.2661922872066498,0.29678791761398315,0.14255106449127197
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.3684920072555542,0.17516344785690308,0.3077163100242615,0.41827285289764404,0.733189046382904,0.158325657248497,0.3057559132575989,0.20464475452899933,0.1826142966747284
several,0.22446060180664062,0.20361857116222382,0.40559855103492737,0.48206180334091187,0.32171085476875305,0.09433946758508682,0.2668626308441162,0.3401424288749695,0.40559855103492737,0.09091363102197647,0.23709961771965027,0.18310268223285675,0.15595775842666626
modern,0.2655639946460724,0.24170172214508057,0.3283970355987549,0.3127482533454895,0.2007635086774826,0.18875646591186523,0.1609509438276291,0.17969171702861786,0.3283970355987549,0.06511978060007095,0.25170278549194336,0.21941876411437988,0.12475407868623734
cryptographic,0.19467054307460785,0.25435176491737366,0.21007627248764038,0.1740444451570511,0.207282155752182,0.6141347289085388,0.13175828754901886,0.16722550988197327,0.21007627248764038,0.39123621582984924,0.3384925425052643,0.28407227993011475,0.18102572858333588
systems,0.1871482878923416,0.23126937448978424,0.28089964389801025,0.2624094784259796,0.16788338124752045,0.3123846650123596,0.17868167161941528,0.16664795577526093,0.28089964389801025,0.2667185962200165,0.3165314197540283,0.33683162927627563,0.1575973927974701
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.4223858118057251,0.19359813630580902,0.27184680104255676,0.4120737314224243,0.4933079481124878,0.20468677580356598,0.2755889594554901,0.23938199877738953,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.38148126006126404,0.2854830026626587,0.2024221122264862,0.3407617509365082,0.3346101939678192,0.3575236201286316,0.17334820330142975,0.3547603189945221,0.3146115839481354,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.3548237979412079,0.4769817590713501,0.19048626720905304,0.2813912034034729,0.40387406945228577,0.48381632566452026,0.18676306307315826,0.2979496717453003,0.2586832344532013,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.4269336760044098,0.15884782373905182,0.2742886245250702,0.4223487675189972,1.0,0.14182277023792267,0.2827453017234802,0.24928659200668335,0.22068053483963013
rsa,0.19236625730991364,0.18473927676677704,0.18751341104507446,0.17976196110248566,0.22961005568504333,0.4768146574497223,0.2194468379020691,0.14333757758140564,0.18751341104507446,0.2897624373435974,0.3122269809246063,0.33714786171913147,0.1906125843524933
algorithm,0.2700590193271637,0.24848374724388123,0.15884782373905182,0.11581528931856155,0.1382252722978592,1.0,0.028188295662403107,0.0763108879327774,0.15884782373905182,0.4841533303260803,0.46904250979423523,0.39858657121658325,0.21180397272109985
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.3882472515106201,0.15753796696662903,0.2184346318244934,0.4446153938770294,0.5934505462646484,0.19786179065704346,0.27803143858909607,0.22562150657176971,0.4130953550338745
