,who,is,to,blame,for,acting,unjustly,?
individuals,0.349673330783844,0.23137153685092926,0.3194306492805481,0.1558903455734253,0.2869735360145569,0.14986546337604523,0.29101651906967163,0.20243582129478455
who,0.9999998807907104,0.24293622374534607,0.42656609416007996,0.29464802145957947,0.37110671401023865,0.23510612547397614,0.3718705177307129,0.26220351457595825
disagree,0.3582748770713806,0.19938750565052032,0.3070574402809143,0.3429001569747925,0.21702052652835846,0.17162694036960602,0.40649884939193726,0.37936678528785706
with,0.3282766342163086,0.3250955045223236,0.4239959120750427,0.2037467509508133,0.39140474796295166,0.17507371306419373,0.22879186272621155,0.2433311939239502
what,0.40942975878715515,0.28837618231773376,0.455847829580307,0.3078381419181824,0.3017193675041199,0.2151678204536438,0.33901581168174744,0.5051238536834717
is,0.24293622374534607,1.0,0.42745086550712585,0.11612142622470856,0.43268078565597534,0.1378737837076187,0.12816885113716125,0.22961433231830597
being,0.44037187099456787,0.4445112943649292,0.4514104127883911,0.3035113513469696,0.41687241196632385,0.23820896446704865,0.36151692271232605,0.26743772625923157
said,0.391315758228302,0.2595660388469696,0.34274402260780334,0.41493573784828186,0.31942054629325867,0.1925407350063324,0.4070059061050415,0.28991883993148804
.,0.3541337847709656,0.4569662809371948,0.4645031690597534,0.21665722131729126,0.4726039469242096,0.28166645765304565,0.1466948539018631,0.4130953550338745
,who,is,to,blame,for,acting,unjustly,?
when,0.48282691836357117,0.3471449911594391,0.5423505902290344,0.2635907530784607,0.43402108550071716,0.2619445025920868,0.2839720845222473,0.22841128706932068
the,0.3733934462070465,0.5823672413825989,0.535392165184021,0.1959904432296753,0.4739971458911896,0.26443079113960266,0.17885053157806396,0.22068053483963013
government,0.27194860577583313,0.20343491435050964,0.28343796730041504,0.2522144615650177,0.23902073502540588,0.1958753764629364,0.3374539017677307,0.18851417303085327
knocks,0.20822924375534058,0.18624436855316162,0.212887242436409,0.16829945147037506,0.14959590137004852,0.15873880684375763,0.18756696581840515,0.14239796996116638
on,0.2340552806854248,0.3635730445384979,0.41031414270401,0.17159825563430786,0.36199691891670227,0.24503324925899506,0.17390120029449463,0.2714994251728058
the,0.3733934462070465,0.5823672413825989,0.535392165184021,0.1959904432296753,0.4739971458911896,0.26443079113960266,0.17885053157806396,0.22068053483963013
door,0.21572336554527283,0.17586170136928558,0.20256611704826355,0.14895404875278473,0.15938201546669006,0.07585987448692322,0.0676199421286583,0.17460282146930695
",",0.3365725874900818,0.4691906273365021,0.44245919585227966,0.23327811062335968,0.4464869201183319,0.282452255487442,0.21516107022762299,0.31091248989105225
it,0.2868398427963257,0.6328473687171936,0.513711154460907,0.17848823964595795,0.32171204686164856,0.1534762978553772,0.20638704299926758,0.25732165575027466
is,0.24293622374534607,1.0,0.42745086550712585,0.11612142622470856,0.43268078565597534,0.1378737837076187,0.12816885113716125,0.22961433231830597
an,0.2848317325115204,0.4654068350791931,0.3138085603713989,0.1501510888338089,0.3236706852912903,0.20292320847511292,0.1632869690656662,0.19793890416622162
individual,0.30539795756340027,0.21069909632205963,0.3278317153453827,0.1460542231798172,0.33574938774108887,0.21649403870105743,0.22204165160655975,0.2058374285697937
in,0.2792111933231354,0.5394441485404968,0.45010748505592346,0.10829274356365204,0.4322226941585541,0.250032514333725,0.12962372601032257,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,0.535392165184021,0.1959904432296753,0.4739971458911896,0.26443079113960266,0.17885053157806396,0.22068053483963013
form,0.137381911277771,0.3218395411968231,0.2772196829319,0.15511541068553925,0.2342945635318756,0.11872371286153793,0.11844269931316376,0.1463010311126709
of,0.2827862501144409,0.4854315221309662,0.41548454761505127,0.17065608501434326,0.4185989499092102,0.25130656361579895,0.13871142268180847,0.1826142966747284
a,0.36608949303627014,0.658733606338501,0.45503583550453186,0.16916602849960327,0.44038116931915283,0.20383647084236145,0.19737350940704346,0.23916715383529663
postman,0.3106125295162201,0.15835143625736237,0.19995419681072235,0.21321207284927368,0.18853503465652466,0.23896294832229614,0.14023388922214508,0.24653209745883942
or,0.31144875288009644,0.41870999336242676,0.38921234011650085,0.16735117137432098,0.4111599624156952,0.1545097827911377,0.2826527953147888,0.32389625906944275
tax,0.22398461401462555,0.12364397197961807,0.24948102235794067,0.33402764797210693,0.2646346986293793,0.12972597777843475,0.2586819529533386,0.2097984105348587
collector,0.19929417967796326,0.19557179510593414,0.18452472984790802,0.12211643904447556,0.2089441567659378,0.038327280431985855,0.09518566727638245,0.10493998229503632
whose,0.48551782965660095,0.26491984724998474,0.320825457572937,0.21162912249565125,0.22978365421295166,0.18325963616371155,0.267960786819458,0.16990536451339722
hand,0.32102879881858826,0.2402249276638031,0.29793334007263184,0.17317330837249756,0.25754979252815247,0.14359459280967712,0.28365063667297363,0.20656698942184448
hits,0.15709705650806427,0.2251473218202591,0.1845501810312271,0.20658345520496368,0.14230342209339142,0.11549665033817291,0.060308173298835754,0.18031644821166992
the,0.3733934462070465,0.5823672413825989,0.535392165184021,0.1959904432296753,0.4739971458911896,0.26443079113960266,0.17885053157806396,0.22068053483963013
wood,0.14688429236412048,0.20529299974441528,0.19757768511772156,0.11866939067840576,0.199520543217659,0.15089206397533417,0.05491907149553299,0.1346656233072281
.,0.3541337847709656,0.4569662809371948,0.4645031690597534,0.21665722131729126,0.4726039469242096,0.28166645765304565,0.1466948539018631,0.4130953550338745
