,what,do,critics,think,the,cause,of,problems,with,modern,schooling,is,?
from,0.2737620174884796,0.20424067974090576,0.22770866751670837,0.2481241524219513,0.40150508284568787,0.2778934836387634,0.4249346852302551,0.21618343889713287,0.26272761821746826,0.20089907944202423,0.15864917635917664,0.27355384826660156,0.19969791173934937
the,0.42745697498321533,0.30239659547805786,0.22951364517211914,0.3102172613143921,1.0,0.2551237642765045,0.733189046382904,0.2659202516078949,0.4223487675189972,0.3283970355987549,0.23840026557445526,0.5823672413825989,0.22068053483963013
weakness,0.33654487133026123,0.2690502107143402,0.206173375248909,0.3221508860588074,0.29792749881744385,0.42621666193008423,0.2845829725265503,0.4305117726325989,0.2712745666503906,0.1577075719833374,0.1984492987394333,0.22505609691143036,0.15925627946853638
in,0.30808621644973755,0.23402775824069977,0.18275445699691772,0.23837615549564362,0.6662389636039734,0.24822883307933807,0.5696388483047485,0.21061907708644867,0.4080928862094879,0.29808807373046875,0.2776888310909271,0.5394441485404968,0.20430970191955566
school,0.18774057924747467,0.13649480044841766,0.14396442472934723,0.20708246529102325,0.22953221201896667,0.13382476568222046,0.2391800880432129,0.11253197491168976,0.13135014474391937,0.19845712184906006,0.7211902141571045,0.19488026201725006,0.15091250836849213
discipline,0.2522185742855072,0.1809845119714737,0.14922961592674255,0.20987559854984283,0.1981438249349594,0.16795852780342102,0.2260950356721878,0.24915777146816254,0.1664356142282486,0.23543424904346466,0.33421337604522705,0.13422119617462158,0.06836310029029846
and,0.31309178471565247,0.276123583316803,0.2266203612089157,0.30740439891815186,0.5171257257461548,0.2858448028564453,0.5116966962814331,0.285793662071228,0.5477725267410278,0.3277876079082489,0.2993275225162506,0.3859752118587494,0.20544172823429108
if,0.5277165174484253,0.4196736514568329,0.18906518816947937,0.5187872648239136,0.33724796772003174,0.41111138463020325,0.2557544410228729,0.3437747657299042,0.34021785855293274,0.11338499188423157,0.1767185479402542,0.30927813053131104,0.4441644251346588
teachers,0.2526462972164154,0.28984060883522034,0.22402533888816833,0.2982916533946991,0.22025763988494873,0.11293970793485641,0.27737662196159363,0.2171066403388977,0.17936164140701294,0.22411692142486572,0.5437315702438354,0.15701442956924438,0.19522249698638916
exercised,0.19286586344242096,0.29395031929016113,0.22685353457927704,0.2632577121257782,0.2689264714717865,0.15483306348323822,0.30731678009033203,0.22019287943840027,0.1902899146080017,0.13452757894992828,0.2765013575553894,0.16373015940189362,0.16287676990032196
firm,0.15721003711223602,0.14514562487602234,0.1464351862668991,0.17823165655136108,0.185079887509346,0.14043962955474854,0.16486702859401703,0.20463760197162628,0.21201275289058685,0.14423121511936188,0.2680562138557434,0.20598553121089935,0.08762375265359879
control,0.2821830213069916,0.21350030601024628,0.13075976073741913,0.20464767515659332,0.32841500639915466,0.25560444593429565,0.2817542552947998,0.2857592701911926,0.2059466540813446,0.22319979965686798,0.16855120658874512,0.17722277343273163,0.1620711386203766
over,0.28007611632347107,0.22620153427124023,0.2205061912536621,0.2970954477787018,0.39856547117233276,0.2874244153499603,0.36136594414711,0.25140002369880676,0.34885337948799133,0.13122066855430603,0.1866333782672882,0.2159561663866043,0.25742942094802856
the,0.42745697498321533,0.30239659547805786,0.22951364517211914,0.3102172613143921,1.0,0.2551237642765045,0.733189046382904,0.2659202516078949,0.4223487675189972,0.3283970355987549,0.23840026557445526,0.5823672413825989,0.22068053483963013
classroom,0.2124699205160141,0.2328576296567917,0.20215930044651031,0.29231056571006775,0.18035247921943665,0.1652398705482483,0.18854095041751862,0.25468164682388306,0.21731817722320557,0.21894797682762146,0.4766124486923218,0.14807726442813873,0.23190370202064514
they,0.4431931674480438,0.4667694866657257,0.26607879996299744,0.37603816390037537,0.49925389885902405,0.34206175804138184,0.3426007330417633,0.3100776970386505,0.42091572284698486,0.24605317413806915,0.3257039189338684,0.330102801322937,0.2753053903579712
would,0.45766422152519226,0.4102592170238495,0.2691648006439209,0.5148938894271851,0.4133751392364502,0.35355842113494873,0.3353942930698395,0.30150145292282104,0.38372042775154114,0.14378008246421814,0.21348857879638672,0.33626067638397217,0.37178951501846313
be,0.3929833769798279,0.36575672030448914,0.21710240840911865,0.4904957115650177,0.4248143136501312,0.36928489804267883,0.33904364705085754,0.2817195653915405,0.36101722717285156,0.2118767350912094,0.23902137577533722,0.4819129705429077,0.3324260413646698
able,0.3404487371444702,0.3714774549007416,0.13147655129432678,0.3704918920993805,0.3435857892036438,0.2809637486934662,0.23883962631225586,0.24490024149417877,0.3051167130470276,0.11223410815000534,0.20411942899227142,0.1493876874446869,0.260649710893631
to,0.455847829580307,0.38876664638519287,0.1860799342393875,0.3748004138469696,0.535392165184021,0.3172815442085266,0.41548454761505127,0.28989166021347046,0.4239959120750427,0.193939670920372,0.305494099855423,0.42745086550712585,0.29463258385658264
teach,0.2818700671195984,0.38400548696517944,0.1253078430891037,0.3324485719203949,0.1966347098350525,0.14673753082752228,0.2383975088596344,0.2236940562725067,0.19712631404399872,0.2334112823009491,0.5148035287857056,0.15221208333969116,0.24188745021820068
more,0.3484537899494171,0.3514035940170288,0.2255435585975647,0.4309016168117523,0.39758381247520447,0.30782660841941833,0.30478984117507935,0.3108620345592499,0.3535402715206146,0.2332674264907837,0.25861892104148865,0.2946030795574188,0.27894994616508484
efficiently,0.2902039587497711,0.3485240042209625,0.20961526036262512,0.3597906529903412,0.23589400947093964,0.2897701561450958,0.2047252506017685,0.31549614667892456,0.2878037691116333,0.21795544028282166,0.2565189599990845,0.23061436414718628,0.22194626927375793
.,0.3567904531955719,0.3613996207714081,0.24405865371227264,0.31119775772094727,0.5934505462646484,0.267557293176651,0.5352458953857422,0.2602308988571167,0.4446153938770294,0.22790057957172394,0.28928086161613464,0.4569662809371948,0.4130953550338745
