,why,is,it,difficult,to,resolve,disagreements,about,the,changes,in,the,amazon,rainforest,?
in,0.23227278888225555,0.5394441485404968,0.5130809545516968,0.2128705233335495,0.45010748505592346,0.14643383026123047,0.2446584701538086,0.39797019958496094,0.6662389636039734,0.226434126496315,1.0,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.20430970191955566
the,0.30742117762565613,0.5823672413825989,0.6251175999641418,0.277450829744339,0.535392165184021,0.221273735165596,0.28415536880493164,0.37995871901512146,1.0,0.3427845537662506,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
rainforest,0.19457751512527466,0.2674187123775482,0.2913419008255005,0.23156189918518066,0.23412610590457916,0.09859182685613632,0.18048188090324402,0.30380958318710327,0.2571161389350891,0.15893276035785675,0.2207682877779007,0.2571161389350891,0.48046615719795227,1.0,0.1917492002248764
mean,0.32652318477630615,0.3152560591697693,0.30435773730278015,0.2807495594024658,0.2274881899356842,0.2872591018676758,0.22369861602783203,0.3036210834980011,0.25977957248687744,0.17868728935718536,0.2099098116159439,0.25977957248687744,0.14134129881858826,0.1587972491979599,0.36234524846076965
that,0.5601457357406616,0.3995479643344879,0.5921133160591125,0.401099294424057,0.5436353087425232,0.3078100085258484,0.4008236229419708,0.4500710964202881,0.5473989248275757,0.33237403631210327,0.435920387506485,0.5473989248275757,0.2228476107120514,0.22076080739498138,0.32716336846351624
data,0.14394180476665497,0.14289230108261108,0.16321566700935364,0.17525474727153778,0.24776634573936462,0.2754853069782257,0.20025703310966492,0.18648135662078857,0.20546740293502808,0.16565614938735962,0.17588379979133606,0.20546740293502808,0.22648169100284576,0.22614562511444092,0.17909851670265198
sampling,0.2037118375301361,0.19671688973903656,0.18785139918327332,0.2846478223800659,0.20934559404850006,0.26262137293815613,0.09507383406162262,0.22117957472801208,0.22384943068027496,0.206813782453537,0.15544626116752625,0.22384943068027496,0.18967217206954956,0.23919375240802765,0.21615462005138397
is,0.26410171389579773,1.0,0.6328473687171936,0.29025518894195557,0.42745086550712585,0.1780080497264862,0.15898540616035461,0.3532065451145172,0.5823672413825989,0.23356598615646362,0.5394441485404968,0.5823672413825989,0.15197539329528809,0.2674187123775482,0.22961433231830597
biased,0.3402807414531708,0.22523710131645203,0.25916194915771484,0.3939772844314575,0.26595574617385864,0.2947985529899597,0.3560304045677185,0.2649379372596741,0.1836521029472351,0.16051822900772095,0.14128515124320984,0.1836521029472351,0.13079020380973816,0.10566666722297668,0.27561435103416443
away,0.296353280544281,0.21884818375110626,0.3173510432243347,0.2299962341785431,0.36056286096572876,0.1667594015598297,0.2082187831401825,0.3270500600337982,0.29030847549438477,0.22168025374412537,0.2264246642589569,0.29030847549438477,0.11039753258228302,0.20020563900470734,0.15156377851963043
from,0.2592364251613617,0.27355384826660156,0.325604110956192,0.20629183948040009,0.4069952368736267,0.13305291533470154,0.2279616743326187,0.3421173691749573,0.40150508284568787,0.1855839341878891,0.4274188280105591,0.40150508284568787,0.08236479759216309,0.20909366011619568,0.19969791173934937
the,0.30742117762565613,0.5823672413825989,0.6251175999641418,0.277450829744339,0.535392165184021,0.221273735165596,0.28415536880493164,0.37995871901512146,1.0,0.3427845537662506,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
center,0.13618434965610504,0.24782158434391022,0.2297804355621338,0.15394940972328186,0.17764393985271454,0.1051035225391388,0.125646710395813,0.1520894169807434,0.29064592719078064,0.16760843992233276,0.27253323793411255,0.29064592719078064,0.11785519123077393,0.15136578679084778,0.12538520991802216
of,0.28464117646217346,0.4854315221309662,0.38761502504348755,0.2539307773113251,0.41548454761505127,0.1876445710659027,0.2664854824542999,0.40939709544181824,0.733189046382904,0.25827232003211975,0.5696388483047485,0.733189046382904,0.20143137872219086,0.22522282600402832,0.1826142966747284
the,0.30742117762565613,0.5823672413825989,0.6251175999641418,0.277450829744339,0.535392165184021,0.221273735165596,0.28415536880493164,0.37995871901512146,1.0,0.3427845537662506,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
amazon,0.10092926770448685,0.15197539329528809,0.22231659293174744,0.08062834292650223,0.17033490538597107,0.07393120229244232,0.08603432029485703,0.20610886812210083,0.260541707277298,0.06073456630110741,0.12227833271026611,0.260541707277298,1.0000001192092896,0.48046615719795227,0.18144656717777252
basin,0.1231134831905365,0.2273138016462326,0.25201135873794556,0.0826793983578682,0.1498844176530838,0.06118088215589523,0.09574466198682785,0.22460609674453735,0.24553915858268738,0.1280021071434021,0.22316701710224152,0.24553915858268738,0.41143864393234253,0.4187982678413391,0.14685653150081635
",",0.2827242314815521,0.4691906273365021,0.48329564929008484,0.24675612151622772,0.44245919585227966,0.22104057669639587,0.3239748775959015,0.3877100944519043,0.4933079481124878,0.23045918345451355,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
and,0.27806392312049866,0.3859752118587494,0.40957894921302795,0.28586524724960327,0.48971283435821533,0.24960269033908844,0.3363824784755707,0.3875081241130829,0.5171257257461548,0.27557092905044556,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.20544172823429108
both,0.29294416308403015,0.31409940123558044,0.37194210290908813,0.2890492379665375,0.3897709250450134,0.3257129192352295,0.35591956973075867,0.24329400062561035,0.4931981563568115,0.19943642616271973,0.3960166871547699,0.4931981563568115,0.18709053099155426,0.14175070822238922,0.19455738365650177
explanations,0.42799797654151917,0.20747427642345428,0.25435957312583923,0.33857282996177673,0.3019252419471741,0.43830305337905884,0.4246406853199005,0.27918678522109985,0.2534363865852356,0.3213711678981781,0.17881938815116882,0.2534363865852356,0.17663896083831787,0.18512967228889465,0.3281082212924957
are,0.3273901343345642,0.5330929756164551,0.3617996573448181,0.3366478681564331,0.3504326641559601,0.2265423834323883,0.28487125039100647,0.36165615916252136,0.40399202704429626,0.22349703311920166,0.3841303884983063,0.40399202704429626,0.15230076014995575,0.2730858027935028,0.24591213464736938
reasonably,0.436269074678421,0.2752450406551361,0.3860307037830353,0.40464654564857483,0.393340140581131,0.2947327792644501,0.2943480610847473,0.27442651987075806,0.2819764018058777,0.3021286725997925,0.2534480094909668,0.2819764018058777,0.220091313123703,0.17699462175369263,0.35103633999824524
well,0.35762685537338257,0.33406564593315125,0.41215842962265015,0.3839319050312042,0.3422003388404846,0.26547226309776306,0.29641517996788025,0.3217873275279999,0.42630070447921753,0.21174585819244385,0.36612698435783386,0.42630070447921753,0.21493829786777496,0.1933395117521286,0.24815571308135986
supported,0.24264048039913177,0.1375114768743515,0.15349674224853516,0.19000856578350067,0.19981899857521057,0.19847209751605988,0.3273359537124634,0.15346066653728485,0.27276676893234253,0.1724964678287506,0.22075232863426208,0.27276676893234253,0.14524511992931366,0.12010163813829422,0.11593948304653168
by,0.19170543551445007,0.3899846076965332,0.40926623344421387,0.21304745972156525,0.33534231781959534,0.1413387656211853,0.2839156687259674,0.30091190338134766,0.4408751428127289,0.220808207988739,0.370934396982193,0.4408751428127289,0.16320857405662537,0.16387821733951569,0.17966607213020325
the,0.30742117762565613,0.5823672413825989,0.6251175999641418,0.277450829744339,0.535392165184021,0.221273735165596,0.28415536880493164,0.37995871901512146,1.0,0.3427845537662506,0.6662389636039734,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
available,0.2003224492073059,0.20822511613368988,0.26048925518989563,0.34111693501472473,0.2394571453332901,0.1647564321756363,0.1468215137720108,0.18649931252002716,0.26723232865333557,0.27508753538131714,0.1939793825149536,0.26723232865333557,0.28875795006752014,0.2064642757177353,0.2501629889011383
data,0.14394180476665497,0.14289230108261108,0.16321566700935364,0.17525474727153778,0.24776634573936462,0.2754853069782257,0.20025703310966492,0.18648135662078857,0.20546740293502808,0.16565614938735962,0.17588379979133606,0.20546740293502808,0.22648169100284576,0.22614562511444092,0.17909851670265198
.,0.32909876108169556,0.4569662809371948,0.5593622326850891,0.23902733623981476,0.4645031690597534,0.21681807935237885,0.25399547815322876,0.42038556933403015,0.5934505462646484,0.29733169078826904,0.5591574311256409,0.5934505462646484,0.262887567281723,0.25713270902633667,0.4130953550338745
