,what,does,rosenfield,feel,plays,the,most,significant,role,in,expanding,the,income,gap,?
were,0.22298263013362885,0.046230707317590714,0.22044110298156738,0.25082048773765564,0.1641818732023239,0.3906462490558624,0.3543298542499542,0.21617473661899567,0.12640441954135895,0.3815755248069763,0.17722328007221222,0.3906462490558624,0.20246681571006775,0.16610710322856903,0.17890112102031708
also,0.42747777700424194,0.4118025600910187,0.20456290245056152,0.3307059109210968,0.2494630664587021,0.6021018624305725,0.5312551259994507,0.34133633971214294,0.3320251703262329,0.5073733329772949,0.29570305347442627,0.6021018624305725,0.23006564378738403,0.18146999180316925,0.21848613023757935
experienced,0.37686559557914734,0.24416935443878174,0.17953409254550934,0.43420201539993286,0.05347564443945885,0.26857760548591614,0.343662828207016,0.3572506010532379,0.24327382445335388,0.25524765253067017,0.3305951654911041,0.26857760548591614,0.23761026561260223,0.16679300367832184,0.23420310020446777
by,0.2455483376979828,0.143477201461792,0.21845169365406036,0.21513183414936066,0.155848428606987,0.4408751428127289,0.270847886800766,0.19868725538253784,0.20783835649490356,0.370934396982193,0.21742568910121918,0.4408751428127289,0.17474129796028137,0.09265581518411636,0.17966607213020325
other,0.341873437166214,0.2947014272212982,0.16896583139896393,0.3215474486351013,0.14912506937980652,0.44152235984802246,0.4585079252719879,0.3648657202720642,0.1534264087677002,0.39989137649536133,0.284188836812973,0.44152235984802246,0.23439402878284454,0.2026313990354538,0.24682199954986572
industrialized,0.1756548136472702,0.14256583154201508,0.2618192136287689,0.17533288896083832,0.17017151415348053,0.30628761649131775,0.34194475412368774,0.2752269208431244,0.16524305939674377,0.33441880345344543,0.3164903521537781,0.30628761649131775,0.3409590721130371,0.13922695815563202,0.07084181904792786
nations,0.19211222231388092,0.18832135200500488,0.2333398312330246,0.17428672313690186,0.1213083490729332,0.3506215214729309,0.21323329210281372,0.259317547082901,0.13831236958503723,0.259304404258728,0.2745437026023865,0.3506215214729309,0.22440767288208008,0.18827395141124725,0.20999202132225037
that,0.6297725439071655,0.4764937460422516,0.19389323890209198,0.41628018021583557,0.16184067726135254,0.5473989248275757,0.4497850239276886,0.3640194833278656,0.23023544251918793,0.435920387506485,0.40377336740493774,0.5473989248275757,0.2627509534358978,0.24178916215896606,0.32716336846351624
did,0.4259131848812103,0.5457901358604431,0.1665063351392746,0.3044363260269165,0.11710815131664276,0.34736719727516174,0.2822507321834564,0.25824496150016785,0.16237343847751617,0.2593238651752472,0.2432718724012375,0.34736719727516174,0.20239697396755219,0.15783648192882538,0.3023456633090973
n't,-0.07036374509334564,-0.049544673413038254,0.13724765181541443,0.0009142974158748984,0.09632351249456406,-0.11449059844017029,-0.057794127613306046,0.03994622826576233,-0.0019544176757335663,-0.0012929976219311357,-0.0056866612285375595,-0.11449059844017029,-0.0344337560236454,-0.14791525900363922,0.07068326324224472
experience,0.3894727826118469,0.2676136791706085,0.181362584233284,0.4582311511039734,0.11857529729604721,0.21682339906692505,0.23917551338672638,0.2984524667263031,0.27169790863990784,0.19806437194347382,0.2790972888469696,0.21682339906692505,0.20320168137550354,0.19615121185779572,0.25203612446784973
steep,0.16902941465377808,0.2090580016374588,0.2420223206281662,0.1789112091064453,0.051226139068603516,0.23276886343955994,0.1763099581003189,0.20420368015766144,0.022548705339431763,0.1665322482585907,0.22493202984333038,0.23276886343955994,0.2629512846469879,0.24258124828338623,0.08240659534931183
surges,0.2037314474582672,0.1780051440000534,0.19333189725875854,0.21961639821529388,0.0850566178560257,0.33724135160446167,0.2152682989835739,0.2075621485710144,0.12797655165195465,0.2699640989303589,0.2546229958534241,0.33724135160446167,0.21669259667396545,0.1619032770395279,0.07646527886390686
in,0.30808621644973755,0.214483380317688,0.28140541911125183,0.1927928626537323,0.24790528416633606,0.6662389636039734,0.41416558623313904,0.3551969528198242,0.243671715259552,1.0,0.2770040035247803,0.6662389636039734,0.1795814335346222,0.1954546719789505,0.20430970191955566
inequality,0.30072227120399475,0.24271976947784424,0.20023119449615479,0.2933763265609741,0.13263912498950958,0.23508106172084808,0.20298241078853607,0.3193676471710205,0.17043758928775787,0.19402410089969635,0.24281549453735352,0.23508106172084808,0.46967795491218567,0.255584180355072,0.23619021475315094
.,0.3567904531955719,0.3022993505001068,0.310683935880661,0.25462567806243896,0.20513367652893066,0.5934505462646484,0.35404038429260254,0.28046533465385437,0.22067026793956757,0.5591574311256409,0.2520354688167572,0.5934505462646484,0.26448529958724976,0.17168964445590973,0.4130953550338745
