,why,does,fresno,only,have,uhf,television,stations,?
and,0.27806392312049866,0.3461615741252899,0.21513071656227112,0.4542345404624939,0.4711785912513733,0.23482470214366913,0.29514092206954956,0.2687023878097534,0.20544172823429108
those,0.37823134660720825,0.3144809603691101,0.15789438784122467,0.4840766489505768,0.5838188529014587,0.14133736491203308,0.15876124799251556,0.197088822722435,0.3328189253807068
planned,0.15770743787288666,0.2264293134212494,0.2027672529220581,0.21342922747135162,0.21476474404335022,0.134815514087677,0.17774684727191925,0.26119929552078247,0.16188396513462067
for,0.3869043290615082,0.35159170627593994,0.17504577338695526,0.49157920479774475,0.41175219416618347,0.21080468595027924,0.27045196294784546,0.236822247505188,0.264628142118454
chico,0.10427289456129074,0.09960988163948059,0.39511561393737793,0.11916442215442657,0.12701576948165894,0.1973809450864792,0.23369191586971283,0.1829746663570404,0.16839377582073212
",",0.2827242314815521,0.28617382049560547,0.2561432421207428,0.4220978021621704,0.3541618287563324,0.24617554247379303,0.27995240688323975,0.26337406039237976,0.31091248989105225
sacramento,0.12412043660879135,0.14205540716648102,0.5028490424156189,0.21304859220981598,0.14615270495414734,0.1380193531513214,0.1718565821647644,0.18721923232078552,0.16130711138248444
",",0.2827242314815521,0.28617382049560547,0.2561432421207428,0.4220978021621704,0.3541618287563324,0.24617554247379303,0.27995240688323975,0.26337406039237976,0.31091248989105225
salinas,0.08492275327444077,0.11823058873414993,0.38206028938293457,0.22496052086353302,0.15159624814987183,0.1662886142730713,0.15745782852172852,0.15677662193775177,0.1108042374253273
",",0.2827242314815521,0.28617382049560547,0.2561432421207428,0.4220978021621704,0.3541618287563324,0.24617554247379303,0.27995240688323975,0.26337406039237976,0.31091248989105225
and,0.27806392312049866,0.3461615741252899,0.21513071656227112,0.4542345404624939,0.4711785912513733,0.23482470214366913,0.29514092206954956,0.2687023878097534,0.20544172823429108
stockton,0.1298220157623291,0.17013141512870789,0.4616506099700928,0.18688492476940155,0.12751109898090363,0.22566118836402893,0.2965083420276642,0.2834469974040985,0.1488894522190094
",",0.2827242314815521,0.28617382049560547,0.2561432421207428,0.4220978021621704,0.3541618287563324,0.24617554247379303,0.27995240688323975,0.26337406039237976,0.31091248989105225
the,0.30742117762565613,0.35928019881248474,0.22571885585784912,0.5497692227363586,0.40389683842658997,0.22236087918281555,0.24569597840309143,0.24762700498104095,0.22068053483963013
federal,0.16199146211147308,0.17296980321407318,0.19064833223819733,0.2505760192871094,0.11861259490251541,0.14947223663330078,0.13040274381637573,0.18384124338626862,0.1812247931957245
communications,0.13389882445335388,0.1847984790802002,0.2083560973405838,0.22439736127853394,0.22364133596420288,0.3924243450164795,0.2918383777141571,0.42436885833740234,0.09561901539564133
commission,0.18158860504627228,0.1881353110074997,0.23475056886672974,0.1622326523065567,0.1714901328086853,0.15355250239372253,0.18832358717918396,0.22150777280330658,0.16231559216976166
decided,0.2961423695087433,0.28532668948173523,0.1960485577583313,0.27175551652908325,0.25683942437171936,0.1456337720155716,0.1531100571155548,0.20854277908802032,0.258772075176239
that,0.5601457357406616,0.4764937460422516,0.1552816778421402,0.6004067063331604,0.6182622313499451,0.23622769117355347,0.21588699519634247,0.2291857898235321,0.32716336846351624
fresno,0.16028237342834473,0.08895698189735413,1.0000001192092896,0.18736542761325836,0.18168938159942627,0.21958015859127045,0.2899557948112488,0.21780270338058472,0.13224096596240997
would,0.4549354612827301,0.5055691003799438,0.16441793739795685,0.4579673111438751,0.484149694442749,0.19998270273208618,0.17012080550193787,0.19704756140708923,0.37178951501846313
only,0.43416354060173035,0.45203697681427,0.18736542761325836,1.0,0.5199421048164368,0.2211940884590149,0.19228580594062805,0.2648601830005646,0.2767370045185089
have,0.4418443739414215,0.3709583580493927,0.18168938159942627,0.5199421048164368,0.9999999403953552,0.23662231862545013,0.1811555027961731,0.23396307229995728,0.32991164922714233
uhf,0.24311833083629608,0.20322498679161072,0.21958015859127045,0.2211940884590149,0.23662231862545013,1.0,0.47103428840637207,0.46854308247566223,0.18061190843582153
television,0.17270535230636597,0.1469985842704773,0.2899557948112488,0.19228580594062805,0.1811555027961731,0.47103428840637207,1.0000001192092896,0.3494590222835541,0.16825827956199646
stations,0.14648529887199402,0.2039099484682083,0.21780270338058472,0.2648601830005646,0.23396307229995728,0.46854308247566223,0.3494590222835541,1.0,0.13192185759544373
.,0.32909876108169556,0.3022993505001068,0.2480216920375824,0.49507418274879456,0.41614407300949097,0.25809401273727417,0.2806251645088196,0.22839494049549103,0.4130953550338745
