,who,can,not,be,employed,by,a,school,in,any,manner,?
not,0.369414746761322,0.49270012974739075,0.9999999403953552,0.5788898468017578,0.2519631087779999,0.291808545589447,0.3791346549987793,0.17474853992462158,0.3403114080429077,0.5995424389839172,0.4068698585033417,0.41942933201789856
be,0.3371641933917999,0.5791122913360596,0.5788898468017578,1.0,0.21992658078670502,0.43158695101737976,0.39883795380592346,0.16095811128616333,0.3481820821762085,0.5107080936431885,0.4200229048728943,0.3324260413646698
appointed,0.3215055465698242,0.0419720858335495,0.15823903679847717,0.10731258243322372,0.3835810720920563,0.24135704338550568,0.18327824771404266,0.24800893664360046,0.23088723421096802,0.1327744424343109,0.16768935322761536,0.13895352184772491
or,0.31144875288009644,0.5614996552467346,0.5119067430496216,0.5260903835296631,0.274928480386734,0.30274316668510437,0.48853766918182373,0.12007436156272888,0.3586423695087433,0.5601577162742615,0.3309589922428131,0.32389625906944275
engaged,0.28108349442481995,0.08588606864213943,0.14134201407432556,0.09213881194591522,0.2406003177165985,0.14768312871456146,0.1571166217327118,0.18685589730739594,0.19262467324733734,0.13152554631233215,0.17252950370311737,0.09509497880935669
by,0.39727845788002014,0.29642900824546814,0.291808545589447,0.43158695101737976,0.2854156792163849,1.0000001192092896,0.32094135880470276,0.1477794349193573,0.370934396982193,0.2681882679462433,0.20395174622535706,0.17966607213020325
the,0.3733934462070465,0.312528520822525,0.4310511648654938,0.4248143136501312,0.2112865000963211,0.4408751428127289,0.5829201340675354,0.22953221201896667,0.6662389636039734,0.4525727927684784,0.2116183042526245,0.22068053483963013
school,0.21669194102287292,0.09772772341966629,0.17474853992462158,0.16095811128616333,0.2106097936630249,0.1477794349193573,0.2245093584060669,1.0,0.26157811284065247,0.13658900558948517,0.06864042580127716,0.15091250836849213
in,0.2792111933231354,0.26527702808380127,0.3403114080429077,0.3481820821762085,0.2670619785785675,0.370934396982193,0.539380669593811,0.26157811284065247,1.0,0.3135753571987152,0.15871532261371613,0.20430970191955566
any,0.29236510396003723,0.5010802745819092,0.5995424389839172,0.5107080936431885,0.19215454161167145,0.2681882679462433,0.45031747221946716,0.13658900558948517,0.3135753571987152,1.0,0.3702346980571747,0.4113408327102661
capacity,0.1048249676823616,0.2673025131225586,0.2549728453159332,0.22681169211864471,0.2216293215751648,0.09945812076330185,0.17258614301681519,0.07938776910305023,0.18522892892360687,0.23065201938152313,0.2045183777809143,0.17383241653442383
including,0.2835840582847595,0.2102493792772293,0.22746461629867554,0.2110714614391327,0.22036784887313843,0.30155983567237854,0.21045410633087158,0.20512917637825012,0.35857823491096497,0.26757514476776123,0.1504337191581726,0.1633303165435791
in,0.2792111933231354,0.26527702808380127,0.3403114080429077,0.3481820821762085,0.2670619785785675,0.370934396982193,0.539380669593811,0.26157811284065247,1.0,0.3135753571987152,0.15871532261371613,0.20430970191955566
a,0.36608949303627014,0.3915780484676361,0.3791346549987793,0.39883795380592346,0.2273576259613037,0.32094135880470276,1.0,0.2245093584060669,0.539380669593811,0.45031747221946716,0.24987412989139557,0.23916715383529663
voluntary,0.2941640615463257,0.24038903415203094,0.2322220802307129,0.28420040011405945,0.24291105568408966,0.15255409479141235,0.21770241856575012,0.24085712432861328,0.2548791170120239,0.29684391617774963,0.3273897171020508,0.1680574268102646
role,0.2767873704433441,0.11350167542695999,0.1859561651945114,0.1769188493490219,0.23349285125732422,0.20783835649490356,0.22880133986473083,0.13374219834804535,0.243671715259552,0.17739206552505493,0.2218204140663147,0.18676944077014923
'',0.024401003494858742,0.008988718502223492,0.04262445494532585,0.08835477381944656,-0.014261467382311821,-0.010275691747665405,0.04890415817499161,0.0720691904425621,0.07432962208986282,-0.013354322873055935,-0.027417082339525223,0.018684765323996544
.,0.3541337847709656,0.35783761739730835,0.4824007451534271,0.4383580684661865,0.22713787853717804,0.3936232924461365,0.50484299659729,0.24214158952236176,0.5591574311256409,0.39295488595962524,0.21133588254451752,0.4130953550338745
