,how,did,luther,smuggle,12,nuns,out,of,a,convent,during,the,rebellion,?
had,0.2549138069152832,0.540525496006012,0.16133075952529907,0.22058233618736267,0.1777361035346985,0.2649783790111542,0.317210853099823,0.37755560874938965,0.34897568821907043,0.18896271288394928,0.39748913049697876,0.3875846862792969,0.19225135445594788,0.20728366076946259
helped,0.31218069791793823,0.48476338386535645,0.18291553854942322,0.22556057572364807,0.0594974048435688,0.14970315992832184,0.20010505616664886,0.26548290252685547,0.24550430476665497,0.16727155447006226,0.3647162616252899,0.3108886480331421,0.23313863575458527,0.16572049260139465
escape,0.19620616734027863,0.20764513313770294,0.18148590624332428,0.311955064535141,0.04535366967320442,0.25579193234443665,0.2822992205619812,0.17960478365421295,0.18111899495124817,0.1979682445526123,0.20734640955924988,0.23189567029476166,0.23299920558929443,0.11586874723434448
from,0.22939439117908478,0.20248863101005554,0.10716932266950607,0.22167816758155823,0.1726745069026947,0.1485910266637802,0.3196950852870941,0.4249346852302551,0.322764128446579,0.172285795211792,0.3186885714530945,0.40150508284568787,0.17869848012924194,0.19969791173934937
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.20044483244419098,0.28907760977745056,0.24968461692333221,0.39404502511024475,0.733189046382904,0.5829201340675354,0.2071576863527298,0.4838213622570038,1.0,0.2775774896144867,0.22068053483963013
nimbschen,0.24478694796562195,0.21465983986854553,0.31799793243408203,0.2483537346124649,0.1789150983095169,0.2766639292240143,0.2388363778591156,0.26476287841796875,0.31883135437965393,0.24480493366718292,0.21536731719970703,0.3080388605594635,0.18364489078521729,0.27361300587654114
cistercian,0.14528483152389526,0.17436152696609497,0.2527329623699188,0.16129402816295624,0.21833035349845886,0.4572882354259491,0.19364877045154572,0.2890405058860779,0.22308078408241272,0.4030144214630127,0.19716744124889374,0.31648173928260803,0.2751784026622772,0.13337573409080505
convent,0.07228206843137741,0.18329010903835297,0.23039324581623077,0.19856397807598114,0.07197853922843933,0.4382174611091614,0.13121505081653595,0.23437820374965668,0.22038649022579193,1.0000001192092896,0.09494999796152115,0.2071576863527298,0.177780419588089,0.13633914291858673
in,0.2601168751716614,0.2593238651752472,0.20523880422115326,0.222886860370636,0.18516430258750916,0.2504093050956726,0.3576207756996155,0.5696388483047485,0.539380669593811,0.21644586324691772,0.4627237319946289,0.6662389636039734,0.28367456793785095,0.20430970191955566
april,0.10604981333017349,0.2925565242767334,0.1579839140176773,0.10584355890750885,0.004644668661057949,0.11272583156824112,0.2145104557275772,0.18706536293029785,0.23283809423446655,0.16865023970603943,0.24540624022483826,0.23232673108577728,0.19362615048885345,0.25704094767570496
1523,-0.06580308824777603,-0.12093567103147507,0.004445450380444527,0.0034776695538312197,0.03267288580536842,-0.14405204355716705,-0.08265610784292221,-0.0025677902158349752,-0.046761300414800644,-0.045328933745622635,-0.01000902708619833,-0.06523832678794861,-0.102458156645298,-0.1076718270778656
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.19465413689613342,0.20046983659267426,0.20547693967819214,0.3161109685897827,0.4946078956127167,0.427140474319458,0.18241924047470093,0.3225448727607727,0.4933079481124878,0.17869777977466583,0.31091248989105225
when,0.4767928421497345,0.3228907287120819,0.14516782760620117,0.17441442608833313,0.24838608503341675,0.1971340924501419,0.45263928174972534,0.3757161796092987,0.44397395849227905,0.18762047588825226,0.46721696853637695,0.5091903209686279,0.23575051128864288,0.22841128706932068
he,0.2594625651836395,0.3292143940925598,0.2454872578382492,0.20097462832927704,0.0714946985244751,0.2655799686908722,0.29240235686302185,0.38706058263778687,0.4393508732318878,0.2446995973587036,0.3751114010810852,0.4571082592010498,0.20674924552440643,0.2089974731206894
arranged,0.20333947241306305,0.28978756070137024,0.1628410816192627,0.1986301839351654,0.142194926738739,0.2000592201948166,0.19374686479568481,0.33214297890663147,0.22070619463920593,0.26821449398994446,0.11288630962371826,0.26620063185691833,0.09726632386445999,0.08499907702207565
for,0.3308170735836029,0.318512886762619,0.12958186864852905,0.19249634444713593,0.08460327982902527,0.18882659077644348,0.3312093913555145,0.4185989499092102,0.44038116931915283,0.18329383432865143,0.3448435664176941,0.4739971458911896,0.13051976263523102,0.264628142118454
them,0.5142028331756592,0.44189682602882385,0.1940135955810547,0.27445924282073975,0.23605866730213165,0.3550701141357422,0.4511464536190033,0.34503093361854553,0.3151612877845764,0.2455863058567047,0.26723581552505493,0.4788833558559418,0.19139456748962402,0.35435691475868225
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.2466810643672943,0.22845682501792908,0.23674897849559784,0.42386990785598755,0.41548454761505127,0.45503583550453186,0.32227465510368347,0.2828781306743622,0.535392165184021,0.19780826568603516,0.29463258385658264
be,0.4158933162689209,0.22657383978366852,0.15299063920974731,0.24124757945537567,0.25551822781562805,0.2172042429447174,0.3626708686351776,0.33904364705085754,0.39883795380592346,0.15963849425315857,0.24990400671958923,0.4248143136501312,0.15997068583965302,0.3324260413646698
smuggled,0.15341569483280182,0.28233614563941956,0.10699933022260666,0.8539265990257263,0.1675943285226822,0.19973081350326538,0.2676234841346741,0.24514777958393097,0.1924779713153839,0.16374722123146057,0.2843836545944214,0.25287583470344543,0.2910061180591583,0.12332867830991745
out,0.3963836133480072,0.28413498401641846,0.1738509088754654,0.23372872173786163,0.12620000541210175,0.18137362599372864,1.0,0.34176841378211975,0.34264278411865234,0.13121505081653595,0.2754679322242737,0.39404502511024475,0.1544271856546402,0.22020699083805084
in,0.2601168751716614,0.2593238651752472,0.20523880422115326,0.222886860370636,0.18516430258750916,0.2504093050956726,0.3576207756996155,0.5696388483047485,0.539380669593811,0.21644586324691772,0.4627237319946289,0.6662389636039734,0.28367456793785095,0.20430970191955566
herring,0.13265790045261383,0.09271272271871567,0.10724107176065445,0.23197244107723236,0.20218601822853088,0.15843705832958221,0.13038603961467743,0.22401323914527893,0.23185335099697113,0.07134538143873215,0.17462125420570374,0.21930643916130066,0.23001790046691895,0.1397291123867035
barrels,0.18835468590259552,0.19286583364009857,0.16945824027061462,0.37136247754096985,0.11129694432020187,0.20867764949798584,0.24651755392551422,0.161979079246521,0.19655661284923553,0.14236074686050415,0.18932794034481049,0.2084682136774063,0.2139187604188919,0.19082021713256836
.,0.3287222981452942,0.35288307070732117,0.24907569587230682,0.1750628650188446,0.20240069925785065,0.21859675645828247,0.34234723448753357,0.5352458953857422,0.50484299659729,0.17748206853866577,0.3485563397407532,0.5934505462646484,0.16516093909740448,0.4130953550338745
