,who,was,the,medical,report,written,for,?
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2597777843475342,0.250803142786026,0.2737409770488739,0.4464869201183319,0.31091248989105225
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.25996583700180054,0.204250767827034,0.20878943800926208,0.4322226941585541,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.2398311346769333,0.2556745111942291,0.2582438886165619,0.4739971458911896,0.22068053483963013
form,0.137381911277771,0.15690121054649353,0.29286009073257446,0.05714725703001022,0.1810862123966217,0.20266403257846832,0.2342945635318756,0.1463010311126709
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.2826511859893799,0.22992923855781555,0.20874574780464172,0.4185989499092102,0.1826142966747284
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.20945803821086884,0.2148611694574356,0.22976966202259064,0.44038116931915283,0.23916715383529663
conjunction,0.055414553731679916,0.1123741865158081,0.25903576612472534,0.12005945295095444,0.18356306850910187,0.17296907305717468,0.2297380119562149,0.15015976130962372
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.2826511859893799,0.22992923855781555,0.20874574780464172,0.4185989499092102,0.1826142966747284
three,0.2491552233695984,0.2748996615409851,0.43452659249305725,0.08935311436653137,0.14442986249923706,0.23624485731124878,0.3032672107219696,0.20928427577018738
planets,0.20993369817733765,0.16001462936401367,0.20188187062740326,0.07372589409351349,0.1268198937177658,0.2366616278886795,0.24995850026607513,0.17739015817642212
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.25996583700180054,0.204250767827034,0.20878943800926208,0.4322226941585541,0.20430970191955566
1345,0.14364954829216003,0.10752040147781372,0.043522611260414124,0.025820309296250343,0.04108740761876106,0.02999860979616642,0.13601002097129822,-0.010150938294827938
that,0.45444270968437195,0.33670201897621155,0.5473989248275757,0.24800917506217957,0.30103304982185364,0.31561627984046936,0.4137635827064514,0.32716336846351624
caused,0.17188787460327148,0.25113144516944885,0.24990202486515045,0.2259063869714737,0.2459912896156311,0.11805107444524765,0.1862620860338211,0.20679491758346558
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.20945803821086884,0.2148611694574356,0.22976966202259064,0.44038116931915283,0.23916715383529663
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.05121282488107681,-0.049207452684640884,0.08063548058271408,0.01270448137074709,0.0685480609536171
great,0.24061277508735657,0.19652196764945984,0.2822027802467346,0.07775609195232391,0.1327531486749649,0.11284803599119186,0.19302397966384888,0.13135133683681488
pestilence,0.21367532014846802,0.2396894246339798,0.2956005036830902,0.24402275681495667,0.16035225987434387,0.20559659600257874,0.2325434386730194,0.1826978623867035
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.25996583700180054,0.204250767827034,0.20878943800926208,0.4322226941585541,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.2398311346769333,0.2556745111942291,0.2582438886165619,0.4739971458911896,0.22068053483963013
air,0.05050304904580116,0.18898457288742065,0.2877824306488037,0.23900018632411957,0.138037770986557,0.07398772984743118,0.15818573534488678,0.1491677612066269
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,0.09075567126274109,-0.046842265874147415,0.06271407008171082,-0.04479556903243065,0.018684765323996544
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.21294285356998444,0.277835488319397,0.25418123602867126,0.4726039469242096,0.4130953550338745
