,what,channel,did,abc,proposed,to,compete,with,cable,news,company,cnn,?
launch,0.22967466711997986,0.2769078314304352,0.19841566681861877,0.21600057184696198,0.1647724062204361,0.25276505947113037,0.2654387652873993,0.18849989771842957,0.29896605014801025,0.2782232165336609,0.19135859608650208,0.3124542236328125,0.22009649872779846
the,0.42745697498321533,0.2860044836997986,0.34736719727516174,0.2068762183189392,0.23840250074863434,0.535392165184021,0.28425246477127075,0.4223487675189972,0.2599749267101288,0.2294066995382309,0.26591673493385315,0.20194652676582336,0.22068053483963013
network,0.16917307674884796,0.4945397973060608,0.08572790026664734,0.4295894205570221,0.1316135972738266,0.25940340757369995,0.20547617971897125,0.2153671681880951,0.5700490474700928,0.33810102939605713,0.28571397066116333,0.38391923904418945,0.17853789031505585
in,0.30808621644973755,0.210372194647789,0.2593238651752472,0.1697147786617279,0.2148248553276062,0.45010748505592346,0.2251034528017044,0.4080928862094879,0.17584200203418732,0.19753123819828033,0.22141718864440918,0.1762809306383133,0.20430970191955566
1995,0.13580629229545593,-0.038357339799404144,0.16752305626869202,-0.06231584772467613,0.0382508859038353,0.07653936743736267,-0.06815814226865768,-0.04508569836616516,-0.0783015638589859,0.0904143676161766,-0.05316118150949478,-0.0010539958020672202,0.14293554425239563
;,0.10986888408660889,-0.02143828570842743,0.10727239400148392,-0.0012340332614257932,0.07221198081970215,0.0979827418923378,0.05577647686004639,0.12944702804088593,0.0038249287754297256,-0.058081988245248795,0.0690227821469307,-0.027205895632505417,0.10349778085947037
however,0.4480680823326111,0.18610820174217224,0.5603718757629395,0.13561899960041046,0.3043084740638733,0.5474119186401367,0.2895568013191223,0.44603243470191956,0.1951819360256195,0.19720061123371124,0.21686793863773346,0.20016692578792572,0.2152075469493866
",",0.3087472915649414,0.18730267882347107,0.3015086054801941,0.2097204476594925,0.23817701637744904,0.44245919585227966,0.23752278089523315,0.4120737314224243,0.19718225300312042,0.25081464648246765,0.2697763442993164,0.21470719575881958,0.31091248989105225
the,0.42745697498321533,0.2860044836997986,0.34736719727516174,0.2068762183189392,0.23840250074863434,0.535392165184021,0.28425246477127075,0.4223487675189972,0.2599749267101288,0.2294066995382309,0.26591673493385315,0.20194652676582336,0.22068053483963013
plan,0.2947953939437866,0.14458215236663818,0.3030991554260254,0.16715846955776215,0.3594205975532532,0.36421895027160645,0.19322003424167633,0.2686347961425781,0.14734257757663727,0.16368898749351501,0.17827968299388885,0.1758013367652893,0.1961054503917694
would,0.45766422152519226,0.1943238526582718,0.6268245577812195,0.13780725002288818,0.38949111104011536,0.5965728163719177,0.30461856722831726,0.38372042775154114,0.18106840550899506,0.21870030462741852,0.2073281854391098,0.1539773792028427,0.37178951501846313
ultimately,0.3084288239479065,0.22621728479862213,0.30089887976646423,0.09715769439935684,0.10744862258434296,0.3470746874809265,0.22182974219322205,0.2911450266838074,0.2150135338306427,0.13750720024108887,0.1733180731534958,0.2069484144449234,0.18806859850883484
be,0.3929833769798279,0.1563846319913864,0.22657383978366852,0.14780379831790924,0.1802700310945511,0.4972836375236511,0.22754235565662384,0.36101722717285156,0.22630715370178223,0.18016843497753143,0.1454060822725296,0.07694517076015472,0.3324260413646698
shelved,0.2409304827451706,0.2289738804101944,0.2795834541320801,0.1931803822517395,0.24155357480049133,0.282026082277298,0.26241713762283325,0.27934500575065613,0.2757710814476013,0.1238325759768486,0.2477307766675949,0.1350523829460144,0.18996946513652802
by,0.2455483376979828,0.20094449818134308,0.18574509024620056,0.17600902915000916,0.23662759363651276,0.33534231781959534,0.148392915725708,0.39731505513191223,0.21441422402858734,0.1707516610622406,0.22328482568264008,0.17203310132026672,0.17966607213020325
company,0.2333769053220749,0.16867682337760925,0.16800642013549805,0.16210390627384186,0.12199071794748306,0.24903783202171326,0.2640157639980316,0.24132338166236877,0.2738681733608246,0.20928679406642914,1.0,0.191469207406044,0.12195809185504913
management,0.180610790848732,0.15031422674655914,0.116518035531044,0.13873222470283508,0.1705688238143921,0.23028287291526794,0.24298998713493347,0.24926483631134033,0.17968712747097015,0.19151121377944946,0.29375380277633667,0.19206853210926056,0.15866325795650482
.,0.3567904531955719,0.2489151805639267,0.35288307070732117,0.2567209303379059,0.22405166923999786,0.4645031690597534,0.20177166163921356,0.4446153938770294,0.2110382616519928,0.18083259463310242,0.266353577375412,0.21293844282627106,0.4130953550338745
