,in,what,year,was,the,agreement,to,allow,the,saarland,settlement,reached,?
von,0.20116294920444489,0.18003655970096588,0.1600925624370575,0.2042967826128006,0.21817399561405182,0.13996878266334534,0.17537063360214233,0.07681988179683685,0.21817399561405182,0.3104635775089264,0.10663505643606186,0.11984208226203918,0.13907472789287567
nassau-saarbrücken,0.3845076560974121,0.24014532566070557,0.20126774907112122,0.2890074849128723,0.35661113262176514,0.2578396201133728,0.21681934595108032,0.16115209460258484,0.35661113262176514,0.6937533020973206,0.3669361472129822,0.23630951344966888,0.16090570390224457
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.3636345863342285,0.535392165184021,0.2757699489593506,1.0,0.4900954067707062,0.535392165184021,0.23232343792915344,0.2762512266635895,0.20677556097507477,0.29463258385658264
establish,0.25682297348976135,0.24999600648880005,0.211636021733284,0.1769464761018753,0.31343501806259155,0.354148805141449,0.32019129395484924,0.3146178424358368,0.31343501806259155,0.16755957901477814,0.31646060943603516,0.16631777584552765,0.21678102016448975
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.203191339969635,0.45503583550453186,0.27607089281082153,0.5829201340675354,0.21399958431720734,0.24842394888401031,0.21212449669837952,0.23916715383529663
huguenot,0.26198551058769226,0.1912020891904831,0.15055544674396515,0.24281072616577148,0.29557526111602783,0.2513289153575897,0.24496324360370636,0.23976586759090424,0.29557526111602783,0.3358261287212372,0.2632204294204712,0.17842413485050201,0.1359742432832718
community,0.21838891506195068,0.29032719135284424,0.1226542666554451,0.2025771290063858,0.2601400911808014,0.2582041323184967,0.2863751947879791,0.19600950181484222,0.2601400911808014,0.20802395045757294,0.3429877460002899,0.12918902933597565,0.2380419820547104
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.20350398123264313,0.45010748505592346,0.21222905814647675,0.6662389636039734,0.3195685148239136,0.26083990931510925,0.24389809370040894,0.20430970191955566
present-day,0.3419967591762543,0.3194306194782257,0.32512468099594116,0.2928279638290405,0.36770060658454895,0.16876652836799622,0.2947346866130829,0.15956202149391174,0.36770060658454895,0.18105512857437134,0.24924656748771667,0.1417420506477356,0.24972984194755554
saarland,0.3195685148239136,0.20938315987586975,0.17669306695461273,0.27203238010406494,0.34381306171417236,0.26341137290000916,0.23232343792915344,0.25713449716567993,0.34381306171417236,1.0000001192092896,0.29768070578575134,0.18116027116775513,0.12275537103414536
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.20350398123264313,0.45010748505592346,0.21222905814647675,0.6662389636039734,0.3195685148239136,0.26083990931510925,0.24389809370040894,0.20430970191955566
1604,-0.06793160736560822,-0.18652060627937317,-0.05377713590860367,0.0044033704325556755,-0.12858067452907562,-0.009641014970839024,-0.21316726505756378,-0.17484527826309204,-0.12858067452907562,0.10499206930398941,-0.14575167000293732,-0.07278357446193695,-0.08472089469432831
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.20123955607414246,0.4645031690597534,0.28562283515930176,0.5934505462646484,0.28220421075820923,0.233600914478302,0.2790040373802185,0.4130953550338745
