,what,type,of,civil,war,was,fought,between,political,and,tribal,warlords,?
civil,0.15091551840305328,0.05067194625735283,0.24698495864868164,1.0,0.5418448448181152,0.24303317070007324,0.41206836700439453,0.19927990436553955,0.33490484952926636,0.25259146094322205,0.21490830183029175,0.24996481835842133,0.1494513899087906
war,0.22516006231307983,0.16726574301719666,0.31680163741111755,0.5418448448181152,1.0000001192092896,0.3560331463813782,0.5800250768661499,0.2612598240375519,0.30907976627349854,0.29695844650268555,0.22794979810714722,0.35826754570007324,0.15510529279708862
between,0.2462156116962433,0.13229937851428986,0.3737983703613281,0.19927990436553955,0.2612598240375519,0.24048170447349548,0.30783408880233765,0.9999999403953552,0.20445281267166138,0.40645647048950195,0.2019447237253189,0.1723838746547699,0.12887074053287506
political,0.21846716105937958,0.03672046214342117,0.27319738268852234,0.33490484952926636,0.30907976627349854,0.24282537400722504,0.23041394352912903,0.20445281267166138,1.0000001192092896,0.33013346791267395,0.24727118015289307,0.2468094378709793,0.17130474746227264
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.25259146094322205,0.29695844650268555,0.3740963041782379,0.26526638865470886,0.40645647048950195,0.33013346791267395,1.0,0.2447868138551712,0.2242327630519867,0.20544172823429108
tribal,0.21726880967617035,0.05179427191615105,0.23765619099140167,0.21490830183029175,0.22794979810714722,0.20444342494010925,0.2847920358181,0.2019447237253189,0.24727118015289307,0.2447868138551712,0.9999999403953552,0.39846450090408325,0.0904514268040657
warlords,0.16604982316493988,0.1516408920288086,0.2154676467180252,0.24996481835842133,0.35826754570007324,0.19430011510849,0.3949091136455536,0.1723838746547699,0.2468094378709793,0.2242327630519867,0.39846450090408325,0.9999998807907104,0.10688880831003189
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24795588850975037,0.2671184241771698,0.45456063747406006,0.2973159849643707,0.27714940905570984,0.27072274684906006,0.6633074283599854,0.21239762008190155,0.18395936489105225,0.31091248989105225
making,0.30777570605278015,0.19231852889060974,0.3250596821308136,0.13746029138565063,0.2169453650712967,0.28285154700279236,0.14601020514965057,0.18866465985774994,0.17557743191719055,0.38677045702934265,0.09381718188524246,0.15698684751987457,0.2539324164390564
afghanistan,0.23892498016357422,0.09321421384811401,0.2363988608121872,0.2451801598072052,0.2994585931301117,0.18056072294712067,0.24582773447036743,0.2223958969116211,0.28168827295303345,0.2312776744365692,0.3305768668651581,0.31564173102378845,0.1478135734796524
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.15266822278499603,0.2536076605319977,0.3752199709415436,0.24907246232032776,0.3030317425727844,0.24292153120040894,0.42438167333602905,0.18125362694263458,0.18061910569667816,0.2673267424106598
of,0.33290785551071167,0.18112817406654358,1.0,0.24698495864868164,0.31680163741111755,0.4069072902202606,0.26073968410491943,0.3737983703613281,0.27319738268852234,0.5116966962814331,0.23765619099140167,0.2154676467180252,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2477465271949768,0.366199791431427,0.48711544275283813,0.30367159843444824,0.39067012071609497,0.20477235317230225,0.5171257257461548,0.259813129901886,0.233455628156662,0.22068053483963013
poorest,0.23047477006912231,0.06542211025953293,0.3138331174850464,0.25066882371902466,0.3203239142894745,0.22452223300933838,0.27790573239326477,0.2421954721212387,0.25731825828552246,0.33955252170562744,0.24778179824352264,0.24799729883670807,0.15734092891216278
countries,0.22319257259368896,0.1698177605867386,0.2800094783306122,0.21527278423309326,0.2999389171600342,0.24139733612537384,0.2580808997154236,0.24874255061149597,0.29528099298477173,0.37200918793678284,0.18274334073066711,0.2666822671890259,0.15128466486930847
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.17390455305576324,0.23017507791519165,0.3909217119216919,0.2211287021636963,0.3335416913032532,0.2335650622844696,0.4077630043029785,0.16342973709106445,0.08125105500221252,0.2714994251728058
earth,0.25883176922798157,0.07964067161083221,0.2329314798116684,0.07565201818943024,0.13358990848064423,0.18661361932754517,0.14510990679264069,0.1598401516675949,0.16090944409370422,0.27524080872535706,0.1666734516620636,0.22262051701545715,0.17717236280441284
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2541380822658539,0.3000848889350891,0.40146201848983765,0.22964482009410858,0.30295518040657043,0.24802669882774353,0.588965117931366,0.14948855340480804,0.14346745610237122,0.4130953550338745
