,what,paved,the,way,for,the,augsburg,confession,?
for,0.3017193675041199,0.2620336413383484,0.4739971458911896,0.384344220161438,0.9999999403953552,0.4739971458911896,0.1612590253353119,0.17102979123592377,0.264628142118454
the,0.42745697498321533,0.23181872069835663,1.0,0.36217406392097473,0.4739971458911896,1.0,0.25331857800483704,0.19474709033966064,0.22068053483963013
signing,0.2526516616344452,0.18534012138843536,0.3163802921772003,0.22053004801273346,0.2884059548377991,0.3163802921772003,0.18542209267616272,0.21282248198986053,0.15776143968105316
in,0.30808621644973755,0.25591206550598145,0.6662389636039734,0.30444321036338806,0.4322226941585541,0.6662389636039734,0.26930519938468933,0.18932084739208221,0.20430970191955566
1530,-0.12592312693595886,-0.04866435378789902,-0.16544051468372345,-0.19889356195926666,-0.12426094710826874,-0.16544051468372345,0.11177947372198105,-0.061482250690460205,-0.001345398253761232
of,0.33290785551071167,0.2546035945415497,0.733189046382904,0.266871839761734,0.4185989499092102,0.733189046382904,0.2404417097568512,0.22894072532653809,0.1826142966747284
the,0.42745697498321533,0.23181872069835663,1.0,0.36217406392097473,0.4739971458911896,1.0,0.25331857800483704,0.19474709033966064,0.22068053483963013
augsburg,0.21001459658145905,0.11465579271316528,0.25331857800483704,0.1341395527124405,0.1612590253353119,0.25331857800483704,0.9999999403953552,0.36975979804992676,0.19882380962371826
confession,0.2553298771381378,0.13987302780151367,0.19474709033966064,0.24448587000370026,0.17102979123592377,0.19474709033966064,0.36975979804992676,1.0,0.19668595492839813
",",0.3087472915649414,0.19594548642635345,0.4933079481124878,0.2861018478870392,0.4464869201183319,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.31091248989105225
and,0.31309178471565247,0.265046626329422,0.5171257257461548,0.32150545716285706,0.5064792633056641,0.5171257257461548,0.23422925174236298,0.21430335938930511,0.20544172823429108
for,0.3017193675041199,0.2620336413383484,0.4739971458911896,0.384344220161438,0.9999999403953552,0.4739971458911896,0.1612590253353119,0.17102979123592377,0.264628142118454
the,0.42745697498321533,0.23181872069835663,1.0,0.36217406392097473,0.4739971458911896,1.0,0.25331857800483704,0.19474709033966064,0.22068053483963013
formation,0.16291823983192444,0.2358781099319458,0.33687281608581543,0.2215990126132965,0.20318037271499634,0.33687281608581543,0.14165154099464417,0.21998852491378784,0.09831923991441727
of,0.33290785551071167,0.2546035945415497,0.733189046382904,0.266871839761734,0.4185989499092102,0.733189046382904,0.2404417097568512,0.22894072532653809,0.1826142966747284
the,0.42745697498321533,0.23181872069835663,1.0,0.36217406392097473,0.4739971458911896,1.0,0.25331857800483704,0.19474709033966064,0.22068053483963013
schmalkaldic,0.2117709517478943,0.18905207514762878,0.34497350454330444,0.1727500855922699,0.23713290691375732,0.34497350454330444,0.39511558413505554,0.23867706954479218,0.18515823781490326
league,0.16616638004779816,0.18622420728206635,0.2724147439002991,0.14462238550186157,0.26433616876602173,0.2724147439002991,0.22543591260910034,0.1501646488904953,0.15941482782363892
the,0.42745697498321533,0.23181872069835663,1.0,0.36217406392097473,0.4739971458911896,1.0,0.25331857800483704,0.19474709033966064,0.22068053483963013
following,0.2506418824195862,0.1379414200782776,0.39779382944107056,0.20348234474658966,0.2965082824230194,0.39779382944107056,0.15951627492904663,0.13684353232383728,0.1555173695087433
year,0.15184831619262695,0.10155605524778366,0.3609684407711029,0.2006794661283493,0.29294124245643616,0.3609684407711029,0.28320735692977905,0.1863357424736023,0.18315006792545319
by,0.2455483376979828,0.23115453124046326,0.4408751428127289,0.3228684663772583,0.3248702883720398,0.4408751428127289,0.15550613403320312,0.2585470378398895,0.17966607213020325
leading,0.197072371840477,0.32780617475509644,0.3809107840061188,0.27519726753234863,0.3854183852672577,0.3809107840061188,0.15590009093284607,0.05557890236377716,0.1360926628112793
protestant,0.23531195521354675,0.08242059499025345,0.2679212689399719,0.1696690171957016,0.11954054981470108,0.2679212689399719,0.3681061267852783,0.4800204634666443,0.14798137545585632
nobles,0.20172527432441711,0.15940400958061218,0.2815840542316437,0.1931270807981491,0.196146160364151,0.2815840542316437,0.16242940723896027,0.2676977813243866,0.13999377191066742
such,0.23989605903625488,0.19189240038394928,0.3575236201286316,0.33687862753868103,0.36098620295524597,0.3575236201286316,0.13421177864074707,0.10268131643533707,0.17851735651493073
as,0.31749409437179565,0.19730089604854584,0.48381632566452026,0.3409440517425537,0.44774648547172546,0.48381632566452026,0.20676368474960327,0.16873060166835785,0.27043893933296204
john,0.18237407505512238,0.15429343283176422,0.2230520099401474,0.19849129021167755,0.22649751603603363,0.2230520099401474,0.14335186779499054,0.20355546474456787,0.13162356615066528
of,0.33290785551071167,0.2546035945415497,0.733189046382904,0.266871839761734,0.4185989499092102,0.733189046382904,0.2404417097568512,0.22894072532653809,0.1826142966747284
saxony,0.20899251103401184,0.08786989003419876,0.27077290415763855,0.06819282472133636,0.1045217365026474,0.27077290415763855,0.5300912857055664,0.19353629648685455,0.17603406310081482
",",0.3087472915649414,0.19594548642635345,0.4933079481124878,0.2861018478870392,0.4464869201183319,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.31091248989105225
philip,0.11288820952177048,0.05588649958372116,0.21499985456466675,0.10727176070213318,0.2110455334186554,0.21499985456466675,0.21926744282245636,0.25315433740615845,0.11887923628091812
of,0.33290785551071167,0.2546035945415497,0.733189046382904,0.266871839761734,0.4185989499092102,0.733189046382904,0.2404417097568512,0.22894072532653809,0.1826142966747284
hesse,0.12103702872991562,0.09368477016687393,0.24440348148345947,0.1546092927455902,0.12194209545850754,0.24440348148345947,0.45667997002601624,0.2549267113208771,0.11271942406892776
",",0.3087472915649414,0.19594548642635345,0.4933079481124878,0.2861018478870392,0.4464869201183319,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.31091248989105225
and,0.31309178471565247,0.265046626329422,0.5171257257461548,0.32150545716285706,0.5064792633056641,0.5171257257461548,0.23422925174236298,0.21430335938930511,0.20544172823429108
george,0.22000353038311005,0.11737562716007233,0.2510760426521301,0.1575925201177597,0.18388281762599945,0.2510760426521301,0.15766343474388123,0.1522200107574463,0.1479024887084961
",",0.3087472915649414,0.19594548642635345,0.4933079481124878,0.2861018478870392,0.4464869201183319,0.4933079481124878,0.26016417145729065,0.24621757864952087,0.31091248989105225
margrave,0.2284841239452362,0.12989085912704468,0.22720706462860107,0.13600413501262665,0.11795663088560104,0.22720706462860107,0.39470455050468445,0.2706424593925476,0.21491341292858124
of,0.33290785551071167,0.2546035945415497,0.733189046382904,0.266871839761734,0.4185989499092102,0.733189046382904,0.2404417097568512,0.22894072532653809,0.1826142966747284
brandenburg-ansbach,0.19800840318202972,0.15912185609340668,0.2823593020439148,0.134033203125,0.15123684704303741,0.2823593020439148,0.5396811366081238,0.2799796462059021,0.16881704330444336
.,0.3567904531955719,0.20416231453418732,0.5934505462646484,0.33520638942718506,0.4726039469242096,0.5934505462646484,0.2838364243507385,0.2229078710079193,0.4130953550338745
