,how,is,civil,disobedience,typically,defined,in,connection,of,the,citizen,'s,?
in,0.2601168751716614,0.5394441485404968,0.26466667652130127,0.3054615259170532,0.22473083436489105,0.2143561989068985,1.0,0.2436826080083847,0.5696388483047485,0.6662389636039734,0.29731956124305725,-0.037580832839012146,0.20430970191955566
which,0.4852597713470459,0.4457404911518097,0.13459211587905884,0.3121037483215332,0.4671940505504608,0.3236873149871826,0.4840516746044159,0.32121434807777405,0.5011631846427917,0.6521818041801453,0.1285286396741867,0.03856118768453598,0.25814583897590637
two,0.2499001920223236,0.2315155267715454,0.17554090917110443,0.17593710124492645,0.31847119331359863,0.1791386604309082,0.36463531851768494,0.29592037200927734,0.37726253271102905,0.43858039379119873,0.08194553852081299,0.038143858313560486,0.19645625352859497
public,0.15624697506427765,0.1980048567056656,0.26383864879608154,0.3216745853424072,0.156706765294075,0.11632943153381348,0.29074716567993164,0.26722803711891174,0.2391265481710434,0.22857438027858734,0.24107089638710022,0.060657959431409836,0.19872993230819702
agencies,0.23131723701953888,0.1606675088405609,0.24945448338985443,0.24546565115451813,0.24355319142341614,0.2476666420698166,0.20355331897735596,0.1851038634777069,0.22542637586593628,0.2486087828874588,0.1371682584285736,0.08599958568811417,0.1637895703315735
",",0.22659391164779663,0.4691906273365021,0.24795588850975037,0.2878543734550476,0.18964512646198273,0.2234039455652237,0.5201468467712402,0.2535572052001953,0.4946078956127167,0.4933079481124878,0.23887503147125244,-0.0016132977325469255,0.31091248989105225
especially,0.33161523938179016,0.32683345675468445,0.15699714422225952,0.2732999324798584,0.4720924496650696,0.2660629153251648,0.3526567816734314,0.3102406859397888,0.37220633029937744,0.39420849084854126,0.14967182278633118,0.024765467271208763,0.19751401245594025
two,0.2499001920223236,0.2315155267715454,0.17554090917110443,0.17593710124492645,0.31847119331359863,0.1791386604309082,0.36463531851768494,0.29592037200927734,0.37726253271102905,0.43858039379119873,0.08194553852081299,0.038143858313560486,0.19645625352859497
equally,0.367428183555603,0.2864139676094055,0.22718475759029388,0.3547156751155853,0.40962010622024536,0.3226318359375,0.16446180641651154,0.2654988765716553,0.262323796749115,0.25614944100379944,0.28668317198753357,0.051395341753959656,0.22503766417503357
sovereign,0.16327941417694092,0.21245938539505005,0.20627914369106293,0.36100801825523376,0.19055676460266113,0.1906498670578003,0.22918660938739777,0.16627271473407745,0.3624995946884155,0.3078061044216156,0.3089258670806885,-0.005688490811735392,0.1680317223072052
branches,0.21225906908512115,0.2068059891462326,0.1468725949525833,0.18580031394958496,0.25777676701545715,0.19982925057411194,0.2362547516822815,0.17548340559005737,0.3017720878124237,0.3295007646083832,0.056901462376117706,-0.02215227670967579,0.12858285009860992
of,0.2480744868516922,0.4854315221309662,0.24698495864868164,0.31932318210601807,0.28964799642562866,0.2659633457660675,0.5696388483047485,0.21908310055732727,1.0,0.733189046382904,0.19158314168453217,-0.03817026689648628,0.1826142966747284
government,0.21719732880592346,0.20343491435050964,0.30626749992370605,0.39617401361465454,0.13976189494132996,0.1745672971010208,0.3066793978214264,0.21759973466396332,0.3475167155265808,0.31798112392425537,0.2554139494895935,0.00033092309604398906,0.18851417303085327
",",0.22659391164779663,0.4691906273365021,0.24795588850975037,0.2878543734550476,0.18964512646198273,0.2234039455652237,0.5201468467712402,0.2535572052001953,0.4946078956127167,0.4933079481124878,0.23887503147125244,-0.0016132977325469255,0.31091248989105225
conflict,0.24753591418266296,0.18503378331661224,0.3430209457874298,0.41490665078163147,0.21678583323955536,0.20309923589229584,0.259853720664978,0.25962215662002563,0.2620731294155121,0.2974752187728882,0.17478278279304504,-0.040529198944568634,0.26744839549064636
.,0.3287222981452942,0.4569662809371948,0.2541380822658539,0.2603943943977356,0.25537845492362976,0.23198837041854858,0.5591574311256409,0.24572813510894775,0.5352458953857422,0.5934505462646484,0.2653892934322357,-0.003708066651597619,0.4130953550338745
