,what,modern,city,is,located,on,the,original,huguenot,colony,?
jan,0.049572642892599106,0.0884646475315094,0.08639931678771973,0.08781874179840088,0.06635580211877823,0.16617147624492645,0.12573367357254028,0.010201496072113514,0.21277998387813568,0.07462096214294434,0.14395545423030853
van,0.1477201133966446,0.10161265730857849,0.1566714346408844,0.13741689920425415,0.06575208902359009,0.18874120712280273,0.13541297614574432,0.1365836262702942,0.2773754894733429,0.13965678215026855,0.15528257191181183
riebeeck,0.20906513929367065,0.1721067577600479,0.31976523995399475,0.17742735147476196,0.18671539425849915,0.28425347805023193,0.298941433429718,0.15777042508125305,0.4647906720638275,0.3989501893520355,0.19457410275936127
(,0.2411840260028839,0.15444137156009674,0.19590984284877777,0.35393038392066956,0.21025894582271576,0.28656116127967834,0.33289089798927307,0.24095207452774048,0.18252547085285187,0.13762295246124268,0.40561532974243164
and,0.31309178471565247,0.3277876079082489,0.2827445864677429,0.3859752118587494,0.24183952808380127,0.4077630043029785,0.5171257257461548,0.29575109481811523,0.2762077748775482,0.2406650185585022,0.20544172823429108
daughter,0.12990505993366241,0.08883990347385406,0.19946782290935516,0.16601777076721191,0.17794497311115265,0.11644145101308823,0.16813424229621887,0.13074639439582825,0.282922625541687,0.19237270951271057,0.10566599667072296
of,0.33290785551071167,0.3482828736305237,0.32503411173820496,0.4854315221309662,0.32520920038223267,0.3966929316520691,0.733189046382904,0.30228546261787415,0.29061198234558105,0.2552715241909027,0.1826142966747284
a,0.3320399522781372,0.24361324310302734,0.2349124401807785,0.658733606338501,0.2605401277542114,0.3848365545272827,0.5829201340675354,0.25438275933265686,0.22502337396144867,0.20176295936107635,0.23916715383529663
walloon,0.14546184241771698,0.21530313789844513,0.3126586675643921,0.24750828742980957,0.1589348316192627,0.15456824004650116,0.28331369161605835,0.15854515135288239,0.41487035155296326,0.18853838741779327,0.15741382539272308
church,0.1944202184677124,0.15060393512248993,0.27134183049201965,0.203276589512825,0.133106991648674,0.1726921796798706,0.23846197128295898,0.21877658367156982,0.3685069978237152,0.27048981189727783,0.18081501126289368
minister,0.1705908179283142,0.11697719246149063,0.18214040994644165,0.15245889127254486,0.13283199071884155,0.14813750982284546,0.19297581911087036,0.1325313299894333,0.2619774639606476,0.22800785303115845,0.10825661569833755
),0.26259949803352356,0.17084072530269623,0.2113075703382492,0.37732169032096863,0.19755883514881134,0.29937487840652466,0.3456730246543884,0.24932408332824707,0.18730930984020233,0.1384793072938919,0.42300865054130554
",",0.3087472915649414,0.2557750344276428,0.35839709639549255,0.4691906273365021,0.2678719460964203,0.49057599902153015,0.4933079481124878,0.23508994281291962,0.24752236902713776,0.23671650886535645,0.31091248989105225
who,0.40942975878715515,0.16937296092510223,0.21073515713214874,0.24293622374534607,0.166107639670372,0.2340552806854248,0.3733934462070465,0.1785319596529007,0.32233482599258423,0.19062858819961548,0.26220351457595825
arrived,0.25085949897766113,0.16532887518405914,0.2026076763868332,0.11152338981628418,0.2529166340827942,0.23387931287288666,0.279670387506485,0.1383676528930664,0.29379802942276,0.371878445148468,0.1681029200553894
on,0.34226128458976746,0.17548997700214386,0.2549738585948944,0.3635730445384979,0.22447186708450317,0.9999999403953552,0.5107308030128479,0.21149557828903198,0.1345445066690445,0.14955559372901917,0.2714994251728058
6,0.05088282376527786,0.084260955452919,0.011842341162264347,0.11145748198032379,0.02072143368422985,0.005334584508091211,0.041227471083402634,0.043538473546504974,0.08474960923194885,0.15881846845149994,0.045001473277807236
april,0.21502700448036194,0.12868991494178772,0.23736336827278137,0.2219124734401703,0.1265760064125061,0.32559236884117126,0.23232673108577728,0.13349568843841553,0.1779017597436905,0.15738660097122192,0.25704094767570496
1652,-0.007266148924827576,-0.10038718581199646,-0.08856716006994247,0.05994514003396034,0.007751518860459328,0.04309193044900894,0.05949649214744568,-0.06770407408475876,-0.06819503009319305,0.004758642520755529,-0.028443992137908936
to,0.455847829580307,0.193939670920372,0.20300441980361938,0.42745086550712585,0.20850814878940582,0.41031414270401,0.535392165184021,0.30182456970214844,0.24496324360370636,0.27651169896125793,0.29463258385658264
establish,0.24999600648880005,0.1357603371143341,0.19313988089561462,0.15405499935150146,0.2722975015640259,0.1519933044910431,0.31343501806259155,0.1967805176973343,0.2819488048553467,0.35302868485450745,0.21678102016448975
a,0.3320399522781372,0.24361324310302734,0.2349124401807785,0.658733606338501,0.2605401277542114,0.3848365545272827,0.5829201340675354,0.25438275933265686,0.22502337396144867,0.20176295936107635,0.23916715383529663
settlement,0.2558431327342987,0.24023590981960297,0.3396316170692444,0.24221304059028625,0.267156183719635,0.18260528147220612,0.2599570155143738,0.13209082186222076,0.2632204294204712,0.51438969373703,0.12535437941551208
at,0.2838611304759979,0.20050804316997528,0.2310783565044403,0.25906258821487427,0.3688831031322479,0.4806317389011383,0.457212895154953,0.15838190913200378,0.23064149916172028,0.1879788488149643,0.21978627145290375
what,0.9999998807907104,0.2655639946460724,0.17493832111358643,0.28837618231773376,0.2034616470336914,0.34226128458976746,0.42745697498321533,0.24651947617530823,0.1912020891904831,0.26261213421821594,0.5051238536834717
is,0.28837618231773376,0.24170172214508057,0.3186660706996918,1.0,0.35717159509658813,0.3635730445384979,0.5823672413825989,0.2681281864643097,0.12706810235977173,0.18422435224056244,0.22961433231830597
today,0.3814660608768463,0.4959476888179779,0.27847206592559814,0.3404538929462433,0.19192399084568024,0.2263319492340088,0.35740926861763,0.3025522828102112,0.21656161546707153,0.19070865213871002,0.17338968813419342
cape,0.17391739785671234,0.10879898071289062,0.15070050954818726,0.2026473432779312,0.18178659677505493,0.22667036950588226,0.2352786809206009,0.07774767279624939,0.23918122053146362,0.3750913739204407,0.10433043539524078
town,0.19713185727596283,0.1870187371969223,0.6289315819740295,0.30097827315330505,0.4241830110549927,0.18149195611476898,0.2974243760108948,0.15281997621059418,0.2066217064857483,0.331145316362381,0.09902279824018478
.,0.3567904531955719,0.22790057957172394,0.29856356978416443,0.4569662809371948,0.28226932883262634,0.49257001280784607,0.5934505462646484,0.275844931602478,0.2060975730419159,0.23889021575450897,0.4130953550338745
