,when,did,the,court,of,justice,rule,that,the,commission,could,only,propose,that,there,must,be,some,criminal,sanctions,?
ruled,0.2296513020992279,0.28686225414276123,0.2668108344078064,0.4616835117340088,0.29798635840415955,0.27751418948173523,0.5672529339790344,0.22988352179527283,0.2668108344078064,0.18478605151176453,0.26048529148101807,0.2112734317779541,0.17446120083332062,0.22988352179527283,0.20732538402080536,0.14250698685646057,0.16947992146015167,0.1880626380443573,0.27529290318489075,0.22560584545135498,0.19970785081386566
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.2474849969148636,0.41498205065727234,0.23929592967033386,0.3050867021083832,1.0,0.5473989248275757,0.22035260498523712,0.5584503412246704,0.6004067063331604,0.3755408823490143,1.0,0.6006520986557007,0.42000943422317505,0.6036020517349243,0.6049469113349915,0.20812709629535675,0.3055464029312134,0.32716336846351624
the,0.5091903209686279,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.29894936084747314,0.5473989248275757,1.0,0.24418850243091583,0.35393214225769043,0.5497692227363586,0.2302119880914688,0.5473989248275757,0.47025805711746216,0.2713140547275543,0.4248143136501312,0.4566698372364044,0.25219881534576416,0.28428736329078674,0.22068053483963013
commission,0.19186250865459442,0.18697425723075867,0.24418850243091583,0.36450091004371643,0.2698368728160858,0.3890712857246399,0.1494164913892746,0.22035260498523712,0.24418850243091583,0.9999998807907104,0.20271454751491547,0.1622326523065567,0.20732001960277557,0.22035260498523712,0.12579765915870667,0.16934053599834442,0.19977925717830658,0.17702807486057281,0.30316174030303955,0.3087426722049713,0.16231559216976166
could,0.42036551237106323,0.6308382749557495,0.35393214225769043,0.2330874651670456,0.29043012857437134,0.16897235810756683,0.21871857345104218,0.5584503412246704,0.35393214225769043,0.20271454751491547,0.9999998807907104,0.4374507963657379,0.3725033104419708,0.5584503412246704,0.3730776607990265,0.48394137620925903,0.4791525900363922,0.46296966075897217,0.19539843499660492,0.2873322665691376,0.3411986827850342
not,0.4799930453300476,0.6481515765190125,0.4310511648654938,0.21835780143737793,0.3307090103626251,0.12427773326635361,0.2750202715396881,0.6600887179374695,0.4310511648654938,0.21429981291294098,0.5930190086364746,0.5868885517120361,0.3715692162513733,0.6600887179374695,0.43214359879493713,0.48002883791923523,0.5788898468017578,0.564181387424469,0.2183527946472168,0.31758275628089905,0.41942933201789856
propose,0.21018950641155243,0.32829418778419495,0.2302119880914688,0.1314980387687683,0.2539187967777252,0.14265933632850647,0.2791544198989868,0.3755408823490143,0.2302119880914688,0.20732001960277557,0.3725033104419708,0.28524988889694214,1.0,0.3755408823490143,0.2512604892253876,0.309922993183136,0.341749370098114,0.28395649790763855,0.18218541145324707,0.3015103042125702,0.36768224835395813
what,0.4700249433517456,0.4259131848812103,0.42745697498321533,0.23440583050251007,0.33290785551071167,0.21462921798229218,0.30539435148239136,0.6297725439071655,0.42745697498321533,0.22273972630500793,0.4188697934150696,0.41415658593177795,0.33669546246528625,0.6297725439071655,0.35085538029670715,0.30362528562545776,0.3929833769798279,0.4491020441055298,0.21020962297916412,0.3307080864906311,0.5051238536834717
the,0.5091903209686279,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.29894936084747314,0.5473989248275757,1.0,0.24418850243091583,0.35393214225769043,0.5497692227363586,0.2302119880914688,0.5473989248275757,0.47025805711746216,0.2713140547275543,0.4248143136501312,0.4566698372364044,0.25219881534576416,0.28428736329078674,0.22068053483963013
criminal,0.1496298462152481,0.17430134117603302,0.25219881534576416,0.421926349401474,0.22688241302967072,0.40695130825042725,0.1890663057565689,0.20812709629535675,0.25219881534576416,0.30316174030303955,0.19539843499660492,0.14606310427188873,0.18218541145324707,0.20812709629535675,0.157657653093338,0.18324655294418335,0.17491304874420166,0.18504728376865387,0.9999999403953552,0.3098796308040619,0.17345646023750305
sanctions,0.250898540019989,0.26196473836898804,0.28428736329078674,0.26994699239730835,0.23423455655574799,0.26935380697250366,0.34736454486846924,0.3055464029312134,0.28428736329078674,0.3087426722049713,0.2873322665691376,0.253342866897583,0.3015103042125702,0.3055464029312134,0.23660103976726532,0.23078951239585876,0.27487093210220337,0.2645255923271179,0.3098796308040619,1.0,0.2475357949733734
could,0.42036551237106323,0.6308382749557495,0.35393214225769043,0.2330874651670456,0.29043012857437134,0.16897235810756683,0.21871857345104218,0.5584503412246704,0.35393214225769043,0.20271454751491547,0.9999998807907104,0.4374507963657379,0.3725033104419708,0.5584503412246704,0.3730776607990265,0.48394137620925903,0.4791525900363922,0.46296966075897217,0.19539843499660492,0.2873322665691376,0.3411986827850342
be,0.4451393485069275,0.22657383978366852,0.4248143136501312,0.20228137075901031,0.33904364705085754,0.1579141616821289,0.25201159715652466,0.6036020517349243,0.4248143136501312,0.19977925717830658,0.4791525900363922,0.46042704582214355,0.341749370098114,0.6036020517349243,0.41019052267074585,0.4737209677696228,1.0,0.49956634640693665,0.17491304874420166,0.27487093210220337,0.3324260413646698
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.24230371415615082,0.4137537479400635,0.4933079481124878,0.19528092443943024,0.27399855852127075,0.4220978021621704,0.25586456060409546,0.4137537479400635,0.4587128460407257,0.2231246829032898,0.39254459738731384,0.42400437593460083,0.25536465644836426,0.25075680017471313,0.31091248989105225
only,0.5497387051582336,0.4039593040943146,0.5497692227363586,0.22516009211540222,0.49632513523101807,0.16321352124214172,0.31936565041542053,0.6004067063331604,0.5497692227363586,0.1622326523065567,0.4374507963657379,1.0,0.28524988889694214,0.6004067063331604,0.5042840242385864,0.37705567479133606,0.46042704582214355,0.54151451587677,0.14606310427188873,0.253342866897583,0.2767370045185089
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.2474849969148636,0.41498205065727234,0.23929592967033386,0.3050867021083832,1.0,0.5473989248275757,0.22035260498523712,0.5584503412246704,0.6004067063331604,0.3755408823490143,1.0,0.6006520986557007,0.42000943422317505,0.6036020517349243,0.6049469113349915,0.20812709629535675,0.3055464029312134,0.32716336846351624
there,0.34822648763656616,0.29736605286598206,0.47025805711746216,0.21166393160820007,0.44397735595703125,0.1235368549823761,0.22327294945716858,0.6006520986557007,0.47025805711746216,0.12579765915870667,0.3730776607990265,0.5042840242385864,0.2512604892253876,0.6006520986557007,1.0,0.2637070417404175,0.41019052267074585,0.5035935640335083,0.157657653093338,0.23660103976726532,0.29405656456947327
must,0.3487336039543152,0.3169625401496887,0.2713140547275543,0.18451771140098572,0.24322323501110077,0.20069235563278198,0.22285225987434387,0.42000943422317505,0.2713140547275543,0.16934053599834442,0.48394137620925903,0.37705567479133606,0.309922993183136,0.42000943422317505,0.2637070417404175,1.0,0.4737209677696228,0.3319004774093628,0.18324655294418335,0.23078951239585876,0.23707495629787445
be,0.4451393485069275,0.22657383978366852,0.4248143136501312,0.20228137075901031,0.33904364705085754,0.1579141616821289,0.25201159715652466,0.6036020517349243,0.4248143136501312,0.19977925717830658,0.4791525900363922,0.46042704582214355,0.341749370098114,0.6036020517349243,0.41019052267074585,0.4737209677696228,1.0,0.49956634640693665,0.17491304874420166,0.27487093210220337,0.3324260413646698
some,0.386913925409317,0.42553430795669556,0.4566698372364044,0.1834004670381546,0.4300730526447296,0.13603055477142334,0.1877649873495102,0.6049469113349915,0.4566698372364044,0.17702807486057281,0.46296966075897217,0.54151451587677,0.28395649790763855,0.6049469113349915,0.5035935640335083,0.3319004774093628,0.49956634640693665,0.9999999403953552,0.18504728376865387,0.2645255923271179,0.2562315762042999
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.2436654418706894,0.4460422694683075,0.5934505462646484,0.20309296250343323,0.3200591504573822,0.49507418274879456,0.2183939814567566,0.4460422694683075,0.43897318840026855,0.27722811698913574,0.4383580684661865,0.40663889050483704,0.2527567744255066,0.22870241105556488,0.4130953550338745
