,how,many,doctor,who,christmas,specials,have,been,shown,?
the,0.33890387415885925,0.4335206151008606,0.2820442318916321,0.3733934462070465,0.2044597715139389,0.2759421467781067,0.40389683842658997,0.3563927710056305,0.3387985825538635,0.22068053483963013
revival,0.09671590477228165,0.23659244179725647,0.13733609020709991,0.1408388912677765,0.19124801456928253,0.26726800203323364,0.17627838253974915,0.2456159144639969,0.16539926826953888,0.09967152029275894
),0.17939934134483337,0.16602720320224762,0.1509941965341568,0.2457384318113327,0.21935993432998657,0.1844811886548996,0.22866283357143402,0.1854540854692459,0.20446927845478058,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.26344001293182373,0.3541618287563324,0.34873589873313904,0.25911012291908264,0.31091248989105225
two,0.2499001920223236,0.5147606730461121,0.12698069214820862,0.2791741192340851,0.14475414156913757,0.26078179478645325,0.4498785734176636,0.3638966381549835,0.25581416487693787,0.19645625352859497
feature-length,0.27319765090942383,0.27193892002105713,0.18441776931285858,0.1576603800058365,0.14700163900852203,0.34148600697517395,0.36103516817092896,0.26581716537475586,0.2686379551887512,0.2911895215511322
productions,0.21838009357452393,0.2544585168361664,0.1531556099653244,0.1643865406513214,0.2543436884880066,0.42025554180145264,0.17070619761943817,0.15726079046726227,0.2570241093635559,0.22681239247322083
(,0.1676948219537735,0.1455259770154953,0.1570640504360199,0.2443375140428543,0.20888812839984894,0.1778419464826584,0.23072676360607147,0.1755061000585556,0.17931321263313293,0.40561532974243164
1983,-0.010435260832309723,0.003870143787935376,-0.017927996814250946,-0.046419866383075714,-0.015393014997243881,-0.09116524457931519,0.062207918614149094,-0.0032113876659423113,0.024090105667710304,0.09926492720842361
's,-0.026164190843701363,0.01698932610452175,0.031664930284023285,0.05599616840481758,0.03567468002438545,0.012649305164813995,-0.02807004563510418,-0.10734795778989792,-0.028585107997059822,-0.023395681753754616
the,0.33890387415885925,0.4335206151008606,0.2820442318916321,0.3733934462070465,0.2044597715139389,0.2759421467781067,0.40389683842658997,0.3563927710056305,0.3387985825538635,0.22068053483963013
five,0.20553050935268402,0.41084155440330505,0.11301461607217789,0.22190363705158234,0.1427670270204544,0.22099821269512177,0.35977232456207275,0.3115145266056061,0.21898368000984192,0.18342848122119904
doctors,0.3169460594654083,0.34454771876335144,0.6945362687110901,0.34335678815841675,0.12272250652313232,0.35439544916152954,0.29020634293556213,0.1530182808637619,0.210747629404068,0.19305896759033203
and,0.33647966384887695,0.5296266674995422,0.21673844754695892,0.41279885172843933,0.1769854575395584,0.2794165015220642,0.4711785912513733,0.3424558639526367,0.28805026412010193,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.2820442318916321,0.3733934462070465,0.2044597715139389,0.2759421467781067,0.40389683842658997,0.3563927710056305,0.3387985825538635,0.22068053483963013
1996,0.11204922944307327,0.12439823895692825,0.09654296189546585,0.23735210299491882,0.028938692063093185,-0.10832393169403076,0.07856515794992447,0.11346636712551117,-0.025611797347664833,0.18022380769252777
television,0.20427560806274414,0.23433995246887207,0.31410008668899536,0.2515988349914551,0.26987674832344055,0.47610804438591003,0.1811555027961731,0.22197875380516052,0.3549835979938507,0.16825827956199646
film,0.1829524040222168,0.15848217904567719,0.20001187920570374,0.16308167576789856,0.15280897915363312,0.24783962965011597,0.13394346833229065,0.17852230370044708,0.2146872580051422,0.16369038820266724
),0.17939934134483337,0.16602720320224762,0.1509941965341568,0.2457384318113327,0.21935993432998657,0.1844811886548996,0.22866283357143402,0.1854540854692459,0.20446927845478058,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.26344001293182373,0.3541618287563324,0.34873589873313904,0.25911012291908264,0.31091248989105225
eight,0.222213014960289,0.348200261592865,0.07293140143156052,0.20418307185173035,0.13693375885486603,0.29348984360694885,0.31264185905456543,0.30125126242637634,0.2137616127729416,0.11634626984596252
christmas,0.2125333994626999,0.20769301056861877,0.1539488285779953,0.19243934750556946,1.0,0.3211151957511902,0.17985796928405762,0.21513761579990387,0.10982461273670197,0.23817040026187897
specials,0.24659700691699982,0.3621196746826172,0.23998045921325684,0.2836933434009552,0.3211151957511902,1.0000001192092896,0.27145257592201233,0.2832280397415161,0.2958431839942932,0.2582153379917145
(,0.1676948219537735,0.1455259770154953,0.1570640504360199,0.2443375140428543,0.20888812839984894,0.1778419464826584,0.23072676360607147,0.1755061000585556,0.17931321263313293,0.40561532974243164
most,0.311336874961853,0.6236066222190857,0.17011499404907227,0.35393568873405457,0.11837593466043472,0.24972835183143616,0.44364631175994873,0.33751797676086426,0.17725767195224762,0.2107497900724411
of,0.2480744868516922,0.37253960967063904,0.16895952820777893,0.2827862501144409,0.14198152720928192,0.15874384343624115,0.3802283704280853,0.31685134768486023,0.24332952499389648,0.1826142966747284
60,0.12259688228368759,0.0015101747121661901,-0.020087122917175293,0.041363123804330826,-0.039832569658756256,-0.14754237234592438,0.01954333484172821,0.03592681139707565,-0.07185358554124832,0.06999651342630386
minutes,0.2050236165523529,0.1504853516817093,0.16872528195381165,0.153090700507164,0.16128169000148773,0.2898254692554474,0.19174879789352417,0.15956108272075653,0.191646009683609,0.14419560134410858
',0.18823795020580292,0.15973903238773346,0.2026606649160385,0.22534559667110443,0.2352709174156189,0.1677912026643753,0.2580406367778778,0.20948141813278198,0.21459165215492249,0.330942302942276
duration,0.3230358958244324,0.1988067626953125,0.14568836987018585,0.12819021940231323,0.22585424780845642,0.24235032498836517,0.295404314994812,0.26753947138786316,0.207253560423851,0.24553591012954712
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.26344001293182373,0.3541618287563324,0.34873589873313904,0.25911012291908264,0.31091248989105225
one,0.3213292360305786,0.4223630726337433,0.17397142946720123,0.40083858370780945,0.15366797149181366,0.21907533705234528,0.4507926106452942,0.3407197892665863,0.2880101203918457,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.16895952820777893,0.2827862501144409,0.14198152720928192,0.15874384343624115,0.3802283704280853,0.31685134768486023,0.24332952499389648,0.1826142966747284
72,0.04387342929840088,0.09622936695814133,-0.06165334954857826,-0.005057917442172766,0.02544873207807541,0.014242161065340042,0.015623284503817558,0.026281848549842834,-0.0889742523431778,0.019383765757083893
minutes,0.2050236165523529,0.1504853516817093,0.16872528195381165,0.153090700507164,0.16128169000148773,0.2898254692554474,0.19174879789352417,0.15956108272075653,0.191646009683609,0.14419560134410858
),0.17939934134483337,0.16602720320224762,0.1509941965341568,0.2457384318113327,0.21935993432998657,0.1844811886548996,0.22866283357143402,0.1854540854692459,0.20446927845478058,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.26344001293182373,0.3541618287563324,0.34873589873313904,0.25911012291908264,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.21673844754695892,0.41279885172843933,0.1769854575395584,0.2794165015220642,0.4711785912513733,0.3424558639526367,0.28805026412010193,0.20544172823429108
four,0.1955733299255371,0.4139232039451599,0.08153758198022842,0.1980169266462326,0.13900655508041382,0.23760388791561127,0.3544043302536011,0.315487802028656,0.2184745818376541,0.14532537758350372
additional,0.22369614243507385,0.24535326659679413,0.11912983655929565,0.19588695466518402,0.21911749243736267,0.34746187925338745,0.3269815742969513,0.2657521665096283,0.17514744400978088,0.24309562146663666
specials,0.24659700691699982,0.3621196746826172,0.23998045921325684,0.2836933434009552,0.3211151957511902,1.0000001192092896,0.27145257592201233,0.2832280397415161,0.2958431839942932,0.2582153379917145
ranging,0.1890265941619873,0.3505823612213135,0.05589593946933746,0.10510164499282837,0.19282634556293488,0.22534418106079102,0.30342352390289307,0.20163299143314362,0.19800260663032532,0.09338733553886414
from,0.22939439117908478,0.33099696040153503,0.15658842027187347,0.27839982509613037,0.15571251511573792,0.15127304196357727,0.30702701210975647,0.27624839544296265,0.16422823071479797,0.19969791173934937
60,0.12259688228368759,0.0015101747121661901,-0.020087122917175293,0.041363123804330826,-0.039832569658756256,-0.14754237234592438,0.01954333484172821,0.03592681139707565,-0.07185358554124832,0.06999651342630386
to,0.44169697165489197,0.40243685245513916,0.22950075566768646,0.42656609416007996,0.17153602838516235,0.2470153123140335,0.4544740617275238,0.34945759177207947,0.23958280682563782,0.29463258385658264
75,-0.06230953708291054,-0.028689786791801453,-0.06400221586227417,-0.06506567448377609,-0.0016425482463091612,0.011462864466011524,-0.05516570433974266,0.02138228714466095,-0.034485507756471634,0.017522118985652924
minutes,0.2050236165523529,0.1504853516817093,0.16872528195381165,0.153090700507164,0.16128169000148773,0.2898254692554474,0.19174879789352417,0.15956108272075653,0.191646009683609,0.14419560134410858
in,0.2601168751716614,0.41474202275276184,0.25567495822906494,0.2792111933231354,0.17820265889167786,0.2802408039569855,0.36843645572662354,0.3515113592147827,0.2988935708999634,0.20430970191955566
2009,-0.20996622741222382,-0.20668762922286987,-0.08192629367113113,-0.22352436184883118,-0.007632635533809662,-0.06777181476354599,-0.2793707251548767,-0.23083935678005219,-0.1192617267370224,-0.2287932187318802
",",0.22659391164779663,0.40610817074775696,0.20407600700855255,0.3365725874900818,0.2420792281627655,0.26344001293182373,0.3541618287563324,0.34873589873313904,0.25911012291908264,0.31091248989105225
2010,0.17927342653274536,0.33878764510154724,0.06750862300395966,0.30279624462127686,0.11616573482751846,0.07329355180263519,0.31863707304000854,0.23750223219394684,0.12857837975025177,0.21232788264751434
and,0.33647966384887695,0.5296266674995422,0.21673844754695892,0.41279885172843933,0.1769854575395584,0.2794165015220642,0.4711785912513733,0.3424558639526367,0.28805026412010193,0.20544172823429108
2013,-0.3374192416667938,-0.35065704584121704,0.0035236324183642864,-0.16540901362895966,-0.23079676926136017,-0.21580366790294647,-0.49528077244758606,-0.3737049996852875,-0.3168867826461792,-0.2969330847263336
.,0.3287222981452942,0.3974229395389557,0.22361043095588684,0.3541337847709656,0.22314779460430145,0.2491854876279831,0.41614407300949097,0.33645182847976685,0.3143177330493927,0.4130953550338745
