,if,a,force,is,pointing,horizontally,to,the,northeast,",",how,many,forces,can,you,split,the,force,into,?
two,0.24792033433914185,0.3289857804775238,0.22581329941749573,0.2315155267715454,0.290440171957016,0.26960259675979614,0.3343428373336792,0.43858039379119873,0.1807156503200531,0.35859420895576477,0.2499001920223236,0.5147606730461121,0.20150142908096313,0.282000333070755,0.24682119488716125,0.4164069890975952,0.43858039379119873,0.22581329941749573,0.34175926446914673,0.19645625352859497
forces,0.1562235802412033,0.17848460376262665,0.6498695015907288,0.18792390823364258,0.16434569656848907,0.263849675655365,0.2581802308559418,0.3134811818599701,0.2180207520723343,0.2544684410095215,0.17453457415103912,0.20333386957645416,1.0,0.15958181023597717,0.18848340213298798,0.15887415409088135,0.3134811818599701,0.6498695015907288,0.18807947635650635,0.16984491050243378
",",0.257730096578598,0.427140474319458,0.22091743350028992,0.4691906273365021,0.298513263463974,0.1838129460811615,0.44245919585227966,0.4933079481124878,0.27501338720321655,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.2544684410095215,0.3139454126358032,0.3199685513973236,0.26985031366348267,0.4933079481124878,0.22091743350028992,0.2826121151447296,0.31091248989105225
one,0.37931159138679504,0.4910551905632019,0.23989498615264893,0.4544198513031006,0.3299386203289032,0.236867293715477,0.4025384783744812,0.5514441132545471,0.2431434541940689,0.3696635365486145,0.3213292360305786,0.4223630726337433,0.14723527431488037,0.34032124280929565,0.3209226429462433,0.2749306261539459,0.5514441132545471,0.23989498615264893,0.31758198142051697,0.2673267424106598
pointing,0.33548396825790405,0.30227750539779663,0.1671999841928482,0.23654665052890778,1.0,0.3454684913158417,0.31448274850845337,0.3205399215221405,0.18197861313819885,0.298513263463974,0.3153384327888489,0.21949796378612518,0.16434569656848907,0.31783878803253174,0.41108235716819763,0.22188545763492584,0.3205399215221405,0.1671999841928482,0.20239172875881195,0.284930557012558
north,0.10570767521858215,0.25008413195610046,0.1784413754940033,0.2993389368057251,0.17433473467826843,0.21255074441432953,0.2743184268474579,0.36298373341560364,0.6601784229278564,0.31834840774536133,0.12114071100950241,0.20274685323238373,0.2323179692029953,0.13564087450504303,0.14802168309688568,0.15704350173473358,0.36298373341560364,0.1784413754940033,0.2229379117488861,0.11829731613397598
",",0.257730096578598,0.427140474319458,0.22091743350028992,0.4691906273365021,0.298513263463974,0.1838129460811615,0.44245919585227966,0.4933079481124878,0.27501338720321655,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.2544684410095215,0.3139454126358032,0.3199685513973236,0.26985031366348267,0.4933079481124878,0.22091743350028992,0.2826121151447296,0.31091248989105225
and,0.3498523235321045,0.3739250600337982,0.24372100830078125,0.3859752118587494,0.3011816442012787,0.21756964921951294,0.48971283435821533,0.5171257257461548,0.23947806656360626,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.26456665992736816,0.3675691485404968,0.34939926862716675,0.3033278286457062,0.5171257257461548,0.24372100830078125,0.36597734689712524,0.20544172823429108
one,0.37931159138679504,0.4910551905632019,0.23989498615264893,0.4544198513031006,0.3299386203289032,0.236867293715477,0.4025384783744812,0.5514441132545471,0.2431434541940689,0.3696635365486145,0.3213292360305786,0.4223630726337433,0.14723527431488037,0.34032124280929565,0.3209226429462433,0.2749306261539459,0.5514441132545471,0.23989498615264893,0.31758198142051697,0.2673267424106598
pointing,0.33548396825790405,0.30227750539779663,0.1671999841928482,0.23654665052890778,1.0,0.3454684913158417,0.31448274850845337,0.3205399215221405,0.18197861313819885,0.298513263463974,0.3153384327888489,0.21949796378612518,0.16434569656848907,0.31783878803253174,0.41108235716819763,0.22188545763492584,0.3205399215221405,0.1671999841928482,0.20239172875881195,0.284930557012558
east,0.12225456535816193,0.18767057359218597,0.19985491037368774,0.2596127688884735,0.12422160059213638,0.28115513920783997,0.24717837572097778,0.3383176326751709,0.6628297567367554,0.319791704416275,0.1773146688938141,0.20167402923107147,0.23932476341724396,0.08273158967494965,0.14490868151187897,0.2539934813976288,0.3383176326751709,0.19985491037368774,0.22208081185817719,0.10070597380399704
.,0.421799898147583,0.50484299659729,0.2783275842666626,0.4569662809371948,0.271330863237381,0.19134391844272614,0.4645031690597534,0.5934505462646484,0.19126436114311218,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.21802116930484772,0.35783761739730835,0.31283900141716003,0.26228174567222595,0.5934505462646484,0.2783275842666626,0.26250120997428894,0.4130953550338745
