,the,taliban,was,so,different,from,other,moments,that,they,could,be,more,accurately,described,as,being,what,?
where,0.5003893971443176,0.1363796442747116,0.20731619000434875,0.48571300506591797,0.3571959137916565,0.3713873624801636,0.3730994164943695,0.25108861923217773,0.4876193106174469,0.43078136444091797,0.39511504769325256,0.3651217818260193,0.29405033588409424,0.27955153584480286,0.17175348103046417,0.35409465432167053,0.34980592131614685,0.4457937180995941,0.24793872237205505
they,0.49925389885902405,0.2774893343448639,0.3300964832305908,0.5883795619010925,0.4649348556995392,0.3321932256221771,0.5182796120643616,0.2584707736968994,0.5710820555686951,0.9999999403953552,0.5337496995925903,0.4858434796333313,0.4636705815792084,0.3396154046058655,0.23092494904994965,0.3294360637664795,0.41845834255218506,0.4431931674480438,0.2753053903579712
might,0.32504433393478394,0.20555537939071655,0.25552675127983093,0.5414304137229919,0.4031476080417633,0.23411066830158234,0.4252184331417084,0.2981996238231659,0.5377011895179749,0.44163188338279724,0.6789005398750305,0.5260229706764221,0.4014604389667511,0.38982683420181274,0.2493770718574524,0.3630484640598297,0.40220335125923157,0.4838182032108307,0.41058459877967834
be,0.4248143136501312,0.19476847350597382,0.42228707671165466,0.5552230477333069,0.3756779432296753,0.3107333183288574,0.4629868268966675,0.30899399518966675,0.6036020517349243,0.4858434796333313,0.4791525900363922,1.0,0.5445363521575928,0.39790111780166626,0.30553197860717773,0.5230465531349182,0.5586286783218384,0.3929833769798279,0.3324260413646698
more,0.39758381247520447,0.21313685178756714,0.21525104343891144,0.5254946947097778,0.36376041173934937,0.2529715299606323,0.49628373980522156,0.22940076887607574,0.4813884496688843,0.4636705815792084,0.4129549562931061,0.5445363521575928,1.0,0.3428708612918854,0.2513299882411957,0.42839905619621277,0.36479651927948,0.3484537899494171,0.27894994616508484
properly,0.28738877177238464,0.20307081937789917,0.22875086963176727,0.46296703815460205,0.3084736764431,0.17194540798664093,0.3028135597705841,0.24173493683338165,0.41112789511680603,0.3968977630138397,0.43402034044265747,0.4372868537902832,0.3030400276184082,0.40578562021255493,0.1825539618730545,0.2683442533016205,0.42178595066070557,0.37598976492881775,0.3050191104412079
described,0.2878154516220093,0.13724280893802643,0.2883506715297699,0.2404295802116394,0.2913402318954468,0.17046944797039032,0.19785986840724945,0.2191118746995926,0.3262448310852051,0.23092494904994965,0.1540316343307495,0.30553197860717773,0.2513299882411957,0.3285159170627594,0.9999999403953552,0.3644653260707855,0.27359309792518616,0.22590412199497223,0.1374269425868988
as,0.48381632566452026,0.18671482801437378,0.3677520453929901,0.4399555027484894,0.2646806538105011,0.3251767158508301,0.42805421352386475,0.23803052306175232,0.4735107421875,0.3294360637664795,0.32771480083465576,0.5230465531349182,0.42839905619621277,0.3264828324317932,0.3644653260707855,1.0,0.46524563431739807,0.31749409437179565,0.27043893933296204
islamic,0.27231070399284363,0.5567901730537415,0.19776177406311035,0.13149791955947876,0.18096524477005005,0.17753800749778748,0.1833248734474182,0.18698376417160034,0.22403839230537415,0.18765293061733246,0.13836009800434113,0.16662408411502838,0.18334415555000305,0.18387755751609802,0.18000151216983795,0.20407888293266296,0.1907387375831604,0.2204568088054657,0.1692383587360382
fundamentalist,0.20134446024894714,0.3080751895904541,0.2611675560474396,0.2141508013010025,0.23174326121807098,0.15739935636520386,0.24694041907787323,0.19270636141300201,0.2824009954929352,0.2164711356163025,0.15321876108646393,0.18435409665107727,0.178557351231575,0.161464124917984,0.3008621335029602,0.26399287581443787,0.24826164543628693,0.24783958494663239,0.14914041757583618
or,0.4174870550632477,0.15163978934288025,0.2330796718597412,0.45342662930488586,0.41923218965530396,0.31242018938064575,0.5325124859809875,0.1900944858789444,0.4729836881160736,0.4633304476737976,0.4357736110687256,0.5260903835296631,0.41612157225608826,0.29776546359062195,0.25404343008995056,0.4400654137134552,0.3904624283313751,0.33867141604423523,0.32389625906944275
neofundamentalist,0.23895132541656494,0.3149968385696411,0.27970650792121887,0.24361447989940643,0.2556261718273163,0.18820904195308685,0.27506932616233826,0.20305266976356506,0.3057323396205902,0.23976698517799377,0.16913646459579468,0.21713730692863464,0.2126678228378296,0.18798474967479706,0.3431857228279114,0.2808326482772827,0.27440330386161804,0.2734944224357605,0.18383441865444183
",",0.4933079481124878,0.24089160561561584,0.45456063747406006,0.3716299831867218,0.32220861315727234,0.39760664105415344,0.4446498453617096,0.21995268762111664,0.4137537479400635,0.390799880027771,0.27399855852127075,0.39254459738731384,0.3696524500846863,0.21077224612236023,0.25326472520828247,0.48816442489624023,0.34499165415763855,0.3087472915649414,0.31091248989105225
interested,0.22813944518566132,0.14638955891132355,0.22676867246627808,0.4008476436138153,0.2854611873626709,0.19594129920005798,0.2848222553730011,0.2518414556980133,0.4021613895893097,0.3255223035812378,0.3300495445728302,0.24257908761501312,0.3021618127822876,0.2568427324295044,0.2988300621509552,0.2444835901260376,0.1916491538286209,0.35256704688072205,0.2901444137096405
in,0.6662389636039734,0.23539823293685913,0.45514053106307983,0.31275880336761475,0.29409363865852356,0.4274188280105591,0.39989137649536133,0.21044118702411652,0.435920387506485,0.4330179989337921,0.29357993602752686,0.3481820821762085,0.32563260197639465,0.16446353495121002,0.28813880681991577,0.3887844979763031,0.33162933588027954,0.30808621644973755,0.20430970191955566
spreading,0.3464648723602295,0.27334466576576233,0.16064481437206268,0.26311373710632324,0.29204702377319336,0.24486413598060608,0.33944734930992126,0.15867672860622406,0.3587521016597748,0.2586192190647125,0.2612400949001312,0.2573886811733246,0.3459339141845703,0.2471914142370224,0.2586226463317871,0.22481825947761536,0.3134215474128723,0.29376479983329773,0.18905867636203766
``,0.029072100296616554,0.10435450822114944,-0.012679691426455975,0.11769691109657288,0.07249068468809128,0.02677825279533863,0.10245004296302795,0.000935486052185297,0.05285148695111275,0.0819322019815445,0.07445607334375381,0.07670000940561295,0.08673381805419922,0.09694644063711166,-0.0018293076427653432,0.03910288214683533,0.0027407517191022635,0.008517155423760414,0.0685480609536171
an,0.4207492768764496,0.18686498701572418,0.3694365322589874,0.30126363039016724,0.20424599945545197,0.20876385271549225,0.1556563824415207,0.1583859622478485,0.365763783454895,0.2435421496629715,0.24300263822078705,0.33041056990623474,0.316240519285202,0.26211726665496826,0.24499115347862244,0.37218472361564636,0.2743402123451233,0.2821882665157318,0.19793890416622162
idealized,0.2670111060142517,0.19891658425331116,0.2955186069011688,0.3162073791027069,0.21146968007087708,0.19064636528491974,0.20670540630817413,0.2645108103752136,0.37095609307289124,0.26430729031562805,0.36025017499923706,0.3039533793926239,0.2798084616661072,0.3589814305305481,0.46410608291625977,0.2370528280735016,0.3130960166454315,0.2812896966934204,0.0859936773777008
and,0.5171257257461548,0.3037244379520416,0.3740963041782379,0.4655851125717163,0.39536112546920776,0.3601827025413513,0.5504306554794312,0.2671593129634857,0.4731321930885315,0.5073080658912659,0.3385082483291626,0.41766801476478577,0.39880692958831787,0.2519727945327759,0.2681671977043152,0.49487000703811646,0.4286794066429138,0.31309178471565247,0.20544172823429108
systematized,0.29279008507728577,0.20371052622795105,0.24104361236095428,0.2681581377983093,0.22965919971466064,0.20883499085903168,0.2614860236644745,0.14650841057300568,0.3028005063533783,0.3092305660247803,0.2793232798576355,0.22079503536224365,0.287308007478714,0.2809319496154785,0.3897307515144348,0.2623407244682312,0.2266036570072174,0.28046199679374695,0.17066960036754608
version,0.27268242835998535,0.12342976778745651,0.297456830739975,0.2735357880592346,0.22860558331012726,0.22506564855575562,0.16394324600696564,0.23140086233615875,0.26565122604370117,0.1656763106584549,0.24337568879127502,0.2937901020050049,0.22629407048225403,0.274978905916214,0.15707679092884064,0.26424798369407654,0.22812239825725555,0.20755547285079956,0.2573966085910797
of,0.733189046382904,0.2280503511428833,0.4069072902202606,0.3184450566768646,0.3747533857822418,0.4249346852302551,0.38583824038505554,0.20084315538406372,0.41498205065727234,0.3426007330417633,0.29043012857437134,0.33904364705085754,0.30478984117507935,0.15633516013622284,0.297532320022583,0.3886612355709076,0.34885138273239136,0.33290785551071167,0.1826142966747284
conservative,0.19218477606773376,0.28129804134368896,0.23996923863887787,0.1788991093635559,0.1836874634027481,0.18036876618862152,0.13751332461833954,0.14029167592525482,0.17636248469352722,0.1493283212184906,0.13236631453037262,0.1902313530445099,0.1711777001619339,0.16746985912322998,0.208308607339859,0.24418826401233673,0.2231796830892563,0.1886831820011139,0.1597563922405243
tribal,0.259813129901886,0.3645438253879547,0.20444342494010925,0.19418330490589142,0.24219174683094025,0.11355443298816681,0.2135685682296753,0.1378859132528305,0.18325629830360413,0.25043240189552307,0.23971153795719147,0.18311548233032227,0.14851103723049164,0.1844911277294159,0.12686151266098022,0.146113321185112,0.1971382051706314,0.21726880967617035,0.0904514268040657
village,0.2579529881477356,0.19466255605220795,0.21511445939540863,0.1361265480518341,0.05591548606753349,0.16933302581310272,0.10460560023784637,0.08666043728590012,0.15823085606098175,0.12345544248819351,0.115205779671669,0.10863963514566422,0.1318509578704834,0.0666416734457016,0.139100581407547,0.14718757569789886,0.11023475229740143,0.20210839807987213,0.040922991931438446
customs,0.2428995668888092,0.2518124580383301,0.19209906458854675,0.19380053877830505,0.3349531292915344,0.2412019819021225,0.3147851824760437,0.14344945549964905,0.26911666989326477,0.29573026299476624,0.25806501507759094,0.1940493881702423,0.1806502342224121,0.18833312392234802,0.17323829233646393,0.18619459867477417,0.1871572583913803,0.2684868574142456,0.19795118272304535
'',0.041273195296525955,-0.015564264729619026,0.04456103965640068,-0.08742263913154602,0.037724949419498444,-0.011389154009521008,0.021007593721151352,-0.06486725807189941,0.007880004122853279,-0.006317874416708946,-0.0027024701703339815,0.08835477381944656,0.006126302294433117,0.030474646016955376,0.059149324893951416,0.006628023460507393,-0.015289289876818657,0.08143015950918198,0.018684765323996544
under,0.3348022699356079,0.23229633271694183,0.2672741413116455,0.27865275740623474,0.2488885074853897,0.24506589770317078,0.20355120301246643,0.1002504825592041,0.26447200775146484,0.2802797257900238,0.20635274052619934,0.23514987528324127,0.1926022320985794,0.20313452184200287,0.18005460500717163,0.29018887877464294,0.2311614751815796,0.20154598355293274,0.18233340978622437
the,1.0,0.26727861166000366,0.48711544275283813,0.4296516180038452,0.36412742733955383,0.40150508284568787,0.44152235984802246,0.290748655796051,0.5473989248275757,0.49925389885902405,0.35393214225769043,0.4248143136501312,0.39758381247520447,0.2295762449502945,0.2878154516220093,0.48381632566452026,0.419739305973053,0.42745697498321533,0.22068053483963013
label,0.24893689155578613,0.16176873445510864,0.19368088245391846,0.22130225598812103,0.1724039763212204,0.11683039367198944,0.1923118531703949,0.0983228012919426,0.1577979028224945,0.16954602301120758,0.13770605623722076,0.17079851031303406,0.16741058230400085,0.11643122136592865,0.18834444880485535,0.16782818734645844,0.22515884041786194,0.1364249736070633,0.13554392755031586
of,0.733189046382904,0.2280503511428833,0.4069072902202606,0.3184450566768646,0.3747533857822418,0.4249346852302551,0.38583824038505554,0.20084315538406372,0.41498205065727234,0.3426007330417633,0.29043012857437134,0.33904364705085754,0.30478984117507935,0.15633516013622284,0.297532320022583,0.3886612355709076,0.34885138273239136,0.33290785551071167,0.1826142966747284
sharia,0.24295726418495178,0.47205302119255066,0.18241116404533386,0.21081799268722534,0.22907879948616028,0.1374194175004959,0.27367258071899414,0.175009086728096,0.3099101781845093,0.26337525248527527,0.16906528174877167,0.29372403025627136,0.21091791987419128,0.21053186058998108,0.19644632935523987,0.23338402807712555,0.24901731312274933,0.29208725690841675,0.22811804711818695
to,0.535392165184021,0.26503223180770874,0.3636345863342285,0.5091881155967712,0.3617510497570038,0.4069952368736267,0.4193183183670044,0.2568005323410034,0.5436353087425232,0.5452046394348145,0.5461788773536682,0.4972836375236511,0.47084665298461914,0.3627360463142395,0.16602091491222382,0.42092081904411316,0.4514104127883911,0.455847829580307,0.29463258385658264
an,0.4207492768764496,0.18686498701572418,0.3694365322589874,0.30126363039016724,0.20424599945545197,0.20876385271549225,0.1556563824415207,0.1583859622478485,0.365763783454895,0.2435421496629715,0.24300263822078705,0.33041056990623474,0.316240519285202,0.26211726665496826,0.24499115347862244,0.37218472361564636,0.2743402123451233,0.2821882665157318,0.19793890416622162
entire,0.4870373010635376,0.19323523342609406,0.2562327980995178,0.3391757905483246,0.25609374046325684,0.21206918358802795,0.2549552321434021,0.24852870404720306,0.40228042006492615,0.2554263770580292,0.2827538847923279,0.28462302684783936,0.33166366815567017,0.28954362869262695,0.20489685237407684,0.24939298629760742,0.3200634717941284,0.37562522292137146,0.17068447172641754
country,0.30432501435279846,0.3135194182395935,0.24557247757911682,0.2178422212600708,0.23404330015182495,0.21630296111106873,0.28020480275154114,0.12271308898925781,0.210195854306221,0.2384694516658783,0.1958961933851242,0.2115473747253418,0.16735000908374786,0.12815959751605988,0.12847045063972473,0.2241005152463913,0.2409067302942276,0.22705033421516418,0.12647280097007751
.,0.5934505462646484,0.2613162100315094,0.40146201848983765,0.45412498712539673,0.31511759757995605,0.41536515951156616,0.41511186957359314,0.2087162435054779,0.4460422694683075,0.4510921239852905,0.3200591504573822,0.4383580684661865,0.4070230722427368,0.20175586640834808,0.21733810007572174,0.515582263469696,0.35574623942375183,0.3567904531955719,0.4130953550338745
