,who,is,the,current,president,and,the,high,representative,for,foreign,and,security,policy,?
federica,0.2725834250450134,0.1716797947883606,0.25488120317459106,0.05542561784386635,0.3107120394706726,0.2749442458152771,0.25488120317459106,0.09713273495435715,0.21749240159988403,0.2095566987991333,0.22873817384243011,0.2749442458152771,0.13884921371936798,0.16673074662685394,0.22774741053581238
mogherini,0.2963939905166626,0.2477811574935913,0.2846514582633972,0.13816586136817932,0.25901713967323303,0.3768191337585449,0.2846514582633972,0.18285253643989563,0.28176549077033997,0.20327381789684296,0.22200264036655426,0.3768191337585449,0.1807667464017868,0.14506539702415466,0.1642206758260727
),0.2457384318113327,0.37732169032096863,0.3456730246543884,0.2365816831588745,0.1912459284067154,0.4961937665939331,0.3456730246543884,0.18911464512348175,0.22446775436401367,0.3639558255672455,0.18821272253990173,0.4961937665939331,0.20176973938941956,0.22539465129375458,0.42300865054130554
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.29179835319519043,0.26255303621292114,0.588965117931366,0.5934505462646484,0.24301011860370636,0.25943392515182495,0.4726039469242096,0.20514161884784698,0.588965117931366,0.2259770631790161,0.25152966380119324,0.4130953550338745
,who,is,the,current,president,and,the,high,representative,for,foreign,and,security,policy,?
the,0.3733934462070465,0.5823672413825989,1.0,0.3314409554004669,0.24330610036849976,0.5171257257461548,1.0,0.28034812211990356,0.23411999642848969,0.4739971458911896,0.2946566939353943,0.5171257257461548,0.2683938145637512,0.2358427494764328,0.22068053483963013
commission,0.15008439123630524,0.19761666655540466,0.24418850243091583,0.18868406116962433,0.33393093943595886,0.21015366911888123,0.24418850243091583,0.21794597804546356,0.37761300802230835,0.23846951127052307,0.2753342390060425,0.21015366911888123,0.33905869722366333,0.3348429799079895,0.16231559216976166
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,0.004145179875195026,-0.08566092699766159,0.06895173341035843,-0.01540423184633255,-0.04658069461584091,-0.009114238433539867,-0.07241261005401611,-0.03933240845799446,0.06895173341035843,-0.05038785561919212,-0.07627277821302414,-0.023395681753754616
president,0.22565458714962006,0.15443938970565796,0.24330610036849976,0.23194746673107147,1.0000001192092896,0.23286236822605133,0.24330610036849976,0.1299213021993637,0.43036654591560364,0.17469504475593567,0.3538537621498108,0.23286236822605133,0.26606523990631104,0.3055036664009094,0.14148259162902832
(,0.2443375140428543,0.35393038392066956,0.33289089798927307,0.25988274812698364,0.2037333846092224,0.4862271547317505,0.33289089798927307,0.20521607995033264,0.24191828072071075,0.3357032239437103,0.1872951239347458,0.4862271547317505,0.1800733506679535,0.25026944279670715,0.40561532974243164
currently,0.3362814784049988,0.4011616110801697,0.2945235073566437,0.5213339328765869,0.17231957614421844,0.2922934591770172,0.2945235073566437,0.1441410928964615,0.19405411183834076,0.4316125214099884,0.16453295946121216,0.2922934591770172,0.20249660313129425,0.2733784019947052,0.1861555278301239
an,0.2848317325115204,0.4654068350791931,0.4207492768764496,0.1350913941860199,0.16313809156417847,0.2838519215583801,0.4207492768764496,0.13532011210918427,0.2048971801996231,0.3236706852912903,0.17563144862651825,0.2838519215583801,0.16513797640800476,0.19907741248607635,0.19793890416622162
ex-luxembourg,0.143067866563797,0.22094212472438812,0.28046363592147827,0.21371565759181976,0.23320767283439636,0.26309406757354736,0.28046363592147827,0.07798434048891068,0.2239360511302948,0.1665925532579422,0.246482253074646,0.26309406757354736,0.19834783673286438,0.18245521187782288,0.09389379620552063
prime,0.16031751036643982,0.16680827736854553,0.19960100948810577,0.19939251244068146,0.4275011718273163,0.21528048813343048,0.19960100948810577,0.09610499441623688,0.3192552626132965,0.17833133041858673,0.3864750862121582,0.21528048813343048,0.22082898020744324,0.21084649860858917,0.11276303976774216
minister,0.18775032460689545,0.15245889127254486,0.19297581911087036,0.18920888006687164,0.4795275330543518,0.24971023201942444,0.19297581911087036,0.09232021868228912,0.3629952371120453,0.1931433081626892,0.40640386939048767,0.24971023201942444,0.24869298934936523,0.2511084973812103,0.10825661569833755
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.29341426491737366,0.26552814245224,0.6633074283599854,0.4933079481124878,0.27938312292099,0.28145894408226013,0.4464869201183319,0.2636609673500061,0.6633074283599854,0.21305516362190247,0.2903050184249878,0.31091248989105225
jean-claude,0.2688329517841339,0.1370164155960083,0.20877203345298767,0.1550765186548233,0.31219393014907837,0.22447240352630615,0.20877203345298767,0.11160143464803696,0.25031793117523193,0.1307145059108734,0.2038612961769104,0.22447240352630615,0.2154078185558319,0.2074790894985199,0.19950850307941437
juncker,0.2667383849620819,0.28464415669441223,0.3436424434185028,0.19434621930122375,0.4100951552391052,0.3501017689704895,0.3436424434185028,0.19343364238739014,0.29791584610939026,0.2618478536605835,0.3905441462993622,0.3501017689704895,0.32061123847961426,0.2606806755065918,0.21754881739616394
),0.2457384318113327,0.37732169032096863,0.3456730246543884,0.2365816831588745,0.1912459284067154,0.4961937665939331,0.3456730246543884,0.18911464512348175,0.22446775436401367,0.3639558255672455,0.18821272253990173,0.4961937665939331,0.20176973938941956,0.22539465129375458,0.42300865054130554
sets,0.17237307131290436,0.13592837750911713,0.2320500761270523,0.09415992349386215,0.07671130448579788,0.23491808772087097,0.2320500761270523,0.1071823462843895,0.13019919395446777,0.21452194452285767,0.15889394283294678,0.23491808772087097,0.20833881199359894,0.0985119566321373,0.07869148254394531
the,0.3733934462070465,0.5823672413825989,1.0,0.3314409554004669,0.24330610036849976,0.5171257257461548,1.0,0.28034812211990356,0.23411999642848969,0.4739971458911896,0.2946566939353943,0.5171257257461548,0.2683938145637512,0.2358427494764328,0.22068053483963013
agenda,0.2428666353225708,0.19825543463230133,0.24096648395061493,0.18585334718227386,0.2525504529476166,0.2819797396659851,0.24096648395061493,0.12958338856697083,0.2608938217163086,0.19869542121887207,0.20277534425258636,0.2819797396659851,0.3256820738315582,0.4971698522567749,0.2831370234489441
for,0.37110671401023865,0.43268078565597534,0.4739971458911896,0.27481377124786377,0.17469504475593567,0.5064792633056641,0.4739971458911896,0.1925620585680008,0.2257537543773651,0.9999999403953552,0.3257881999015808,0.5064792633056641,0.2820751667022705,0.2759707272052765,0.264628142118454
the,0.3733934462070465,0.5823672413825989,1.0,0.3314409554004669,0.24330610036849976,0.5171257257461548,1.0,0.28034812211990356,0.23411999642848969,0.4739971458911896,0.2946566939353943,0.5171257257461548,0.2683938145637512,0.2358427494764328,0.22068053483963013
eu,0.14166101813316345,0.12234814465045929,0.14126400649547577,0.11583168059587479,0.20243534445762634,0.16977795958518982,0.14126400649547577,0.0696226954460144,0.23703205585479736,0.17181243002414703,0.26976361870765686,0.16977795958518982,0.20528410375118256,0.293790340423584,0.21586786210536957
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,0.004145179875195026,-0.08566092699766159,0.06895173341035843,-0.01540423184633255,-0.04658069461584091,-0.009114238433539867,-0.07241261005401611,-0.03933240845799446,0.06895173341035843,-0.05038785561919212,-0.07627277821302414,-0.023395681753754616
work,0.3146236836910248,0.22475390136241913,0.2704800069332123,0.13043683767318726,0.13244125247001648,0.37551814317703247,0.2704800069332123,0.1812952160835266,0.1502024382352829,0.4087657630443573,0.1856255829334259,0.37551814317703247,0.17527203261852264,0.24158239364624023,0.2621155381202698
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.29179835319519043,0.26255303621292114,0.588965117931366,0.5934505462646484,0.24301011860370636,0.25943392515182495,0.4726039469242096,0.20514161884784698,0.588965117931366,0.2259770631790161,0.25152966380119324,0.4130953550338745
