,what,company,was,chosen,to,build,an,ac,distribution,system,at,niagara,falls,?
awarded,0.0973663404583931,0.12811017036437988,0.30614012479782104,0.2768661677837372,0.17180772125720978,0.17219361662864685,0.14996562898159027,0.12193654477596283,0.09457964450120926,0.10380887985229492,0.2368638515472412,0.18746566772460938,0.10167896747589111,0.1431703418493271
to,0.455847829580307,0.24903783202171326,0.3636345863342285,0.30746549367904663,1.0,0.38783395290374756,0.3138085603713989,0.13302072882652283,0.18405549228191376,0.26662686467170715,0.36524343490600586,0.25441214442253113,0.15835121273994446,0.29463258385658264
general,0.24928055703639984,0.18813984096050262,0.2445744127035141,0.1502160131931305,0.24755197763442993,0.14948463439941406,0.16276395320892334,0.13146427273750305,0.18146386742591858,0.1523423045873642,0.2006627768278122,0.1511448323726654,0.1472192406654358,0.1972234547138214
electric,0.15451551973819733,0.27608945965766907,0.17723047733306885,0.12954206764698029,0.2115597426891327,0.17377527058124542,0.13662607967853546,0.4138762056827545,0.22504845261573792,0.20826025307178497,0.17301374673843384,0.152048721909523,0.03769279643893242,0.15674720704555511
.,0.3567904531955719,0.266353577375412,0.40146201848983765,0.242553249001503,0.4645031690597534,0.275961309671402,0.3581749200820923,0.21823462843894958,0.22641029953956604,0.2277725487947464,0.4549728035926819,0.2538547217845917,0.22448869049549103,0.4130953550338745
,what,company,was,chosen,to,build,an,ac,distribution,system,at,niagara,falls,?
based,0.274813175201416,0.26747408509254456,0.2870393395423889,0.19553826749324799,0.19629007577896118,0.21690703928470612,0.2026301473379135,0.0943051427602768,0.23500297963619232,0.21904397010803223,0.17453226447105408,0.058182958513498306,0.10185535252094269,0.134929820895195
on,0.34226128458976746,0.23664942383766174,0.3909217119216919,0.19324959814548492,0.41031414270401,0.21995799243450165,0.3192969560623169,0.13194037973880768,0.21695242822170258,0.21675898134708405,0.4806317389011383,0.24953512847423553,0.2028466761112213,0.2714994251728058
tesla,0.23221199214458466,0.23045730590820312,0.16455206274986267,0.09661933779716492,0.17548894882202148,0.21614734828472137,0.13714656233787537,0.31766265630722046,0.20561231672763824,0.18243813514709473,0.16552478075027466,0.21620036661624908,0.07821866124868393,0.10250775516033173
's,0.02692362666130066,0.003266559913754463,0.008974763564765453,-0.02459627017378807,0.03782717138528824,0.08569536358118057,0.025255560874938965,0.040544040501117706,0.049042776226997375,0.04329425096511841,-0.08481216430664062,-0.03234507888555527,-0.060951314866542816,-0.023395681753754616
advice,0.28473421931266785,0.17203088104724884,0.19147352874279022,0.18805453181266785,0.29231828451156616,0.1751100718975067,0.16465872526168823,0.08683950453996658,0.1446533352136612,0.14225605130195618,0.1417199969291687,0.14087234437465668,0.04237210378050804,0.17199933528900146
and,0.31309178471565247,0.23788511753082275,0.3740963041782379,0.1962766945362091,0.48971283435821533,0.27539998292922974,0.2838519215583801,0.08613406121730804,0.24142658710479736,0.231138214468956,0.3571503460407257,0.24463236331939697,0.23301942646503448,0.20544172823429108
westinghouse,0.16126319766044617,0.35389670729637146,0.30702054500579834,0.14452262222766876,0.22176946699619293,0.19859160482883453,0.24657122790813446,0.2760004699230194,0.3109743297100067,0.22073955833911896,0.24553091824054718,0.3050299286842346,0.129167839884758,0.17307911813259125
's,0.02692362666130066,0.003266559913754463,0.008974763564765453,-0.02459627017378807,0.03782717138528824,0.08569536358118057,0.025255560874938965,0.040544040501117706,0.049042776226997375,0.04329425096511841,-0.08481216430664062,-0.03234507888555527,-0.060951314866542816,-0.023395681753754616
demonstration,0.19416043162345886,0.18063054978847504,0.22351692616939545,0.08814357221126556,0.23557595908641815,0.1811492145061493,0.18899418413639069,0.18789300322532654,0.203048974275589,0.22504253685474396,0.2638597786426544,0.13944126665592194,0.09918821603059769,0.13217706978321075
that,0.6297725439071655,0.22723333537578583,0.33670201897621155,0.2642596662044525,0.5436353087425232,0.3118564784526825,0.365763783454895,0.10693444311618805,0.25933966040611267,0.3088737428188324,0.3183255195617676,0.14027491211891174,0.17870967090129852,0.32716336846351624
they,0.4431931674480438,0.23680368065834045,0.3300964832305908,0.23131631314754486,0.5452046394348145,0.3379060626029968,0.2435421496629715,0.13367603719234467,0.24940121173858643,0.24734781682491302,0.29493749141693115,0.13134905695915222,0.12465837597846985,0.2753053903579712
could,0.4188697934150696,0.15805432200431824,0.39896807074546814,0.26320111751556396,0.5461788773536682,0.28487953543663025,0.24300263822078705,0.12869277596473694,0.2174069583415985,0.2239907830953598,0.25692954659461975,0.14325577020645142,0.1617392897605896,0.3411986827850342
build,0.27055490016937256,0.18956714868545532,0.20898228883743286,0.22481299936771393,0.38783395290374756,1.0000001192092896,0.09444206207990646,0.1320156753063202,0.09708279371261597,0.25008147954940796,0.2175423949956894,0.18378059566020966,0.09684129804372787,0.1704305112361908
a,0.3320399522781372,0.22037413716316223,0.4508470594882965,0.26963019371032715,0.45503583550453186,0.26229962706565857,0.44552403688430786,0.11213719099760056,0.21514776349067688,0.2589043080806732,0.3095070421695709,0.24506419897079468,0.2676706314086914,0.23916715383529663
complete,0.29213884472846985,0.18837426602840424,0.13758507370948792,0.1625465750694275,0.26479288935661316,0.2705826163291931,0.2157072126865387,0.10668609291315079,0.19626329839229584,0.18633759021759033,0.13879677653312683,0.11677452176809311,0.048779234290122986,0.11962060630321503
ac,0.12080251425504684,0.0813010185956955,0.16263911128044128,0.1264488399028778,0.13302072882652283,0.1320156753063202,0.178873673081398,1.0000001192092896,0.17726410925388336,0.1782734990119934,0.1383412778377533,0.11672676354646683,0.044269662350416183,0.19071458280086517
system,0.23557309806346893,0.18630766868591309,0.2147521674633026,0.12194295972585678,0.26662686467170715,0.25008147954940796,0.17536801099777222,0.1782734990119934,0.23639224469661713,1.0000001192092896,0.1684759259223938,0.08481656759977341,0.006587758660316467,0.15556083619594574
at,0.2838611304759979,0.17487694323062897,0.36707764863967896,0.14980661869049072,0.36524343490600586,0.2175423949956894,0.2446778565645218,0.1383412778377533,0.07783564925193787,0.1684759259223938,1.0,0.19669237732887268,0.19282472133636475,0.21978627145290375
the,0.42745697498321533,0.26591673493385315,0.48711544275283813,0.32853078842163086,0.535392165184021,0.2602573335170746,0.4207492768764496,0.11894276738166809,0.27569329738616943,0.3233085572719574,0.457212895154953,0.27139943838119507,0.2708098292350769,0.22068053483963013
columbian,0.22410494089126587,0.15720653533935547,0.29064083099365234,0.06942044198513031,0.1799120306968689,0.21627473831176758,0.14970549941062927,0.0715591087937355,0.18413640558719635,0.2908512055873871,0.1321689635515213,0.3123094141483307,0.16919353604316711,0.08890089392662048
exposition,0.16748280823230743,0.254422664642334,0.30914750695228577,0.2160969078540802,0.16629932820796967,0.17672428488731384,0.13693338632583618,0.12879621982574463,0.20926086604595184,0.15352319180965424,0.22877012193202972,0.3040930926799774,0.16960103809833527,0.09475983679294586
",",0.3087472915649414,0.2697763442993164,0.45456063747406006,0.20892350375652313,0.44245919585227966,0.22204548120498657,0.3581022024154663,0.1705707460641861,0.20136328041553497,0.18439900875091553,0.38314947485923767,0.2475837916135788,0.29322290420532227,0.31091248989105225
a,0.3320399522781372,0.22037413716316223,0.4508470594882965,0.26963019371032715,0.45503583550453186,0.26229962706565857,0.44552403688430786,0.11213719099760056,0.21514776349067688,0.2589043080806732,0.3095070421695709,0.24506419897079468,0.2676706314086914,0.23916715383529663
contract,0.2276902049779892,0.32347777485847473,0.23490020632743835,0.1405707746744156,0.2871469259262085,0.2643553912639618,0.1380891054868698,0.09629063308238983,0.1495971530675888,0.18759410083293915,0.11972115933895111,0.27262336015701294,0.1188860833644867,0.12573233246803284
for,0.3017193675041199,0.25874319672584534,0.3863949179649353,0.28363165259361267,0.4451248347759247,0.24264922738075256,0.3236706852912903,0.13663122057914734,0.2117459923028946,0.2630598843097687,0.34237727522850037,0.18891994655132294,0.10388714075088501,0.264628142118454
building,0.23529528081417084,0.20375382900238037,0.237406387925148,0.19673146307468414,0.2658686637878418,0.5836763381958008,0.09766699373722076,0.10857804864645004,0.07292751222848892,0.2396542727947235,0.2514413893222809,0.19923116266727448,0.14413587749004364,0.13549931347370148
a,0.3320399522781372,0.22037413716316223,0.4508470594882965,0.26963019371032715,0.45503583550453186,0.26229962706565857,0.44552403688430786,0.11213719099760056,0.21514776349067688,0.2589043080806732,0.3095070421695709,0.24506419897079468,0.2676706314086914,0.23916715383529663
two-phase,0.2211930900812149,0.09531427919864655,0.14697730541229248,0.154011532664299,0.2710607349872589,0.19625483453273773,0.1679033637046814,0.12913481891155243,0.18916872143745422,0.2639247179031372,0.25867411494255066,0.18109607696533203,0.08315061032772064,0.17403897643089294
ac,0.12080251425504684,0.0813010185956955,0.16263911128044128,0.1264488399028778,0.13302072882652283,0.1320156753063202,0.178873673081398,1.0000001192092896,0.17726410925388336,0.1782734990119934,0.1383412778377533,0.11672676354646683,0.044269662350416183,0.19071458280086517
generating,0.22770389914512634,0.1931965947151184,0.12078902870416641,0.09823725372552872,0.24904760718345642,0.20691737532615662,0.16442951560020447,0.23601976037025452,0.27573463320732117,0.3360002934932709,0.1616494059562683,0.1649041622877121,0.10254379361867905,0.20393006503582
system,0.23557309806346893,0.18630766868591309,0.2147521674633026,0.12194295972585678,0.26662686467170715,0.25008147954940796,0.17536801099777222,0.1782734990119934,0.23639224469661713,1.0000001192092896,0.1684759259223938,0.08481656759977341,0.006587758660316467,0.15556083619594574
at,0.2838611304759979,0.17487694323062897,0.36707764863967896,0.14980661869049072,0.36524343490600586,0.2175423949956894,0.2446778565645218,0.1383412778377533,0.07783564925193787,0.1684759259223938,1.0,0.19669237732887268,0.19282472133636475,0.21978627145290375
the,0.42745697498321533,0.26591673493385315,0.48711544275283813,0.32853078842163086,0.535392165184021,0.2602573335170746,0.4207492768764496,0.11894276738166809,0.27569329738616943,0.3233085572719574,0.457212895154953,0.27139943838119507,0.2708098292350769,0.22068053483963013
niagara,0.15394002199172974,0.17887718975543976,0.1924375295639038,0.12572968006134033,0.25441214442253113,0.18378059566020966,0.14455999433994293,0.11672676354646683,0.07948004454374313,0.08481656759977341,0.19669237732887268,1.0,0.5035043954849243,0.1411852240562439
falls,0.1882239729166031,0.10471650958061218,0.1706530600786209,0.12464212626218796,0.15835121273994446,0.09684129804372787,0.15426620841026306,0.044269662350416183,0.10148334503173828,0.006587758660316467,0.19282472133636475,0.5035043954849243,1.0,0.15918700397014618
was,0.22111038863658905,0.2293137013912201,1.0000001192092896,0.258492648601532,0.3636345863342285,0.20898228883743286,0.3694365322589874,0.16263911128044128,0.14958971738815308,0.2147521674633026,0.36707764863967896,0.1924375295639038,0.1706530600786209,0.18412111699581146
awarded,0.0973663404583931,0.12811017036437988,0.30614012479782104,0.2768661677837372,0.17180772125720978,0.17219361662864685,0.14996562898159027,0.12193654477596283,0.09457964450120926,0.10380887985229492,0.2368638515472412,0.18746566772460938,0.10167896747589111,0.1431703418493271
to,0.455847829580307,0.24903783202171326,0.3636345863342285,0.30746549367904663,1.0,0.38783395290374756,0.3138085603713989,0.13302072882652283,0.18405549228191376,0.26662686467170715,0.36524343490600586,0.25441214442253113,0.15835121273994446,0.29463258385658264
westinghouse,0.16126319766044617,0.35389670729637146,0.30702054500579834,0.14452262222766876,0.22176946699619293,0.19859160482883453,0.24657122790813446,0.2760004699230194,0.3109743297100067,0.22073955833911896,0.24553091824054718,0.3050299286842346,0.129167839884758,0.17307911813259125
electric,0.15451551973819733,0.27608945965766907,0.17723047733306885,0.12954206764698029,0.2115597426891327,0.17377527058124542,0.13662607967853546,0.4138762056827545,0.22504845261573792,0.20826025307178497,0.17301374673843384,0.152048721909523,0.03769279643893242,0.15674720704555511
.,0.3567904531955719,0.266353577375412,0.40146201848983765,0.242553249001503,0.4645031690597534,0.275961309671402,0.3581749200820923,0.21823462843894958,0.22641029953956604,0.2277725487947464,0.4549728035926819,0.2538547217845917,0.22448869049549103,0.4130953550338745
