,which,of,luther,'s,hymn,was,the,main,one,for,advent,?
gentium,0.24282285571098328,0.18238651752471924,0.1908850073814392,-0.008225498721003532,0.21407358348369598,0.23323336243629456,0.17296795547008514,0.14789284765720367,0.2441483736038208,0.14689065515995026,0.2557254433631897,0.1618622988462448
",",0.3658004403114319,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.22048476338386536,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.3696635365486145,0.4464869201183319,0.13982629776000977,0.31091248989105225
became,0.17613163590431213,0.3638904094696045,0.18142570555210114,0.0067522358149290085,0.1662619560956955,0.6575068235397339,0.36325156688690186,0.13027729094028473,0.3227209746837616,0.3017078936100006,0.1078273206949234,0.11374033987522125
the,0.6521818041801453,0.733189046382904,0.1759674996137619,-0.01540423184633255,0.22713270783424377,0.48711544275283813,1.0,0.38631999492645264,0.5514441132545471,0.4739971458911896,0.23288919031620026,0.22068053483963013
main,0.37042954564094543,0.3177044689655304,0.14779585599899292,0.032559316605329514,0.05490012839436531,0.21035033464431763,0.38631999492645264,1.0000001192092896,0.3519288897514343,0.27491986751556396,0.10654914379119873,0.1665669083595276
hymn,0.23427073657512665,0.27317509055137634,0.24335725605487823,0.01253789383918047,0.9999999403953552,0.21226729452610016,0.22713270783424377,0.05490012839436531,0.18143123388290405,0.1612643152475357,0.3271868824958801,0.15131041407585144
(,0.2589828372001648,0.35032153129577637,0.1677781045436859,0.0012731997994706035,0.13691121339797974,0.2980341613292694,0.33289089798927307,0.21451304852962494,0.2922096848487854,0.3357032239437103,0.1320163905620575,0.40561532974243164
hauptlied,0.2862013280391693,0.3365381360054016,0.30349504947662354,0.009324630722403526,0.29013171792030334,0.4312741160392761,0.38912010192871094,0.24117030203342438,0.28384754061698914,0.2320089191198349,0.19359154999256134,0.25322848558425903
),0.2758678197860718,0.3680361211299896,0.18587662279605865,0.021107977256178856,0.15801535546779633,0.3267642855644226,0.3456730246543884,0.20574742555618286,0.31658053398132324,0.3639558255672455,0.13563601672649384,0.42300865054130554
for,0.44095608592033386,0.4185989499092102,0.12958186864852905,-0.07241261005401611,0.1612643152475357,0.3863949179649353,0.4739971458911896,0.27491986751556396,0.384836345911026,0.9999999403953552,0.1884935349225998,0.264628142118454
advent,0.25525110960006714,0.22604098916053772,0.18341794610023499,0.003266627434641123,0.3271868824958801,0.15126509964466095,0.23288919031620026,0.10654914379119873,0.20233820378780365,0.1884935349225998,0.9999999403953552,0.14403489232063293
.,0.45942068099975586,0.5352458953857422,0.24907569587230682,-0.003708066651597619,0.18054819107055664,0.40146201848983765,0.5934505462646484,0.31122034788131714,0.4123194217681885,0.4726039469242096,0.12518002092838287,0.4130953550338745
