,what,proclamation,gave,huguenots,special,privileges,in,brandenburg,?
were,0.22298263013362885,0.2600337862968445,0.32821545004844666,0.2728680968284607,0.2070464789867401,0.19381500780582428,0.3815755248069763,0.208912655711174,0.17890112102031708
granted,0.2214755117893219,0.4129084348678589,0.3483627438545227,0.24129422008991241,0.2551918923854828,0.5322543978691101,0.21880222856998444,0.2381756454706192,0.22870221734046936
special,0.24134232103824615,0.15700531005859375,0.16829705238342285,0.10084866732358932,1.0000001192092896,0.24828608334064484,0.2897285223007202,0.10372621566057205,0.29623302817344666
privileges,0.2580983340740204,0.32351258397102356,0.19167324900627136,0.2974683344364166,0.24828608334064484,0.9999998807907104,0.19223371148109436,0.29322946071624756,0.25979867577552795
(,0.2411840260028839,0.22906190156936646,0.17880775034427643,0.15251360833644867,0.1810780167579651,0.19016598165035248,0.3087427020072937,0.17612895369529724,0.40561532974243164
edict,0.16707053780555725,0.3906402289867401,0.18526938557624817,0.4464908242225647,0.19320225715637207,0.30819717049598694,0.18521805107593536,0.1607871800661087,0.16218337416648865
of,0.33290785551071167,0.31100159883499146,0.3650403320789337,0.27577435970306396,0.27998968958854675,0.2306697964668274,0.5696388483047485,0.2555319666862488,0.1826142966747284
potsdam,0.18008926510810852,0.2574668824672699,0.16379056870937347,0.2962033152580261,0.11049206554889679,0.20893406867980957,0.24873723089694977,0.5329047441482544,0.16019567847251892
),0.26259949803352356,0.22156158089637756,0.20013560354709625,0.16255038976669312,0.207723930478096,0.2016322910785675,0.3326910734176636,0.17306560277938843,0.42300865054130554
and,0.31309178471565247,0.20539095997810364,0.2681863307952881,0.28783127665519714,0.22352655231952667,0.2459600865840912,0.4954058527946472,0.20632416009902954,0.20544172823429108
churches,0.17877253890037537,0.25747519731521606,0.13874541223049164,0.42087045311927795,0.15273474156856537,0.2991623282432556,0.2825169265270233,0.26192012429237366,0.19824735820293427
in,0.30808621644973755,0.24378183484077454,0.24152803421020508,0.25916293263435364,0.2897285223007202,0.19223371148109436,1.0,0.21939347684383392,0.20430970191955566
which,0.5261979103088379,0.2718118727207184,0.19981732964515686,0.24042612314224243,0.3709421753883362,0.22191090881824493,0.4840516746044159,0.17581307888031006,0.25814583897590637
to,0.455847829580307,0.2827853858470917,0.27167177200317383,0.2685132324695587,0.28623831272125244,0.27349942922592163,0.45010748505592346,0.1350388079881668,0.29463258385658264
worship,0.2504543364048004,0.3129352331161499,0.24558305740356445,0.30641597509384155,0.1950095146894455,0.26356127858161926,0.17689664661884308,0.18895189464092255,0.17813213169574738
(,0.2411840260028839,0.22906190156936646,0.17880775034427643,0.15251360833644867,0.1810780167579651,0.19016598165035248,0.3087427020072937,0.17612895369529724,0.40561532974243164
such,0.23989605903625488,0.17353449761867523,0.1495584398508072,0.13077452778816223,0.2842094898223877,0.24166034162044525,0.2704046070575714,0.08864409476518631,0.17851735651493073
as,0.31749409437179565,0.2564472556114197,0.24027131497859955,0.14947842061519623,0.2774268388748169,0.2407027930021286,0.3887844979763031,0.1829577386379242,0.27043893933296204
the,0.42745697498321533,0.3199230134487152,0.32555076479911804,0.30745792388916016,0.3027077615261078,0.22788169980049133,0.6662389636039734,0.2262752652168274,0.22068053483963013
church,0.1944202184677124,0.28422287106513977,0.14264437556266785,0.3784845769405365,0.1344122439622879,0.2155260145664215,0.2493300437927246,0.26761236786842346,0.18081501126289368
of,0.33290785551071167,0.31100159883499146,0.3650403320789337,0.27577435970306396,0.27998968958854675,0.2306697964668274,0.5696388483047485,0.2555319666862488,0.1826142966747284
st.,0.10219959169626236,0.10561886429786682,0.17233456671237946,0.18535855412483215,0.13811948895454407,0.030204489827156067,0.15931649506092072,0.2739313244819641,0.13592876493930817
peter,0.15377900004386902,0.11474974453449249,0.16786575317382812,0.23054343461990356,0.09278102219104767,0.12320496141910553,0.168073832988739,0.17453278601169586,0.11650477349758148
and,0.31309178471565247,0.20539095997810364,0.2681863307952881,0.28783127665519714,0.22352655231952667,0.2459600865840912,0.4954058527946472,0.20632416009902954,0.20544172823429108
st.,0.10219959169626236,0.10561886429786682,0.17233456671237946,0.18535855412483215,0.13811948895454407,0.030204489827156067,0.15931649506092072,0.2739313244819641,0.13592876493930817
paul,0.11217030137777328,0.1856529712677002,0.16534285247325897,0.27345752716064453,0.10389241576194763,0.04183950275182724,0.21331322193145752,0.14193250238895416,0.16611461341381073
",",0.3087472915649414,0.30962246656417847,0.2448001652956009,0.23394492268562317,0.23880577087402344,0.25555771589279175,0.5201468467712402,0.22027182579040527,0.31091248989105225
angermünde,0.20606358349323273,0.24011772871017456,0.2338598221540451,0.4637318551540375,0.18574512004852295,0.29838883876800537,0.32363924384117126,0.5087613463401794,0.21657869219779968
),0.26259949803352356,0.22156158089637756,0.20013560354709625,0.16255038976669312,0.207723930478096,0.2016322910785675,0.3326910734176636,0.17306560277938843,0.42300865054130554
by,0.2455483376979828,0.25736427307128906,0.20645932853221893,0.16713643074035645,0.2578898072242737,0.13455553352832794,0.370934396982193,0.15350259840488434,0.17966607213020325
frederick,0.21608632802963257,0.27217423915863037,0.270134836435318,0.29171326756477356,0.09667616337537766,0.1715700775384903,0.24440830945968628,0.35306277871131897,0.16359178721904755
william,0.24990826845169067,0.29003798961639404,0.18893112242221832,0.3349591791629791,0.11618389934301376,0.142366424202919,0.21605195105075836,0.19126294553279877,0.14462219178676605
",",0.3087472915649414,0.30962246656417847,0.2448001652956009,0.23394492268562317,0.23880577087402344,0.25555771589279175,0.5201468467712402,0.22027182579040527,0.31091248989105225
elector,0.2378963828086853,0.3130371570587158,0.20566976070404053,0.29631078243255615,0.06250167638063431,0.3278546929359436,0.2195660024881363,0.46987560391426086,0.18877160549163818
of,0.33290785551071167,0.31100159883499146,0.3650403320789337,0.27577435970306396,0.27998968958854675,0.2306697964668274,0.5696388483047485,0.2555319666862488,0.1826142966747284
brandenburg,0.1906360536813736,0.2666420042514801,0.1864522248506546,0.3343721032142639,0.10372621566057205,0.29322946071624756,0.21939347684383392,1.0000001192092896,0.1353527009487152
and,0.31309178471565247,0.20539095997810364,0.2681863307952881,0.28783127665519714,0.22352655231952667,0.2459600865840912,0.4954058527946472,0.20632416009902954,0.20544172823429108
duke,0.0933435782790184,0.2158120572566986,0.20773945748806,0.35801878571510315,0.1773863285779953,0.26715219020843506,0.2125099152326584,0.3172721862792969,0.13699419796466827
of,0.33290785551071167,0.31100159883499146,0.3650403320789337,0.27577435970306396,0.27998968958854675,0.2306697964668274,0.5696388483047485,0.2555319666862488,0.1826142966747284
prussia,0.19015008211135864,0.3142987787723541,0.21991226077079773,0.37437358498573303,0.08403890579938889,0.28355926275253296,0.25057199597358704,0.6075430512428284,0.09988865256309509
.,0.3567904531955719,0.23395371437072754,0.29957500100135803,0.2170230895280838,0.26337340474128723,0.2391033172607422,0.5591574311256409,0.24297061562538147,0.4130953550338745
