,what,are,the,two,abc,affiliates,for,grand,rapids,michigan,?
wzzm,0.151523619890213,0.27716872096061707,0.23472483456134796,0.2028854489326477,0.09823080897331238,0.062422975897789,0.15745122730731964,0.18134090304374695,0.18413525819778442,0.08632238954305649,0.11471740156412125
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.16453155875205994,0.2033180296421051,0.5064792633056641,0.24639178812503815,0.23041291534900665,0.2346249222755432,0.20544172823429108
wotv,0.3591327369213104,0.171611949801445,0.36170029640197754,0.25562506914138794,0.3653411269187927,0.30042123794555664,0.3552579879760742,0.22841687500476837,0.15835213661193848,0.16033096611499786,0.3307655453681946
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.24161455035209656,0.18381085991859436,0.20673665404319763,0.3639558255672455,0.21498210728168488,0.1886007934808731,0.19418935477733612,0.42300865054130554
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.2097204476594925,0.1943977326154709,0.4464869201183319,0.29582488536834717,0.3048384487628937,0.2384677231311798,0.31091248989105225
with,0.2464839518070221,0.38996943831443787,0.4223487675189972,0.4333336651325226,0.17432008683681488,0.23370657861232758,0.39140474796295166,0.1832142472267151,0.15735310316085815,0.16096660494804382,0.2433311939239502
an,0.2821882665157318,0.1556541919708252,0.4207492768764496,0.1867314726114273,0.16561369597911835,0.12402115762233734,0.3236706852912903,0.15789896249771118,0.1323360651731491,0.18347445130348206,0.19793890416622162
analogous,0.2563178837299347,0.30845028162002563,0.24907797574996948,0.3263820707798004,0.14903968572616577,0.16489380598068237,0.25245776772499084,0.11422422528266907,0.1606428325176239,0.17497216165065765,0.1609361320734024
situation,0.4481324255466461,0.21725578606128693,0.29657405614852905,0.18835730850696564,0.1935058832168579,0.13473525643348694,0.2939284145832062,0.06506077200174332,0.04638361930847168,0.07850908488035202,0.2714049518108368
arising,0.31933221220970154,0.27356117963790894,0.30971670150756836,0.20307967066764832,0.08244599401950836,0.09037002176046371,0.2609131634235382,0.14723020792007446,0.10376559942960739,0.10575895011425018,0.14599399268627167
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.36463531851768494,0.1697147786617279,0.17909713089466095,0.4322226941585541,0.24767720699310303,0.2705760598182678,0.24847327172756195,0.20430970191955566
kansas,0.19200700521469116,0.15795156359672546,0.22819635272026062,0.15707114338874817,0.20425036549568176,0.23428945243358612,0.22498078644275665,0.14099328219890594,0.35445481538772583,0.466960608959198,0.17499800026416779
city,0.17493832111358643,0.19493703544139862,0.35769423842430115,0.17386646568775177,0.2157231718301773,0.2019597589969635,0.18687109649181366,0.23055270314216614,0.32744652032852173,0.27733558416366577,0.13423943519592285
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.2097204476594925,0.1943977326154709,0.4464869201183319,0.29582488536834717,0.3048384487628937,0.2384677231311798,0.31091248989105225
missouri,0.10127124935388565,0.11100924015045166,0.26658448576927185,0.17618410289287567,0.20930403470993042,0.21430231630802155,0.15603943169116974,0.13709141314029694,0.34006014466285706,0.5060343146324158,0.12270703911781311
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.2169162482023239,0.183883935213089,0.2129318118095398,0.3357032239437103,0.20479898154735565,0.18126146495342255,0.1767934113740921,0.40561532974243164
kmbc-tv,0.2991763949394226,0.23724207282066345,0.30354252457618713,0.17952750623226166,0.42571356892585754,0.36776554584503174,0.28325796127319336,0.18089960515499115,0.22494374215602875,0.1853320449590683,0.2750476896762848
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.16453155875205994,0.2033180296421051,0.5064792633056641,0.24639178812503815,0.23041291534900665,0.2346249222755432,0.20544172823429108
kqtv,0.19322709739208221,0.06786319613456726,0.2378360778093338,0.1489228457212448,0.46537578105926514,0.3908160328865051,0.22777606546878815,0.1483723521232605,0.12212121486663818,0.10493364930152893,0.2334170937538147
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.24161455035209656,0.18381085991859436,0.20673665404319763,0.3639558255672455,0.21498210728168488,0.1886007934808731,0.19418935477733612,0.42300865054130554
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.3524959683418274,0.2567209303379059,0.17940016090869904,0.4726039469242096,0.22995266318321228,0.25573474168777466,0.2586664855480194,0.4130953550338745
