,what,do,a,and,b,represent,in,a,gaussian,integer,expression,?
",",0.3087472915649414,0.3283645510673523,0.427140474319458,0.6633074283599854,0.32954633235931396,0.26053929328918457,0.5201468467712402,0.427140474319458,0.22914868593215942,0.20468677580356598,0.22825834155082703,0.31091248989105225
that,0.6297725439071655,0.44533252716064453,0.47537946701049805,0.4731321930885315,0.09823787212371826,0.31693750619888306,0.435920387506485,0.47537946701049805,0.2845584750175476,0.26981496810913086,0.29427656531333923,0.32716336846351624
is,0.28837618231773376,0.30895981192588806,0.658733606338501,0.3859752118587494,0.14543820917606354,0.2919517159461975,0.5394441485404968,0.658733606338501,0.23736467957496643,0.2086324691772461,0.24893754720687866,0.22961433231830597
",",0.3087472915649414,0.3283645510673523,0.427140474319458,0.6633074283599854,0.32954633235931396,0.26053929328918457,0.5201468467712402,0.427140474319458,0.22914868593215942,0.20468677580356598,0.22825834155082703,0.31091248989105225
the,0.42745697498321533,0.30239659547805786,0.5829201340675354,0.5171257257461548,0.16891296207904816,0.3288072943687439,0.6662389636039734,0.5829201340675354,0.2510165274143219,0.14182277023792267,0.2569258511066437,0.22068053483963013
set,0.28954121470451355,0.19593527913093567,0.2540091574192047,0.27649927139282227,0.16370294988155365,0.24935199320316315,0.2663729190826416,0.2540091574192047,0.18206806480884552,0.26988908648490906,0.17199566960334778,0.1698019951581955
of,0.33290785551071167,0.26150479912757874,0.5052502155303955,0.5116966962814331,0.22055713832378387,0.40416419506073,0.5696388483047485,0.5052502155303955,0.20860953629016876,0.158325657248497,0.2863939702510834,0.1826142966747284
complex,0.2605343163013458,0.27151036262512207,0.26552852988243103,0.2597591280937195,0.1228577196598053,0.21300305426120758,0.26918336749076843,0.26552852988243103,0.23414276540279388,0.3041825592517853,0.2798958420753479,0.17752902209758759
numbers,0.24586999416351318,0.23637384176254272,0.24434582889080048,0.24053069949150085,0.190487802028656,0.2909539043903351,0.23087690770626068,0.24434582889080048,0.3261203169822693,0.5218074321746826,0.3101067841053009,0.19297972321510315
of,0.33290785551071167,0.26150479912757874,0.5052502155303955,0.5116966962814331,0.22055713832378387,0.40416419506073,0.5696388483047485,0.5052502155303955,0.20860953629016876,0.158325657248497,0.2863939702510834,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.5829201340675354,0.5171257257461548,0.16891296207904816,0.3288072943687439,0.6662389636039734,0.5829201340675354,0.2510165274143219,0.14182277023792267,0.2569258511066437,0.22068053483963013
form,0.15868011116981506,0.23068922758102417,0.3088195323944092,0.30469027161598206,0.046570681035518646,0.31275877356529236,0.2815987169742584,0.3088195323944092,0.26480334997177124,0.21904760599136353,0.3126523196697235,0.1463010311126709
a,0.3320399522781372,0.26237669587135315,1.0,0.3739250600337982,0.24025672674179077,0.2923792004585266,0.539380669593811,1.0,0.31786638498306274,0.22195649147033691,0.29299622774124146,0.23916715383529663
+,0.1158081665635109,0.1660408228635788,0.10495228320360184,0.22741159796714783,0.21027439832687378,0.1398179531097412,0.15357549488544464,0.10495228320360184,0.22032573819160461,0.35346612334251404,0.17814192175865173,0.2903686463832855
bi,0.16606993973255157,0.15662536025047302,0.2014145851135254,0.15392164885997772,0.15507182478904724,0.21010836958885193,0.1427726298570633,0.2014145851135254,0.19344303011894226,0.27819788455963135,0.21060818433761597,0.19472575187683105
where,0.4457937180995941,0.2949419915676117,0.40997210144996643,0.43859338760375977,0.09107791632413864,0.2915256917476654,0.5344807505607605,0.40997210144996643,0.2555859684944153,0.22488972544670105,0.199507936835289,0.24793872237205505
i,0.4411132335662842,0.39633429050445557,0.3155658543109894,0.31928038597106934,0.2080570012331009,0.15029376745224,0.22907796502113342,0.3155658543109894,0.18955788016319275,0.2202761322259903,0.20576594769954681,0.4695145785808563
denotes,0.1614694446325302,0.1661146879196167,0.2941366136074066,0.21312187612056732,0.14099551737308502,0.41843557357788086,0.20254062116146088,0.2941366136074066,0.28330832719802856,0.4199705719947815,0.2909378111362457,0.20673853158950806
the,0.42745697498321533,0.30239659547805786,0.5829201340675354,0.5171257257461548,0.16891296207904816,0.3288072943687439,0.6662389636039734,0.5829201340675354,0.2510165274143219,0.14182277023792267,0.2569258511066437,0.22068053483963013
imaginary,0.27617505192756653,0.23386161029338837,0.24669601023197174,0.28733745217323303,0.16033388674259186,0.35479626059532166,0.1934688538312912,0.24669601023197174,0.25922614336013794,0.39762941002845764,0.3214038908481598,0.13740995526313782
unit,0.175853431224823,0.10622197389602661,0.26746660470962524,0.19952000677585602,0.15837009251117706,0.1778404861688614,0.21935637295246124,0.26746660470962524,0.2752344012260437,0.29998835921287537,0.2515814006328583,0.09069886058568954
and,0.31309178471565247,0.276123583316803,0.3739250600337982,1.0,0.3004094958305359,0.2796897888183594,0.4954058527946472,0.3739250600337982,0.19182267785072327,0.14794570207595825,0.24040144681930542,0.20544172823429108
a,0.3320399522781372,0.26237669587135315,1.0,0.3739250600337982,0.24025672674179077,0.2923792004585266,0.539380669593811,1.0,0.31786638498306274,0.22195649147033691,0.29299622774124146,0.23916715383529663
and,0.31309178471565247,0.276123583316803,0.3739250600337982,1.0,0.3004094958305359,0.2796897888183594,0.4954058527946472,0.3739250600337982,0.19182267785072327,0.14794570207595825,0.24040144681930542,0.20544172823429108
b,0.13329443335533142,0.11020499467849731,0.24025672674179077,0.3004094958305359,1.0000001192092896,0.14557789266109467,0.11021285504102707,0.24025672674179077,0.15799517929553986,0.18976005911827087,0.13034608960151672,0.1975182741880417
are,0.29724663496017456,0.41111594438552856,0.265255331993103,0.48576638102531433,0.10115936398506165,0.3746086657047272,0.3841303884983063,0.265255331993103,0.20322203636169434,0.25369736552238464,0.21107444167137146,0.24591213464736938
arbitrary,0.35268616676330566,0.23671799898147583,0.3014353811740875,0.18629784882068634,0.11789247393608093,0.2871255576610565,0.19623883068561554,0.3014353811740875,0.3148779571056366,0.4289309084415436,0.33469995856285095,0.3121265172958374
integers,0.2691354751586914,0.30386126041412354,0.23136194050312042,0.20408035814762115,0.20893500745296478,0.32571303844451904,0.1772688925266266,0.23136194050312042,0.3909742534160614,0.9381136894226074,0.3310498595237732,0.2591196596622467
.,0.3567904531955719,0.3613996207714081,0.50484299659729,0.588965117931366,0.27596476674079895,0.22431740164756775,0.5591574311256409,0.50484299659729,0.22773393988609314,0.19786179065704346,0.21360130608081818,0.4130953550338745
