,on,what,date,did,the,florida,legislature,decide,against,the,plan,to,renovate,the,miami,stadium,?
plan,0.21909739077091217,0.2947953939437866,0.21665172278881073,0.3030991554260254,0.2852855324745178,0.10395286977291107,0.2783871591091156,0.32108643651008606,0.22554518282413483,0.2852855324745178,1.0,0.36421895027160645,0.22724388539791107,0.2852855324745178,0.11958473920822144,0.14843177795410156,0.1961054503917694
to,0.41031414270401,0.455847829580307,0.2530132532119751,0.4452643394470215,0.535392165184021,0.20760414004325867,0.24813328683376312,0.4438391625881195,0.310872346162796,0.535392165184021,0.36421895027160645,1.0,0.1833982765674591,0.535392165184021,0.19240398705005646,0.2075904905796051,0.29463258385658264
pay,0.18620190024375916,0.2870062291622162,0.1609339714050293,0.29416757822036743,0.1903611719608307,0.1518799066543579,0.2034507393836975,0.32768315076828003,0.22977499663829803,0.1903611719608307,0.1883394867181778,0.26723966002464294,0.2409682720899582,0.1903611719608307,0.0987934023141861,0.15792623162269592,0.19821009039878845
for,0.36199691891670227,0.3017193675041199,0.1509818285703659,0.318512886762619,0.4739971458911896,0.23894089460372925,0.18789076805114746,0.30473530292510986,0.3262052536010742,0.4739971458911896,0.22760893404483795,0.4451248347759247,0.21743746101856232,0.4739971458911896,0.19339090585708618,0.18393352627754211,0.264628142118454
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,1.0,0.24091358482837677,0.2745116055011749,0.35331496596336365,0.3090755045413971,1.0,0.2852855324745178,0.535392165184021,0.20775170624256134,1.0,0.19180938601493835,0.21145665645599365,0.22068053483963013
renovations,0.2140195667743683,0.13841453194618225,0.21532903611660004,0.22832728922367096,0.27610263228416443,0.18210789561271667,0.21055170893669128,0.18074265122413635,0.07031965255737305,0.27610263228416443,0.26535114645957947,0.2232547402381897,0.8262516856193542,0.27610263228416443,0.16026869416236877,0.3989761173725128,0.17685642838478088
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.3015086054801941,0.4933079481124878,0.21896368265151978,0.22554227709770203,0.24334396421909332,0.31168749928474426,0.4933079481124878,0.21265573799610138,0.44245919585227966,0.1622494012117386,0.4933079481124878,0.2643101215362549,0.2056228220462799,0.31091248989105225
dealing,0.26501399278640747,0.3540358245372772,0.18425577878952026,0.2440224289894104,0.30423152446746826,0.11883724480867386,0.1502785086631775,0.28895267844200134,0.24281615018844604,0.30423152446746826,0.2672490179538727,0.3146139085292816,0.15864591300487518,0.30423152446746826,0.17046530544757843,0.010464619845151901,0.27334651350975037
a,0.3848365545272827,0.3320399522781372,0.20166118443012238,0.2552328109741211,0.5829201340675354,0.22540530562400818,0.21936477720737457,0.3188471794128418,0.2227657586336136,0.5829201340675354,0.27156999707221985,0.45503583550453186,0.17434747517108917,0.5829201340675354,0.20162254571914673,0.14596018195152283,0.23916715383529663
significant,0.25197988748550415,0.24268144369125366,0.21507824957370758,0.25824496150016785,0.35524800419807434,0.1277325302362442,0.20986014604568481,0.250403493642807,0.13829153776168823,0.35524800419807434,0.15560020506381989,0.27648770809173584,0.18434932827949524,0.35524800419807434,0.12160828709602356,0.14306707680225372,0.18679562211036682
blow,0.1771300733089447,0.22064507007598877,0.08587557077407837,0.18924960494041443,0.21221134066581726,0.14763781428337097,0.19675585627555847,0.18545688688755035,0.17560622096061707,0.21221134066581726,0.19968678057193756,0.24132978916168213,0.12542571127414703,0.21221134066581726,0.17564184963703156,0.11840938776731491,0.1683974415063858
to,0.41031414270401,0.455847829580307,0.2530132532119751,0.4452643394470215,0.535392165184021,0.20760414004325867,0.24813328683376312,0.4438391625881195,0.310872346162796,0.535392165184021,0.36421895027160645,1.0,0.1833982765674591,0.535392165184021,0.19240398705005646,0.2075904905796051,0.29463258385658264
miami,0.19175945222377777,0.1000966876745224,0.04113423824310303,0.20621727406978607,0.19180938601493835,0.6058956980705261,0.14595022797584534,0.12626492977142334,0.1282649040222168,0.19180938601493835,0.11958473920822144,0.19240398705005646,0.1822996288537979,0.19180938601493835,1.0000001192092896,0.2434653639793396,0.14054250717163086
's,0.0026888418942689896,0.02692362666130066,-0.028415024280548096,0.05069678649306297,-0.01540423184633255,0.03644531965255737,-0.028726831078529358,0.032991811633110046,-0.0006242102244868875,-0.01540423184633255,0.014385199174284935,0.03782717138528824,0.02980133332312107,-0.01540423184633255,0.017450083047151566,0.06718146800994873,-0.023395681753754616
chances,0.2552354633808136,0.3371289372444153,0.15343999862670898,0.33375146985054016,0.29721006751060486,0.15246741473674774,0.21095028519630432,0.39980387687683105,0.2501022219657898,0.29721006751060486,0.22568319737911224,0.3493832051753998,0.24653923511505127,0.29721006751060486,0.16417568922042847,0.18104781210422516,0.30339542031288147
.,0.49257001280784607,0.3567904531955719,0.2508279085159302,0.35288307070732117,0.5934505462646484,0.23988212645053864,0.2466430515050888,0.26475638151168823,0.28705209493637085,0.5934505462646484,0.2966235876083374,0.4645031690597534,0.22513200342655182,0.5934505462646484,0.2522616982460022,0.1958179920911789,0.4130953550338745
