,when,was,luther,examined,at,augsburg,by,the,papal,legate,?
the,0.5091903209686279,0.48711544275283813,0.1759674996137619,0.27524587512016296,0.457212895154953,0.25331857800483704,0.4408751428127289,1.0,0.24918924272060394,0.2300969660282135,0.22068053483963013
biblical,0.17529597878456116,0.19986242055892944,0.31112417578697205,0.2146023064851761,0.11473771184682846,0.20283722877502441,0.20696145296096802,0.20867225527763367,0.2976304888725281,0.3043561279773712,0.1909967064857483
church,0.20053261518478394,0.24960921704769135,0.379041463136673,0.0570506826043129,0.1633070856332779,0.2723672389984131,0.135782390832901,0.23846197128295898,0.38458773493766785,0.2731892764568329,0.18081501126289368
because,0.6114379167556763,0.3841400742530823,0.19194559752941132,0.2098725289106369,0.32998594641685486,0.16904684901237488,0.3562704622745514,0.44596394896507263,0.15278491377830505,0.15049448609352112,0.2528740465641022
historistical,0.19383975863456726,0.2583855390548706,0.22385118901729584,0.3088366985321045,0.20426934957504272,0.24787580966949463,0.1702243536710739,0.317967027425766,0.1891767531633377,0.17648309469223022,0.19848981499671936
interpretation,0.20736420154571533,0.21009790897369385,0.21711017191410065,0.25297075510025024,0.15289394557476044,0.19990020990371704,0.1904151737689972,0.2766321003437042,0.17194058001041412,0.16791735589504242,0.2162649929523468
of,0.3757161796092987,0.4069072902202606,0.1719115972518921,0.2503494322299957,0.42558613419532776,0.2404417097568512,0.3646814823150635,0.733189046382904,0.25997212529182434,0.2249005287885666,0.1826142966747284
bible,0.19124241173267365,0.21726252138614655,0.3825412392616272,0.17853210866451263,0.17590057849884033,0.22447006404399872,0.19745492935180664,0.27647915482521057,0.2702808976173401,0.2596350908279419,0.22667601704597473
prophecy,0.21239417791366577,0.15682712197303772,0.2620737552642822,0.20863103866577148,0.07614345103502274,0.146356463432312,0.14296652376651764,0.24064886569976807,0.2658933699131012,0.3126499652862549,0.21778744459152222
concluded,0.22413310408592224,0.25460392236709595,0.18797051906585693,0.4597182273864746,0.26272135972976685,0.13919901847839355,0.2217835932970047,0.3024786412715912,0.21132667362689972,0.27766820788383484,0.13595789670944214
that,0.5860282182693481,0.33670201897621155,0.21746599674224854,0.315603107213974,0.3183255195617676,0.19553878903388977,0.37496164441108704,0.5473989248275757,0.16984260082244873,0.16605748236179352,0.32716336846351624
the,0.5091903209686279,0.48711544275283813,0.1759674996137619,0.27524587512016296,0.457212895154953,0.25331857800483704,0.4408751428127289,1.0,0.24918924272060394,0.2300969660282135,0.22068053483963013
papacy,0.24286894500255585,0.2179301381111145,0.2991804778575897,0.10055544972419739,0.10804613679647446,0.24792705476284027,0.1630348414182663,0.2202257215976715,0.7295178174972534,0.4349690079689026,0.18605810403823853
was,0.37326499819755554,1.0000001192092896,0.19185513257980347,0.22609460353851318,0.36707764863967896,0.22768530249595642,0.4752357602119446,0.48711544275283813,0.2140740603208542,0.22780990600585938,0.18412111699581146
the,0.5091903209686279,0.48711544275283813,0.1759674996137619,0.27524587512016296,0.457212895154953,0.25331857800483704,0.4408751428127289,1.0,0.24918924272060394,0.2300969660282135,0.22068053483963013
antichrist,0.2614298462867737,0.2993883788585663,0.3074256479740143,0.19521984457969666,0.21173407137393951,0.24022658169269562,0.2444254606962204,0.27070361375808716,0.2794971168041229,0.3404536247253418,0.19611422717571259
.,0.475719153881073,0.40146201848983765,0.24907569587230682,0.23953385651111603,0.4549728035926819,0.2838364243507385,0.3936232924461365,0.5934505462646484,0.20504938066005707,0.2721084952354431,0.4130953550338745
