,how,old,most,a,person,be,to,apply,to,be,an,msp,?
must,0.3341856896877289,0.17140299081802368,0.22280992567539215,0.3016769587993622,0.3864508271217346,0.4737209677696228,0.43356871604919434,0.3683904707431793,0.43356871604919434,0.4737209677696228,0.2022276371717453,0.16505283117294312,0.23707495629787445
be,0.4158933162689209,0.1786048263311386,0.3381733000278473,0.39883795380592346,0.40550696849823,1.0,0.4972836375236511,0.35704609751701355,0.4972836375236511,1.0,0.33041056990623474,0.16379432380199432,0.3324260413646698
a,0.29312583804130554,0.2846200466156006,0.3508910834789276,1.0,0.4078793525695801,0.39883795380592346,0.45503583550453186,0.23401778936386108,0.45503583550453186,0.39883795380592346,0.44552403688430786,0.2784733176231384,0.23916715383529663
citizen,0.17161525785923004,0.19746239483356476,0.188903346657753,0.24434110522270203,0.30903857946395874,0.1865282505750656,0.19583012163639069,0.1917080134153366,0.19583012163639069,0.1865282505750656,0.2367510050535202,0.21262824535369873,0.1601516604423523
of,0.2480744868516922,0.30522194504737854,0.4178851246833801,0.5052502155303955,0.27674683928489685,0.33904364705085754,0.41548454761505127,0.23030845820903778,0.41548454761505127,0.33904364705085754,0.32280945777893066,0.2572315037250519,0.1826142966747284
the,0.33890387415885925,0.31849798560142517,0.47635307908058167,0.5829201340675354,0.3487054407596588,0.4248143136501312,0.535392165184021,0.23137710988521576,0.535392165184021,0.4248143136501312,0.4207492768764496,0.23818017542362213,0.22068053483963013
united,0.19034643471240997,0.23403705656528473,0.24793334305286407,0.2732578217983246,0.21598003804683685,0.20382754504680634,0.2715383470058441,0.21042150259017944,0.2715383470058441,0.20382754504680634,0.15972375869750977,0.262423038482666,0.17266890406608582
kingdom,0.14039388298988342,0.24223244190216064,0.18974800407886505,0.18099536001682281,0.1798229217529297,0.1342819333076477,0.19473806023597717,0.12480451166629791,0.19473806023597717,0.1342819333076477,0.11522190272808075,0.18856723606586456,0.12927088141441345
",",0.22659391164779663,0.26524028182029724,0.3636029064655304,0.427140474319458,0.2255365252494812,0.39254459738731384,0.44245919585227966,0.2953256368637085,0.44245919585227966,0.39254459738731384,0.3581022024154663,0.24401330947875977,0.31091248989105225
the,0.33890387415885925,0.31849798560142517,0.47635307908058167,0.5829201340675354,0.3487054407596588,0.4248143136501312,0.535392165184021,0.23137710988521576,0.535392165184021,0.4248143136501312,0.4207492768764496,0.23818017542362213,0.22068053483963013
republic,0.13332577049732208,0.12619923055171967,0.21318969130516052,0.12861405313014984,0.13211049139499664,0.15349729359149933,0.17235471308231354,0.11858955025672913,0.17235471308231354,0.15349729359149933,0.15037979185581207,0.23453818261623383,0.16880398988723755
of,0.2480744868516922,0.30522194504737854,0.4178851246833801,0.5052502155303955,0.27674683928489685,0.33904364705085754,0.41548454761505127,0.23030845820903778,0.41548454761505127,0.33904364705085754,0.32280945777893066,0.2572315037250519,0.1826142966747284
ireland,0.17181240022182465,0.12857548892498016,0.17788568139076233,0.18418891727924347,0.20298422873020172,0.2000238597393036,0.2296099066734314,0.13534067571163177,0.2296099066734314,0.2000238597393036,0.14025838673114777,0.28128597140312195,0.10685748606920242
",",0.22659391164779663,0.26524028182029724,0.3636029064655304,0.427140474319458,0.2255365252494812,0.39254459738731384,0.44245919585227966,0.2953256368637085,0.44245919585227966,0.39254459738731384,0.3581022024154663,0.24401330947875977,0.31091248989105225
one,0.3213292360305786,0.35032495856285095,0.5404669642448425,0.4910551905632019,0.3687424659729004,0.4154875874519348,0.4025384783744812,0.28324082493782043,0.4025384783744812,0.4154875874519348,0.2829729914665222,0.2627440094947815,0.2673267424106598
of,0.2480744868516922,0.30522194504737854,0.4178851246833801,0.5052502155303955,0.27674683928489685,0.33904364705085754,0.41548454761505127,0.23030845820903778,0.41548454761505127,0.33904364705085754,0.32280945777893066,0.2572315037250519,0.1826142966747284
the,0.33890387415885925,0.31849798560142517,0.47635307908058167,0.5829201340675354,0.3487054407596588,0.4248143136501312,0.535392165184021,0.23137710988521576,0.535392165184021,0.4248143136501312,0.4207492768764496,0.23818017542362213,0.22068053483963013
countries,0.22695748507976532,0.15398456156253815,0.33387476205825806,0.2672088146209717,0.28130632638931274,0.2855869233608246,0.3111797273159027,0.24111822247505188,0.3111797273159027,0.2855869233608246,0.20055769383907318,0.1389119029045105,0.15128466486930847
in,0.2601168751716614,0.2865324318408966,0.41416558623313904,0.539380669593811,0.23876774311065674,0.3481820821762085,0.45010748505592346,0.22638879716396332,0.45010748505592346,0.3481820821762085,0.2605783939361572,0.18218232691287994,0.20430970191955566
the,0.33890387415885925,0.31849798560142517,0.47635307908058167,0.5829201340675354,0.3487054407596588,0.4248143136501312,0.535392165184021,0.23137710988521576,0.535392165184021,0.4248143136501312,0.4207492768764496,0.23818017542362213,0.22068053483963013
commonwealth,0.14836366474628448,0.12565095722675323,0.22765640914440155,0.15257176756858826,0.1962255984544754,0.18083928525447845,0.27652594447135925,0.16990220546722412,0.27652594447135925,0.18083928525447845,0.1135576069355011,0.33586710691452026,0.13252873718738556
of,0.2480744868516922,0.30522194504737854,0.4178851246833801,0.5052502155303955,0.27674683928489685,0.33904364705085754,0.41548454761505127,0.23030845820903778,0.41548454761505127,0.33904364705085754,0.32280945777893066,0.2572315037250519,0.1826142966747284
nations,0.19878381490707397,0.10982275754213333,0.21323329210281372,0.1973731815814972,0.18345555663108826,0.16749700903892517,0.26476410031318665,0.20665979385375977,0.26476410031318665,0.16749700903892517,0.19092749059200287,0.23847025632858276,0.20999202132225037
",",0.22659391164779663,0.26524028182029724,0.3636029064655304,0.427140474319458,0.2255365252494812,0.39254459738731384,0.44245919585227966,0.2953256368637085,0.44245919585227966,0.39254459738731384,0.3581022024154663,0.24401330947875977,0.31091248989105225
a,0.29312583804130554,0.2846200466156006,0.3508910834789276,1.0,0.4078793525695801,0.39883795380592346,0.45503583550453186,0.23401778936386108,0.45503583550453186,0.39883795380592346,0.44552403688430786,0.2784733176231384,0.23916715383529663
citizen,0.17161525785923004,0.19746239483356476,0.188903346657753,0.24434110522270203,0.30903857946395874,0.1865282505750656,0.19583012163639069,0.1917080134153366,0.19583012163639069,0.1865282505750656,0.2367510050535202,0.21262824535369873,0.1601516604423523
of,0.2480744868516922,0.30522194504737854,0.4178851246833801,0.5052502155303955,0.27674683928489685,0.33904364705085754,0.41548454761505127,0.23030845820903778,0.41548454761505127,0.33904364705085754,0.32280945777893066,0.2572315037250519,0.1826142966747284
a,0.29312583804130554,0.2846200466156006,0.3508910834789276,1.0,0.4078793525695801,0.39883795380592346,0.45503583550453186,0.23401778936386108,0.45503583550453186,0.39883795380592346,0.44552403688430786,0.2784733176231384,0.23916715383529663
british,0.17564475536346436,0.12144297361373901,0.1875709593296051,0.1984395682811737,0.15005512535572052,0.1748596578836441,0.22690963745117188,0.1111685037612915,0.22690963745117188,0.1748596578836441,0.21499769389629364,0.2576274275779724,0.09711728990077972
overseas,0.14035725593566895,0.1468532532453537,0.17886614799499512,0.18316012620925903,0.11319351196289062,0.18135757744312286,0.2630749046802521,0.22360916435718536,0.2630749046802521,0.18135757744312286,0.08432154357433319,0.2622348964214325,0.15502241253852844
territory,0.12335657328367233,0.16110044717788696,0.13346341252326965,0.18926236033439636,0.12761691212654114,0.18365317583084106,0.2642725706100464,0.15166686475276947,0.2642725706100464,0.18365317583084106,0.16477516293525696,0.1435217559337616,0.09435105323791504
",",0.22659391164779663,0.26524028182029724,0.3636029064655304,0.427140474319458,0.2255365252494812,0.39254459738731384,0.44245919585227966,0.2953256368637085,0.44245919585227966,0.39254459738731384,0.3581022024154663,0.24401330947875977,0.31091248989105225
or,0.3378981947898865,0.24166588485240936,0.30746427178382874,0.48853766918182373,0.5162758231163025,0.5260903835296631,0.38921234011650085,0.34362486004829407,0.38921234011650085,0.5260903835296631,0.3096676766872406,0.17398998141288757,0.32389625906944275
a,0.29312583804130554,0.2846200466156006,0.3508910834789276,1.0,0.4078793525695801,0.39883795380592346,0.45503583550453186,0.23401778936386108,0.45503583550453186,0.39883795380592346,0.44552403688430786,0.2784733176231384,0.23916715383529663
european,0.123964823782444,0.11825598031282425,0.21084468066692352,0.2254103124141693,0.24175435304641724,0.13481922447681427,0.21011990308761597,0.20380762219429016,0.21011990308761597,0.13481922447681427,0.15618090331554413,0.24913828074932098,0.14560863375663757
union,0.1126161515712738,0.11028840392827988,0.16553620994091034,0.18140026926994324,0.12695270776748657,0.16980519890785217,0.16926777362823486,0.1331356018781662,0.16926777362823486,0.16980519890785217,0.15291360020637512,0.2833218276500702,0.07797172665596008
citizen,0.17161525785923004,0.19746239483356476,0.188903346657753,0.24434110522270203,0.30903857946395874,0.1865282505750656,0.19583012163639069,0.1917080134153366,0.19583012163639069,0.1865282505750656,0.2367510050535202,0.21262824535369873,0.1601516604423523
resident,0.09773281216621399,0.16033270955085754,0.2308972328901291,0.23387955129146576,0.21518565714359283,0.19481055438518524,0.23746761679649353,0.185283824801445,0.23746761679649353,0.19481055438518524,0.2552662789821625,0.174824520945549,0.10287734121084213
in,0.2601168751716614,0.2865324318408966,0.41416558623313904,0.539380669593811,0.23876774311065674,0.3481820821762085,0.45010748505592346,0.22638879716396332,0.45010748505592346,0.3481820821762085,0.2605783939361572,0.18218232691287994,0.20430970191955566
the,0.33890387415885925,0.31849798560142517,0.47635307908058167,0.5829201340675354,0.3487054407596588,0.4248143136501312,0.535392165184021,0.23137710988521576,0.535392165184021,0.4248143136501312,0.4207492768764496,0.23818017542362213,0.22068053483963013
uk,0.14388126134872437,0.12236273288726807,0.16839851438999176,0.19665123522281647,0.17776797711849213,0.17617523670196533,0.18409153819084167,0.18179339170455933,0.18409153819084167,0.17617523670196533,0.1160384938120842,0.3319344222545624,0.20222434401512146
.,0.3287222981452942,0.32390445470809937,0.35404038429260254,0.50484299659729,0.29091694951057434,0.4383580684661865,0.4645031690597534,0.28494641184806824,0.4645031690597534,0.4383580684661865,0.3581749200820923,0.26093077659606934,0.4130953550338745
