,what,mechanism,can,be,used,to,make,oxygen,?
a,0.3320399522781372,0.2361949384212494,0.3915780484676361,0.39883795380592346,0.3864384889602661,0.45503583550453186,0.34303420782089233,0.21662019193172455,0.23916715383529663
gas,0.20887799561023712,0.20221386849880219,0.25436607003211975,0.2750326097011566,0.21790768206119537,0.25276535749435425,0.271226704120636,0.45564013719558716,0.1582372784614563
stream,0.15652818977832794,0.17211131751537323,0.2926245331764221,0.269595742225647,0.22907164692878723,0.2466391623020172,0.1689288318157196,0.20111678540706635,0.11238504201173782
that,0.6297725439071655,0.29632803797721863,0.4522190988063812,0.6036020517349243,0.37621384859085083,0.5436353087425232,0.48783382773399353,0.2717767655849457,0.32716336846351624
is,0.28837618231773376,0.21533295512199402,0.44256699085235596,0.4819129705429077,0.3288823366165161,0.42745086550712585,0.3331545889377594,0.21825239062309265,0.22961433231830597
90,-0.03224492445588112,-0.21394072473049164,-0.24548445641994476,-0.15804047882556915,-0.11608780175447464,-0.14633893966674805,-0.129072904586792,-0.2021351456642151,-0.0034062080085277557
%,0.20738190412521362,0.0966375544667244,0.17611722648143768,0.16802801191806793,0.14191214740276337,0.18513022363185883,0.21459047496318817,0.25139331817626953,0.21441808342933655
to,0.455847829580307,0.24238377809524536,0.4979398250579834,0.4972836375236511,0.40058770775794983,1.0,0.497876912355423,0.24193501472473145,0.29463258385658264
93,-0.0073916371911764145,0.0033389015588909388,-0.024428218603134155,-0.014327974990010262,0.06912444531917572,0.026000510901212692,0.014267113991081715,-0.08280916512012482,0.022992875427007675
%,0.20738190412521362,0.0966375544667244,0.17611722648143768,0.16802801191806793,0.14191214740276337,0.18513022363185883,0.21459047496318817,0.25139331817626953,0.21441808342933655
o,0.1489914506673813,0.10177234560251236,0.13634033501148224,0.14611780643463135,0.11275003105401993,0.1644444614648819,0.13258835673332214,0.2476140707731247,0.23868927359580994
2,-0.049862053245306015,-0.0006898018182255328,0.01035431306809187,0.02104739472270012,0.04418706148862839,-0.0836251974105835,-0.03357158973813057,0.04063820466399193,0.001977203879505396
.,0.3567904531955719,0.1935136765241623,0.35783761739730835,0.4383580684661865,0.33111312985420227,0.4645031690597534,0.3547073304653168,0.2554275095462799,0.4130953550338745
