,who,translated,and,printed,luther,'s,95,these,?
",",0.3365725874900818,0.2693711519241333,0.6633074283599854,0.22768577933311462,0.23255878686904907,-0.0016132977325469255,0.00850594136863947,0.37613096833229065,0.31091248989105225
making,0.2312910407781601,0.09136663377285004,0.38677045702934265,0.21965466439723969,0.17170803248882294,0.043641600757837296,0.030635347589850426,0.3585815727710724,0.2539324164390564
the,0.3733934462070465,0.23299849033355713,0.5171257257461548,0.25742077827453613,0.1759674996137619,-0.01540423184633255,-0.027035299688577652,0.49086877703666687,0.22068053483963013
controversy,0.22478778660297394,0.1570984572172165,0.20714159309864044,0.21558797359466553,0.26398056745529175,-0.048492517322301865,0.007594898343086243,0.23729653656482697,0.27018868923187256
one,0.40083858370780945,0.20943300426006317,0.42438167333602905,0.22174867987632751,0.1255420446395874,0.06913424283266068,-0.04632220044732094,0.41197383403778076,0.2673267424106598
of,0.2827862501144409,0.19178152084350586,0.5116966962814331,0.21046876907348633,0.1719115972518921,-0.03817026689648628,0.03395380079746246,0.42684608697891235,0.1826142966747284
the,0.3733934462070465,0.23299849033355713,0.5171257257461548,0.25742077827453613,0.1759674996137619,-0.01540423184633255,-0.027035299688577652,0.49086877703666687,0.22068053483963013
first,0.39065709710121155,0.20382161438465118,0.3167642652988434,0.29586008191108704,0.20517638325691223,-0.014458609744906425,-0.1302904635667801,0.27486658096313477,0.18701928853988647
in,0.2792111933231354,0.17718088626861572,0.4954058527946472,0.22718895971775055,0.20523880422115326,-0.037580832839012146,0.04103328287601471,0.3791837692260742,0.20430970191955566
history,0.22458811104297638,0.12483534961938858,0.23541007936000824,0.15298746526241302,0.09978976845741272,-0.0466335192322731,0.07335614413022995,0.18503014743328094,0.2501974403858185
to,0.42656609416007996,0.10249040275812149,0.48971283435821533,0.1925152689218521,0.18029534816741943,0.03782717138528824,-0.008685051463544369,0.46852558851242065,0.29463258385658264
be,0.3371641933917999,0.19998273253440857,0.41766801476478577,0.24302154779434204,0.15299063920974731,0.025217169895768166,0.025049762800335884,0.4507283866405487,0.3324260413646698
aided,0.25650522112846375,0.20090565085411072,0.2583977282047272,0.200149804353714,0.03819883242249489,0.03871084004640579,0.008712591603398323,0.19422177970409393,0.0017562833381816745
by,0.39727845788002014,0.2549941837787628,0.4289871156215668,0.2275574654340744,0.15382802486419678,-0.010884488001465797,-0.043826255947351456,0.33332425355911255,0.17966607213020325
the,0.3733934462070465,0.23299849033355713,0.5171257257461548,0.25742077827453613,0.1759674996137619,-0.01540423184633255,-0.027035299688577652,0.49086877703666687,0.22068053483963013
printing,0.1560191661119461,0.3031727373600006,0.20254148542881012,0.7044142484664917,0.1532840132713318,0.017915518954396248,0.04556212201714516,0.25043654441833496,0.17118792235851288
press,0.12729673087596893,0.20721560716629028,0.21916458010673523,0.3095508813858032,0.2273620069026947,-0.05122065544128418,0.05323302373290062,0.17835214734077454,0.14048311114311218
.,0.3541337847709656,0.21498748660087585,0.588965117931366,0.26024487614631653,0.24907569587230682,-0.003708066651597619,-0.028137177228927612,0.3840779960155487,0.4130953550338745
