,according,to,a,1955,review,",",what,were,savings,by,the,wealthy,thought,to,offset,?
increase,0.24611243605613708,0.3378143310546875,0.24428929388523102,-0.058669183403253555,0.10126372426748276,0.20005576312541962,0.21153631806373596,0.19452497363090515,0.31111061573028564,0.20121172070503235,0.32049667835235596,0.19578632712364197,0.19922831654548645,0.3378143310546875,0.20248080790042877,0.11119163036346436
with,0.25230053067207336,0.4239959120750427,0.3783375024795532,-0.007962295785546303,0.13687945902347565,0.4120737314224243,0.2464839518070221,0.3179011940956116,0.2584410607814789,0.39731505513191223,0.4223487675189972,0.1606818437576294,0.24736863374710083,0.4239959120750427,0.16417233645915985,0.2433311939239502
inequality,0.26491740345954895,0.24361056089401245,0.1783585250377655,-0.1988687664270401,0.236766055226326,0.21822890639305115,0.30072227120399475,0.1964089572429657,0.29576006531715393,0.17648567259311676,0.23508106172084808,0.28975221514701843,0.27005535364151,0.24361056089401245,0.1910856068134308,0.23619021475315094
",",0.3107093870639801,0.44245919585227966,0.427140474319458,-0.13405947387218475,0.32966679334640503,1.0000001192092896,0.3087472915649414,0.36755475401878357,0.20548325777053833,0.3680937886238098,0.4933079481124878,0.22837986052036285,0.2965437173843384,0.44245919585227966,0.12507453560829163,0.31091248989105225
were,0.25184938311576843,0.31913647055625916,0.17203083634376526,-0.008803801611065865,0.15001805126667023,0.36755475401878357,0.22298263013362885,1.0000001192092896,0.1354287713766098,0.4406847059726715,0.3906462490558624,0.24331419169902802,0.40236467123031616,0.31913647055625916,0.11491360515356064,0.17890112102031708
thought,0.28604191541671753,0.3858291208744049,0.3342154324054718,0.0013218855019658804,0.24721196293830872,0.2965437173843384,0.4469435214996338,0.40236467123031616,0.1550784707069397,0.30952954292297363,0.3509289622306824,0.2797389328479767,1.0000001192092896,0.3858291208744049,0.08093147724866867,0.2600135803222656
to,0.28520727157592773,1.0,0.45503583550453186,-0.031606126576662064,0.22984053194522858,0.44245919585227966,0.455847829580307,0.31913647055625916,0.24233758449554443,0.33534231781959534,0.535392165184021,0.2669115960597992,0.3858291208744049,1.0,0.21865805983543396,0.29463258385658264
offset,0.06191181391477585,0.21865805983543396,0.1639697551727295,-0.1866454929113388,0.1688298135995865,0.12507453560829163,0.14339686930179596,0.11491360515356064,0.33653557300567627,0.1532001495361328,0.15922684967517853,0.10627882182598114,0.08093147724866867,0.21865805983543396,1.0000001192092896,0.11119687557220459
reduced,0.197358176112175,0.23179234564304352,0.2214837223291397,-0.08304959535598755,0.08343857526779175,0.19148744642734528,0.11519023776054382,0.24301442503929138,0.2701365053653717,0.2828289866447449,0.2897622883319855,0.14890794456005096,0.18731796741485596,0.23179234564304352,0.26969847083091736,0.10234767943620682
consumer,0.2793670892715454,0.2662132978439331,0.2176821529865265,-0.26316338777542114,0.284444123506546,0.23435404896736145,0.2033245712518692,0.1408962607383728,0.4264477789402008,0.1380087435245514,0.2662927806377411,0.20812056958675385,0.11649008095264435,0.2662132978439331,0.17354217171669006,0.20292067527770996
demand,0.2064744532108307,0.33607128262519836,0.2180943340063095,-0.16701224446296692,0.20942281186580658,0.25499746203422546,0.2007312774658203,0.18873341381549835,0.33970344066619873,0.15896984934806824,0.27194610238075256,0.22783540189266205,0.18300646543502808,0.33607128262519836,0.18780478835105896,0.13359291851520538
.,0.29052162170410156,0.4645031690597534,0.50484299659729,-0.16272935271263123,0.27015718817710876,0.6812511086463928,0.3567904531955719,0.3378238379955292,0.281343013048172,0.3936232924461365,0.5934505462646484,0.19928500056266785,0.3521888852119446,0.4645031690597534,0.1968851536512375,0.4130953550338745
