,the,riba,'s,drawing,collection,of,what,italian,architect,is,considered,the,largest,in,the,world,?
largest,0.3757036626338959,0.15119443833827972,-0.02050611935555935,0.12649425864219666,0.22454601526260376,0.36650770902633667,0.13463157415390015,0.1176314428448677,0.08358220756053925,0.3413417339324951,0.21722760796546936,0.3757036626338959,0.9999999403953552,0.3017216920852661,0.3757036626338959,0.344524085521698,0.12401245534420013
in,0.6662389636039734,0.16220375895500183,-0.037580832839012146,0.18040154874324799,0.23004686832427979,0.5696388483047485,0.30808621644973755,0.1941935271024704,0.18696801364421844,0.5394441485404968,0.28591203689575195,0.6662389636039734,0.3017216920852661,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
the,1.0,0.24598738551139832,-0.01540423184633255,0.2675468325614929,0.25281965732574463,0.733189046382904,0.42745697498321533,0.19855095446109772,0.13209693133831024,0.5823672413825989,0.4028765559196472,1.0,0.3757036626338959,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
world,0.33604270219802856,0.23082758486270905,0.11877062171697617,0.19915272295475006,0.1882934868335724,0.2828933000564575,0.21669597923755646,0.20830775797367096,0.16156017780303955,0.24458536505699158,0.2542646527290344,0.33604270219802856,0.344524085521698,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.17579582333564758
",",0.4933079481124878,0.2015438824892044,-0.0016132977325469255,0.2010757476091385,0.2277175933122635,0.4946078956127167,0.3087472915649414,0.2153971791267395,0.21737651526927948,0.4691906273365021,0.32932984828948975,0.4933079481124878,0.26626327633857727,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
other,0.44152235984802246,0.18189623951911926,0.04445967823266983,0.22813165187835693,0.2705381214618683,0.38583824038505554,0.341873437166214,0.14456960558891296,0.1304921805858612,0.25895947217941284,0.2968703508377075,0.44152235984802246,0.24251358211040497,0.39989137649536133,0.44152235984802246,0.2941931188106537,0.24682199954986572
europeans,0.3299996256828308,0.13687439262866974,0.061196062713861465,0.1590317338705063,0.08994738757610321,0.17975986003875732,0.2602015435695648,0.24287720024585724,0.17062370479106903,0.14985701441764832,0.19444648921489716,0.3299996256828308,0.2138458639383316,0.22646811604499817,0.3299996256828308,0.27087029814720154,0.16229631006717682
well,0.42630070447921753,0.2252454310655594,-0.0049502006731927395,0.20886950194835663,0.22726348042488098,0.3343164324760437,0.4154493808746338,0.15704992413520813,0.11331060528755188,0.33406564593315125,0.3570689260959625,0.42630070447921753,0.22652944922447205,0.36612698435783386,0.42630070447921753,0.2602299749851227,0.24815571308135986
represented,0.3256146013736725,0.1550244688987732,0.09158138185739517,0.2446892410516739,0.1968824714422226,0.3891753554344177,0.139044851064682,0.12418504804372787,0.12886324524879456,0.30249524116516113,0.3321303129196167,0.3256146013736725,0.20428809523582458,0.33309870958328247,0.3256146013736725,0.20460602641105652,0.11276352405548096
are,0.40399202704429626,0.14090262353420258,-0.008927806280553341,0.16350750625133514,0.22862131893634796,0.39081433415412903,0.29724663496017456,0.13699258863925934,0.0416419580578804,0.5330929756164551,0.35714471340179443,0.40399202704429626,0.23992078006267548,0.3841303884983063,0.40399202704429626,0.22463127970695496,0.24591213464736938
jacques,0.1920260637998581,0.21883195638656616,0.02177339792251587,0.12947311997413635,0.11018233001232147,0.15430541336536407,0.13098017871379852,0.2190338373184204,0.18079352378845215,0.1307593137025833,0.17738653719425201,0.1920260637998581,0.09956936538219452,0.1630023568868637,0.1920260637998581,0.2078089863061905,0.091473288834095
gentilhatre,0.2792831361293793,0.3421039879322052,0.007292678114026785,0.16328957676887512,0.21119356155395508,0.31317195296287537,0.24631285667419434,0.42705237865448,0.3493102490901947,0.2510884702205658,0.2915767729282379,0.2792831361293793,0.2097480297088623,0.26798585057258606,0.2792831361293793,0.21226447820663452,0.19492316246032715
and,0.5171257257461548,0.19053874909877777,0.06895173341035843,0.2536430060863495,0.2379438579082489,0.5116966962814331,0.31309178471565247,0.25177788734436035,0.20191539824008942,0.3859752118587494,0.3359341621398926,0.5171257257461548,0.24602696299552917,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.20544172823429108
antonio,0.2070869356393814,0.3108111321926117,0.02433818206191063,0.13054361939430237,0.1160007119178772,0.2094241827726364,0.16907930374145508,0.3807247281074524,0.27490514516830444,0.10257551819086075,0.07137113064527512,0.2070869356393814,0.12129103392362595,0.16966992616653442,0.2070869356393814,0.0957169160246849,0.09923860430717468
visentini,0.30814918875694275,0.2906331419944763,-0.015998810529708862,0.20535537600517273,0.1685442179441452,0.29050883650779724,0.17814123630523682,0.5314161777496338,0.25530847907066345,0.1724962294101715,0.2948018014431,0.30814918875694275,0.13223406672477722,0.24380309879779816,0.30814918875694275,0.23551464080810547,0.14947368204593658
.,0.5934505462646484,0.1859031617641449,-0.003708066651597619,0.2455553412437439,0.2516246736049652,0.5352458953857422,0.3567904531955719,0.21152353286743164,0.17999820411205292,0.4569662809371948,0.29356086254119873,0.5934505462646484,0.18871670961380005,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.4130953550338745
