,when,is,the,wianki,festival,held,?
for,0.43402108550071716,0.43268078565597534,0.4739971458911896,0.1833522617816925,0.2104043960571289,0.2495253086090088,0.264628142118454
wreaths,0.18659698963165283,0.16398200392723083,0.2534267008304596,0.13098616898059845,0.21408095955848694,0.26979860663414,0.10216034948825836
),0.2538422644138336,0.37732169032096863,0.3456730246543884,0.3041556179523468,0.17486503720283508,0.1961527168750763,0.42300865054130554
have,0.40555819869041443,0.3613572418689728,0.40389683842658997,0.2309657782316208,0.11024146527051926,0.20183809101581573,0.32991164922714233
become,0.4120000898838043,0.2983444035053253,0.31731709837913513,0.2028404027223587,0.12947320938110352,0.20232746005058289,0.19511328637599945
a,0.44397395849227905,0.658733606338501,0.5829201340675354,0.25143539905548096,0.16281212866306305,0.22326228022575378,0.23916715383529663
tradition,0.18042585253715515,0.2601749897003174,0.2632053792476654,0.2722872793674469,0.2738794982433319,0.28955116868019104,0.15717756748199463
and,0.4716290831565857,0.3859752118587494,0.5171257257461548,0.2777611315250397,0.19459347426891327,0.22757986187934875,0.20544172823429108
a,0.44397395849227905,0.658733606338501,0.5829201340675354,0.25143539905548096,0.16281212866306305,0.22326228022575378,0.23916715383529663
yearly,0.2355578988790512,0.2520657181739807,0.3435767889022827,0.17665709555149078,0.44102782011032104,0.408795028924942,0.18205775320529938
event,0.2685905992984772,0.2078172266483307,0.2960145175457001,0.20390412211418152,0.3299560546875,0.45807647705078125,0.16076280176639557
in,0.4431333839893341,0.5394441485404968,0.6662389636039734,0.22815607488155365,0.27311140298843384,0.3127288818359375,0.20430970191955566
the,0.5091903209686279,0.5823672413825989,1.0,0.32233020663261414,0.20982226729393005,0.32185450196266174,0.22068053483963013
programme,0.1508045494556427,0.20126456022262573,0.23601844906806946,0.18439406156539917,0.2506293058395386,0.19985444843769073,0.139840766787529
of,0.3757161796092987,0.4854315221309662,0.733189046382904,0.2658086121082306,0.17007394134998322,0.28960686922073364,0.1826142966747284
cultural,0.08569982647895813,0.1658732146024704,0.23337452113628387,0.2515416741371155,0.20146995782852173,0.22194422781467438,0.09798457473516464
events,0.22676362097263336,0.17093729972839355,0.3102840185165405,0.2624744772911072,0.238645538687706,0.34972846508026123,0.09835197776556015
in,0.4431333839893341,0.5394441485404968,0.6662389636039734,0.22815607488155365,0.27311140298843384,0.3127288818359375,0.20430970191955566
warsaw,0.1615014374256134,0.09741193056106567,0.23137180507183075,0.4908597469329834,0.14758822321891785,0.1729760617017746,0.09769917279481888
.,0.475719153881073,0.4569662809371948,0.5934505462646484,0.2705222964286804,0.16963402926921844,0.2628571093082428,0.4130953550338745
