,what,is,the,other,nhl,team,aside,from,the,anaheim,ducks,to,reside,in,southern,california,?
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.18309594690799713,0.19044244289398193,0.22620324790477753,0.23738031089305878,0.22446542978286743,0.2502395510673523,0.5165486335754395,0.22976982593536377,0.19904789328575134,0.24503108859062195,0.2795681953430176,0.18350043892860413,0.641045331954956,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.1799575239419937,0.22560757398605347,0.2259282022714615,0.23950324952602386,0.21691568195819855,0.24588194489479065,0.5309737920761108,0.24663764238357544,0.20994949340820312,0.2706696093082428,0.23927895724773407,0.19405479729175568,0.6717669367790222,0.16139166057109833
lakers,0.18630129098892212,0.1498614102602005,0.22842036187648773,0.2071259468793869,0.3893900513648987,0.4014074206352234,0.16902101039886475,0.15304455161094666,0.22842036187648773,0.47004377841949463,0.4304887652397156,0.22731587290763855,0.2863868474960327,0.2438330501317978,0.15392626821994781,0.3464243412017822,0.18630050122737885
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.4446498453617096,0.21358920633792877,0.21287471055984497,0.2501535415649414,0.39760664105415344,0.4933079481124878,0.2627403140068054,0.27755072712898254,0.44245919585227966,0.23836520314216614,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.18309594690799713,0.19044244289398193,0.22620324790477753,0.23738031089305878,0.22446542978286743,0.2502395510673523,0.5165486335754395,0.22976982593536377,0.19904789328575134,0.24503108859062195,0.2795681953430176,0.18350043892860413,0.641045331954956,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.1799575239419937,0.22560757398605347,0.2259282022714615,0.23950324952602386,0.21691568195819855,0.24588194489479065,0.5309737920761108,0.24663764238357544,0.20994949340820312,0.2706696093082428,0.23927895724773407,0.19405479729175568,0.6717669367790222,0.16139166057109833
clippers,0.1481083631515503,0.15571653842926025,0.25956645607948303,0.23438625037670135,0.27673810720443726,0.2989601194858551,0.20757035911083221,0.22041065990924835,0.25956645607948303,0.4147281348705292,0.41809991002082825,0.27891549468040466,0.19095037877559662,0.18981234729290009,0.1305171400308609,0.3525090217590332,0.14318007230758667
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.26200005412101746,0.10268763452768326,0.18319997191429138,0.13236497342586517,0.2672361731529236,0.3456730246543884,0.17345556616783142,0.14474555850028992,0.31236231327056885,0.10801912844181061,0.3326910734176636,0.18959444761276245,0.19286775588989258,0.42300865054130554
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.13311924040317535,0.06363902240991592,0.06688904762268066,-0.016681255772709846,0.07524215430021286,0.09152708947658539,0.12681004405021667,-0.004249480087310076,0.0979827418923378,0.0625331848859787,0.092739537358284,0.09648534655570984,0.08404627442359924,0.10349778085947037
mlb,0.12263047695159912,0.15110266208648682,0.1627868264913559,0.14643250405788422,0.5139707922935486,0.3199220597743988,0.1347857564687729,0.0677092894911766,0.1627868264913559,0.3962353765964508,0.3153170347213745,0.1207210123538971,0.14996282756328583,0.14480756223201752,0.07689852267503738,0.24349968135356903,0.14139533042907715
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.25035592913627625,0.1058538407087326,0.1808312088251114,0.10584451258182526,0.25806233286857605,0.33289089798927307,0.172007754445076,0.1535220891237259,0.30882009863853455,0.10503560304641724,0.3087427020072937,0.20017468929290771,0.16755922138690948,0.40561532974243164
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.18309594690799713,0.19044244289398193,0.22620324790477753,0.23738031089305878,0.22446542978286743,0.2502395510673523,0.5165486335754395,0.22976982593536377,0.19904789328575134,0.24503108859062195,0.2795681953430176,0.18350043892860413,0.641045331954956,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.1799575239419937,0.22560757398605347,0.2259282022714615,0.23950324952602386,0.21691568195819855,0.24588194489479065,0.5309737920761108,0.24663764238357544,0.20994949340820312,0.2706696093082428,0.23927895724773407,0.19405479729175568,0.6717669367790222,0.16139166057109833
dodgers,0.16223667562007904,0.13664193451404572,0.24803763628005981,0.19128991663455963,0.40073055028915405,0.32275739312171936,0.24625667929649353,0.19840027391910553,0.24803763628005981,0.49378451704978943,0.4149051904678345,0.22531697154045105,0.2115078866481781,0.23303061723709106,0.08453759551048279,0.4031637907028198,0.19579218327999115
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.4446498453617096,0.21358920633792877,0.21287471055984497,0.2501535415649414,0.39760664105415344,0.4933079481124878,0.2627403140068054,0.27755072712898254,0.44245919585227966,0.23836520314216614,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.18309594690799713,0.19044244289398193,0.22620324790477753,0.23738031089305878,0.22446542978286743,0.2502395510673523,0.5165486335754395,0.22976982593536377,0.19904789328575134,0.24503108859062195,0.2795681953430176,0.18350043892860413,0.641045331954956,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.1799575239419937,0.22560757398605347,0.2259282022714615,0.23950324952602386,0.21691568195819855,0.24588194489479065,0.5309737920761108,0.24663764238357544,0.20994949340820312,0.2706696093082428,0.23927895724773407,0.19405479729175568,0.6717669367790222,0.16139166057109833
angels,0.164859801530838,0.13634677231311798,0.23098918795585632,0.2171267867088318,0.20177656412124634,0.18007539212703705,0.19263748824596405,0.14522898197174072,0.23098918795585632,0.4368075728416443,0.30365392565727234,0.19076526165008545,0.21214723587036133,0.1486874520778656,0.11812926828861237,0.30479246377944946,0.1420886367559433
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.38583824038505554,0.17859362065792084,0.20352502167224884,0.257830947637558,0.4249346852302551,0.733189046382904,0.1821940541267395,0.13050183653831482,0.41548454761505127,0.3127472996711731,0.5696388483047485,0.31933003664016724,0.24929828941822052,0.1826142966747284
anaheim,0.14499156177043915,0.16232983767986298,0.2105565220117569,0.13060490787029266,0.4934673309326172,0.2794250249862671,0.1890396624803543,0.17506711184978485,0.2105565220117569,1.0,0.5906475186347961,0.1890081912279129,0.27614784240722656,0.23022392392158508,0.16485898196697235,0.5446116328239441,0.1973874717950821
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.4446498453617096,0.21358920633792877,0.21287471055984497,0.2501535415649414,0.39760664105415344,0.4933079481124878,0.2627403140068054,0.27755072712898254,0.44245919585227966,0.23836520314216614,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.19091297686100006,0.18977876007556915,0.19775059819221497,0.13959859311580658,0.21135306358337402,0.2858080565929413,0.390872985124588,0.24950969219207764,0.21651452779769897,0.22292907536029816,0.2617562413215637,0.2520903944969177,0.5170050263404846,0.10952327400445938
diego,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.1986868679523468,0.1996837854385376,0.1922333687543869,0.14866594970226288,0.17939509451389313,0.20885010063648224,0.42930203676223755,0.22345535457134247,0.17890489101409912,0.17615826427936554,0.2255222201347351,0.17262554168701172,0.5714370608329773,0.11438121646642685
padres,0.18008959293365479,0.1980430632829666,0.27886655926704407,0.259433388710022,0.32672545313835144,0.30509695410728455,0.23716773092746735,0.23970873653888702,0.27886655926704407,0.4945196509361267,0.38959163427352905,0.2454526126384735,0.22506676614284515,0.2467167228460312,0.17083565890789032,0.4195125699043274,0.18680843710899353
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.26200005412101746,0.10268763452768326,0.18319997191429138,0.13236497342586517,0.2672361731529236,0.3456730246543884,0.17345556616783142,0.14474555850028992,0.31236231327056885,0.10801912844181061,0.3326910734176636,0.18959444761276245,0.19286775588989258,0.42300865054130554
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.13311924040317535,0.06363902240991592,0.06688904762268066,-0.016681255772709846,0.07524215430021286,0.09152708947658539,0.12681004405021667,-0.004249480087310076,0.0979827418923378,0.0625331848859787,0.092739537358284,0.09648534655570984,0.08404627442359924,0.10349778085947037
nhl,0.18539756536483765,0.15316113829612732,0.2157101184129715,0.11001525074243546,1.0,0.34452930092811584,0.15812553465366364,0.12239516526460648,0.2157101184129715,0.4934673309326172,0.46209287643432617,0.22888922691345215,0.18054962158203125,0.16478422284126282,0.1025899276137352,0.17258168756961823,0.13665364682674408
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.25035592913627625,0.1058538407087326,0.1808312088251114,0.10584451258182526,0.25806233286857605,0.33289089798927307,0.172007754445076,0.1535220891237259,0.30882009863853455,0.10503560304641724,0.3087427020072937,0.20017468929290771,0.16755922138690948,0.40561532974243164
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.18309594690799713,0.19044244289398193,0.22620324790477753,0.23738031089305878,0.22446542978286743,0.2502395510673523,0.5165486335754395,0.22976982593536377,0.19904789328575134,0.24503108859062195,0.2795681953430176,0.18350043892860413,0.641045331954956,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.1799575239419937,0.22560757398605347,0.2259282022714615,0.23950324952602386,0.21691568195819855,0.24588194489479065,0.5309737920761108,0.24663764238357544,0.20994949340820312,0.2706696093082428,0.23927895724773407,0.19405479729175568,0.6717669367790222,0.16139166057109833
kings,0.23629537224769592,0.15809790790081024,0.26066139340400696,0.17141824960708618,0.2292945384979248,0.18092118203639984,0.16010700166225433,0.20608364045619965,0.26066139340400696,0.3153485655784607,0.254245400428772,0.17682839930057526,0.23982474207878113,0.1894625425338745,0.25414448976516724,0.18964073061943054,0.19563011825084686
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.4446498453617096,0.21358920633792877,0.21287471055984497,0.2501535415649414,0.39760664105415344,0.4933079481124878,0.2627403140068054,0.27755072712898254,0.44245919585227966,0.23836520314216614,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
anaheim,0.14499156177043915,0.16232983767986298,0.2105565220117569,0.13060490787029266,0.4934673309326172,0.2794250249862671,0.1890396624803543,0.17506711184978485,0.2105565220117569,1.0,0.5906475186347961,0.1890081912279129,0.27614784240722656,0.23022392392158508,0.16485898196697235,0.5446116328239441,0.1973874717950821
ducks,0.19349829852581024,0.14692933857440948,0.2418965846300125,0.22573499381542206,0.46209287643432617,0.20216234028339386,0.24103093147277832,0.13765373826026917,0.2418965846300125,0.5906475186347961,1.0000001192092896,0.2377699315547943,0.18543733656406403,0.18336905539035797,0.1369331181049347,0.2696678936481476,0.17352284491062164
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.26200005412101746,0.10268763452768326,0.18319997191429138,0.13236497342586517,0.2672361731529236,0.3456730246543884,0.17345556616783142,0.14474555850028992,0.31236231327056885,0.10801912844181061,0.3326910734176636,0.18959444761276245,0.19286775588989258,0.42300865054130554
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.13311924040317535,0.06363902240991592,0.06688904762268066,-0.016681255772709846,0.07524215430021286,0.09152708947658539,0.12681004405021667,-0.004249480087310076,0.0979827418923378,0.0625331848859787,0.092739537358284,0.09648534655570984,0.08404627442359924,0.10349778085947037
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.5504306554794312,0.15551234781742096,0.22394508123397827,0.2829201817512512,0.3601827025413513,0.5171257257461548,0.19880411028862,0.21378952264785767,0.48971283435821533,0.2878478467464447,0.4954058527946472,0.24232792854309082,0.2441616654396057,0.20544172823429108
mls,0.16464200615882874,0.19856564700603485,0.3407278060913086,0.2659572660923004,0.48066121339797974,0.4657246768474579,0.20374144613742828,0.2424127161502838,0.3407278060913086,0.38980382680892944,0.352524995803833,0.24310454726219177,0.17194078862667084,0.2699325680732727,0.1621406078338623,0.26675572991371155,0.17685566842556
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.25035592913627625,0.1058538407087326,0.1808312088251114,0.10584451258182526,0.25806233286857605,0.33289089798927307,0.172007754445076,0.1535220891237259,0.30882009863853455,0.10503560304641724,0.3087427020072937,0.20017468929290771,0.16755922138690948,0.40561532974243164
la,0.15497572720050812,0.19883033633232117,0.23999373614788055,0.1254001408815384,0.08618615567684174,0.1659669727087021,0.05416569486260414,0.1642850637435913,0.23999373614788055,0.20153483748435974,0.11206454038619995,0.15626297891139984,0.10416373610496521,0.25750628113746643,0.13984240591526031,0.18989987671375275,0.16701938211917877
galaxy,0.18749870359897614,0.2287192940711975,0.21574880182743073,0.14491327106952667,0.17698700726032257,0.19395066797733307,0.04962024837732315,0.19713038206100464,0.21574880182743073,0.22193162143230438,0.13550415635108948,0.17287476360797882,0.12385378032922745,0.1905420422554016,0.12007506191730499,0.21346262097358704,0.2027440369129181
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.26200005412101746,0.10268763452768326,0.18319997191429138,0.13236497342586517,0.2672361731529236,0.3456730246543884,0.17345556616783142,0.14474555850028992,0.31236231327056885,0.10801912844181061,0.3326910734176636,0.18959444761276245,0.19286775588989258,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.41511186957359314,0.2122720628976822,0.26467522978782654,0.27241116762161255,0.41536515951156616,0.5934505462646484,0.26101207733154297,0.2306305319070816,0.4645031690597534,0.24016757309436798,0.5591574311256409,0.26629969477653503,0.2870451807975769,0.4130953550338745
