,what,year,did,king,sigismund,iii,vasa,move,his,court,to,warsaw,?
kingdom,0.17826133966445923,0.20875312387943268,0.15448923408985138,0.47840359807014465,0.3123232126235962,0.19913744926452637,0.136351078748703,0.08910766243934631,0.19653184711933136,0.17824849486351013,0.19473806023597717,0.15099142491817474,0.12927088141441345
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.2938710153102875,0.33887600898742676,0.21691277623176575,0.19801199436187744,0.19058799743652344,0.38364991545677185,0.28835242986679077,0.41548454761505127,0.19253842532634735,0.1826142966747284
poland,0.16095873713493347,0.15718093514442444,0.1852528303861618,0.16545403003692627,0.4628208875656128,0.2260351926088333,0.2971080541610718,0.13538524508476257,0.20170632004737854,0.1566687673330307,0.18661348521709442,0.6352760195732117,0.14259830117225647
when,0.4700249433517456,0.3014719784259796,0.3228907287120819,0.18628188967704773,0.17361579835414886,0.20814812183380127,0.19770324230194092,0.3272045850753784,0.37120407819747925,0.23927445709705353,0.5423505902290344,0.1615014374256134,0.22841128706932068
king,0.18449601531028748,0.1509334295988083,0.24472618103027344,1.0000001192092896,0.446221262216568,0.38207370042800903,0.27986112236976624,0.18681634962558746,0.3134537935256958,0.23431216180324554,0.24476152658462524,0.10983172804117203,0.19130074977874756
sigismund,0.17605116963386536,0.24039797484874725,0.16112971305847168,0.446221262216568,1.0,0.4095340073108673,0.43546783924102783,0.07474271208047867,0.30537036061286926,0.2969844341278076,0.19115108251571655,0.42401063442230225,0.25470688939094543
iii,0.09164873510599136,0.16124564409255981,0.13783781230449677,0.38207370042800903,0.4095340073108673,0.9999999403953552,0.24553173780441284,0.0722050741314888,0.18494349718093872,0.12697851657867432,0.1442069709300995,0.18053355813026428,0.13642357289791107
vasa,0.14001061022281647,0.14131557941436768,0.14574725925922394,0.27986112236976624,0.43546783924102783,0.24553173780441284,1.0,0.19239985942840576,0.20271103084087372,0.18114623427391052,0.21479159593582153,0.285134881734848,0.10693056136369705
moved,0.20601840317249298,0.16804592311382294,0.27509647607803345,0.14093376696109772,0.16998375952243805,0.1130957081913948,0.11799020320177078,0.5574866533279419,0.2717689573764801,0.16200615465641022,0.2918468713760376,0.15387406945228577,0.15112607181072235
his,0.26976513862609863,0.255428284406662,0.3546801507472992,0.3134537935256958,0.30537036061286926,0.18494349718093872,0.20271103084087372,0.19469550251960754,0.9999998807907104,0.25545522570610046,0.3715193271636963,0.2047043889760971,0.18075084686279297
court,0.23440583050251007,0.21609485149383545,0.23020441830158234,0.23431216180324554,0.2969844341278076,0.12697851657867432,0.18114623427391052,0.10727454721927643,0.25545522570610046,1.0,0.24824365973472595,0.1335667222738266,0.17100423574447632
from,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.1906634420156479,0.18370839953422546,0.1669788956642151,0.15440641343593597,0.23929353058338165,0.3195365369319916,0.18949919939041138,0.4069952368736267,0.2396499514579773,0.19969791173934937
kraków,0.15572486817836761,0.15565022826194763,0.13580945134162903,0.14069218933582306,0.4412953555583954,0.13931310176849365,0.3553329110145569,0.12585477530956268,0.18731465935707092,0.1059926226735115,0.15587858855724335,0.6385058164596558,0.17615953087806702
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.24476152658462524,0.19115108251571655,0.1442069709300995,0.21479159593582153,0.37858664989471436,0.3715193271636963,0.24824365973472595,1.0,0.1953994333744049,0.29463258385658264
warsaw,0.10373849421739578,0.15561209619045258,0.1939365565776825,0.10983172804117203,0.42401063442230225,0.18053355813026428,0.285134881734848,0.16765570640563965,0.2047043889760971,0.1335667222738266,0.1953994333744049,1.0,0.09769917279481888
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.2044914960861206,0.23773306608200073,0.17050711810588837,0.18975472450256348,0.23030683398246765,0.3598145842552185,0.2793687880039215,0.45010748505592346,0.22642600536346436,0.20430970191955566
1596,0.021886808797717094,0.07990529388189316,0.043534357100725174,-0.047171030193567276,0.09019094705581665,0.02276521548628807,0.008939565159380436,0.09802627563476562,0.004566884599626064,0.1147536188364029,0.10059106349945068,0.12180562317371368,0.01548840757459402
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2334747016429901,0.3243100047111511,0.24080099165439606,0.17245516180992126,0.31650546193122864,0.3119256794452667,0.2742154598236084,0.4645031690597534,0.26825499534606934,0.4130953550338745
