,in,dioxygen,how,are,the,two,oxygen,atoms,bonded,together,?
to,0.45010748505592346,0.2898167073726654,0.44169697165489197,0.3504326641559601,0.535392165184021,0.3343428373336792,0.24193501472473145,0.24628525972366333,0.2663169205188751,0.33225905895233154,0.29463258385658264
each,0.30816060304641724,0.2393271028995514,0.4183253347873688,0.39730963110923767,0.470844566822052,0.524709939956665,0.19840867817401886,0.3580165505409241,0.29444316029548645,0.34179630875587463,0.21173812448978424
other,0.39989137649536133,0.27632197737693787,0.3591516315937042,0.5932393670082092,0.44152235984802246,0.46609029173851013,0.2354368269443512,0.2643064558506012,0.31656894087791443,0.3374235928058624,0.24682199954986572
.,0.5591574311256409,0.27416276931762695,0.3287222981452942,0.3452940285205841,0.5934505462646484,0.3524959683418274,0.2554275095462799,0.26239243149757385,0.2698059678077698,0.2842161953449249,0.4130953550338745
,in,dioxygen,how,are,the,two,oxygen,atoms,bonded,together,?
the,0.6662389636039734,0.2871758043766022,0.33890387415885925,0.40399202704429626,1.0,0.43858039379119873,0.20428593456745148,0.1997222602367401,0.24132317304611206,0.26662585139274597,0.22068053483963013
bond,0.2135949283838272,0.3172967731952667,0.14675888419151306,0.16686198115348816,0.17178761959075928,0.2938443422317505,0.30479973554611206,0.46152833104133606,0.6525887250900269,0.2678581476211548,0.13208535313606262
can,0.26527702808380127,0.33874276280403137,0.49246567487716675,0.5408529043197632,0.312528520822525,0.282000333070755,0.3056217133998871,0.29839178919792175,0.2934249937534332,0.21391381323337555,0.3226337134838104
be,0.3481820821762085,0.30117732286453247,0.4158933162689209,0.5556803941726685,0.4248143136501312,0.28515341877937317,0.28851351141929626,0.27135029435157776,0.30887725949287415,0.20941530168056488,0.3324260413646698
variously,0.2344929724931717,0.20143510401248932,0.25870421528816223,0.3772461414337158,0.27876922488212585,0.2755984365940094,0.18335601687431335,0.12474746257066727,0.1269253045320511,0.17159487307071686,0.18915246427059174
described,0.28813880681991577,0.13053148984909058,0.2526073157787323,0.25001800060272217,0.2878154516220093,0.2367422729730606,0.0869915559887886,0.1533033549785614,0.26363518834114075,0.166961207985878,0.1374269425868988
based,0.3070422410964966,0.13007257878780365,0.29692843556404114,0.3002447783946991,0.29860720038414,0.21177002787590027,0.11147867888212204,0.1794569045305252,0.17528343200683594,0.19450534880161285,0.134929820895195
on,0.46853652596473694,0.22839337587356567,0.32655060291290283,0.268924742937088,0.5107308030128479,0.3205535411834717,0.2008662223815918,0.1732252538204193,0.22758455574512482,0.28666210174560547,0.2714994251728058
level,0.279204785823822,0.24798175692558289,0.27169108390808105,0.2331918329000473,0.31442487239837646,0.16755890846252441,0.2173268347978592,0.17356808483600616,0.18508626520633698,0.10621147602796555,0.20528386533260345
of,0.5696388483047485,0.24121849238872528,0.2480744868516922,0.39081433415412903,0.733189046382904,0.37726253271102905,0.16848602890968323,0.20656298100948334,0.26003360748291016,0.26678720116615295,0.1826142966747284
theory,0.16955126821994781,0.19561727344989777,0.31550133228302,0.1918308287858963,0.2277156263589859,0.22681225836277008,0.15834374725818634,0.3230767250061035,0.22138184309005737,0.17018862068653107,0.1387292891740799
",",0.5201468467712402,0.2609575390815735,0.22659391164779663,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.21812842786312103,0.19749411940574646,0.2624285817146301,0.2912277579307556,0.31091248989105225
but,0.48674455285072327,0.2864445149898529,0.43101516366004944,0.47990062832832336,0.4859698414802551,0.39381086826324463,0.262522429227829,0.2316189408302307,0.23856252431869507,0.23751555383205414,0.27921953797340393
is,0.5394441485404968,0.2500855028629303,0.22544461488723755,0.5330929756164551,0.5823672413825989,0.2315155267715454,0.21825239062309265,0.21835871040821075,0.22616659104824066,0.1995578110218048,0.22961433231830597
reasonably,0.2534480094909668,0.19853979349136353,0.38971784710884094,0.2918999195098877,0.2819764018058777,0.19589051604270935,0.16371344029903412,0.22263945639133453,0.17008820176124573,0.1582929491996765,0.35103633999824524
and,0.4954058527946472,0.2623746693134308,0.33647966384887695,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.22261030972003937,0.21866731345653534,0.2813437581062317,0.37008100748062134,0.20544172823429108
simply,0.26013514399528503,0.20516444742679596,0.3277812600135803,0.3214327394962311,0.3653980493545532,0.2625187337398529,0.17504671216011047,0.18739891052246094,0.20395269989967346,0.24826033413410187,0.2984147369861603
described,0.28813880681991577,0.13053148984909058,0.2526073157787323,0.25001800060272217,0.2878154516220093,0.2367422729730606,0.0869915559887886,0.1533033549785614,0.26363518834114075,0.166961207985878,0.1374269425868988
as,0.3887844979763031,0.19579321146011353,0.33782753348350525,0.3826591968536377,0.48381632566452026,0.3029302954673767,0.16691245138645172,0.20205701887607574,0.23414187133312225,0.18361428380012512,0.27043893933296204
a,0.539380669593811,0.240678608417511,0.29312583804130554,0.265255331993103,0.5829201340675354,0.3289857804775238,0.21662019193172455,0.23782315850257874,0.22720621526241302,0.25249844789505005,0.23916715383529663
covalent,0.22665461897850037,0.477230042219162,0.22280210256576538,0.33316347002983093,0.205012708902359,0.3302302658557892,0.4691994786262512,0.6256788969039917,0.6577211022377014,0.31756240129470825,0.20853163301944733
double,0.1451583355665207,0.1774371713399887,0.1738475114107132,0.20160768926143646,0.21355170011520386,0.328250914812088,0.1717507690191269,0.2749846577644348,0.25742214918136597,0.1534285545349121,0.10017921775579453
bond,0.2135949283838272,0.3172967731952667,0.14675888419151306,0.16686198115348816,0.17178761959075928,0.2938443422317505,0.30479973554611206,0.46152833104133606,0.6525887250900269,0.2678581476211548,0.13208535313606262
that,0.435920387506485,0.3129707872867584,0.557814359664917,0.45265161991119385,0.5473989248275757,0.3858162462711334,0.2717767655849457,0.28964754939079285,0.27247169613838196,0.28340306878089905,0.32716336846351624
results,0.28880611062049866,0.19976715743541718,0.2975708544254303,0.24356640875339508,0.2863679826259613,0.2205955684185028,0.16823633015155792,0.2508569657802582,0.15316319465637207,0.1843457967042923,0.21797199547290802
from,0.4274188280105591,0.24625377357006073,0.22939439117908478,0.2674213647842407,0.40150508284568787,0.25732070207595825,0.23457925021648407,0.18694515526294708,0.1717134267091751,0.22114437818527222,0.19969791173934937
the,0.6662389636039734,0.2871758043766022,0.33890387415885925,0.40399202704429626,1.0,0.43858039379119873,0.20428593456745148,0.1997222602367401,0.24132317304611206,0.26662585139274597,0.22068053483963013
filling,0.22820748388767242,0.26962703466415405,0.2137097865343094,0.27617883682250977,0.27447065711021423,0.2502812445163727,0.2319445163011551,0.22889326512813568,0.19278749823570251,0.18414926528930664,0.21185900270938873
of,0.5696388483047485,0.24121849238872528,0.2480744868516922,0.39081433415412903,0.733189046382904,0.37726253271102905,0.16848602890968323,0.20656298100948334,0.26003360748291016,0.26678720116615295,0.1826142966747284
molecular,0.23809398710727692,0.4294970631599426,0.2647314667701721,0.2298266738653183,0.23136529326438904,0.21233627200126648,0.4132167398929596,0.5500855445861816,0.3878985047340393,0.26875725388526917,0.1327144205570221
orbitals,0.1506427526473999,0.4550866484642029,0.27880236506462097,0.27703624963760376,0.18628978729248047,0.29519808292388916,0.3968796730041504,0.6423670053482056,0.4837229549884796,0.2563237249851227,0.20797790586948395
formed,0.27325257658958435,0.1967359036207199,0.13206253945827484,0.23466052114963531,0.28813210129737854,0.30216291546821594,0.18376335501670837,0.29777371883392334,0.36504247784614563,0.3537735342979431,0.09686966985464096
from,0.4274188280105591,0.24625377357006073,0.22939439117908478,0.2674213647842407,0.40150508284568787,0.25732070207595825,0.23457925021648407,0.18694515526294708,0.1717134267091751,0.22114437818527222,0.19969791173934937
the,0.6662389636039734,0.2871758043766022,0.33890387415885925,0.40399202704429626,1.0,0.43858039379119873,0.20428593456745148,0.1997222602367401,0.24132317304611206,0.26662585139274597,0.22068053483963013
atomic,0.1661578118801117,0.3620619773864746,0.26101911067962646,0.11650023609399796,0.20241498947143555,0.1701701432466507,0.3498596251010895,0.6516500115394592,0.38049232959747314,0.2567142844200134,0.16654692590236664
orbitals,0.1506427526473999,0.4550866484642029,0.27880236506462097,0.27703624963760376,0.18628978729248047,0.29519808292388916,0.3968796730041504,0.6423670053482056,0.4837229549884796,0.2563237249851227,0.20797790586948395
of,0.5696388483047485,0.24121849238872528,0.2480744868516922,0.39081433415412903,0.733189046382904,0.37726253271102905,0.16848602890968323,0.20656298100948334,0.26003360748291016,0.26678720116615295,0.1826142966747284
the,0.6662389636039734,0.2871758043766022,0.33890387415885925,0.40399202704429626,1.0,0.43858039379119873,0.20428593456745148,0.1997222602367401,0.24132317304611206,0.26662585139274597,0.22068053483963013
individual,0.27755051851272583,0.2131112813949585,0.38188791275024414,0.334160178899765,0.3706541955471039,0.3279830813407898,0.17875200510025024,0.2610172927379608,0.2566707134246826,0.2882983982563019,0.2058374285697937
oxygen,0.1672476977109909,0.9219944477081299,0.21928748488426208,0.24342744052410126,0.20428593456745148,0.22778019309043884,0.9999999403953552,0.5021464228630066,0.4426610767841339,0.23404118418693542,0.16786395013332367
atoms,0.1795038878917694,0.4960639178752899,0.3024098575115204,0.271334171295166,0.1997222602367401,0.29314860701560974,0.5021464228630066,1.0000001192092896,0.5836569666862488,0.40580427646636963,0.17423541843891144
",",0.5201468467712402,0.2609575390815735,0.22659391164779663,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.21812842786312103,0.19749411940574646,0.2624285817146301,0.2912277579307556,0.31091248989105225
the,0.6662389636039734,0.2871758043766022,0.33890387415885925,0.40399202704429626,1.0,0.43858039379119873,0.20428593456745148,0.1997222602367401,0.24132317304611206,0.26662585139274597,0.22068053483963013
filling,0.22820748388767242,0.26962703466415405,0.2137097865343094,0.27617883682250977,0.27447065711021423,0.2502812445163727,0.2319445163011551,0.22889326512813568,0.19278749823570251,0.18414926528930664,0.21185900270938873
of,0.5696388483047485,0.24121849238872528,0.2480744868516922,0.39081433415412903,0.733189046382904,0.37726253271102905,0.16848602890968323,0.20656298100948334,0.26003360748291016,0.26678720116615295,0.1826142966747284
which,0.4840516746044159,0.35948604345321655,0.4852597713470459,0.42922598123550415,0.6521818041801453,0.4674137234687805,0.3166238069534302,0.31537842750549316,0.3248600661754608,0.3194063603878021,0.25814583897590637
results,0.28880611062049866,0.19976715743541718,0.2975708544254303,0.24356640875339508,0.2863679826259613,0.2205955684185028,0.16823633015155792,0.2508569657802582,0.15316319465637207,0.1843457967042923,0.21797199547290802
in,1.0,0.21299557387828827,0.2601168751716614,0.3841303884983063,0.6662389636039734,0.36463531851768494,0.1672476977109909,0.1795038878917694,0.23194243013858795,0.3252169191837311,0.20430970191955566
a,0.539380669593811,0.240678608417511,0.29312583804130554,0.265255331993103,0.5829201340675354,0.3289857804775238,0.21662019193172455,0.23782315850257874,0.22720621526241302,0.25249844789505005,0.23916715383529663
bond,0.2135949283838272,0.3172967731952667,0.14675888419151306,0.16686198115348816,0.17178761959075928,0.2938443422317505,0.30479973554611206,0.46152833104133606,0.6525887250900269,0.2678581476211548,0.13208535313606262
order,0.24184700846672058,0.2110757976770401,0.22134430706501007,0.22330260276794434,0.3284194767475128,0.22536668181419373,0.18800169229507446,0.17739461362361908,0.17861002683639526,0.1442960649728775,0.13725648820400238
of,0.5696388483047485,0.24121849238872528,0.2480744868516922,0.39081433415412903,0.733189046382904,0.37726253271102905,0.16848602890968323,0.20656298100948334,0.26003360748291016,0.26678720116615295,0.1826142966747284
two,0.36463531851768494,0.25695866346359253,0.2499001920223236,0.46276170015335083,0.43858039379119873,1.0000001192092896,0.22778019309043884,0.29314860701560974,0.35713228583335876,0.4355287551879883,0.19645625352859497
.,0.5591574311256409,0.27416276931762695,0.3287222981452942,0.3452940285205841,0.5934505462646484,0.3524959683418274,0.2554275095462799,0.26239243149757385,0.2698059678077698,0.2842161953449249,0.4130953550338745
