,after,the,lisbon,treaty,",",the,charter,and,the,convention,now,co-exist,under,what,?
though,0.3300973176956177,0.38776206970214844,0.11670633405447006,0.17784805595874786,0.42253127694129944,0.38776206970214844,0.17379316687583923,0.4405979514122009,0.38776206970214844,0.18808238208293915,0.3937484622001648,0.39533233642578125,0.24937668442726135,0.4089210331439972,0.3188856542110443
the,0.4565047025680542,1.0,0.28707155585289,0.2690109610557556,0.4933079481124878,1.0,0.26436546444892883,0.5171257257461548,1.0,0.2588678300380707,0.38266420364379883,0.23971277475357056,0.3348022699356079,0.42745697498321533,0.22068053483963013
former,0.2049642652273178,0.2251449078321457,0.07150273025035858,0.15831296145915985,0.2738454341888428,0.2251449078321457,0.15762363374233246,0.2516189515590668,0.2251449078321457,0.11801876127719879,0.2288975715637207,0.18830473721027374,0.17830298840999603,0.13598288595676422,0.10570605844259262
is,0.2835143506526947,0.5823672413825989,0.14867930114269257,0.17603619396686554,0.4691906273365021,0.5823672413825989,0.18991196155548096,0.3859752118587494,0.5823672413825989,0.19678325951099396,0.39589470624923706,0.23245200514793396,0.21294879913330078,0.28837618231773376,0.22961433231830597
enforced,0.18274381756782532,0.23242081701755524,0.12083765864372253,0.27891644835472107,0.22972333431243896,0.23242081701755524,0.22216182947158813,0.2561033070087433,0.23242081701755524,0.27759361267089844,0.26167842745780945,0.2594442665576935,0.3048945665359497,0.3058510720729828,0.21104566752910614
by,0.41259682178497314,0.4408751428127289,0.11946325749158859,0.11528714001178741,0.3680937886238098,0.4408751428127289,0.1632666289806366,0.4289871156215668,0.4408751428127289,0.1697186827659607,0.20949482917785645,0.13141705095767975,0.3161602020263672,0.2455483376979828,0.17966607213020325
the,0.4565047025680542,1.0,0.28707155585289,0.2690109610557556,0.4933079481124878,1.0,0.26436546444892883,0.5171257257461548,1.0,0.2588678300380707,0.38266420364379883,0.23971277475357056,0.3348022699356079,0.42745697498321533,0.22068053483963013
european,0.17162996530532837,0.3423081040382385,0.2833424210548401,0.25059598684310913,0.19684812426567078,0.3423081040382385,0.334158331155777,0.24143946170806885,0.3423081040382385,0.21703866124153137,0.1185959205031395,0.1811886578798294,0.17218957841396332,0.15324164927005768,0.14560863375663757
court,0.22239722311496735,0.2812081575393677,0.06784993410110474,0.22745929658412933,0.24410836398601532,0.2812081575393677,0.29975470900535583,0.22896502912044525,0.2812081575393677,0.23197080194950104,0.17789165675640106,0.17744219303131104,0.1557169258594513,0.23440583050251007,0.17100423574447632
of,0.3867455720901489,0.733189046382904,0.23450347781181335,0.2602092921733856,0.4946078956127167,0.733189046382904,0.2438247799873352,0.5116966962814331,0.733189046382904,0.2509908974170685,0.29182544350624084,0.22484244406223297,0.32766106724739075,0.33290785551071167,0.1826142966747284
justice,0.18202106654644012,0.23470892012119293,0.12080026417970657,0.20915263891220093,0.22630788385868073,0.23470892012119293,0.2450234740972519,0.22812503576278687,0.23470892012119293,0.2416766732931137,0.14624471962451935,0.21043214201927185,0.14663933217525482,0.21462921798229218,0.19269752502441406
in,0.44050168991088867,0.6662389636039734,0.23103228211402893,0.22333456575870514,0.5201468467712402,0.6662389636039734,0.20881880819797516,0.4954058527946472,0.6662389636039734,0.22991126775741577,0.3619694113731384,0.222116619348526,0.2535393238067627,0.30808621644973755,0.20430970191955566
relation,0.15632113814353943,0.2734622061252594,0.0644732192158699,0.30444052815437317,0.2668071985244751,0.2734622061252594,0.17411909997463226,0.3051023781299591,0.2734622061252594,0.18316525220870972,0.15281188488006592,0.33628153800964355,0.14293700456619263,0.3144443929195404,0.1898830384016037
to,0.37890323996543884,0.535392165184021,0.22878102958202362,0.1986158937215805,0.44245919585227966,0.535392165184021,0.2440456748008728,0.48971283435821533,0.535392165184021,0.2850709557533264,0.3925153911113739,0.18600347638130188,0.27177539467811584,0.455847829580307,0.29463258385658264
european,0.17162996530532837,0.3423081040382385,0.2833424210548401,0.25059598684310913,0.19684812426567078,0.3423081040382385,0.334158331155777,0.24143946170806885,0.3423081040382385,0.21703866124153137,0.1185959205031395,0.1811886578798294,0.17218957841396332,0.15324164927005768,0.14560863375663757
union,0.18530848622322083,0.24421639740467072,0.21547867357730865,0.3147597312927246,0.2362271547317505,0.24421639740467072,0.24181725084781647,0.2594362497329712,0.24421639740467072,0.2659381330013275,0.19606991112232208,0.231153205037117,0.1701658070087433,0.1396910548210144,0.07797172665596008
measures,0.1775370091199875,0.263394296169281,0.14036598801612854,0.17090623080730438,0.16940486431121826,0.263394296169281,0.1633332222700119,0.25640660524368286,0.263394296169281,0.1731874793767929,0.15229357779026031,0.16769865155220032,0.17594869434833527,0.24211709201335907,0.18777857720851898
",",0.38860568404197693,0.4933079481124878,0.23894961178302765,0.21270246803760529,1.0000001192092896,0.4933079481124878,0.25566044449806213,0.6633074283599854,0.4933079481124878,0.2018413096666336,0.43216821551322937,0.34582313895225525,0.24875585734844208,0.3087472915649414,0.31091248989105225
and,0.3765919506549835,0.5171257257461548,0.18415111303329468,0.1592116355895996,0.6633074283599854,0.5171257257461548,0.21405354142189026,1.0,0.5171257257461548,0.225796639919281,0.35309651494026184,0.27988743782043457,0.3005301356315613,0.31309178471565247,0.20544172823429108
the,0.4565047025680542,1.0,0.28707155585289,0.2690109610557556,0.4933079481124878,1.0,0.26436546444892883,0.5171257257461548,1.0,0.2588678300380707,0.38266420364379883,0.23971277475357056,0.3348022699356079,0.42745697498321533,0.22068053483963013
latter,0.31128883361816406,0.37523433566093445,0.09885265678167343,0.13721738755702972,0.2972133159637451,0.37523433566093445,0.1598316878080368,0.30753543972969055,0.37523433566093445,0.14154621958732605,0.24494032561779022,0.20239876210689545,0.19714350998401642,0.25606152415275574,0.12733961641788483
by,0.41259682178497314,0.4408751428127289,0.11946325749158859,0.11528714001178741,0.3680937886238098,0.4408751428127289,0.1632666289806366,0.4289871156215668,0.4408751428127289,0.1697186827659607,0.20949482917785645,0.13141705095767975,0.3161602020263672,0.2455483376979828,0.17966607213020325
the,0.4565047025680542,1.0,0.28707155585289,0.2690109610557556,0.4933079481124878,1.0,0.26436546444892883,0.5171257257461548,1.0,0.2588678300380707,0.38266420364379883,0.23971277475357056,0.3348022699356079,0.42745697498321533,0.22068053483963013
european,0.17162996530532837,0.3423081040382385,0.2833424210548401,0.25059598684310913,0.19684812426567078,0.3423081040382385,0.334158331155777,0.24143946170806885,0.3423081040382385,0.21703866124153137,0.1185959205031395,0.1811886578798294,0.17218957841396332,0.15324164927005768,0.14560863375663757
court,0.22239722311496735,0.2812081575393677,0.06784993410110474,0.22745929658412933,0.24410836398601532,0.2812081575393677,0.29975470900535583,0.22896502912044525,0.2812081575393677,0.23197080194950104,0.17789165675640106,0.17744219303131104,0.1557169258594513,0.23440583050251007,0.17100423574447632
of,0.3867455720901489,0.733189046382904,0.23450347781181335,0.2602092921733856,0.4946078956127167,0.733189046382904,0.2438247799873352,0.5116966962814331,0.733189046382904,0.2509908974170685,0.29182544350624084,0.22484244406223297,0.32766106724739075,0.33290785551071167,0.1826142966747284
human,0.16210533678531647,0.3103327453136444,0.1711268275976181,0.17826154828071594,0.23877760767936707,0.3103327453136444,0.21524803340435028,0.37127596139907837,0.3103327453136444,0.2140868753194809,0.16636651754379272,0.2461928278207779,0.0970844179391861,0.24243313074111938,0.19748784601688385
rights,0.17070108652114868,0.2579100430011749,0.1855974942445755,0.275406152009964,0.2595706284046173,0.2579100430011749,0.41641664505004883,0.26346641778945923,0.2579100430011749,0.3308528959751129,0.24936659634113312,0.18508867919445038,0.1468520164489746,0.2386135458946228,0.21814769506454468
in,0.44050168991088867,0.6662389636039734,0.23103228211402893,0.22333456575870514,0.5201468467712402,0.6662389636039734,0.20881880819797516,0.4954058527946472,0.6662389636039734,0.22991126775741577,0.3619694113731384,0.222116619348526,0.2535393238067627,0.30808621644973755,0.20430970191955566
relation,0.15632113814353943,0.2734622061252594,0.0644732192158699,0.30444052815437317,0.2668071985244751,0.2734622061252594,0.17411909997463226,0.3051023781299591,0.2734622061252594,0.18316525220870972,0.15281188488006592,0.33628153800964355,0.14293700456619263,0.3144443929195404,0.1898830384016037
to,0.37890323996543884,0.535392165184021,0.22878102958202362,0.1986158937215805,0.44245919585227966,0.535392165184021,0.2440456748008728,0.48971283435821533,0.535392165184021,0.2850709557533264,0.3925153911113739,0.18600347638130188,0.27177539467811584,0.455847829580307,0.29463258385658264
measures,0.1775370091199875,0.263394296169281,0.14036598801612854,0.17090623080730438,0.16940486431121826,0.263394296169281,0.1633332222700119,0.25640660524368286,0.263394296169281,0.1731874793767929,0.15229357779026031,0.16769865155220032,0.17594869434833527,0.24211709201335907,0.18777857720851898
by,0.41259682178497314,0.4408751428127289,0.11946325749158859,0.11528714001178741,0.3680937886238098,0.4408751428127289,0.1632666289806366,0.4289871156215668,0.4408751428127289,0.1697186827659607,0.20949482917785645,0.13141705095767975,0.3161602020263672,0.2455483376979828,0.17966607213020325
member,0.2066003829240799,0.2806392312049866,0.18051345646381378,0.19731877744197845,0.25757819414138794,0.2806392312049866,0.2916165292263031,0.28606608510017395,0.2806392312049866,0.21419936418533325,0.1775694042444229,0.19926732778549194,0.15988416969776154,0.09932345896959305,0.06826172769069672
states,0.20801226794719696,0.3463578522205353,0.19978110492229462,0.25450411438941956,0.3315127193927765,0.3463578522205353,0.2679363787174225,0.2974761426448822,0.3463578522205353,0.24713486433029175,0.21356189250946045,0.2597115933895111,0.19016794860363007,0.21526020765304565,0.16272737085819244
.,0.35870397090911865,0.5934505462646484,0.20124030113220215,0.17410176992416382,0.6812511086463928,0.5934505462646484,0.17250345647335052,0.588965117931366,0.5934505462646484,0.2022661417722702,0.36271902918815613,0.3217247724533081,0.2901604175567627,0.3567904531955719,0.4130953550338745
