,how,is,the,climate,near,the,savannah,grasslands,?
.,0.3287222981452942,0.4569662809371948,0.5934505462646484,0.22208234667778015,0.2532462477684021,0.5934505462646484,0.24154837429523468,0.22140441834926605,0.4130953550338745
,how,is,the,climate,near,the,savannah,grasslands,?
the,0.33890387415885925,0.5823672413825989,1.0,0.2693597674369812,0.2879819869995117,1.0,0.22411200404167175,0.24268165230751038,0.22068053483963013
climate,0.23680974543094635,0.26601269841194153,0.2693597674369812,1.0000001192092896,0.19921007752418518,0.2693597674369812,0.3540549874305725,0.42539891600608826,0.19998492300510406
is,0.22544461488723755,1.0,0.5823672413825989,0.26601269841194153,0.25453904271125793,0.5823672413825989,0.15193280577659607,0.21632076799869537,0.22961433231830597
cooler,0.18692277371883392,0.21424490213394165,0.27278244495391846,0.4404536783695221,0.24870432913303375,0.27278244495391846,0.291318416595459,0.4207382798194885,0.16162197291851044
in,0.2601168751716614,0.5394441485404968,0.6662389636039734,0.24209141731262207,0.40211278200149536,0.6662389636039734,0.22008024156093597,0.25257408618927,0.20430970191955566
the,0.33890387415885925,0.5823672413825989,1.0,0.2693597674369812,0.2879819869995117,1.0,0.22411200404167175,0.24268165230751038,0.22068053483963013
savannah,0.2131354957818985,0.15193280577659607,0.22411200404167175,0.3540549874305725,0.23346734046936035,0.22411200404167175,1.0000001192092896,0.5048224925994873,0.13179418444633484
grasslands,0.08924134075641632,0.21632076799869537,0.24268165230751038,0.42539891600608826,0.2824670672416687,0.24268165230751038,0.5048224925994873,1.0000001192092896,0.12032455950975418
around,0.3297552764415741,0.286477267742157,0.40085816383361816,0.24569489061832428,0.37184345722198486,0.40085816383361816,0.1591396927833557,0.26800867915153503,0.14729668200016022
the,0.33890387415885925,0.5823672413825989,1.0,0.2693597674369812,0.2879819869995117,1.0,0.22411200404167175,0.24268165230751038,0.22068053483963013
capital,0.10716020315885544,0.2849797308444977,0.3049491047859192,0.3075006306171417,0.25245460867881775,0.3049491047859192,0.16055284440517426,0.2612595856189728,0.0907452180981636
city,0.12024712562561035,0.3186660706996918,0.35769423842430115,0.22561055421829224,0.2968660593032837,0.35769423842430115,0.28446468710899353,0.24375538527965546,0.13423943519592285
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,0.224740669131279,0.3141826391220093,0.4933079481124878,0.31120654940605164,0.2680762708187103,0.31091248989105225
nairobi,0.10933924466371536,0.13799425959587097,0.19357922673225403,0.2209717035293579,0.28176629543304443,0.19357922673225403,0.29076793789863586,0.28586265444755554,0.10651574283838272
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,0.224740669131279,0.3141826391220093,0.4933079481124878,0.31120654940605164,0.2680762708187103,0.31091248989105225
and,0.33647966384887695,0.3859752118587494,0.5171257257461548,0.2292918860912323,0.25046437978744507,0.5171257257461548,0.2758953273296356,0.31023848056793213,0.20544172823429108
especially,0.33161523938179016,0.32683345675468445,0.39420849084854126,0.25097525119781494,0.19973598420619965,0.39420849084854126,0.1761196106672287,0.29016706347465515,0.19751401245594025
closer,0.26834341883659363,0.2801712155342102,0.3551013469696045,0.2076207399368286,0.3578496277332306,0.3551013469696045,0.16697871685028076,0.23015162348747253,0.13396333158016205
to,0.44169697165489197,0.42745086550712585,0.535392165184021,0.3023298978805542,0.2456841915845871,0.535392165184021,0.2469266653060913,0.2169981598854065,0.29463258385658264
mount,0.14012834429740906,0.1771300882101059,0.26066282391548157,0.20872105658054352,0.33978599309921265,0.26066282391548157,0.26243290305137634,0.2603115439414978,0.10283114016056061
kenya,0.17591707408428192,0.17591087520122528,0.21657514572143555,0.18503479659557343,0.23386359214782715,0.21657514572143555,0.3100767433643341,0.33241304755210876,0.17197901010513306
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,0.224740669131279,0.3141826391220093,0.4933079481124878,0.31120654940605164,0.2680762708187103,0.31091248989105225
which,0.4852597713470459,0.4457404911518097,0.6521818041801453,0.2627573609352112,0.2737005650997162,0.6521818041801453,0.25607961416244507,0.2612802982330322,0.25814583897590637
has,0.26820555329322815,0.5668748617172241,0.4177538752555847,0.2747833728790283,0.1869899034500122,0.4177538752555847,0.1403130143880844,0.20679143071174622,0.15994466841220856
snow,0.1660781353712082,0.2117786705493927,0.20050467550754547,0.3057892620563507,0.10664760321378708,0.20050467550754547,0.16590335965156555,0.2828402817249298,0.1894082874059677
permanently,0.27732589840888977,0.23395326733589172,0.33399102091789246,0.2480030208826065,0.23783351480960846,0.33399102091789246,0.2203531712293625,0.2698378562927246,0.20149491727352142
on,0.32655060291290283,0.3635730445384979,0.5107308030128479,0.23228000104427338,0.3508072793483734,0.5107308030128479,0.23052701354026794,0.20152418315410614,0.2714994251728058
its,0.22449488937854767,0.4447362422943115,0.559237003326416,0.25045743584632874,0.24676969647407532,0.559237003326416,0.2007276713848114,0.2129649966955185,0.15103481709957123
peaks,0.13846208155155182,0.3169071078300476,0.28557711839675903,0.3152848780155182,0.20912392437458038,0.28557711839675903,0.14407913386821747,0.30152204632759094,0.07843611389398575
.,0.3287222981452942,0.4569662809371948,0.5934505462646484,0.22208234667778015,0.2532462477684021,0.5934505462646484,0.24154837429523468,0.22140441834926605,0.4130953550338745
