,what,was,the,one,linear,hd,channel,virgin,media,carried,from,november,2006,to,july,2009,?
november,0.23963461816310883,0.4240739941596985,0.25734350085258484,0.22778558731079102,0.05976192653179169,0.21407589316368103,0.1627945899963379,0.17321233451366425,0.18704546988010406,0.12389007210731506,0.2036365419626236,1.0,-0.18902373313903809,0.2179545760154724,0.827664315700531,-0.16505727171897888,0.3159552216529846
2006,-0.0008085015579126775,-0.08876620978116989,0.11294147372245789,0.12051252275705338,0.08678524941205978,0.00339584331959486,-0.008566063828766346,-0.0888431966304779,-0.009515904821455479,0.09811117500066757,0.08338478952646255,-0.18902373313903809,1.0,0.012056082487106323,-0.20213590562343597,0.235048308968544,-0.1194092258810997
until,0.2693650424480438,0.43126991391181946,0.37191009521484375,0.27872219681739807,0.08395885676145554,0.15125338733196259,0.19939203560352325,0.11668652296066284,0.12946845591068268,0.30439725518226624,0.3746030032634735,0.329515665769577,-0.02001650258898735,0.354556679725647,0.293364942073822,-0.25430119037628174,0.20304496586322784
30,-0.04443084076046944,0.08394331485033035,0.0730796679854393,-0.005346713587641716,0.034615036100149155,0.05260162428021431,-0.0017313482239842415,0.0566905215382576,-0.047275420278310776,-0.001158710103482008,0.0211875531822443,0.09087476134300232,0.016841772943735123,0.06848903745412827,0.1180410236120224,0.002693688962608576,-0.08261742442846298
july,0.22688010334968567,0.40724116563796997,0.2371699959039688,0.15384946763515472,0.08171197026968002,0.19904133677482605,0.15432333946228027,0.13129322230815887,0.12685146927833557,0.1317775994539261,0.18728196620941162,0.827664315700531,-0.20213590562343597,0.228788822889328,1.0,-0.16273054480552673,0.2897891402244568
2009,-0.2519478499889374,-0.17510849237442017,-0.23935742676258087,-0.20667554438114166,-0.28523197770118713,-0.1001238077878952,-0.12137730419635773,-0.08350510895252228,-0.12236053496599197,-0.20478716492652893,-0.19722937047481537,-0.16505727171897888,0.235048308968544,-0.3018359839916229,-0.16273054480552673,1.0,-0.2287932187318802
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.4284902811050415,0.1636553257703781,0.17569977045059204,0.2505355477333069,0.16555088758468628,0.19141267240047455,0.182406947016716,0.325604110956192,0.25826218724250793,0.03824596479535103,0.513711154460907,0.22927126288414001,-0.21858705580234528,0.25732165575027466
only,0.41415658593177795,0.36249664425849915,0.5497692227363586,0.5699372291564941,0.24425062537193298,0.18884140253067017,0.1798616498708725,0.2317286878824234,0.22255387902259827,0.26407086849212646,0.32145237922668457,0.2757170498371124,0.1263696700334549,0.5096819996833801,0.23441679775714874,-0.26556262373924255,0.2767370045185089
carried,0.17649970948696136,0.2901332974433899,0.31854987144470215,0.22325856983661652,0.19221985340118408,0.07810656726360321,0.15978261828422546,0.20998091995716095,0.11823175847530365,0.9999999403953552,0.2283707559108734,0.12389007210731506,0.09811117500066757,0.21867457032203674,0.1317775994539261,-0.20478716492652893,0.1305524855852127
one,0.376489520072937,0.3752199709415436,0.5514441132545471,1.0000001192092896,0.25397738814353943,0.1912364661693573,0.19341228902339935,0.2302490919828415,0.1566828191280365,0.22325856983661652,0.32194891571998596,0.22778558731079102,0.12051252275705338,0.4025384783744812,0.15384946763515472,-0.20667554438114166,0.2673267424106598
linear,0.2132105678319931,0.07998892664909363,0.2117266058921814,0.25397738814353943,1.0000001192092896,0.14591935276985168,0.11802539229393005,0.0905710831284523,0.22149834036827087,0.19221985340118408,0.12166497856378555,0.05976192653179169,0.08678524941205978,0.2262469083070755,0.08171197026968002,-0.28523197770118713,0.16595983505249023
hd,0.15220552682876587,0.1134820282459259,0.19996047019958496,0.1912364661693573,0.14591935276985168,0.9999998807907104,0.4127618968486786,0.14707119762897491,0.2660827338695526,0.07810656726360321,0.08979839086532593,0.21407589316368103,0.00339584331959486,0.15188103914260864,0.19904133677482605,-0.1001238077878952,0.1705414354801178
channel,0.20295917987823486,0.15624403953552246,0.2860044836997986,0.19341228902339935,0.11802539229393005,0.4127618968486786,0.9999999403953552,0.19586266577243805,0.2604137361049652,0.15978261828422546,0.1587689369916916,0.1627945899963379,-0.008566063828766346,0.21299093961715698,0.15432333946228027,-0.12137730419635773,0.20176179707050323
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3696635365486145,0.17978614568710327,0.15258826315402985,0.18730267882347107,0.1973685473203659,0.23135341703891754,0.2494087517261505,0.39760664105415344,0.4120670258998871,-0.14199310541152954,0.44245919585227966,0.4269406795501709,-0.3093184232711792,0.31091248989105225
bbc,0.20634698867797852,0.19087861478328705,0.2735401690006256,0.20136159658432007,0.07688378542661667,0.31887122988700867,0.4298529028892517,0.18121619522571564,0.2698371410369873,0.11064185202121735,0.17696094512939453,0.21225117146968842,-0.032675690948963165,0.19421324133872986,0.1743364781141281,-0.08781497925519943,0.20556949079036713
hd,0.15220552682876587,0.1134820282459259,0.19996047019958496,0.1912364661693573,0.14591935276985168,0.9999998807907104,0.4127618968486786,0.14707119762897491,0.2660827338695526,0.07810656726360321,0.08979839086532593,0.21407589316368103,0.00339584331959486,0.15188103914260864,0.19904133677482605,-0.1001238077878952,0.1705414354801178
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3696635365486145,0.17978614568710327,0.15258826315402985,0.18730267882347107,0.1973685473203659,0.23135341703891754,0.2494087517261505,0.39760664105415344,0.4120670258998871,-0.14199310541152954,0.44245919585227966,0.4269406795501709,-0.3093184232711792,0.31091248989105225
after,0.21973377466201782,0.49306565523147583,0.4565047025680542,0.3593756854534149,0.04238223657011986,0.002911775605753064,0.15679383277893066,0.15374170243740082,0.09791065752506256,0.24709343910217285,0.4051513373851776,0.30227309465408325,-0.026286179199814796,0.37890323996543884,0.31295984983444214,-0.19329868257045746,0.16608688235282898
the,0.42745697498321533,0.48711544275283813,1.0,0.5514441132545471,0.2117266058921814,0.19996047019958496,0.2860044836997986,0.21732187271118164,0.19221965968608856,0.31854987144470215,0.40150508284568787,0.25734350085258484,0.11294147372245789,0.535392165184021,0.2371699959039688,-0.23935742676258087,0.22068053483963013
conclusion,0.3924311697483063,0.19978472590446472,0.25632116198539734,0.2262868583202362,0.3243229389190674,0.11944521218538284,0.12458972632884979,0.08436635881662369,0.16660408675670624,0.1721733957529068,0.19703884422779083,0.1737665832042694,0.07767758518457413,0.28714045882225037,0.18690845370292664,-0.19573864340782166,0.23632600903511047
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.4999135136604309,0.23112532496452332,0.1299077272415161,0.1671900898218155,0.1805724799633026,0.19700391590595245,0.3256259560585022,0.4249346852302551,0.19941139221191406,0.10009169578552246,0.41548454761505127,0.19723743200302124,-0.2637706398963928,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.5514441132545471,0.2117266058921814,0.19996047019958496,0.2860044836997986,0.21732187271118164,0.19221965968608856,0.31854987144470215,0.40150508284568787,0.25734350085258484,0.11294147372245789,0.535392165184021,0.2371699959039688,-0.23935742676258087,0.22068053483963013
itv,0.1658191829919815,0.17489363253116608,0.2226376235485077,0.20212216675281525,0.08658811450004578,0.37181058526039124,0.5078931450843811,0.23649615049362183,0.2740047574043274,0.1743941605091095,0.09294851869344711,0.18044821918010712,-0.007924646139144897,0.17307810485363007,0.20165596902370453,-0.10004859417676926,0.16615986824035645
hd,0.15220552682876587,0.1134820282459259,0.19996047019958496,0.1912364661693573,0.14591935276985168,0.9999998807907104,0.4127618968486786,0.14707119762897491,0.2660827338695526,0.07810656726360321,0.08979839086532593,0.21407589316368103,0.00339584331959486,0.15188103914260864,0.19904133677482605,-0.1001238077878952,0.1705414354801178
trial,0.2327587604522705,0.2414487898349762,0.20843634009361267,0.21199503540992737,0.11556323617696762,0.11505578458309174,0.14759232103824615,0.16292917728424072,0.14796005189418793,0.11567089706659317,0.1193956583738327,0.2036629319190979,-0.026319095864892006,0.24072450399398804,0.24338531494140625,-0.15039141476154327,0.16902455687522888
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4123194217681885,0.1877516806125641,0.17191381752490997,0.2489151805639267,0.22052781283855438,0.2313707321882248,0.24091391265392303,0.41536515951156616,0.3957616984844208,-0.13838863372802734,0.4645031690597534,0.3500252068042755,-0.3028804063796997,0.4130953550338745
