,when,did,obama,finally,visit,kenya,?
united,0.2490900456905365,0.21137088537216187,0.34975045919418335,0.2112174779176712,0.18391408026218414,0.2613162100315094,0.17266890406608582
states,0.24639196693897247,0.21754568815231323,0.3423755168914795,0.2268679291009903,0.15545864403247833,0.22018598020076752,0.16272737085819244
as,0.4437963366508484,0.3596470057964325,0.18789900839328766,0.28214770555496216,0.23058713972568512,0.18995212018489838,0.27043893933296204
president,0.17933911085128784,0.1801012009382248,0.48995211720466614,0.16528521478176117,0.22164343297481537,0.2891511619091034,0.14148259162902832
.,0.475719153881073,0.35288307070732117,0.19621814787387848,0.31775936484336853,0.2957981824874878,0.24234211444854736,0.4130953550338745
,when,did,obama,finally,visit,kenya,?
in,0.4431333839893341,0.2593238651752472,0.21482840180397034,0.36356985569000244,0.2627917230129242,0.23621977865695953,0.20430970191955566
july,0.24211758375167847,0.25485745072364807,0.20090551674365997,0.21438822150230408,0.1863032877445221,0.20258554816246033,0.2897891402244568
2015,0.006577361840754747,0.02002497762441635,-0.05302245169878006,0.12016389518976212,0.13206200301647186,0.11047974973917007,-0.029954981058835983
obama,0.21899765729904175,0.15417926013469696,1.0,0.13519437611103058,0.2443748116493225,0.3304578363895416,0.2326410561800003
visited,0.28193753957748413,0.25100022554397583,0.21496877074241638,0.21389198303222656,0.7255557179450989,0.13595350086688995,0.10874007642269135
kenya,0.11853623390197754,0.16214214265346527,0.3304578363895416,0.12578357756137848,0.13046029210090637,1.0,0.17197901010513306
",",0.36674630641937256,0.3015086054801941,0.2304023802280426,0.32560861110687256,0.2669648230075836,0.23432263731956482,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.18789900839328766,0.28214770555496216,0.23058713972568512,0.18995212018489838,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.21614792943000793,0.4516841769218445,0.28665876388549805,0.21657514572143555,0.22068053483963013
first,0.4282494783401489,0.33691170811653137,0.24135656654834747,0.3844048082828522,0.2801923453807831,0.21750585734844208,0.18701928853988647
american,0.19090662896633148,0.21486236155033112,0.2144627869129181,0.15217934548854828,0.09174026548862457,0.21406278014183044,0.18877598643302917
president,0.17933911085128784,0.1801012009382248,0.48995211720466614,0.16528521478176117,0.22164343297481537,0.2891511619091034,0.14148259162902832
to,0.5423505902290344,0.4452643394470215,0.24110257625579834,0.4384642541408539,0.3528536260128021,0.17769291996955872,0.29463258385658264
visit,0.27095118165016174,0.24501757323741913,0.2443748116493225,0.20971821248531342,1.0000001192092896,0.13046029210090637,0.1747637540102005
the,0.5091903209686279,0.34736719727516174,0.21614792943000793,0.4516841769218445,0.28665876388549805,0.21657514572143555,0.22068053483963013
country,0.21558639407157898,0.24348343908786774,0.13080726563930511,0.18124821782112122,0.20979616045951843,0.2935680150985718,0.12647280097007751
while,0.548916757106781,0.3330625295639038,0.25905656814575195,0.4297323226928711,0.17717790603637695,0.180053249001503,0.21076419949531555
in,0.4431333839893341,0.2593238651752472,0.21482840180397034,0.36356985569000244,0.2627917230129242,0.23621977865695953,0.20430970191955566
office,0.22369864583015442,0.1974928379058838,0.2836991548538208,0.18535149097442627,0.2415727972984314,0.20415572822093964,0.16497313976287842
.,0.475719153881073,0.35288307070732117,0.19621814787387848,0.31775936484336853,0.2957981824874878,0.24234211444854736,0.4130953550338745
