,what,is,the,virus,in,humans,that,causes,cervical,cancer,?
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.1899978220462799,0.4274188280105591,0.15765094757080078,0.3477667272090912,0.31693553924560547,0.27334076166152954,0.26628193259239197,0.19969791173934937
oncogenic,0.20863927900791168,0.2420385181903839,0.2464037388563156,0.4653022587299347,0.22624588012695312,0.4510734975337982,0.28418514132499695,0.348123162984848,0.4667646288871765,0.3915092647075653,0.20101699233055115
viruses,0.22483296692371368,0.19504015147686005,0.22837135195732117,0.8373210430145264,0.20493671298027039,0.44941771030426025,0.2764965295791626,0.30200567841529846,0.35663071274757385,0.24957987666130066,0.2074798345565796
like,0.4320242702960968,0.29710376262664795,0.32912567257881165,0.18642747402191162,0.31010183691978455,0.35224905610084534,0.5397313237190247,0.19190676510334015,0.21589747071266174,0.09053712338209152,0.3268813192844391
human,0.24243313074111938,0.22481991350650787,0.3103327453136444,0.35996711254119873,0.23986108601093292,0.6982435584068298,0.3200635015964508,0.2677265405654907,0.32184651494026184,0.2357245534658432,0.19748784601688385
papillomavirus,0.26069119572639465,0.28586941957473755,0.2798011898994446,0.7612570524215698,0.2546400725841522,0.5418906807899475,0.33278316259384155,0.41481852531433105,0.5659520626068115,0.38314947485923767,0.25841763615608215
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2469908446073532,0.5201468467712402,0.2653752565383911,0.4137537479400635,0.3057606518268585,0.2862206995487213,0.34585997462272644,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.291793555021286,0.4840516746044159,0.3488728106021881,0.6894589066505432,0.2707224190235138,0.277750164270401,0.17173737287521362,0.25814583897590637
causes,0.1426164209842682,0.3009743392467499,0.2518732249736786,0.26567113399505615,0.2674790024757385,0.3250559866428375,0.2422942817211151,0.9999998807907104,0.3916456699371338,0.440812349319458,0.19991323351860046
cervical,0.23437422513961792,0.2474134862422943,0.2891087830066681,0.38339507579803467,0.24690580368041992,0.3075149953365326,0.26039740443229675,0.3916456699371338,1.0,0.5000006556510925,0.1798427551984787
cancer,0.18563735485076904,0.2221018373966217,0.22979216277599335,0.27523380517959595,0.2801985740661621,0.2225620597600937,0.15895211696624756,0.440812349319458,0.5000006556510925,1.0000001192092896,0.1681862771511078
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2469908446073532,0.5201468467712402,0.2653752565383911,0.4137537479400635,0.3057606518268585,0.2862206995487213,0.34585997462272644,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.39804592728614807,0.16081419587135315,0.3399278521537781,0.20243003964424133,0.43523597717285156,0.16190658509731293,0.18649299442768097,0.1204119399189949,0.21076419949531555
others,0.3888046145439148,0.25228992104530334,0.34376874566078186,0.19065314531326294,0.3167906701564789,0.3714160621166229,0.4184957444667816,0.21952050924301147,0.13931381702423096,0.11528962850570679,0.26705288887023926
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.19019201397895813,0.3841303884983063,0.35193100571632385,0.45265161991119385,0.21512891352176666,0.1856280416250229,0.12606437504291534,0.24591213464736938
the,0.42745697498321533,0.5823672413825989,1.0,0.2104095071554184,0.6662389636039734,0.29565489292144775,0.5473989248275757,0.2518732249736786,0.2891087830066681,0.22979216277599335,0.22068053483963013
organism,0.2626836597919464,0.22845785319805145,0.23149779438972473,0.40461811423301697,0.20910242199897766,0.4606563150882721,0.30370086431503296,0.28818026185035706,0.30905020236968994,0.1994336098432541,0.21088039875030518
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,-0.0666002631187439,-0.037580832839012146,0.0546761229634285,0.04397977516055107,-0.08486879616975784,-0.10363146662712097,-0.07310447096824646,-0.023395681753754616
own,0.35062843561172485,0.2145606279373169,0.334675133228302,0.1487104296684265,0.31893372535705566,0.17603479325771332,0.37425005435943604,0.10395383834838867,0.1162642389535904,0.14135979115962982,0.1937696635723114
proteins,0.21361225843429565,0.2132607400417328,0.23576003313064575,0.4552195370197296,0.23363234102725983,0.3881816864013672,0.2839849293231964,0.23747311532497406,0.32324299216270447,0.14215941727161407,0.18469302356243134
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.2604392468929291,0.435920387506485,0.3810921907424927,1.0,0.2422942817211151,0.26039740443229675,0.15895211696624756,0.32716336846351624
occur,0.2129514068365097,0.24761207401752472,0.26611819863319397,0.23277521133422852,0.26916563510894775,0.3660580515861511,0.24763844907283783,0.4106384813785553,0.26671791076660156,0.22293920814990997,0.17999543249607086
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.12270058691501617,0.4374977946281433,0.17314650118350983,0.3183255195617676,0.183254674077034,0.21652726829051971,0.21013543009757996,0.21978627145290375
low,0.20743566751480103,0.19289205968379974,0.2544175982475281,0.1435600072145462,0.21458278596401215,0.2029191255569458,0.2722960412502289,0.2082200050354004,0.2876739799976349,0.13921545445919037,0.10658930987119675
levels,0.21641245484352112,0.2141042947769165,0.286034494638443,0.164557546377182,0.2418597936630249,0.3037060797214508,0.27539384365081787,0.24968309700489044,0.1743016391992569,0.1038273423910141,0.1541307419538498
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2113294154405594,1.0,0.23748517036437988,0.435920387506485,0.2674790024757385,0.24690580368041992,0.2801985740661621,0.20430970191955566
normal,0.32813265919685364,0.2731911838054657,0.25256022810935974,0.19706010818481445,0.25896620750427246,0.2950325906276703,0.3682374656200409,0.2564775049686432,0.3258691728115082,0.1367422640323639,0.19617988169193268
cells,0.1758001297712326,0.1644774079322815,0.19095487892627716,0.3778397738933563,0.1711641103029251,0.3527510166168213,0.2709589898586273,0.3069325387477875,0.3565114736557007,0.23145827651023865,0.1898086667060852
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.2190135419368744,0.48674455285072327,0.32459697127342224,0.7244205474853516,0.22233740985393524,0.22741834819316864,0.1658756136894226,0.27921953797340393
reach,0.23399507999420166,0.2189902812242508,0.31808504462242126,0.14297060668468475,0.20601192116737366,0.25704699754714966,0.27134448289871216,0.1891670823097229,0.2511538565158844,0.1569235920906067,0.13152138888835907
high,0.20466077327728271,0.2383800595998764,0.28034812211990356,0.1175733208656311,0.2652597725391388,0.15114597976207733,0.2400680035352707,0.19407714903354645,0.2443266063928604,0.15659600496292114,0.11137914657592773
levels,0.21641245484352112,0.2141042947769165,0.286034494638443,0.164557546377182,0.2418597936630249,0.3037060797214508,0.27539384365081787,0.24968309700489044,0.1743016391992569,0.1038273423910141,0.1541307419538498
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2113294154405594,1.0,0.23748517036437988,0.435920387506485,0.2674790024757385,0.24690580368041992,0.2801985740661621,0.20430970191955566
tumor,0.245636448264122,0.19921745359897614,0.19744063913822174,0.4169519543647766,0.21095719933509827,0.21061676740646362,0.2366403490304947,0.34143900871276855,0.5392057299613953,0.5707916021347046,0.18998058140277863
cells,0.1758001297712326,0.1644774079322815,0.19095487892627716,0.3778397738933563,0.1711641103029251,0.3527510166168213,0.2709589898586273,0.3069325387477875,0.3565114736557007,0.23145827651023865,0.1898086667060852
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.20257869362831116,0.5591574311256409,0.2638982832431793,0.4460422694683075,0.26090872287750244,0.20798099040985107,0.24877427518367767,0.4130953550338745
