,in,2009,",",disney,reached,an,agreement,to,buy,what,percentage,stake,in,hulu,?
other,0.39989137649536133,-0.2502623498439789,0.4446498453617096,0.192842036485672,0.1162453293800354,0.1556563824415207,0.2016534060239792,0.4193183183670044,0.2486034631729126,0.341873437166214,0.3094887435436249,0.18147455155849457,0.39989137649536133,0.20660622417926788,0.24682199954986572
parties,0.21453756093978882,-0.25622308254241943,0.219932422041893,0.11454290896654129,0.12174758315086365,0.1494133323431015,0.3181494474411011,0.22887584567070007,0.1476946771144867,0.21181418001651764,0.21341583132743835,0.1163155660033226,0.21453756093978882,0.14223890006542206,0.16949701309204102
",",0.5201468467712402,-0.3093184232711792,1.0000001192092896,0.2132069319486618,0.26771560311317444,0.3581022024154663,0.23435252904891968,0.44245919585227966,0.2410794049501419,0.3087472915649414,0.21945469081401825,0.18645142018795013,0.5201468467712402,0.19695565104484558,0.31091248989105225
the,0.6662389636039734,-0.23935742676258087,0.4933079481124878,0.24980762600898743,0.29860952496528625,0.4207492768764496,0.2490699142217636,0.535392165184021,0.19276557862758636,0.42745697498321533,0.2736506462097168,0.23719215393066406,0.6662389636039734,0.24576015770435333,0.22068053483963013
respective,0.2688440978527069,-0.22827808558940887,0.3516268730163574,0.09859640896320343,0.23909495770931244,0.1555662453174591,0.28470343351364136,0.37763336300849915,0.15408191084861755,0.29216688871383667,0.27194273471832275,0.1588365137577057,0.2688440978527069,0.2215164303779602,0.2512778639793396
parent,0.15339559316635132,-0.13415108621120453,0.23819732666015625,0.26037105917930603,0.11208251118659973,0.15421949326992035,0.20872683823108673,0.22610324621200562,0.19555631279945374,0.2041042447090149,0.20788943767547607,0.19336116313934326,0.15339559316635132,0.15817587077617645,0.19855059683322906
companies,0.2321794629096985,-0.2089456170797348,0.28041911125183105,0.2220807671546936,0.1279667615890503,0.1539156436920166,0.2539185881614685,0.2619103491306305,0.3965809643268585,0.20801754295825958,0.2433674931526184,0.2724270522594452,0.2321794629096985,0.2510496973991394,0.14365637302398682
of,0.5696388483047485,-0.2637706398963928,0.4946078956127167,0.19926400482654572,0.18604008853435516,0.32280945777893066,0.21259461343288422,0.41548454761505127,0.13856850564479828,0.33290785551071167,0.24724560976028442,0.23804813623428345,0.5696388483047485,0.20946349203586578,0.1826142966747284
nbc,0.19303210079669952,-0.14163769781589508,0.17508727312088013,0.4057736098766327,0.06900222599506378,0.17501957714557648,0.15433672070503235,0.14568616449832916,0.1883385181427002,0.1638578325510025,0.12006031721830368,0.16955925524234772,0.19303210079669952,0.40096938610076904,0.1680917739868164
and,0.4954058527946472,-0.22857710719108582,0.6633074283599854,0.23352548480033875,0.19567863643169403,0.2838519215583801,0.22375741600990295,0.48971283435821533,0.2651451528072357,0.31309178471565247,0.24926191568374634,0.19920819997787476,0.4954058527946472,0.17982950806617737,0.20544172823429108
fox,0.22528515756130219,-0.06721846014261246,0.21118731796741486,0.3843446671962738,0.1047956794500351,0.134803906083107,0.20155440270900726,0.2072722166776657,0.1607050895690918,0.16651637852191925,0.10741893947124481,0.1789247989654541,0.22528515756130219,0.24516324698925018,0.1670110523700714
",",0.5201468467712402,-0.3093184232711792,1.0000001192092896,0.2132069319486618,0.26771560311317444,0.3581022024154663,0.23435252904891968,0.44245919585227966,0.2410794049501419,0.3087472915649414,0.21945469081401825,0.18645142018795013,0.5201468467712402,0.19695565104484558,0.31091248989105225
nbcuniversal,0.22216297686100006,-0.12456188350915909,0.3028297424316406,0.4340479373931885,0.13112525641918182,0.2410823404788971,0.2980133593082428,0.2163814753293991,0.2582007050514221,0.21112163364887238,0.1996297687292099,0.29562368988990784,0.22216297686100006,0.3536829948425293,0.23090960085391998
and,0.4954058527946472,-0.22857710719108582,0.6633074283599854,0.23352548480033875,0.19567863643169403,0.2838519215583801,0.22375741600990295,0.48971283435821533,0.2651451528072357,0.31309178471565247,0.24926191568374634,0.19920819997787476,0.4954058527946472,0.17982950806617737,0.20544172823429108
21st,0.25856947898864746,-0.11669555306434631,0.2943238317966461,0.15574108064174652,0.17454257607460022,0.20012719929218292,0.14109452068805695,0.21238115429878235,0.14287754893302917,0.24234157800674438,0.21897943317890167,0.17245617508888245,0.25856947898864746,0.2161155343055725,0.22120748460292816
century,0.3174034655094147,-0.13847053050994873,0.24487493932247162,0.20368684828281403,0.18140915036201477,0.185816690325737,0.14789660274982452,0.20143604278564453,0.15661214292049408,0.20422613620758057,0.11375334858894348,0.22847650945186615,0.3174034655094147,0.12660075724124908,0.1026201918721199
fox,0.22528515756130219,-0.06721846014261246,0.21118731796741486,0.3843446671962738,0.1047956794500351,0.134803906083107,0.20155440270900726,0.2072722166776657,0.1607050895690918,0.16651637852191925,0.10741893947124481,0.1789247989654541,0.22528515756130219,0.24516324698925018,0.1670110523700714
),0.3326910734176636,-0.22348248958587646,0.63033527135849,0.14130505919456482,0.1924247443675995,0.2873353958129883,0.19151224195957184,0.31236231327056885,0.12489490956068039,0.26259949803352356,0.18347817659378052,0.13028328120708466,0.3326910734176636,0.19404123723506927,0.42300865054130554
",",0.5201468467712402,-0.3093184232711792,1.0000001192092896,0.2132069319486618,0.26771560311317444,0.3581022024154663,0.23435252904891968,0.44245919585227966,0.2410794049501419,0.3087472915649414,0.21945469081401825,0.18645142018795013,0.5201468467712402,0.19695565104484558,0.31091248989105225
and,0.4954058527946472,-0.22857710719108582,0.6633074283599854,0.23352548480033875,0.19567863643169403,0.2838519215583801,0.22375741600990295,0.48971283435821533,0.2651451528072357,0.31309178471565247,0.24926191568374634,0.19920819997787476,0.4954058527946472,0.17982950806617737,0.20544172823429108
has,0.4173259735107422,-0.24655021727085114,0.3734780251979828,0.1843615025281906,0.214708611369133,0.2991473078727722,0.18455971777439117,0.3619994819164276,0.16643758118152618,0.20338068902492523,0.21051472425460815,0.17438863217830658,0.4173259735107422,0.16214454174041748,0.15994466841220856
offered,0.2690350115299225,-0.21913756430149078,0.2527843713760376,0.12907211482524872,0.22073668241500854,0.1559121161699295,0.3330981433391571,0.28788384795188904,0.41763123869895935,0.1662205457687378,0.13837361335754395,0.2628457248210907,0.2690350115299225,0.20185263454914093,0.22244536876678467
full-length,0.17353974282741547,-0.16448305547237396,0.1828203797340393,0.17119096219539642,0.20387879014015198,0.20652617514133453,0.15213152766227722,0.24936269223690033,0.11664453893899918,0.26786723732948303,0.33794140815734863,0.06378164887428284,0.17353974282741547,0.18994653224945068,0.20514002442359924
episodes,0.17357411980628967,0.010323907248675823,0.2131132036447525,0.39444926381111145,0.13406555354595184,0.13370193541049957,0.13569413125514984,0.21516069769859314,0.16971421241760254,0.15438014268875122,0.11453893780708313,0.142330139875412,0.17357411980628967,0.32052016258239746,0.21740183234214783
of,0.5696388483047485,-0.2637706398963928,0.4946078956127167,0.19926400482654572,0.18604008853435516,0.32280945777893066,0.21259461343288422,0.41548454761505127,0.13856850564479828,0.33290785551071167,0.24724560976028442,0.23804813623428345,0.5696388483047485,0.20946349203586578,0.1826142966747284
most,0.41416558623313904,-0.17948685586452484,0.3636029064655304,0.15053443610668182,0.1657133549451828,0.2748267352581024,0.10830333083868027,0.321603000164032,0.23675724864006042,0.3219912350177765,0.31981152296066284,0.13449136912822723,0.41416558623313904,0.19202926754951477,0.2107497900724411
of,0.5696388483047485,-0.2637706398963928,0.4946078956127167,0.19926400482654572,0.18604008853435516,0.32280945777893066,0.21259461343288422,0.41548454761505127,0.13856850564479828,0.33290785551071167,0.24724560976028442,0.23804813623428345,0.5696388483047485,0.20946349203586578,0.1826142966747284
abc,0.1697147786617279,-0.07355155050754547,0.2097204476594925,0.37895750999450684,0.14975564181804657,0.16561369597911835,0.16430042684078217,0.1762417107820511,0.21747255325317383,0.1317344456911087,0.10486822575330734,0.10490433126688004,0.1697147786617279,0.31298986077308655,0.19065172970294952
's,-0.037580832839012146,-0.02547297812998295,-0.0016132977325469255,0.0786653682589531,0.0023906826972961426,0.025255560874938965,0.012729662470519543,0.03782717138528824,0.13529425859451294,0.02692362666130066,0.14816685020923615,0.00936009082943201,-0.037580832839012146,0.0725773349404335,-0.023395681753754616
programming,0.17145347595214844,-0.14417919516563416,0.255766898393631,0.22714197635650635,0.04336991533637047,0.21554845571517944,0.14002905786037445,0.1961597204208374,0.11441761255264282,0.22725710272789001,0.10003773123025894,0.06726015359163284,0.17145347595214844,0.3009515702724457,0.22249025106430054
through,0.38533157110214233,-0.1178092435002327,0.3060276508331299,0.2213447391986847,0.22242580354213715,0.208332821726799,0.15969470143318176,0.4062686562538147,0.14009542763233185,0.23167094588279724,0.17666268348693848,0.10731533169746399,0.38533157110214233,0.16968649625778198,0.16913433372974396
the,0.6662389636039734,-0.23935742676258087,0.4933079481124878,0.24980762600898743,0.29860952496528625,0.4207492768764496,0.2490699142217636,0.535392165184021,0.19276557862758636,0.42745697498321533,0.2736506462097168,0.23719215393066406,0.6662389636039734,0.24576015770435333,0.22068053483963013
streaming,0.19644196331501007,-0.01139012724161148,0.2369975447654724,0.2516186535358429,0.26132118701934814,0.14695101976394653,0.1500607132911682,0.27191177010536194,0.18178674578666687,0.21690556406974792,0.19090980291366577,0.07946918159723282,0.19644196331501007,0.4082038104534149,0.19690081477165222
service,0.1740635335445404,-0.19145840406417847,0.2389259785413742,0.20166602730751038,0.09510628879070282,0.2286244034767151,0.22759908437728882,0.24411341547966003,0.25991153717041016,0.16857224702835083,0.17853160202503204,0.14892296493053436,0.1740635335445404,0.2839592397212982,0.1676298975944519
since,0.4325680434703827,-0.2774164378643036,0.3991432189941406,0.1732032746076584,0.22528937458992004,0.19151140749454498,0.27083125710487366,0.3733763098716736,0.14904902875423431,0.29783400893211365,0.18283697962760925,0.13955135643482208,0.4325680434703827,0.16679351031780243,0.2876587212085724
july,0.26500701904296875,-0.16273054480552673,0.4269406795501709,0.18463309109210968,0.20345154404640198,0.23269233107566833,0.26873117685317993,0.228788822889328,0.11833864450454712,0.22688010334968567,0.08971124142408371,0.10326822102069855,0.26500701904296875,0.1613219827413559,0.2897891402244568
6,-0.0005521549028344452,0.005871681030839682,0.05098571628332138,0.0017751757986843586,0.026973003521561623,0.04869049787521362,0.02815352939069271,0.14752747118473053,0.12219230085611343,0.05088282376527786,0.12620313465595245,0.1077328622341156,-0.0005521549028344452,0.0015789850149303675,0.045001473277807236
",",0.5201468467712402,-0.3093184232711792,1.0000001192092896,0.2132069319486618,0.26771560311317444,0.3581022024154663,0.23435252904891968,0.44245919585227966,0.2410794049501419,0.3087472915649414,0.21945469081401825,0.18645142018795013,0.5201468467712402,0.19695565104484558,0.31091248989105225
2009,-0.28531888127326965,1.0,-0.3093184232711792,-0.006112710107117891,-0.06600881367921829,-0.1718069165945053,-0.26428720355033875,-0.3018359839916229,-0.2039455771446228,-0.2519478499889374,-0.27183637022972107,-0.22936443984508514,-0.28531888127326965,-0.11475588381290436,-0.2287932187318802
(,0.3087427020072937,-0.22776968777179718,0.6363511681556702,0.13315561413764954,0.20625555515289307,0.286407470703125,0.18767637014389038,0.30882009863853455,0.10388132929801941,0.2411840260028839,0.15512096881866455,0.11730848997831345,0.3087427020072937,0.19816717505455017,0.40561532974243164
which,0.4840516746044159,-0.23722223937511444,0.3658004403114319,0.22318677604198456,0.22089211642742157,0.3611921966075897,0.24597544968128204,0.5345056653022766,0.26353776454925537,0.5261979103088379,0.28743335604667664,0.17436496913433075,0.4840516746044159,0.24249261617660522,0.25814583897590637
are,0.3841303884983063,-0.20873703062534332,0.4062570035457611,0.14228150248527527,0.12146332114934921,0.1556541919708252,0.1476568579673767,0.3504326641559601,0.21673211455345154,0.29724663496017456,0.31028249859809875,0.15157344937324524,0.3841303884983063,0.15714959800243378,0.24591213464736938
available,0.1939793825149536,-0.16184990108013153,0.2614012062549591,0.2042335420846939,0.21612174808979034,0.20774535834789276,0.15102502703666687,0.2394571453332901,0.37021613121032715,0.22032985091209412,0.22520801424980164,0.13672132790088654,0.1939793825149536,0.344168096780777,0.2501629889011383
for,0.4322226941585541,-0.20903140306472778,0.4464869201183319,0.16913838684558868,0.21224410831928253,0.3236706852912903,0.20913051068782806,0.4451248347759247,0.2918674349784851,0.3017193675041199,0.2764090597629547,0.14664745330810547,0.4322226941585541,0.21247251331806183,0.264628142118454
viewing,0.212466761469841,-0.21515525877475739,0.20034630596637726,0.24466349184513092,0.20551618933677673,0.22485296428203583,0.12542323768138885,0.2883199453353882,0.20456551015377045,0.3130396008491516,0.21804873645305634,0.13786673545837402,0.212466761469841,0.2885769009590149,0.2183355838060379
on,0.46853652596473694,-0.13349726796150208,0.49057599902153015,0.1984206587076187,0.321969211101532,0.3192969560623169,0.22078442573547363,0.41031414270401,0.19992578029632568,0.34226128458976746,0.1802835762500763,0.15518775582313538,0.46853652596473694,0.24615328013896942,0.2714994251728058
hulu,0.2071504443883896,-0.11475588381290436,0.19695565104484558,0.35186028480529785,0.18261831998825073,0.20440837740898132,0.1441306620836258,0.19057926535606384,0.20808932185173035,0.20991778373718262,0.18968629837036133,0.1318075805902481,0.2071504443883896,1.0,0.2140095978975296
's,-0.037580832839012146,-0.02547297812998295,-0.0016132977325469255,0.0786653682589531,0.0023906826972961426,0.025255560874938965,0.012729662470519543,0.03782717138528824,0.13529425859451294,0.02692362666130066,0.14816685020923615,0.00936009082943201,-0.037580832839012146,0.0725773349404335,-0.023395681753754616
website,0.18046747148036957,-0.11920186132192612,0.12864577770233154,0.09321924299001694,0.08753267675638199,0.10321109741926193,0.16591686010360718,0.18823008239269257,0.17535309493541718,0.15769992768764496,0.1281859576702118,0.10546229034662247,0.18046747148036957,0.26168790459632874,0.2114749401807785
and,0.4954058527946472,-0.22857710719108582,0.6633074283599854,0.23352548480033875,0.19567863643169403,0.2838519215583801,0.22375741600990295,0.48971283435821533,0.2651451528072357,0.31309178471565247,0.24926191568374634,0.19920819997787476,0.4954058527946472,0.17982950806617737,0.20544172823429108
mobile,0.2290361225605011,-0.15278436243534088,0.2336195558309555,0.2285059690475464,0.1488620787858963,0.17202724516391754,0.09437580406665802,0.18712052702903748,0.29140621423721313,0.20647284388542175,0.15271691977977753,0.047800611704587936,0.2290361225605011,0.2821115255355835,0.15319456160068512
app,0.17052096128463745,-0.16552942991256714,0.2026575654745102,0.24958090484142303,0.17816604673862457,0.2122780680656433,0.21087303757667542,0.26492059230804443,0.299082487821579,0.20000869035720825,0.21748481690883636,0.18225164711475372,0.17052096128463745,0.38259124755859375,0.2307083010673523
),0.3326910734176636,-0.22348248958587646,0.63033527135849,0.14130505919456482,0.1924247443675995,0.2873353958129883,0.19151224195957184,0.31236231327056885,0.12489490956068039,0.26259949803352356,0.18347817659378052,0.13028328120708466,0.3326910734176636,0.19404123723506927,0.42300865054130554
",",0.5201468467712402,-0.3093184232711792,1.0000001192092896,0.2132069319486618,0.26771560311317444,0.3581022024154663,0.23435252904891968,0.44245919585227966,0.2410794049501419,0.3087472915649414,0.21945469081401825,0.18645142018795013,0.5201468467712402,0.19695565104484558,0.31091248989105225
as,0.3887844979763031,-0.22543197870254517,0.48816442489624023,0.2626339793205261,0.18081408739089966,0.37218472361564636,0.22867047786712646,0.42092081904411316,0.18910714983940125,0.31749409437179565,0.19401364028453827,0.16300790011882782,0.3887844979763031,0.22207121551036835,0.27043893933296204
part,0.4499994218349457,-0.21613696217536926,0.3376222252845764,0.1760566532611847,0.17127926647663116,0.3128427565097809,0.18475881218910217,0.2875264883041382,0.14369195699691772,0.3476244807243347,0.21932794153690338,0.17644090950489044,0.4499994218349457,0.17969085276126862,0.08557961881160736
of,0.5696388483047485,-0.2637706398963928,0.4946078956127167,0.19926400482654572,0.18604008853435516,0.32280945777893066,0.21259461343288422,0.41548454761505127,0.13856850564479828,0.33290785551071167,0.24724560976028442,0.23804813623428345,0.5696388483047485,0.20946349203586578,0.1826142966747284
an,0.2605783939361572,-0.1718069165945053,0.3581022024154663,0.15550778806209564,0.1524234414100647,1.0,0.18085570633411407,0.3138085603713989,0.16131216287612915,0.2821882665157318,0.20277270674705505,0.15881972014904022,0.2605783939361572,0.20440837740898132,0.19793890416622162
agreement,0.20350398123264313,-0.26428720355033875,0.23435252904891968,0.14551891386508942,0.28386518359184265,0.18085570633411407,1.0,0.2757699489593506,0.229659304022789,0.2851087749004364,0.18861082196235657,0.3142072260379791,0.20350398123264313,0.1441306620836258,0.15830197930335999
reached,0.24389809370040894,-0.06600881367921829,0.26771560311317444,0.11946755647659302,0.9999998807907104,0.1524234414100647,0.28386518359184265,0.20677556097507477,0.17986732721328735,0.20202487707138062,0.16297103464603424,0.21020199358463287,0.24389809370040894,0.18261831998825073,0.1518019139766693
in,1.0,-0.28531888127326965,0.5201468467712402,0.18521910905838013,0.24389809370040894,0.2605783939361572,0.20350398123264313,0.45010748505592346,0.1881597638130188,0.30808621644973755,0.18874377012252808,0.1796121448278427,1.0,0.2071504443883896,0.20430970191955566
april,0.2882915735244751,-0.21031853556632996,0.4403347671031952,0.1907227635383606,0.20230524241924286,0.1859140843153,0.2381839007139206,0.20614087581634521,0.15176597237586975,0.21502700448036194,0.071220763027668,0.1599690467119217,0.2882915735244751,0.17222176492214203,0.25704094767570496
that,0.435920387506485,-0.29959365725517273,0.4137537479400635,0.20073425769805908,0.22658783197402954,0.365763783454895,0.3057451844215393,0.5436353087425232,0.3081698417663574,0.6297725439071655,0.3343636393547058,0.28028222918510437,0.435920387506485,0.18993628025054932,0.32716336846351624
year,0.3359307050704956,-0.13903464376926422,0.28560417890548706,0.19369487464427948,0.2221955507993698,0.17045794427394867,0.22348463535308838,0.23523004353046417,0.158979594707489,0.15184831619262695,0.17343677580356598,0.20685161650180817,0.3359307050704956,0.2664135992527008,0.18315006792545319
that,0.435920387506485,-0.29959365725517273,0.4137537479400635,0.20073425769805908,0.22658783197402954,0.365763783454895,0.3057451844215393,0.5436353087425232,0.3081698417663574,0.6297725439071655,0.3343636393547058,0.28028222918510437,0.435920387506485,0.18993628025054932,0.32716336846351624
also,0.5073733329772949,-0.22314025461673737,0.4717654287815094,0.2207544445991516,0.21364043653011322,0.36835694313049316,0.24699558317661285,0.5348826050758362,0.2870942950248718,0.42747777700424194,0.2558325529098511,0.17108090221881866,0.5073733329772949,0.22512613236904144,0.21848613023757935
allowed,0.23683252930641174,-0.29348406195640564,0.2785535454750061,0.09625239670276642,0.25105777382850647,0.17103645205497742,0.2955351769924164,0.42967355251312256,0.32782211899757385,0.2693612575531006,0.2837101221084595,0.2544669508934021,0.23683252930641174,0.2038147747516632,0.2309964895248413
disney,0.18521910905838013,-0.006112710107117891,0.2132069319486618,1.0,0.11946755647659302,0.15550778806209564,0.14551891386508942,0.23984374105930328,0.23661532998085022,0.19632026553153992,0.16516445577144623,0.1665438711643219,0.18521910905838013,0.35186028480529785,0.22150784730911255
to,0.45010748505592346,-0.3018359839916229,0.44245919585227966,0.23984374105930328,0.20677556097507477,0.3138085603713989,0.2757699489593506,1.0,0.3550134301185608,0.455847829580307,0.25744274258613586,0.22459104657173157,0.45010748505592346,0.19057926535606384,0.29463258385658264
acquire,0.16787947714328766,-0.12939676642417908,0.19705404341220856,0.29974764585494995,0.11739721149206161,0.11592932790517807,0.1907636970281601,0.19960732758045197,0.3153083622455597,0.21993321180343628,0.08523788303136826,0.2287440001964569,0.16787947714328766,0.21492576599121094,0.1228754073381424
a,0.539380669593811,-0.24348297715187073,0.427140474319458,0.21907898783683777,0.21212449669837952,0.44552403688430786,0.203191339969635,0.45503583550453186,0.2433425337076187,0.3320399522781372,0.25336048007011414,0.21251177787780762,0.539380669593811,0.2038281112909317,0.23916715383529663
27,0.015904199331998825,-0.07947856932878494,0.02936515025794506,0.029858538880944252,-0.01773257739841938,-0.05162110924720764,0.05934654921293259,0.02064022608101368,0.10198158025741577,0.07395181059837341,-0.018992263823747635,0.16333459317684174,0.015904199331998825,0.05699051916599274,0.036716945469379425
%,0.19465309381484985,-0.25173231959342957,0.22757403552532196,0.07822928577661514,0.11723588407039642,0.17991386353969574,0.11609131097793579,0.18513022363185883,0.09249847382307053,0.20738190412521362,0.5639340281486511,0.19591166079044342,0.19465309381484985,0.2026473581790924,0.21441808342933655
ownership,0.22562521696090698,-0.2389746904373169,0.21889959275722504,0.19976304471492767,0.14646029472351074,0.19101859629154205,0.3813135027885437,0.2847251296043396,0.35792094469070435,0.2581227421760559,0.3436393439769745,0.37873873114585876,0.22562521696090698,0.25196996331214905,0.19719240069389343
stake,0.1796121448278427,-0.22936443984508514,0.18645142018795013,0.1665438711643219,0.21020199358463287,0.15881972014904022,0.3142072260379791,0.22459104657173157,0.25205352902412415,0.18326318264007568,0.21690939366817474,1.0,0.1796121448278427,0.1318075805902481,0.10940878093242645
in,1.0,-0.28531888127326965,0.5201468467712402,0.18521910905838013,0.24389809370040894,0.2605783939361572,0.20350398123264313,0.45010748505592346,0.1881597638130188,0.30808621644973755,0.18874377012252808,0.1796121448278427,1.0,0.2071504443883896,0.20430970191955566
hulu,0.2071504443883896,-0.11475588381290436,0.19695565104484558,0.35186028480529785,0.18261831998825073,0.20440837740898132,0.1441306620836258,0.19057926535606384,0.20808932185173035,0.20991778373718262,0.18968629837036133,0.1318075805902481,0.2071504443883896,1.0,0.2140095978975296
.,0.5591574311256409,-0.3028804063796997,0.6812511086463928,0.23698924481868744,0.2790040373802185,0.3581749200820923,0.20123955607414246,0.4645031690597534,0.2110898345708847,0.3567904531955719,0.28866735100746155,0.2023586928844452,0.5591574311256409,0.25959324836730957,0.4130953550338745
